id_str	TWEET	LABEL	preprocessing_C
1099396504622694401	@Anteridio @aldebarando79 @javilm @Nonius9 @TomsGonzlez1 @maxpradera Las pulgas de mi perro no son perro, son pulgas, aunque vivan en mi perro. (en Cat pasa lo mismo con el fascismo unionista ) Y son muy molestas y transmiten enfermedades.	FAVOR	Anteridio aldebarando79 javilm Nonius9 TomsGonzlez1 maxpradera Las pulgas de mi perro no son perro son pulgas aunque vivan en mi perro en Cat pasa lo mismo con el fascismo unionista  Y son muy molestas y transmiten enfermedades
1097605276214140928	RT @claudiperez: “Nunca ha habido un acuerdo con los independentistas”, dice Sanchez. “No había condiciones” para votar a favor de la moció…	FAVOR	RT claudiperez Nunca ha habido un acuerdo con los independentistas dice Sanchez No había condiciones para votar a favor de la moció
1098928879698407424	#rumbournasarv Lo mejor que puede hacer Arrimadas es largarse a Madrid, que en breve se convertirá en el establo general de la ultraderecha.	FAVOR	rumbournasarv Lo mejor que puede hacer Arrimadas es largarse a Madrid que en breve se convertirá en el establo general de la ultraderecha
1097803979990462464	Que manía de preguntar a @Lroldansu si @CiudadanosCs pactará con Vox, es una fuerza de momento extraparlamentaria y además aún no conocemos su programa, lo que tenemos claro es que no pactaremos con quien quiere romper España! #ObjetivoElecciones https://t.co/aUcKsMpSEt	AGAINST	Que manía de preguntar a Lroldansu si CiudadanosCs pactará con Vox es una fuerza de momento extraparlamentaria y además aún no conocemos su programa lo que tenemos claro es que no pactaremos con quien quiere romper España ObjetivoElecciones
1103054071009865729	@verumfabula64 @PtfLaSilenciosa @joseantich @elnacionalcat Y el Parlamento está sometido al control judicial Recuérdaselo a los independentistas, que tienen memoria selectiva y esta parte no les mola 😜	AGAINST	verumfabula64 PtfLaSilenciosa joseantich elnacionalcat Y el Parlamento está sometido al control judicial Recuérdaselo a los independentistas que tienen memoria selectiva y esta parte no les mola 😜
1097307257652629505	Maduro, una pregunta: ¿ De verdad, tú vas a ordenar que militares y civiles armados disparen a matar contra ese río humano de ciudadanos venezolanos, desesperado por pan y libertad?  ¿Y Uds, militares acometerán ese crimen de lesa humanidad?  https://t.co/R09IaHxFTC	NEUTRAL	Maduro una pregunta  De verdad tú vas a ordenar que militares y civiles armados disparen a matar contra ese río humano de ciudadanos venezolanos desesperado por pan y libertad Y Uds militares acometerán ese crimen de lesa humanidad
1093266331099631616	@ghoficial @XLoganLobeznoX Sofía a la calle no nos toméis el pelo	NEUTRAL	ghoficial XLoganLobeznoX Sofía a la calle no nos toméis el pelo
10920481672128635e+18	RT @JotaMSilvaA: EuroVisión del padecimiento. #Puigdemont y el grito de Munch, por Xavier Sardà https://t.co/SX8uNDxCYo	AGAINST	RT JotaMSilvaA EuroVisión del padecimiento Puigdemont y el grito de Munch por Xavier Sardà
1097643173118132224	Vergonzoso ataque de Álvaro Ojeda a Àlex Granell por dar apoyo a los presos | vía @En_Blau_es https://t.co/h7vwgIQmJm	FAVOR	Vergonzoso ataque de Álvaro Ojeda a Àlex Granell por dar apoyo a los presos  vía EnBlaues
1092187465056731140	Viendo quién está apoyando al golpista de Guaidó, me reafirmo que estamos en el lado correcto compañer@s. Casado, Rivera, Abascal, Sánchez, Carmena, Trump, Macrón, UE, y este individuo????, apoyan el golpe. https://t.co/fr2nzCI2GR	FAVOR	Viendo quién está apoyando al golpista de Guaidó me reafirmo que estamos en el lado correcto compañers Casado Rivera Abascal Sánchez Carmena Trump Macrón UE y este individuo apoyan el golpe
1097577072179007489	@spaincrisis Yo he soñado esta noche que el Congreso Madrileño,  estaba lleno de diputados Catalanes  indepe!! Me he levantado de contenta!???? Yo votaré!	FAVOR	spaincrisis Yo he soñado esta noche que el Congreso Madrileño estaba lleno de diputados Catalanes indepe Me he levantado de contenta Yo votaré
1102604845972901888	El actual presidente de la Cámara catalana reivindica un segundo referéndum para solucionar la crisis territorial: “Tengan presente que volveremos a votar” @sergiquitian https://t.co/FIwhhE4gXh	NEUTRAL	El actual presidente de la Cámara catalana reivindica un segundo referéndum para solucionar la crisis territorial Tengan presente que volveremos a votar sergiquitian
1102646157279412225	¡Atentos!: El lobby del juego se reunió con 96 políticos españoles en 2018 para presionar a favor del sector. Y aparecen estos nombres: Pío Cabanillas y Rafael Catalá (Codere) al exdiputado Andrés Ayala (Orenes), ¿ #MáspartidopopularMásIgualdad o #MáspartidopopularMásLudopatía ?  https://t.co/DRoKJiMKU7 https://t.co/IZ3IbBhkOd	FAVOR	Atentos El lobby del juego se reunió con 96 políticos españoles en 2018 para presionar a favor del sector Y aparecen estos nombres Pío Cabanillas y Rafael Catalá Codere al exdiputado Andrés Ayala Orenes  MáspartidopopularMásIgualdad o MáspartidopopularMásLudopatía 
1103170135085535232	@xriusenoticies Más allá de que pinte mal para Trapero, pinta mal para Forn y para todos. Esto está orquestado desde arriba. La orden y el guión parten de la GenCat, pasan por ANC y Omnium, Mossos, CDR's y grupos varios. ¿TÍTULO DE LA PELÍCULA?  Todos eran golpistas y un poco imbéciles? 😂😂😂😂	AGAINST	xriusenoticies Más allá de que pinte mal para Trapero pinta mal para Forn y para todos Esto está orquestado desde arriba La orden y el guión parten de la GenCat pasan por ANC y Omnium Mossos CDRs y grupos varios TÍTULO DE LA PELÍCULA Todos eran golpistas y un poco imbéciles 😂😂😂😂
1098891605765959680	¿Quién si no Ciudadanos iba a resucitar a Puigdemont para la campaña de las generales? En este show que nos debilita a todos como país se necesitan los unos a los otros.   Puigdemont recoge el guante de Arrimadas y la recibirá en Waterloo https://t.co/RjJlkoEw5a	FAVOR	Quién si no Ciudadanos iba a resucitar a Puigdemont para la campaña de las generales En este show que nos debilita a todos como país se necesitan los unos a los otros Puigdemont recoge el guante de Arrimadas y la recibirá en Waterloo
1097486752414076928	Vilalta alerta de que el PSOE quiere aprovechar la no tramitación de los Presupuestos “para hacer electoralismo” a costa del independentismo @alextortsagues https://t.co/65U67EZ2tm	NEUTRAL	Vilalta alerta de que el PSOE quiere aprovechar la no tramitación de los Presupuestos para hacer electoralismo a costa del independentismo alextortsagues
1097534309492314112	¿Alguien conoce algún argumento a favor de la independencia de Cataluña? Quiero hacer un hilo contraargumentándolos pero se me ocurren pocos... @gabrielrufian, ¿me ayudas?	FAVOR	Alguien conoce algún argumento a favor de la independencia de Cataluña Quiero hacer un hilo contraargumentándolos pero se me ocurren pocos gabrielrufian me ayudas
1098751820653051904	El @PSOE no va apoder gobernar en la próxima legislatura sin el apoyo de los partidos independentistas. EH Bildu va a permitir parar a la derecha y poner encima de la mesa una negociacion con el Estado en termino de país, no en términos de partido  https://t.co/8rX9PloiG8	FAVOR	El PSOE no va apoder gobernar en la próxima legislatura sin el apoyo de los partidos independentistas EH Bildu va a permitir parar a la derecha y poner encima de la mesa una negociacion con el Estado en termino de país no en términos de partido
1103638276307599360	Tras el linchamiento 'indepe' a Montserrat del Toro en redes https://t.co/GIV4vmqv8u	AGAINST	Tras el linchamiento indepe a Montserrat del Toro en redes
1097516082070503424	?? El único cambio que se debe realizar en la avenida Príncep d'Astúries es renombrarla por Princesa de Asturias.  #Colau quiere un cambio de nombre para complacer a los separatistas con vistas a futuros pactos en Barcelona.  https://t.co/VVMuxlMpEW @20m #YoConBOU	AGAINST	 El único cambio que se debe realizar en la avenida Príncep dAstúries es renombrarla por Princesa de Asturias Colau quiere un cambio de nombre para complacer a los separatistas con vistas a futuros pactos en Barcelona 20m YoConBOU
1102500087006183425	@XavierRosMartn2 @julia_otero Tienes razón q Cataluña está a años luz de Esp En Cataluña se vive en un régimen dictatorial al son de lo  adicta el Govern y sus medios de propaganda,  lo más parecido a la sociedad indepe es Corea del Norte	AGAINST	XavierRosMartn2 juliaotero Tienes razón q Cataluña está a años luz de Esp En Cataluña se vive en un régimen dictatorial al son de lo adicta el Govern y sus medios de propaganda lo más parecido a la sociedad indepe es Corea del Norte
1095987314340311041	Junqueras només respon a les preguntes de la seva defensa https://t.co/vTwqWAL1wF #OriolJunqueras #judiciproces #Junqueras	NEUTRAL	Junqueras només respon a les preguntes de la seva defensa OriolJunqueras judiciproces Junqueras
1099216290999386112	Arrimadas podría anunciar su salto a la política nacional hoy mismo https://t.co/xxmPygKLhF	NEUTRAL	Arrimadas podría anunciar su salto a la política nacional hoy mismo
1095891543658020865	teve amor, teve compaixão, teve soliedariedade, teve gigantismo. Não somos inimigos, somos rivais. Somos seres-humanos. ? https://t.co/BoRWe3ANPx	NEUTRAL	teve amor teve compaixão teve soliedariedade teve gigantismo Não somos inimigos somos rivais Somos sereshumanos 
1093275233619005440	@QuimTorraiPla A lo mejor no solo no lo aceptamos sino que le damos la bienvenida a un poco de decencia socialista que diga que ya está bien de tanta tontería y cesión a políticos separatistas y golpistas. La justicia os espera. A todos.	AGAINST	QuimTorraiPla A lo mejor no solo no lo aceptamos sino que le damos la bienvenida a un poco de decencia socialista que diga que ya está bien de tanta tontería y cesión a políticos separatistas y golpistas La justicia os espera A todos
1097837519188692999	Para Ada Colau todos tienen lengua materna menos los que hablan español. #DolcaCataluña #jacobialcalde #Barcelona #tabarnia  #España https://t.co/uzxoHnlyWl	AGAINST	Para Ada Colau todos tienen lengua materna menos los que hablan español DolcaCataluña jacobialcalde Barcelona tabarnia España
1098988986721357825	📹 No os perdáis como el periodista Xavier Rius desmonta todas las mentiras del separatismo en menos de cinco minutos. Lo podéis ver en el siguiente enlace. https://t.co/GPQbNVJo1n	AGAINST	📹 No os perdáis como el periodista Xavier Rius desmonta todas las mentiras del separatismo en menos de cinco minutos Lo podéis ver en el siguiente enlace
1096014664415277056	Además, los medios de comunicación árabes bombardean constantemente a la población con toda una estrategia para demonizar a los españoles. Algunos políticos árabes los califican de terroristas, golpistas y criminales. Les acusan de violentos cuando solo fue violenta su policía.?	FAVOR	Además los medios de comunicación árabes bombardean constantemente a la población con toda una estrategia para demonizar a los españoles Algunos políticos árabes los califican de terroristas golpistas y criminales Les acusan de violentos cuando solo fue violenta su policía
1097493917598142464	?Padraic Kenna: “Mientras a los bancos les interese que el precio de la vivienda sea alto, los políticos no podrán hacer nada  https://t.co/xfRxY37j5k	NEUTRAL	Padraic Kenna Mientras a los bancos les interese que el precio de la vivienda sea alto los políticos no podrán hacer nada
1093267707645042688	TIC tac TIC tac #inesssss ! Cuidaooo!! Que venen drones indepes a tot arreu 😂😂 Bonito día te ha quedado hoy, jefa  🙄🙄🙊🙊 @jcanadellb https://t.co/xoHR1rxrgP	FAVOR	TIC tac TIC tac inesssss  Cuidaooo Que venen drones indepes a tot arreu 😂😂 Bonito día te ha quedado hoy jefa 🙄🙄🙊🙊 jcanadellb
1092162396582567940	Si ofreces competencias para lograr satisfacer a ese nacionalismo, siempre habrá cosas para sentirse insatisfecho. Es un error querer satisfacer al nacionalismo con más competencias   https://t.co/e10EuoWUSe	AGAINST	Si ofreces competencias para lograr satisfacer a ese nacionalismo siempre habrá cosas para sentirse insatisfecho Es un error querer satisfacer al nacionalismo con más competencias
1103643564574195712	Qué calladitos estáis,  golpistas fascistas....no os está gustando mucho el juicio, ehhhhhhh???  Golpistas,  fascistas y violentos.....sois más chulos que un ocho 👏👏👏	AGAINST	Qué calladitos estáis golpistas fascistasno os está gustando mucho el juicio ehhhhhhh Golpistas fascistas y violentossois más chulos que un ocho 👏👏👏
1095993015330586624	Os he contado que yo trabajo con unos cuantos indepes??  Pues eso!!! ?	NEUTRAL	Os he contado que yo trabajo con unos cuantos indepes Pues eso 
1096188839981268992	#Pensamiento |  Causa sonrojo o vergüenza ajena escuchar a Quim Torra cuando manosea conceptos como democracia o libertad , por @manupediaz_  https://t.co/jatNmWbMsp	AGAINST	Pensamiento  Causa sonrojo o vergüenza ajena escuchar a Quim Torra cuando manosea conceptos como democracia o libertad  por manupediaz
1097808979290406912	Los CDR siguen campando a sus anchas por toda CAT. Hasta el punto de que ya no sólo se atreven a acosar a jueces y políticos a atacar sedes judiciales. Han ido un paso más allá y han atacado con pintura amarilla el cuartel de la GC de Vic. #LaSilenciosaCat https://t.co/TUTakGqoto	AGAINST	Los CDR siguen campando a sus anchas por toda CAT Hasta el punto de que ya no sólo se atreven a acosar a jueces y políticos a atacar sedes judiciales Han ido un paso más allá y han atacado con pintura amarilla el cuartel de la GC de Vic LaSilenciosaCat
1103008810233458688	@enoticiescat alguien mencionará a la bien pagà Mónica Terribas y sus llamadas desde @maticatradio  para conocer desplazamientos de vehículos @guardiacivil y @policia   ¿? #JudiciTV3CatRadio #JuicioDelProces    https://t.co/RXUH0A3TKd	AGAINST	enoticiescat alguien mencionará a la bien pagà Mónica Terribas y sus llamadas desde maticatradio para conocer desplazamientos de vehículos guardiacivil y policia  JudiciTV3CatRadio JuicioDelProces
1098857587771170816	Este tipo cuyo cargo no ha sido votado, que su título es impuesto por un dictador fascista y cuya familia (su fuente de  legitimidad ) es un nido de opacidad, corrupción y latrocinio, nos da lecciones de democracia. https://t.co/hRWpaBRqsy  A la porra.	FAVOR	Este tipo cuyo cargo no ha sido votado que su título es impuesto por un dictador fascista y cuya familia su fuente de legitimidad  es un nido de opacidad corrupción y latrocinio nos da lecciones de democracia A la porra
1097958003746197505	@mtgarcia82 @CristinaNarbona @AmparoRubiales @mjpartera @marisaparrilla @mruiz_gema @ArredonMari @veigacarmen @leirediezpas @MarCostaDB @feli_bondia El #28deAbril todas/os, la Izquierda, los progresistas, los ciudadanos con sensatez y sentido común tenemos q ir a #VotaPSOE  #SiemprePSOE  #YoConPedro	AGAINST	mtgarcia82 CristinaNarbona AmparoRubiales mjpartera marisaparrilla mruizgema ArredonMari veigacarmen leirediezpas MarCostaDB felibondia El 28deAbril todasos la Izquierda los progresistas los ciudadanos con sensatez y sentido común tenemos q ir a VotaPSOE SiemprePSOE YoConPedro
1040137211604295680	@AndreuRomani @mossos El de el Hospital de sant Esteve se piensa el ladrón que todos somos de su condición. Pides grabaciones, vídeos como hacen los indepes de los lazitos amarillos que todo lo premeditar y preparan para maquinar y urdir intrigas.? Vete y acuéstate en un cama del Hospi!. Ay, no hay!!!	AGAINST	AndreuRomani mossos El de el Hospital de sant Esteve se piensa el ladrón que todos somos de su condición Pides grabaciones vídeos como hacen los indepes de los lazitos amarillos que todo lo premeditar y preparan para maquinar y urdir intrigas Vete y acuéstate en un cama del Hospi Ay no hay
1102496697496801282	Ponte en situación y atrévete a levantar la voz para discrepar, rodeado de simbología golpista con el supremacista jefe y todos sus cortesanos coreando en un hospital, sí,un HOSPITAL!!!  https://t.co/uY3JywjHy7	AGAINST	Ponte en situación y atrévete a levantar la voz para discrepar rodeado de simbología golpista con el supremacista jefe y todos sus cortesanos coreando en un hospital síun HOSPITAL
1093228133749268481	@JLambanM @sanchezcastejon Cáncer? Faltando al respeto a los q han sufrido un cáncer. La independencia d CAT es un proyecto tan legítimo como la unidad ESP! Si hay 2,3 millones d independentistas y creciendo, cómo vas a extirpar? Estilo Franco? Habrá q recurrir más bien a referéndum. O quieres imponer ESP?	FAVOR	JLambanM sanchezcastejon Cáncer Faltando al respeto a los q han sufrido un cáncer La independencia d CAT es un proyecto tan legítimo como la unidad ESP Si hay 23 millones d independentistas y creciendo cómo vas a extirpar Estilo Franco Habrá q recurrir más bien a referéndum O quieres imponer ESP
1103356462586314752	#ÚLTIMAHORA: Soraya Rodríguez se da de baja en el PSOE por discrepancia profunda con la política del partido con el independentismo https://t.co/7oHQWU94BN	NEUTRAL	ÚLTIMAHORA Soraya Rodríguez se da de baja en el PSOE por discrepancia profunda con la política del partido con el independentismo
1095948469750165504	@EspanaGlobal @UNESCO_es @lozanoirene (directora de @EspanaGlobal ):   Votar en un referéndum ilegal es como cometer una violación sexual   El entrevistador se escandaliza de sus palabras. Nacionalismo español en grado máximo. #FreeCatalanPoliticalPrisoners  #RepublicaCatalana #Cataluña https://t.co/RJoRQnpEQ8	FAVOR	EspanaGlobal UNESCOes lozanoirene directora de EspanaGlobal  Votar en un referéndum ilegal es como cometer una violación sexual El entrevistador se escandaliza de sus palabras Nacionalismo español en grado máximo FreeCatalanPoliticalPrisoners RepublicaCatalana Cataluña
1099391825591316480	RT @LaLupaJudicial: El miércoles comienzan las testificales. Primero los políticos y después los testigos...es decir, lo interesante. https…	AGAINST	RT LaLupaJudicial El miércoles comienzan las testificales Primero los políticos y después los testigoses decir lo interesante
1097606629208526848	Empresarios independentistas concurren a las elecciones a todas las cámaras catalanas https://t.co/9o8o5WvXiL #economía	NEUTRAL	Empresarios independentistas concurren a las elecciones a todas las cámaras catalanas economía
1102827594515472385	Después de escuchar a Roger Torrent ayer, @rogertorrent , creo que debe ser de @vox_es ...por que vamos, tengo cada vez más claro que en el Parlament de Catalunya @govern debe existir una fuerza como VOX para molestar a los independentistas.	AGAINST	Después de escuchar a Roger Torrent ayer rogertorrent  creo que debe ser de voxes por que vamos tengo cada vez más claro que en el Parlament de Catalunya govern debe existir una fuerza como VOX para molestar a los independentistas
1102512567510024192	@eldiarioes Es una vergüenza que en España haya gente mintiendo delante de un juez y aquí no pasa nada. Que todo no fué proporcional lo sabe medio mundo,.. Y hasta el PSOE presentó una queja contra SSS. El 80% de Cataluña está flipando. De esta injusticia saldrá un 80% de indepes.	FAVOR	eldiarioes Es una vergüenza que en España haya gente mintiendo delante de un juez y aquí no pasa nada Que todo no fué proporcional lo sabe medio mundo Y hasta el PSOE presentó una queja contra SSS El 80 de Cataluña está flipando De esta injusticia saldrá un 80 de indepes
1095982776002723840	@sanchezdelreal @ArnaldoOtegi limpiate la boca cuando hables de la #GuardiaCivil y nombres la palabra #Paz. La @guardiacivil es el Cuerpo de Seguridad con mayor #códigodehonor y el q + ha sufrido la violencia de tu banda #ETA, esa #bandaTerrorista cobarde, deleznable.	AGAINST	sanchezdelreal ArnaldoOtegi limpiate la boca cuando hables de la GuardiaCivil y nombres la palabra Paz La guardiacivil es el Cuerpo de Seguridad con mayor códigodehonor y el q  ha sufrido la violencia de tu banda ETA esa bandaTerrorista cobarde deleznable
1044284418863624193	@ElSastrin @Juanmi_News 😂😂😂😂 Estos se piensan que en Canada no vieron las imagenes!! Como hace frio el twitter estaba congelado el 1 de octubre de 2017.	FAVOR	ElSastrin JuanmiNews 😂😂😂😂 Estos se piensan que en Canada no vieron las imagenes Como hace frio el twitter estaba congelado el 1 de octubre de 2017
1103413569356554241	@Vic_tana @KartoffelSC @DoradoAlex @govern @QuimTorraiPla No se q entiendes por nacionalismo, pero yo tpc lo quiero, y por supuesto nada identitario/étnico, ni parecido al proceso yugoslavo.  Hablo solo d decidir democráticamente como se organiza cualquier Sociedad.	FAVOR	Victana KartoffelSC DoradoAlex govern QuimTorraiPla No se q entiendes por nacionalismo pero yo tpc lo quiero y por supuesto nada identitarioétnico ni parecido al proceso yugoslavo Hablo solo d decidir democráticamente como se organiza cualquier Sociedad
1102932181335396353	Contatinhos e sofrer pela mesma pessoa é coisa de adolescente, adulto fica esperando o melhor dia do cartão pra fazer a compra https://t.co/tWJE4RQ2BP	NEUTRAL	Contatinhos e sofrer pela mesma pessoa é coisa de adolescente adulto fica esperando o melhor dia do cartão pra fazer a compra
1096020381163552769	@bsrbcn @MariadelMarMen9 @tuitegem Díselo a tu compañera de hilo, que va generalizando y clasificando en dos bandos: indepes y no-indepes.	FAVOR	bsrbcn MariadelMarMen9 tuitegem Díselo a tu compañera de hilo que va generalizando y clasificando en dos bandos indepes y noindepes
1037649050173100038	#QueNoEnsEnfrontin Divide y vencerás. A quien pone el lazo amarillo y a quien lo quita... La Banca y el FMI se quedan con su guita💸💸💸 https://t.co/s2mzvaQ8Kl	AGAINST	QueNoEnsEnfrontin Divide y vencerás A quien pone el lazo amarillo y a quien lo quita La Banca y el FMI se quedan con su guita💸💸💸
1099332748727193600	Es incomprensible como C`s está desapareciendo por voluntad propia de Cataluña tras su victoria en las autonómicas. Primero sacrificaron las siglas y ahora a Arrimadas. Y todo para hacerle hueco al impostor francés de Valls. Va a ser verdad que los gobiernan desde París	AGAINST	Es incomprensible como Cs está desapareciendo por voluntad propia de Cataluña tras su victoria en las autonómicas Primero sacrificaron las siglas y ahora a Arrimadas Y todo para hacerle hueco al impostor francés de Valls Va a ser verdad que los gobiernan desde París
1097452342704852993	Alejandro Fernández va a Madrid a pedir un nuevo 155:  Es una solución política  vía @elnacionalcat_e https://t.co/EbSvdEegCn	AGAINST	Alejandro Fernández va a Madrid a pedir un nuevo 155 Es una solución política vía elnacionalcate
1091855553238847490	El  guardia civil suspendido por grabar desde dentro del  coche policial tras el furgón de los golpistas actuó mal. Pero eso es un expte. y una falta leve. Suspenderlo de inmediato es una evidencia de la desvergüenza del director general y los políticos de Interior. Cobardes.	AGAINST	El guardia civil suspendido por grabar desde dentro del coche policial tras el furgón de los golpistas actuó mal Pero eso es un expte y una falta leve Suspenderlo de inmediato es una evidencia de la desvergüenza del director general y los políticos de Interior Cobardes
1093270992145825792	@premiolonuestro @AbrahamMateo Desde España estaremos pendientes de su salida!!???	NEUTRAL	premiolonuestro AbrahamMateo Desde España estaremos pendientes de su salida
1093239687714607107	He podido hablar a la hora de comer con un socialista de los de siempre, con principios, con sentido de estado, con dos dedos de frente y solo puedo decir #SanchezDimisión	AGAINST	He podido hablar a la hora de comer con un socialista de los de siempre con principios con sentido de estado con dos dedos de frente y solo puedo decir SanchezDimisión
1097618325482471430	Sánchez no  se cierra  a volver a pactar con los independentistas tras las elecciones del 28 de abril https://t.co/bgtEexS49K	AGAINST	Sánchez no se cierra a volver a pactar con los independentistas tras las elecciones del 28 de abril
1097462560666910721	El Ministerio del Interior veta que el president lleve seguridad oficial de Mossos en el acto que compartirá esta tarde con Puigdemont https://t.co/ChzBka429w	NEUTRAL	El Ministerio del Interior veta que el president lleve seguridad oficial de Mossos en el acto que compartirá esta tarde con Puigdemont
1102550678684209152	@profEHRBAR @78GARBO @Bernat_Deltell Están deseando que los catalanes, monten un follón, de tres pares, que haya violencia y así decir que esto es terrorismo y no tiene nada que ver con la independencia, es así, son así, solo buscan que su relato violento sea eso, violento	FAVOR	profEHRBAR 78GARBO BernatDeltell Están deseando que los catalanes monten un follón de tres pares que haya violencia y así decir que esto es terrorismo y no tiene nada que ver con la independencia es así son así solo buscan que su relato violento sea eso violento
1092134802319466500	RT @Tiofaja_oficial: Deberías aprovechar que están los presos en Madrid, para contarnos que Aravaca no es Harvard, so facha.. https://t.co/…	FAVOR	RT Tiofajaoficial Deberías aprovechar que están los presos en Madrid para contarnos que Aravaca no es Harvard so facha
1096041942264225792	Peter Gabriel apoya la causa democrática de Catalunya. El apoyo internacional empieza a ser contundente y deja en evidencia al estado Español. #judiciproces https://t.co/7KH9kXMsZI	FAVOR	Peter Gabriel apoya la causa democrática de Catalunya El apoyo internacional empieza a ser contundente y deja en evidencia al estado Español judiciproces
1103679717281017856	🔴 La Fiscalía investiga a los independentistas que han difundido la fotografía de la secretaria judicial del 1-O.  Son así de ratas y de miserables. https://t.co/d9kyDaKE5Z	AGAINST	🔴 La Fiscalía investiga a los independentistas que han difundido la fotografía de la secretaria judicial del 1O Son así de ratas y de miserables
1103038350871678976	Os traduzco: como no respetamos la democracia, obviamos las mayorías parlamentarias necesarias e imponemos nuestras medidas en contra del pueblo. https://t.co/aCVOFPU1XR	AGAINST	Os traduzco como no respetamos la democracia obviamos las mayorías parlamentarias necesarias e imponemos nuestras medidas en contra del pueblo
1103062061930725376	Todo lo que se dice acerca de 'restaurar la democracia' en Venezuela es solo un encubrimiento para configurar países latinoamericanos según los criterios estadounidenses , reiteró el director del departamento de América Latina de la Cancillería rusa https://t.co/WPk7PM4Kq6	FAVOR	Todo lo que se dice acerca de restaurar la democracia en Venezuela es solo un encubrimiento para configurar países latinoamericanos según los criterios estadounidenses  reiteró el director del departamento de América Latina de la Cancillería rusa
