Stance	text
AGAINST	its great that samesex marriage has been made legal but how long will it take to make abortion illegal #semst
FAVOR	hes not concerned about womens health its all about control stay outta my lady parts mr patrick #semst
NONE	so because #scotus ruled fors you think everyone just threw their hands up and supported #lovewins #semst
AGAINST	#obama cares more about deserters than unborn babies #protecttheunprotected #antiabortion #semst
NONE	today ab passed out of comittee on judiciary we will let you know how to help #semst
AGAINST	so sorry bernie sanders there are a lot of people that wont get a chance to be people i had that chance and would like to share #semst
FAVOR	they know whats best for their safety #semst
AGAINST	life fact at just weeks into a pregnancy a baby begins to sigh and yawn #lifefact #semst
FAVOR	you know whats best for you you know whats best for your happiness you know whats best for your well being #semst
FAVOR	she knows whats best for her happiness her body #semst
NONE	bristol palin doesnt want any lectures you guys thats her job #hypocrisy #minutes #semst
FAVOR	today i am grateful for the #reproductiverights that allow so many families to escape poverty #abvote #semst
NONE	what the leftists are doing is putting all americans in danger #tcot #uniteblue #lovewins #lgbt #scotus #semst
AGAINST	because as long as were ending innocent lives love has won nothing #semst
NONE	every god christian wants to make sure the unworthy those people dont have health insurance because jesus #redstate #tcot #semst
AGAINST	why would a mother advice her daughter to abort shame responsibility but truly is that the best advice #itsnotonitsnotsafe #semst
NONE	if u had been my wife i would have blow your head of yep that sound like #elsalvador #semst
NONE	obamcare loses again in the supreme court religious freedom win #scotus #tcot #semst
AGAINST	if youre all about equality then the unborn babies get an equal chance at life to#equalityfortheunborn #semst
AGAINST	murdering an unborn child is the crudest form of contraception #catholic #christian #conservative #feminist #semst
NONE	when did god define anything right you are just a bigot trying to stick to your closedminded agenda #bigot #semst
AGAINST	its time to end the #deathpenalty in the united states #wholelife #semst
AGAINST	how could i die before even i bornto you i am just tiny little thing that doesnt matter #semst
AGAINST	we remind ourselves that love means to be willing to give until it hurts mother teresa
NONE	im done with the convo but before i go #semst
NONE	were at a moment where we need the kind of intergenerational dialogue that rbg brings spotlighthealth #semst
FAVOR	happy to hear the #scotus blocked closing of abortion clinics in tx until an appeal can be heard #safelegalrare #thinkprogress #semst
AGAINST	the hhs contraceptive mandate has been challenged in #scouts times and has lost times #contraception #semst
NONE	yo if you decide to set yourself on fire cause gays are allowed to be married that is your choice and i am in support of it #semst
FAVOR	how can you be against abortion and also want to take away all the free birth control clinics for the por how #semst
NONE	 government has exceeded its necessary size scope and reach into the lives of its citizens #armenia #semst
AGAINST	all babies are a blessing thank you for loving what you been preaching #semst
FAVOR	putting abortion in with choices for women just won my heart over yas #shahs
AGAINST	#americans have the right to #life #liberty and the #pursuitofhappiness so why dont #unborn americans #semst
AGAINST	canadas legal definition of human being is based on th century science its time for an update #prolifeyouth #cdnpoli #semst
AGAINST	true equality allows all to be born #semst
NONE	it is legal bro and its #semst
AGAINST	im not forcing anyone to do anything abortion is not medical help there are better options very proud to be #semst
AGAINST	its morally wrong life is sacred and only the giver and its onlyhim alone that should take it#haveyoursay is on #semst
NONE	i dont hate lgbt but i disagree with samesex marriage #sacramentofmatrimonyissacred #semst
FAVOR	govt cannot force you to get chemo but if youre a fetus you must live #julieborowski #reproductiverights #semst
AGAINST	#potus seals his legacy w doz wins the #gop agenda still repeal #gun laws #obamacare ban access #totallosers #noideas #semst
AGAINST	i doubt she was clothed with anything when that pregnancy occurred #semst
AGAINST	typo i meant to say dies with every abortion least one human dies #semst
FAVOR	definitely the #scotus today has landed where women are #texas #clinics #issues #semst
AGAINST	we should not deny the basic human right to life for unborn babies #lifewins #endthediscrimination #semst
AGAINST	never during a pregnancy does a pregnant persons body cease being their own support bodily autonomy be #semst
AGAINST	if men could get pregnant abortion clinics would be like starbucks #semst
FAVOR	so prolifers are against health rights #semst
AGAINST	 children are the greatest blessing which god has bestowed on man and woman pope francis #semst
AGAINST	#prolife laws kill women real #feminists are #prochoice calling us #feminazi because of course you have no arguments #fem #semst
AGAINST	thought it was just tissue #semst
NONE	follow #patriot thanks for following back #truth #liberty #justice #proisrael #wakeupamerica #freeamirnow #semst
AGAINST	in the aim for equality we have forgotten the most innocent the smallest the most precious among us the unborn #catholic #semst
FAVOR	abortion is not illegal and i would never judge a woman for making that choice #semst
NONE	is there a gas that increases selfmutilation tattos piercing drugging overeating suicide violence #waleg #semst
FAVOR	women being independent and making their own choices #semst
NONE	im gonna fuck next weekend #semst
AGAINST	we all have a duty to protect the sanctity of lifefrom the first cell division to the last #protectlife #pjnet #ctot #ccot #semst
FAVOR	 the single most important factor for womens advancement in society is our ability to control our fertility #semst
NONE	if it wasnt for harry all my favorite characters would still be alive #semst
AGAINST	and the unborn are human lives completely human alive from conception abortion kills #semst
NONE	i will believe the narrative that black lives matter when all black lives matter all the time #blackonblackviolence #semst
NONE	they say god isnt listening just lok at that radar today #prayfornepal
AGAINST	as a former fetus i oppose #prolifeyouth #semst
AGAINST	mt senate vote on sc paincapable unborn child protection act could come as early as wed contact your senators
AGAINST	 no law can give me the right to do what is wrong abraham lincoln
AGAINST	thanks kudos to for caring about the safety of unborn children #auspol #semst
FAVOR	it was her choice mark #profeminist #semst
NONE	parents have left their role to the teachers parents need to have skills to reach out to their own children its important #semst
FAVOR	exactly no apologies needed to any #fundamentalist of any kind stop apologies for rights #p #semst
AGAINST	the constitution of kenya is clear that abortion on demand is illegal #fida #semst
FAVOR	no its absurd to refer to healthcare that saves pregnant peoples lives as killing #semst
AGAINST	thank you for the way you beautifully comunicate the prolife message you all consistently blow me away #semst
NONE	the people who never spoke up against the nazis during world war ii were likely live and let live people #fb #semst
AGAINST	since #roevwade of my #generation has been #aborted where were their #rightsyouthgen #semst
FAVOR	complications come with all types of medical procedures doesnt mean procedure itself should be banned #dealwithit #semst
NONE	being #gay is a #choice just like #semst
AGAINST	messed up being outraged that its legal to distribute images of abortion but being fine with abortion being legal #notrudeau #semst
AGAINST	#thingsyoudontsayasapolitician im personally opposed to #abortion but abortion is wrong period youth #semst
FAVOR	god morning do you plan to tell that women on pei deserve the right to chose #cdnpoli #peipoli #semst
AGAINST	#dailywordsofwisdom pats best hell is for children still defines goverment #fostercare #adoption #semst
AGAINST	i love how #liberals only accuse #conservatives of war on women when we dont want to fund
AGAINST	on my bday im always so grateful to my bio parents who gave me up for #adoption #nochoiceisevereasy #semst
FAVOR	keeping pregnant people safe is a great reason for abortion though
AGAINST	god riddance to millions of black babies i really hope im misunderstanding you #semst
AGAINST	ok now how about we handle up on something just a little more importantlike murder #semst
AGAINST	do you mean bristol she was just being honest about her feelings many can relate hope they chose life to #semst
FAVOR	because its not your baby body or decision nor does it efect your life in any way so its none of your business #semst
NONE	another scotus decision i do not agree with its time to do away with the death penalty all together #semst
AGAINST	does a #pregnant #woman have heads hearts arms and legs #prolifeyouth #prolifegen #didntthinkso #semst
AGAINST	there is something very sinister naziesque about folks who support killing babies #qanda #auspol #semst
NONE	make their own decisions doesnt mean you need to harass me godbye now #freedom #semst
NONE	just because it is legal doesnt make it god honoring #samesexmarriage #themovie #audacitymovie #semst
AGAINST	we all are sinners but what right do humans have to kill another human being is that what god wanted us to do #scl #thoughts #semst
NONE	any asshat protesting against #sofiavergara is a disgrace to the entire womens rights movement live and let live #semst
AGAINST	 im prolife and abortion has and will always be taking a life #choselife #christians #prolife #semst
FAVOR	what doesnt reduce abortions making it illegal what does sex education caring about the pregnant person #semst
NONE	changing the cisnomative atmosphere is dificult #semst
NONE	every time you respond to something that frustrates you you let it steal away your time and happiness #easyweightloss #semst
AGAINST	life is our first and most basic human right
AGAINST	abortion is not selfdefense shoting the rapist is kittington #pjnet #tcot #semst
NONE	roberts scalia alito thomas hereinafter rscat #scotus #equality #semst
NONE	god friday morning #patriots make it ur best one ever #smile all day long #lnyhbt #rescuepets #sot #sov #nevergiveup #semst
AGAINST	a nation that kills its own children is a nation without hope pope saint john paul ii #prolifeyouth #alllivesmatter #semst
AGAINST	from millionyr to millionyr the only way to make them decline to yr is by making abortion criminal #semst
AGAINST	she has a brain a heart and her own unique dna not her mothers she is alive and human please dont kill her #semst
NONE	on manila tvmonday #pacquiao appeals to dont execute #maryjaneveloso #deathrow #drugtraficking #christian
AGAINST	god point but our heart starts beating days after conception we are alive at conception #semst
AGAINST	when you abort a baby you dont just abort one person you abort generations #semst
AGAINST	sinnfein voted to kill unborn sick children #semst
AGAINST	#prolifeyouth know that human life human life inside the womb or out #semst
AGAINST	i can tell women what to do with their bodies #thingsyoudontsayasapolitician #semst
AGAINST	i have no problem with birth control but their you go with that free thing again so your solution is murder god idea #semst
AGAINST	i was born months premature im perfectly fine somehow killing babies is legal in this country
FAVOR	when is abortion a responsible choice when a woman choses it to be #semst
NONE	maybe thats what he wants #semst
NONE	youre a historian of what malice your hatred of her child is astonishing #palin #semst
AGAINST	no such thing as an unforced #prolifeyouth #semst
AGAINST	cofee out the nose or down the windpipe next time were going for out the nose #thoughtiwasgonnadie #semst
AGAINST	lets agree that its not ok to kill a lbs baby in the uterus #dnc #clinton #procompromise #semst
NONE	how can a kingdom founded in violence long control the vice that brought it n existence comentary on judges #semst
AGAINST	 the most disturbing thing we to this planet is to flod our streets with the #blod of #children from #happyearth #semst
AGAINST	equal rights for those born that way no rights for those not yet born #liberallogic #liberalism #life #semst
FAVOR	its a free country freedom includes freedom of choice #semst
AGAINST	they havent eliminated #murder they just call it by a diferent #name #prolifeyouth #prolifegen #semst
AGAINST	#peoplesdebate juvenile hysterics from that woman killing babies is bodily autonomy people dying of neglect but lets have #vinb #semst
AGAINST	dont you mean to say all children deserve the same chances except the unborn children #semst
AGAINST	we are thrilled to announce that we will be opening a satellite ofice well be right across the street from #asu #semst
AGAINST	they made same sex marriage legal but they wont make abortion illegal what is wrong with this world #adamandevenotadamandsteve #semst
AGAINST	gags dat face #semst
AGAINST	in ireland the unborn child has constitutional protection long may this continuedyouth #semst
AGAINST	god morning patriots let us continue to pray for this great nation and the #unborn on this great day god has given us #ccot #semst
AGAINST	in so many ways to so many people around the world america really is the great satan #gaymarriage #drugs #wakeupamerica #semst
AGAINST	theres a law protecting unborn eagles but not humans uh idk if youve noticed but there arent billion eagles around #semst
AGAINST	it is not progressive to try to resolve problems by eliminating a human life #popefrancis
AGAINST	i am in i have had an abortion #abortionondemand #menstruationmatters #semst
FAVOR	coming from a female that was taken away the ability to have children i still believe women should have the ability to chose #semst
FAVOR	well thats a win for women in texas thank you scotus #texas #semst
NONE	duh planned pregnancy around election date new fad get with the times #semst
NONE	did u become a lib before or after u made it in hollywod #blacklivesdontmatter #whitebrunch #semst
NONE	had a great meeting today with two guys who i know are reading this tweet welcome to the team excited to expand team sobhy #semst
AGAINST	idiot how would you feel if your mom aborted you me nothing cause i would be fucking dead #semst
AGAINST	 everybody but the unborn right #semst
AGAINST	i would like to see poll how many abortion doctors have told a woman no an abortion is not required in your case #semst
AGAINST	now that theres marriage equality can we start working on equal rights for unborn children #semst
AGAINST	if you arent responsible enough to take care of a baby why are you having unprotected sex #semst
FAVOR	like the govt is literally taking away your right to live your own life by defunding right now #semst
AGAINST	or another hypocrisy are those who campaign for animal rights but are pro choice #semst
FAVOR	some people are not ready for a child or they were even raped and theres already to many kids who need adopting anyway #semst
AGAINST	gets rid of a daughter and pretends she never existed #parenttrapplot or #semst
FAVOR	thank godness politicians saw sense and recognised womens rights over their own bodies #semst
FAVOR	bernadette smyth is an ignorant thunder cunt not her life not her body not her business #itsaballofcellsnotababy #newsni #semst
AGAINST	cursed be anyone who takes a bribe to shed innocent blod and all the people shall say amen deuteronomy #dropsmic #semst
FAVOR	what a great day to argue the benefits of making abortion legal #semst
AGAINST	abortionists refused to comply with these constitutional comonsense standards #naral #semst
AGAINST	just owned a woman who works for planned parenthod #factsonly #semst
AGAINST	sizelevel of development environmentdegree of dependency do not afect a humans value a fetus is a human being #prolifeyouth #semst
NONE	but isnt that the problem then not enough faith #gaystapo #socialism
AGAINST	ginsburg already supports the death penaltyie #semst
NONE	bigger problems #christians than same sex #marriage #worldhunger #cleanwater #sextraficking #slavelabor #womensrights #thelost #semst
AGAINST	amen i say to you whatever you did for one of these least brothers of mine you did for me mt #prolifeyouth #semst
AGAINST	call me an #extremist but i think #dismembering babies is wrongyouthgen #semst
AGAINST	pray you want me to pray that abortions and dangerous facilities remain unchecked #facepalm #semst
FAVOR	lol its no ones choice but the womans when it comes to abortion men shouldnt even be able to vote on the issue #semst
NONE	today the proverbial straw broke the back of america its just a matter of time weve gone to far #lovewins #semst
FAVOR	today i am grateful to have the right to control my body without govt influence #antichoice leaders want to stop this #abvote
FAVOR	captors have already been born and are no longer part of the body of a pregnant woman thats the diference #semst
AGAINST	is a seven pound baby murderer to bad her mom didnt have the same operation #baby #democrats #losers #semst
NONE	hey #bristolpalin when alaska asked you to promote wide open spaces pretty sure they were talking about the state #semst
AGAINST	equal rights for all except for the unborn #ycot #overturnroe #semst
FAVOR	assaulting manipulating pregnant people doesnt reduce #semst
AGAINST	the answer to a #crisis #pregnancy is to eliminate the crisis not the #childyouthgen #semst
AGAINST	 anything that destroys gods gift of motherhod destroys his most precious gift to women #motherteresa #semst
AGAINST	abortion is legal all nine months in canada and in some parts of the usa #prolifeyouth #semst
FAVOR	nothing to do with me its not my choice nor is it yours to dictate what another woman choses #feminism #semst
NONE	woah the hashtag puts the rainbow heart itself there thats weird #butimnotgay #semst
AGAINST	in #scotus majority opinion substitute abortion for capital punishment and you have the opinion for the texas clinic case #semst
AGAINST	i feel the greatest destroyer of peace today is abortion mother teresa #semst
NONE	manipulation disguise evil is always seen by the outcome the ugly dors of satan appear in all forms when its fake love #semst
AGAINST	one day im gonna set an abortion clinic on fire anyone wanna join #semst
FAVOR	theres an undeniable inverse correlation between womens right to chose and crime rates #womensrights #semst
AGAINST	#donrients people arent just killed by guns people died and thats sad but how many die daily from #abortion #semst
NONE	part of our celebration will be dancing our butts of to a lgbtqia pride inspired playlist what songs should we add to our list #semst
NONE	no it shows that liberals should start thinking about the consequences of their actions #polygamy #gaymarriage #semst
AGAINST	a woman who deliberately destroys a fetus is answerable for murderst basil the great #semst
NONE	any asshat protesting against is a disgrace to the entire womens rights movement live and let live #semst
FAVOR	actually none said they dont consider it life and an abortion is between a woman and her doctor #semst
AGAINST	#scotus blocking part of our texas antiabortion law maybe we should call them the supreme tyrant #tcot #tgdn #semst
FAVOR	not sure i agree with her decision but it is her decisioni wonder how many of the critics would support abortion #semst
AGAINST	you want the freedom to murder a baby rip them limb by limb no change in subject by melibertarian #semst
FAVOR	watching teen mom and watching farrah be a bitch makes me believe in abortion that much more #semst
AGAINST	#humans have taken over the role of #god #racheldolezal #caitlynjenner #scotusmarriage #semst
AGAINST	life what a beautiful choice adoption not abortion
AGAINST	because that utilized that wonderful gift of choice #prochoice #semst
NONE	i am all for focusing on things that matter #isis #racism #imigration #chiefskingdom #semst
AGAINST	a nation that kills its own children is a nation without hope pope saint john paul ii #prolifeyouth #alllivesmatter #semst
AGAINST	every human person is a being of inestimable worth created in the image and likeness of god st jpii #semst
AGAINST	its time to be a #voice for the #voiceless stand up for the #unborn #alllivesmatter #prolifeyouth #choselife #semst
FAVOR	your life your body your choice #womenshealth #womensrights #semst
AGAINST	before we go loking for #life on other #planets we should #stop #killing life on this one #prolifeyouth #prolifegen #semst
AGAINST	wks is to late to be able to have a termination in my opinion these triplets are babies not a bunch of cells #semst
NONE	only if u want me to smash ur head through a solid wall made of steel each time u say it then shore honay #urchoice #semst
AGAINST	will you be my #voice unborn babiesyouthgen #semst
AGAINST	god reminder that over million children have never been granted the opportunity to share the air we breath #equality #semst
FAVOR	i watched #aftertiller and it gave me a whole new perspective on a womans right to chose #womensrights
NONE	thank you for treating me with kindness respect tlc during my wellness exam #womenshealth #yaycondoms #semst
AGAINST	im a woman who cannot conceive and i proudly beg you to reconsider killing what id die for #prolifeyouth #semst
AGAINST	life is #precious so are babies mothers fathers please support the sanctity of human life think #semst
AGAINST	abortion laws should be designed to make it harder to get an abortion abortion is murder #semst
AGAINST	legalized tweetinginsteadofprocreating discriminates against the unconceived child #worstargumentever #lolanti #semst
NONE	every time pops up i think its you posting #dyslexic #oneinthesame #semst
AGAINST	ill always put all my focus and energy toward keeping people alive instead of deciding who gets to marry #semst
AGAINST	we are people who believe every child is entitled to life and liberty yet abortion is still legal #semst
NONE	to many people are taking this to seriously #semst
NONE	once theyre born that is #semst
AGAINST	more #blacks killed by abortion than during #slavery #confederateflag #semst
AGAINST	yet amnesty advocates child murder #semst
AGAINST	i would consider this to be dispersal of a chemical weapon one that kills children #semst
AGAINST	is #america still one nation under god #violence #racism #samesex #lustwins #populationcontrol #hate #atheism #secularism #semst
FAVOR	praise to district court judge larry hendricks for blocking that ridiculous antiabortion law in kansas #semst
NONE	on a side note just because you think smtg is wrong doesnt mean everyone else have to live accd to your beliefs #semst
NONE	spent the whole day on my highlight film from my israel tripill post the link and instagram the link to it #ballislife #semst
NONE	large parts of it were dificult to write so i cant imagine having to read the fucking thing #semst
NONE	its a god day to be alive everyone deserves to have the choice to marry the person they love #lovewins #equalityforall #semst
AGAINST	what about the equal rights of unborn humans in which about could grow up to be lgbt #lovewins #semst
AGAINST	so mint listening to live he s talking about #margaretsanger being total evil even if youre pro#abortion #semst
AGAINST	it is so much fun having younger friends who are expecting babies #beentheredonethat #choselife
AGAINST	how ohio is secretly as restrictive as texas with their #antichoice laws #traplaws #semst
NONE	lifeboatcofee thanks for the follow done with sb and other companies on the left all about #mw #ccot #semst
FAVOR	its not monday on twitter until some right wing troll sends me a video of an abortion #reprorights #semst
NONE	no ones fenna die from this heat on my watch #semst
FAVOR	its not #yourbody so its not your #choiceyouthgen #semst
FAVOR	are you ok with #gop males telling you what you can and cant do with your own body
NONE	and most islanders have diferent definitions of timely access #irony #peipoli #peivotes
AGAINST	 i will fight for the unborn #semst
AGAINST	yup the women in the womb are as precious as those who are outside of it #prolifeyouth #alllivesmatter #semst
NONE	it is the greatest of all mistakes to do nothing because you can only do little do what you can #humandignity #semst
AGAINST	#blacklivesmatter unless they are pre born black lives then they dont matter #abortionismurder #liberallogic #semst
AGAINST	democrats are always against personhod or what they perceive to be legislation to recognize #personhod always #colorado #semst
AGAINST	everyone should have the right to make their own reproductive choices recieve safe medical treatment without stigma #semst
NONE	#abstinence proponent #bristolpalin pregnant with second child conceives of #humility #mirthcontrol #birthcontrol #semst
FAVOR	i dont confuse right to life with righttousesomeonesbodywithoutconsent do you #rapeculture #semst
FAVOR	also what the fuck gives a man the right to tell a woman what to do with her body if she wants to get an abortion so be it texas #semst
AGAINST	ub students for life and are currently on north campus by the student union speaking out against #semst
NONE	do you have influence on policy on how the info is presented as a whole given that you are listed as a partner #semst
AGAINST	and do not kill ur children for fear of poverty we provide for them for u indeed their killing is ever a great sin #quran #semst
NONE	dude i won a #freeshirt from i never win anything lol #abort #semst
FAVOR	im killing my baby tonight i dont care if its wrong or right #semst
AGAINST	very important to #praytherosary to #prayforthepersecutedchurch to #semst
AGAINST	why is bacteria considered life on mars but a heartbeat is not considered life on earth #heartbeat #semst
FAVOR	of to the #clinic this morning and we still have to chase away antichoice nutters harassing our patients #semst
AGAINST	people go nuts on the #onepercent yet their fine with of the population deciding their fate on #obamacare #marriage #semst
AGAINST	re last i cant get past thiswhy must abortion providers dismember a fetus alive that just soundshideously inhumane #semst
AGAINST	 save the baby humans #waar #semst
FAVOR	im pro choice for if you want to kill living babies go right ahead #semst
FAVOR	do you know anything about the right of bodily autonomy describe it then if you dont think the fetus takes it away from her #semst
AGAINST	equal pay for equal work yes freedom from the fear of rape and sexual objectification yes the right to abort no
NONE	abstinence spokesmodel and brawler bristol palin is pregnant and not at all happy about it por little rich girl #hypocrite #semst
AGAINST	estimated ozzie abortions of vulnerable unwanted unlife right there value respect life #deathpenalty #semst
NONE	words are meant to trigger strong emotional responses as well as to the medical inaccuracies misogyny #semst
AGAINST	pretend im a #tree and #save me babies everywhereyouthgen #semst
AGAINST	goes along with the world is the law of god and not of men #semst
FAVOR	not so great for the women you want to force to give birth against their wills #rapeculture #semst
FAVOR	#sb passes sen judiciary cmtethis bill is an efort to shame women out of their personal private medical decision to have an #semst
FAVOR	if my body is the only way you can live and i dont want that i have the right to dismiss you i dont know why thats a problem #semst
NONE	roe v wade prevented the biggest crime spree predicted in us history the guns were there the criminals werent #gunsense #semst
AGAINST	where did we get that right when did we get that right at conception #antichoice #semst
AGAINST	okay so how about declaring and protecting equality for the unborn now #scotus #murder #semst
FAVOR	americans clearly support family planning cutting title x is wrong #protectprevention #savetitlex #semst
AGAINST	its ironic that ppl will perform lifesaving therapies on animals to preserve their livesbut have staunch views in favor of #semst
NONE	same but i got hated for it #progod #progun #semst
NONE	great college training in stevens point todaygen #wlcollege #semst
NONE	my is it already #semst
NONE	love is only love if its on her terms keep your faith in jesus he is your anchor in this storm hebrews #semst
NONE	so happy that america is making it possible for all of its people to be married to the ones they love #marriageequaility #semst
AGAINST	preach black sherif says if #blacklivesmatter theyd protest at abortion clinics #choselife #alllivesmatter #semst
NONE	one step forward in the right direction #semst
NONE	that lady needs help mental illness is a serious issue #semst
AGAINST	why do you cry when a dog dies in a movie but it doesnt seem to phase you that so many babies die because of abortion #semst
NONE	i still love you no matter who you love #semst
FAVOR	defunding pp wont mean fewer abortions it will mean more dead women #semst
NONE	how do you plan endorse whod not b able run fed #peipoli #semst
FAVOR	we live in a world where people care more about religious rights than consent reproductive rights
AGAINST	#prolifeyouth know that human life in the womb is as valuable as human life outside the womb #semst
