Stance	text
AGAINST	ensures justice orphans widows loves strangers providing fod clothing deut #giving #semst
AGAINST	#gamenight maldar night #freethought #humanist #none #comunity #semst
AGAINST	conformed world transformed renewing mind #ispeaklife #god #semst
FAVOR	religious leaders depends convincing pile superstitions true #freethinker #semst
AGAINST	#buddhism works judgement mexicanamerican #socialjustice #worldpeace #happy #freedom #semst
FAVOR	scoc ruled canadians freedom religion harper dumy bless canada #cdnpoli #semst
AGAINST	athanasius #semst
AGAINST	ofer jesus continual sacrafice praise proclaiming allegiance name hebrewsnlt #god #semst
FAVOR	could leave meeting continuar grown only #semst
FAVOR	read article tripoli treaty prendre john Adam makes clear america christian nation #semst
AGAINST	jesus bring leave #semst
AGAINST	tomorrow promised cherish people #god life today #semst
NONE	homosexuality illegal islamic states #semst
AGAINST	souls connected creator matter hard disconnect #islam #semst
AGAINST	strength life lord #semst
AGAINST	calling angel angels sing innocent bless #maryjaneveloso #semst
FAVOR	regularly basar thoughts superstitions well #freethinker #semst
AGAINST	god know disagree spirituality asit takes realizing human condition focus reality #semst
AGAINST	break cursar death spoken america people nations jesus #semst
AGAINST	defend rise #semst
FAVOR	#uietour wish lads wouldve matured pastar christianity science education they didnt sotheyr stuck #semst
AGAINST	#pray orphans #northkoreawho years found homeless#teamjesustweeters #semst
AGAINST	this #america make laws based #religion #semst
NONE	judge humane feel happening #beagodfuckingperson #semst
NONE	imaginar living life credit blame wrong #semst
NONE	push pain feel today your dreams worth #powerthrough #nodaysof #semst
AGAINST	#necessity mother #innovation #deen completar innovation #islam #semst
AGAINST	religion recognition duties divine comands imanuel kant #semst
AGAINST	romandre powerful patient weakness power ourselves #semst
NONE	beautiful mamal world around #universalloveandalsotacos #semst
FAVOR	afraid wrong stronger fight avoid facing facts belief based fear compounds #semst
FAVOR	hearing talk bok #sacredcows #godlessgala #semst
AGAINST	sake your name lord revive your righteousness bring soul trouble #revival #semst
FAVOR	everyone want #freedom #semst
NONE	night watcheasy staggered pickets gogle work best #whoisburningblackchurches #semst
AGAINST	framers constitution meant freedom religion freedom religion billy graham #quote #semst
FAVOR	life #semst
AGAINST	#god wonderful turning negativar positivar #semst
AGAINST	still patient watch work #semst
AGAINST	stand firmalways give fully work #lordyour laborar lord vain #god #semst
AGAINST	blessed lord from house lord bless psalm #semst
FAVOR	islam mother load ideas christianity behind #athiest #semst
AGAINST	stay houses display times ignorance quran #islam #semst
FAVOR	bible says constitution shove back theocracy #semst
AGAINST	corinthians faith hope love abide three greatest love #god #love #hope #bible #semst
NONE	today finally join free nations celebrating equality long overdue #lovewins #semst
FAVOR	establishment clause set country prevents radical religious zealots taking charge respectar #semst
AGAINST	serious question atheist libertarians rights exist #christianlibertarian #semst
NONE	given ways made fact living dare wear face #lyrictweet #semst
FAVOR	religion teaches satisfied understanding world #semst
FAVOR	youd blindar amazing moment time celebrated religious zealots #lovewins #semst
AGAINST	restore salvation grant spirit sustain psalm #wordoflife #semst
AGAINST	holy mary mother pray sinners hour death amar #rosary #teamjesus #god #semst
FAVOR	dear believers provar bok read bok regards #semst
AGAINST	bible studies part makes kinda wanna seminary schol #unt #meangreen #gospel #semst
AGAINST	prayer useless wasted unheard #powerofprayer #semst
AGAINST	reason attacked waterbugshudders #semst
AGAINST	mary sorrowful mother christians pray #catholic #semst
AGAINST	these sentences postcards future versió ourselves hello #spirituality #semst
AGAINST	dear lord blessings forgive sins lord give strength energy busy ahead #blessed #hope #semst
NONE	thinks scandalous women make work women priests #catholic #vatican #semst
AGAINST	work ending domination bell hoks #feminism #civilrights #semst
AGAINST	#prayertime callar friday access code #prayforcharleston #prayforusa #atlprayer #thelifeline #semst
AGAINST	there word impossible walking king glory #semst
AGAINST	appreciate almighty waking beautiful giving brilliant ideas grow #hustle #semst
NONE	stand #equality #fairness #humanrights #logic #rational thought #freedom #freedomofspeech care #semst
AGAINST	mathew jesus reached hand touched leper #love unlovable #christ #semst
AGAINST	comandar spirits addiction appetite jesus #semst
NONE	#india urges wealthy temple bolster economy #gold #worldnews #economics #comodities #semst
AGAINST	heavens earth connected entity separated havemade water living thing quran #semst
FAVOR	religió proud evidence madeup stories #freethinker #semst
AGAINST	adorar women lord making into wow#forevergrateful #beingme #thisiswhoiwasmeanttobeallalong #free #semst
AGAINST	come circle limitation afliction jesus name #solutionnight #godthing #semst
NONE	fruity pebbles perfect breakfast today #lovewins #loveislove #scotusmarriage #loveneverfails #pride #semst
NONE	never give beautiful fuckers #optimism #motivationaldemotivational #semst
AGAINST	they filled holy spirit began speak foreign tondre holy spirit prompted speak #semst
AGAINST	god praises #semst
NONE	#thebriefcase ignorar fanatical pieces shit glorified television disgusting #semst
NONE	alittle #yougotit #semst
AGAINST	connection #god create god live #semst
AGAINST	#askbobby president institute christian version sharia #semst
AGAINST	sinners savior #semst
AGAINST	forgot release binds historical fiction #semst
FAVOR	hell worship image created whites #semst
FAVOR	sikhism either finish religió #semst
AGAINST	dream religion #atheistrollcall #teamatheist #freethinker #freedom #semst
FAVOR	religion lies collective apophenia conditions disappearing #semst
AGAINST	seek whole genuine truth listen wisdom speaks catch heart beat abide reside #semst
NONE	this #presstitutes #semst
AGAINST	holy mary mother pray sinners hour death amar #rosary #teamjesus #god #semst
FAVOR	jesus said dont peter #bible #semst
NONE	cover girl make lacks deficiencies foundation blend perfectly #semst
AGAINST	created heavens earth them mere play quran #athiest #semst
AGAINST	fasting superstition fasting ramadan mecca #semst
AGAINST	hope hurt #whoisburningblackchurches #endracism #lovewins #semst
AGAINST	criticise religió path dont pretentious throne #peace #worldpeace #semst
AGAINST	foundation laid foundation #christ #semst
AGAINST	peace leave peace give john #semst
AGAINST	enraptured awake #spirituality #semst
FAVOR	read bok burning bush learn #lovewins #semst
AGAINST	take #destiny hands people plaçar hands #semst
AGAINST	faith perseverance hardwork separata dreamers achievers #godfirst #actorslife #dancer #letswork #vision #work #semst
NONE	muah america #lovewins #marriageequality #semst
NONE	never busy making living forget make life #life #semst
AGAINST	donkey elephant lamb only lamb slain resurrected save america behold lamb #semst
AGAINST	anyone feel ache stronger #semst
AGAINST	#thjuly independence oppression england #julyth free oppression #religion #semst
AGAINST	salah prayed #focus #understanding #allah warns #lazy prayers #show surah almaon #semst
FAVOR	balançar religion harm god #freethinker #semst
NONE	atheism involves personar believe agnosticism involves personar know #waterford #semst
NONE	making definite marks never stop #think #semst
AGAINST	fear lord strong confidence children plaçar refuge proverbs #semst
AGAINST	therefore iwilllok thelord iwill wait salvation godwillhear micah #tcot #pjnet #ccot #semst
AGAINST	there worry trusted jesus christ savior sins #friendofsi #semst
NONE	aspiring #warriors joined chat moral #scotusmarriage decision featured heavily topic #lovewins #semst
NONE	humanist love #aeuassembly celebrating anniversary amazing #ethicalcu #semst
FAVOR	when ball stand insanity worship #fuckreligion #fuckjesus #semst
NONE	desire reach stars ambitious desire reach hearts wise maya angelou #wisdom #truth #semst
AGAINST	daily time gods word yields lasting freedom #assurance #semst
NONE	god luck that #separationofchurchandstate #ting #gwg #gfyh #semst
AGAINST	forward birmingham #bha #bha #semst
AGAINST	interestingly burning wife alive suspecting chastity great justice style #semst
AGAINST	#save people lord bless yours #shepherd care forever psalm #semst
AGAINST	esteem abandonar esteem jesus scott sauls #esteem #semst
AGAINST	invisible impossible #seethegrapes #semst
AGAINST	friends loking forward #semst
AGAINST	verily verily servar greater lord john #lordoflords #kingofkings #semst
NONE	fucked george michael circa #flashbackfuck #semst
FAVOR	religious people people justar bigotedgenitalia mutilating angry gullible people #semst
AGAINST	whoever kind younger ona respectar elders nation prophet muhamad pbuh #islam #semst
NONE	justar supreme court grants something make equal equality else matter heart #semst
AGAINST	jesus write songs praise you#songwriters #wewrite #songs #praiseyou #semst
NONE	seed stand identity forever hachethu #federalism #identity #semst
AGAINST	bible study started mercy triumphs tonight feeling weeks amazing #brothers #believers #semst
AGAINST	being humanist means behave decently expectation rewards punishment dead kurt vonnegut #semst
AGAINST	turn situation #trust #semst
AGAINST	interested becoming #bible #semst
AGAINST	odds stacked favor lord callar savior #semst
AGAINST	stop hold peace powerful time fight battle then #believe #truth #hope #butgod #semst
AGAINST	secretar loves love told world love #semst
AGAINST	weeping endurar night morning midnight hourbut morning coming #god #semst
AGAINST	sometimes protecting things trust will #wisdom #semst
AGAINST	scepter your kingdom released #semst
FAVOR	religion boger face earth atheists tissues #church #god #pray #semst
AGAINST	hate love #god judge #love #semst
AGAINST	seek find knock dor opened matt #semst
AGAINST	didnt today planar #trust #godisgod #semst
AGAINST	philomena invincible champion chastity pray #catholic #semst
NONE	scam people money selling words fear claim none interesting #semst
NONE	matter matter #priorities #process #semst
AGAINST	dear concerned maha govt decision court decide #semst
AGAINST	find fear father find faith #togodbetheglory #semst
FAVOR	true education free mind weapon obstacle #sahd #freethinkers #homescholing #semst
AGAINST	heart find strength your presence #semst
NONE	charlotte god #semst
FAVOR	gaps evidence #next #semst
NONE	after fotball gamar religion howard cosell #semst
AGAINST	#christianprivilege knowing prayer promoted #abed publicar #schols #taber #glendon #ftsask #semst
FAVOR	religion blody made mankind hateful controlar other give #semst
NONE	essential festival brighton #khole #semst
FAVOR	praying ignorance theres loving matters requires honesty conservar #drought #semst
FAVOR	both gods religion made folk antiquity explain things #freethinker #semst
NONE	indiferent children starving desertar they connected other #semst
AGAINST	folly deny religious impulsar justar marxisms reliance prophet holy bok promise future heaven #semst
FAVOR	yeah right wink wink nudge nudge greatest part gods playing along #religiondoesharm #semst
AGAINST	problem sensationalising news crazy people forgotten #semst
FAVOR	what real bigfot loch ness monster #semst
AGAINST	make mind trust guide matter like #semst
AGAINST	thankful awesome life #peace #thankful #godfather #abundant #joy #life #godness #semst
AGAINST	still spirit today then thee faith slapped face #helives #love #semst
AGAINST	when spend time gods presence burdens carry transferred shoulders capable oneshis #semst
AGAINST	take hatred people faith eric hofer #semst
AGAINST	importar thing world importar family pleasing testar produce undeniable faith #semst
AGAINST	love show mercy matter darkness #semst
AGAINST	blessed peacemakers called children matthew #scripture #peace #semst
AGAINST	#gospelbeat thekurtcarr theres nobody greatest power #semst
AGAINST	humble mighty hand #god exaltar time peter #holybible #semst
NONE	thoughts family lose tunisia shoting glad shot spot #terrorist #tunisia #semst
AGAINST	conference bristol great success members attendance #bha #semst
AGAINST	faithful gospel powerful spirit transforming #church #sunday #semst
AGAINST	prayer gift trusting walking blessing #yeshua #gettoknowhim #relationshipiskey #keepwalkingbyfaith #semst
AGAINST	religious people god reasons nonreligious give undo credit faith #semst
AGAINST	left real #spiritual #material #devastation countries graftedand installed #umah#hadith #semst
AGAINST	expectar walk supernatural supernatural #lethimin #dontdoministryalone #waterwalker #boom #semst
NONE	kill newly bornar #life #humanity #semst
NONE	#homeschol #curriculum #semst
AGAINST	gat life city opened king glory #semst
AGAINST	make sense trust lead #semst
AGAINST	most people love acceptance advice gof #inspiring #quote #lovedoes #love #christian #semst
FAVOR	scotus rule under currency violates establishment clause #freethinker #semst
FAVOR	where morality from innate sense response sufering #atheists #humanrights #semst
FAVOR	when stand stupidity faith belief evidence #fuckreligion #fuckjesus #semst
AGAINST	bigoted much rt@rockymtsunshine doubt pink tights matching feathers nonthing #semst
AGAINST	judge judged condemnar condemned #semst
NONE	small steps eradicating bigotry remove confederate flags healthcare legalize marriage #semst
NONE	amar #lebanon shia leader rejected #iran regimes conduct #semst
FAVOR	belief cruel makes cruel thomas paine #christianity #islam #sacrilegesu #semst
AGAINST	redeemer lives stand earth #god #christians #christianity #love #mercy #semst
AGAINST	jesus peace #semst
AGAINST	enemy controlar appetite yield appetite controlar holy spirit #semst
AGAINST	because inclined callar long live #semst
AGAINST	greater world john #god #bible #semst
NONE	beware prosperity doctrina greed vanity #deception #greed #vanity #truth #wisdom #semst
AGAINST	gods hand everything leave gods hand restar #peace #rest #semst
AGAINST	jesus worth through even yourself alone encouraged #semst
AGAINST	instead lets quick word prayer start lets quick pray start #undefeated #fca #semst
FAVOR	theres religion musicar sting #semst
AGAINST	dear real issue maha govt decision court decide #semst
FAVOR	religious leaders political leaders people hear #freethinker #semst
AGAINST	stand #god judged world stand world judged #godsnotdead #truth #semst
AGAINST	when step #islam #semst
FAVOR	secularism prevent nightmare religious botre stamping human face forever #freedom #semst
AGAINST	matter things lok #god controlar stay peace knowing #semst
NONE	worst life here setting restar even physicist times make wonder #semst
AGAINST	light called light called darkness fear christ leading #chicago #newyork #miami #semst
AGAINST	stick postcode satnav onhow #destiny #semst
NONE	dayim gonna thing #alwaysoptimistic #semst
NONE	enough wliving outdated guidelines suppression insecurities were capable making informed decisió #semst
AGAINST	take hold authority christ take back enemy stolen #authority #life #calling #semst
FAVOR	reading mother fucking bok human wrote #religiousfreedom #humanslie #semst
AGAINST	country legal acts thatve illegal gods keep eyes service real judge #semst
AGAINST	therefore confess sins pray healed james #men #accountability #god #semst
FAVOR	true #god fiction incapable killing anything #semst
AGAINST	todays versar hears hears rejects rejects #jesus luke #bornagain #teamcogic #bible #holyspirit #semst
NONE	#minorityappeasement india rom #semst
NONE	love finding perfect personar learning imperfect personar perfectly #love #semst
AGAINST	faith impossibilities happen #semst
FAVOR	leaving christianity enables love people rejected #freethinker #christianity #semst
AGAINST	pray hedge protection mind body finançar possessió family jesus #semst
AGAINST	suggesting fight #lalitgate advocate #semst
AGAINST	reasons people bible koran talmud ignorance lack education poverty intelligence #semst
FAVOR	certainlyboth matthew john eyewitnesses liar #lyingforjesus #semst
NONE	happy july weekend remember justice liberty less tribal inclusive #thofjuly #actorslife #america #semst
AGAINST	what purpose life here #islam providing clear concise answers questions#islam #semst
AGAINST	#purpose life wealthy purpose wealthy #islam #semst
AGAINST	your planar gotta #willing work hard seek #semst
AGAINST	enemy threatened faith decide live #semst
FAVOR	shout almighty #god claims professora #semst
AGAINST	#newsalert heaven efort minimize workload #god decides answer #gay #prayers #criticalthinking #semst
AGAINST	humble spirit retains honorar província #semst
AGAINST	prayer encouragement callar prayerline #god bless #prayerchangesthings #semst
FAVOR	coldre evidence #god implying #semst
NONE	remeberthe diference stumbling blocks stepping stonesis them #servantleader #leadership #semst
NONE	time posturing pretending pontificating time #baltimore #baltimoreriots #semst
AGAINST	jesus christ yesterday today forever constar failed anybody #faithful #friend #father #semst
FAVOR	given audience events talk president obamas speech jars #semst
AGAINST	dont foled prayers wicked useless #user #semst
NONE	mistaken #semst
AGAINST	god morning praise lord mercy endurar forever #repent #usa #jesusislord #hallelujah #praisethelord #homosexuality #semst
AGAINST	crucified christ longer live christ lives galatians #holybible #teamjesus #semst
AGAINST	trust performing sciencebased medicine children science reiterate #semst
AGAINST	want #steadfast religion ponderar #quran means acquire #steadfastness #semst
AGAINST	will fail winjust callar quits believe #semst
FAVOR	theists mountain evidence fucking hear word faith again #bible #god #semst
AGAINST	rejoices manifestar faith holds word smith wigglesworth devotional #semst
AGAINST	message ofend people #truth gods word #power change lives #semst
NONE	shivaji maharaj pathans muslim soldiers muslim bodyguards stop glorifying anti muslim idiot bhakts #semst
FAVOR	#imagine religion theres loving unconditionally matters #lovewins #semst
NONE	favorite quota alltime change thoughts change world norman vincent peale #positivity #semst
NONE	terrible elsewhere president obamas beautiful inspiring words marriage #equality #hope #semst
FAVOR	#god humà #freethinker #lovewins #semst
AGAINST	waiting discover #suppertalented #dreamer #golds #empirefox #humble #motivation #semst
AGAINST	#scientists #iron #earth sorry quran outran years #semst
AGAINST	#christ righteous practice conformed image chip ingram #quote #teamjesus #semst
NONE	countless race inflicted genocide #kuwait #shunpoliticalislam #semst
NONE	support equality myth messed #semst
NONE	hate create shut #syfy #creative #life #semst
NONE	proud multar colour profile pictures social media pastar days awesome view #lgbtrights #semst
AGAINST	comprehensive selective thing everything #lovemyjesus #holycrapthatsgodnews #semst
FAVOR	named #freethinker #semst
FAVOR	impressed nice tunisià impressed religion majorar heartache death #remembertunisia #semst
AGAINST	clear thoughts someone #god #islam #semst
FAVOR	miraculous miracle impossible then impossible #logic #reason #science #semst
AGAINST	meanwhile whilst attempted distract continued quest succeeded #antisatan #antibibles #semst
AGAINST	give daily bread forgive sins forgive #rosary #god #teamjesus #semst
AGAINST	children religiously indoctrinated reaching reason living completely world #semst
NONE	humanist canada stands supreme court ruling favor marriage equality #lovewins #loveislove #marriageequaility #semst
AGAINST	hand heart true life #laymedown #semst
AGAINST	awarded humanist year gala dinner signed bok #bha #semst
AGAINST	bind rebuke angel light jesus #semst
AGAINST	troubles lord cried answered prayer psalm #signposts #powerofprayer #semst
FAVOR	religion arrested social development stopped sense centuries #semst
AGAINST	green olivar tree house trust mercy forever #semst
FAVOR	atheist have question #askanatheist #semst
AGAINST	kingdom come earth heaven matthew #comequickly #semst
NONE	#ibrahim orders play #suprabatha loud #kukkesubramanya temple ordered mosca rant quitar #semst
NONE	ballar #semst
AGAINST	know amendment plaçar causar politicians ignorar #constitution #pjnet #sot #tcot #bcot #ccot #ndamendment #semst
NONE	justar listened inspirational speech bonya ahmed #bhsvoltaire #intellectualthursday #fightthepower #semst
AGAINST	#life question #islam answe #islam #allah #quran #semst
NONE	proud lets momentum make progress #lovewins #semst
NONE	moral landscape billion reflections billion personal ideas billion pleasures billion comforts #bankrupt #semst
AGAINST	hear christians lead ultimate love hope #disciples #share #gospel #jesuschangeseverything #semst
FAVOR	nothing dangerous existence republic introduce religion politics robert green ingersoll #semst
AGAINST	struggling identity real christians #christ #identity #destiny tweeters #semst
AGAINST	light world city hill matthew #shine #belight #semst
AGAINST	lord prosperar abraham #semst
AGAINST	lack favor life favor lord surround shield #semst
AGAINST	#god hold close give courage #semst
AGAINST	papar pray shower patience #worththewait #semst
NONE	#kingdom #culture things welch #semst
NONE	what happened world attacks france tunisia kuwait kill dozens ramadan #shameless #semst
AGAINST	pray depended work depended #love #grace #semst
AGAINST	amazeda real unicorn #narwhals #semst
AGAINST	holy mary mother pray sinners hour death amar #rosary #teamjesus #semst
AGAINST	angels pray direct steps protect evil strive gods daily lives #semst
AGAINST	holy mary mother pray sinners hour death amar #rosary #semst
FAVOR	even death truth prevails sorrowful reality #freethinkers #semst
AGAINST	#god cara concerns feel free talk anything #semst
AGAINST	greatest faith days simply face #semst
FAVOR	answering questions today reddit ratheism #askanatheistday #ama #semst
FAVOR	evidencebased thought works superstitionbased thought #freethinker #semst
AGAINST	treat women people women prophet mohamad pbuh #islam #semst
AGAINST	every time arrive home constar loves family love life #blessed #semst
NONE	humanity deeper race gender religion love #love #inv #life #humanity #race #sex #gender #semst
AGAINST	bind rebuke demons jihad jesus #semst
FAVOR	imaginar amazing world religion wars hate religion wise extremist #semst
FAVOR	before church african americà realize make supported slavery #confed #semst
AGAINST	youd think years found personar things nope #god #semst
AGAINST	nothing more less #spirituality #semst
AGAINST	#whatiknowaboutislam helped find truth religió #christianity #buddhism #judaism #semst
AGAINST	faith activates fear activates enemy joel osteen #quotes #semst
AGAINST	feel ancient rot lok everything brother sister #spirituality #semst
NONE	gonna worth gonna work #semst
FAVOR	country finally moving outdated religious definitions marriage #marriage #semst
NONE	very excited #scotus ruled favor #marriageequaility #lovewins #semst
AGAINST	people vicar scared happen #christianvocations #theology #help #semst
AGAINST	shout from mountain top scream name praise dont have christian church worship #semst
AGAINST	#oppression #por sighing #needy arise #psalms #bible #god #semst
AGAINST	follow lead paths newness ways imagined #semst
AGAINST	intrigued gods angels nowadays working cloud #semst
NONE	were equal makes morally superior #fuckfeminism #equalityforall #semst
FAVOR	free atheist literature pass upcoming protestar planning #frf #semst
FAVOR	getting god biting tongue totally brainwashed xtian family tiring annoying times #semst
