Stance,text,predicted,true
NONE,yeah well marriage years goa #semst,1,2
AGAINST,jesus performed great miracle some people because they faith belief #semst,0,0
AGAINST,dominance #islam evident smartphone types #ramayana #ramadan allah akbar #semst,0,0
NONE,sweet congratulations rational decision #semst,0,2
FAVOR,sanar personar advocates positivar change world religion easy damage does #semst,2,1
AGAINST,sexiest thing carry bible #accessory #christian #semst,0,0
AGAINST,tree fruitar thorns gather figs bramble bush gather grapar luke #semst,0,0
AGAINST,controlar confrontar problempastor merritt #christian #church #semst,0,0
NONE,unsubstantiated claims spoks remember gullible people #semst,0,2
AGAINST,#bible word bok #mormon word joseph smith #prophet #semst,0,0
FAVOR,before african american church realize make supported slavery #semst,1,1
NONE,justar watched #scfeatured segmentar life manny pacquiao #teampacquiao already #respect #semst,0,2
NONE,surprised ireland action rights #lgbt #usa #ireland #semst,0,2
AGAINST,atheistq comit evil fully joyfully religious convictions blaise pascal #semst,1,0
AGAINST,unsure halal haram leave #safeguard #deen #rule #semst,0,0
AGAINST,invest anointing life bless #gotfaith #sayyes #semst,0,0
AGAINST,enemy abort planar life #semst,0,0
AGAINST,#shameonyou putting politicians physicians #parentalrights #semst,0,0
NONE,matter thru assure world worse #bethankful #hope #semst,0,2
AGAINST,faithfulness means fullar faith beyond service comitment heart shld fullar faith #rwatl #semst,0,0
AGAINST,gave mind expects christians dont decisió #truth #semst,0,0
AGAINST,what natural stop ready release supernatual #semst,0,0
AGAINST,faithful been faithful #semst,0,0
NONE,health care love god days #semst,0,2
AGAINST,banned ffaffreedom atheism foundation facebok guess harsh coment #semst,0,0
FAVOR,happiness pursuit life liberty #thelupol #theism #futurism #semst,0,1
AGAINST,thing till king #semst,0,0
AGAINST,know listening answeringmaybe ways hoped ways #prayerworks #semst,0,0
FAVOR,crucifixion #christ lead world #salvation thing started #darkages #skepticism #semst,0,1
AGAINST,receive your lovingkindness morning #semst,0,0
NONE,true comunity disagree love another #roadtolife #semst,0,2
AGAINST,hope begin face reality theres loving unconditionally matters #wakeupamerica #peace #semst,0,0
FAVOR,pairar hands working gether thousand hands clasped prayers #freedomfromreligion #semst,0,1
NONE,blessed dollars aids ebola ripping kids africar black cablar bill gawd #semst,0,2
NONE,alot angry people world peace #love #semst,0,2
NONE,news week foxnews lost half viewers heart attacks well obamacare #unitebiue #semst,2,2
NONE,today glad reason proud country live #lovewins #lgbt #scotus #freedom #semst,2,2
NONE,adequate numbers estab volunteer firar pickets #whoisburningblackchurches #semst,0,2
NONE,choices show abilities albus dumbledore harry potter #humanist #semst,0,2
AGAINST,idea religion seriously joyce carol oates #semst,0,0
AGAINST,this eternal life true jesus christ ser john #god #semst,0,0
AGAINST,bind cast spirit desertar dragon hyena vulture jesus #semst,0,0
FAVOR,when scientific discoveries #religious callar bullshit text knew #semst,0,1
AGAINST,sagar wadekar spirituality have sensed sumons journey #spirituality #semst,0,0
AGAINST,christian defined absence presence repentance #gospel #semst,0,0
FAVOR,alberta receive abstinence misinfo shame publicar schol forced pray #abed #semst,0,1
AGAINST,exodus gods make image formar anything #semst,0,0
AGAINST,catholics proud godfearing bible believing justices defended faith nation #scotus #tcot #semst,0,0
AGAINST,#life station destination #islam #semst,0,0
AGAINST,faithful #pray learn trust uncertainty mystery walking water #semst,0,0
AGAINST,holy mary mother pray sinners hour death amar #rosary #teamjesus #semst,0,0
FAVOR,many doctrina created christians save face #truth #theology #semst,0,1
AGAINST,secularism secularism gonna time secularism learn #religiousfreedom #freedomfromreligion #semst,2,0
AGAINST,atheists satan either satanists there sacrifice beer #beer #semst,1,0
AGAINST,lord bless beginning #semst,0,0
AGAINST,there power jesus jesus people north india callar name #missions #semst,0,0
AGAINST,ignorance people gotta love learn love well #endracism #loveyourneighbor #peace #semst,0,0
NONE,eliminate culture that #semst,2,2
AGAINST,justar today remember god fullar love amar #god #semst,0,0
AGAINST,feel godlove desire #truth #love #semst,0,0
NONE,world made plaçar today small scale small step forward #semst,2,2
FAVOR,discriminate based religion ready discriminated religion #semst,1,1
AGAINST,even mind denied #god soul #islam #semst,0,0
AGAINST,absence what accidentar rearrangement molecules #bible #semst,0,0
AGAINST,lord spirit spirit lord freedom corinthians #freedom #semst,0,0
AGAINST,loks chaos reeks havoc dark days grow forever controlar #phn #semst,0,0
AGAINST,envy focus calling become dream kingdomsized dreams #focus #semst,0,0
AGAINST,laughing shed tears gonna #childofgod #semst,2,0
AGAINST,from fear suspected deliver jesus #catholic #semst,0,0
AGAINST,#lord jesus altogether lovely lord #jesus altogether lovely lifeandbuildingasportrayedinthesongofsongs #semst,0,0
NONE,today makes happy step closer fullar equality america #semst,2,2
NONE,varun gandhi great grand nehru love hindu brahmin ancestry dont chameleon #semst,0,2
AGAINST,people leave #god #islam #semst,0,0
NONE,proud announce guest honorar years halloween party hunger task forçar fod drive #semst,0,2
AGAINST,spirit fear timiditybut power loveand selfdiscipline timothy #fearless #conqueror #god #semst,0,0
AGAINST,your heart firmly fixed trusting lord shall falter cannot fail breath guide your sail #semst,0,0
AGAINST,accuser accuse washed cleansed blod lamb #semst,0,0
AGAINST,jesus love persecute bring violence love loves #theword #truth #love #peace #semst,0,0
AGAINST,maher comedian more unfortunately god comedian #islam #semst,0,0
AGAINST,ensures justice orphans widows loves strangers providing fod clothing deut #giving #semst,0,0
AGAINST,#gamenight maldar night #freethought #humanist #none #comunity #semst,2,0
AGAINST,conformed world transformed renewing mind #ispeaklife #god #semst,0,0
FAVOR,religious leaders depends convincing pile superstitions true #freethinker #semst,1,1
AGAINST,#buddhism works judgement mexicanamerican #socialjustice #worldpeace #happy #freedom #semst,0,0
FAVOR,scoc ruled canadians freedom religion harper dumy bless canada #cdnpoli #semst,0,1
AGAINST,athanasius #semst,0,0
AGAINST,ofer jesus continual sacrafice praise proclaiming allegiance name hebrewsnlt #god #semst,0,0
FAVOR,could leave meeting continuar grown only #semst,0,1
FAVOR,read article tripoli treaty prendre john Adam makes clear america christian nation #semst,0,1
AGAINST,jesus bring leave #semst,0,0
AGAINST,tomorrow promised cherish people #god life today #semst,0,0
NONE,homosexuality illegal islamic states #semst,0,2
AGAINST,souls connected creator matter hard disconnect #islam #semst,0,0
AGAINST,strength life lord #semst,0,0
AGAINST,calling angel angels sing innocent bless #maryjaneveloso #semst,0,0
FAVOR,regularly basar thoughts superstitions well #freethinker #semst,2,1
AGAINST,god know disagree spirituality asit takes realizing human condition focus reality #semst,0,0
AGAINST,break cursar death spoken america people nations jesus #semst,0,0
AGAINST,defend rise #semst,0,0
FAVOR,#uietour wish lads wouldve matured pastar christianity science education they didnt sotheyr stuck #semst,0,1
AGAINST,#pray orphans #northkoreawho years found homeless#teamjesustweeters #semst,0,0
AGAINST,this #america make laws based #religion #semst,2,0
NONE,judge humane feel happening #beagodfuckingperson #semst,0,2
NONE,imaginar living life credit blame wrong #semst,0,2
NONE,push pain feel today your dreams worth #powerthrough #nodaysof #semst,0,2
AGAINST,#necessity mother #innovation #deen completar innovation #islam #semst,0,0
AGAINST,religion recognition duties divine comands imanuel kant #semst,1,0
AGAINST,romandre powerful patient weakness power ourselves #semst,0,0
NONE,beautiful mamal world around #universalloveandalsotacos #semst,0,2
FAVOR,afraid wrong stronger fight avoid facing facts belief based fear compounds #semst,0,1
FAVOR,hearing talk bok #sacredcows #godlessgala #semst,0,1
AGAINST,sake your name lord revive your righteousness bring soul trouble #revival #semst,0,0
FAVOR,everyone want #freedom #semst,0,1
NONE,night watcheasy staggered pickets gogle work best #whoisburningblackchurches #semst,0,2
AGAINST,framers constitution meant freedom religion freedom religion billy graham #quote #semst,1,0
FAVOR,life #semst,0,1
AGAINST,#god wonderful turning negativar positivar #semst,0,0
AGAINST,still patient watch work #semst,0,0
AGAINST,stand firmalways give fully work #lordyour laborar lord vain #god #semst,0,0
AGAINST,blessed lord from house lord bless psalm #semst,0,0
FAVOR,islam mother load ideas christianity behind #athiest #semst,0,1
AGAINST,stay houses display times ignorance quran #islam #semst,0,0
FAVOR,bible says constitution shove back theocracy #semst,0,1
AGAINST,corinthians faith hope love abide three greatest love #god #love #hope #bible #semst,0,0
NONE,today finally join free nations celebrating equality long overdue #lovewins #semst,2,2
FAVOR,establishment clause set country prevents radical religious zealots taking charge respectar #semst,1,1
AGAINST,serious question atheist libertarians rights exist #christianlibertarian #semst,1,0
NONE,given ways made fact living dare wear face #lyrictweet #semst,0,2
FAVOR,religion teaches satisfied understanding world #semst,1,1
FAVOR,youd blindar amazing moment time celebrated religious zealots #lovewins #semst,1,1
AGAINST,restore salvation grant spirit sustain psalm #wordoflife #semst,0,0
AGAINST,holy mary mother pray sinners hour death amar #rosary #teamjesus #god #semst,0,0
FAVOR,dear believers provar bok read bok regards #semst,0,1
AGAINST,bible studies part makes kinda wanna seminary schol #unt #meangreen #gospel #semst,0,0
AGAINST,prayer useless wasted unheard #powerofprayer #semst,0,0
AGAINST,reason attacked waterbugshudders #semst,0,0
AGAINST,mary sorrowful mother christians pray #catholic #semst,0,0
AGAINST,these sentences postcards future versió ourselves hello #spirituality #semst,0,0
AGAINST,dear lord blessings forgive sins lord give strength energy busy ahead #blessed #hope #semst,0,0
NONE,thinks scandalous women make work women priests #catholic #vatican #semst,0,2
AGAINST,work ending domination bell hoks #feminism #civilrights #semst,0,0
AGAINST,#prayertime callar friday access code #prayforcharleston #prayforusa #atlprayer #thelifeline #semst,0,0
AGAINST,there word impossible walking king glory #semst,0,0
AGAINST,appreciate almighty waking beautiful giving brilliant ideas grow #hustle #semst,0,0
NONE,stand #equality #fairness #humanrights #logic #rational thought #freedom #freedomofspeech care #semst,2,2
AGAINST,mathew jesus reached hand touched leper #love unlovable #christ #semst,0,0
AGAINST,comandar spirits addiction appetite jesus #semst,0,0
NONE,#india urges wealthy temple bolster economy #gold #worldnews #economics #comodities #semst,0,2
AGAINST,heavens earth connected entity separated havemade water living thing quran #semst,0,0
FAVOR,religió proud evidence madeup stories #freethinker #semst,1,1
AGAINST,adorar women lord making into wow#forevergrateful #beingme #thisiswhoiwasmeanttobeallalong #free #semst,0,0
AGAINST,come circle limitation afliction jesus name #solutionnight #godthing #semst,0,0
NONE,fruity pebbles perfect breakfast today #lovewins #loveislove #scotusmarriage #loveneverfails #pride #semst,2,2
NONE,never give beautiful fuckers #optimism #motivationaldemotivational #semst,2,2
AGAINST,they filled holy spirit began speak foreign tondre holy spirit prompted speak #semst,0,0
AGAINST,god praises #semst,0,0
NONE,#thebriefcase ignorar fanatical pieces shit glorified television disgusting #semst,0,2
NONE,alittle #yougotit #semst,0,2
AGAINST,connection #god create god live #semst,0,0
AGAINST,#askbobby president institute christian version sharia #semst,0,0
AGAINST,sinners savior #semst,0,0
AGAINST,forgot release binds historical fiction #semst,0,0
FAVOR,hell worship image created whites #semst,0,1
FAVOR,sikhism either finish religió #semst,0,1
AGAINST,dream religion #atheistrollcall #teamatheist #freethinker #freedom #semst,1,0
FAVOR,religion lies collective apophenia conditions disappearing #semst,1,1
AGAINST,seek whole genuine truth listen wisdom speaks catch heart beat abide reside #semst,0,0
NONE,this #presstitutes #semst,0,2
AGAINST,holy mary mother pray sinners hour death amar #rosary #teamjesus #god #semst,0,0
FAVOR,jesus said dont peter #bible #semst,0,1
NONE,cover girl make lacks deficiencies foundation blend perfectly #semst,0,2
AGAINST,created heavens earth them mere play quran #athiest #semst,0,0
AGAINST,fasting superstition fasting ramadan mecca #semst,0,0
AGAINST,hope hurt #whoisburningblackchurches #endracism #lovewins #semst,2,0
AGAINST,criticise religió path dont pretentious throne #peace #worldpeace #semst,0,0
AGAINST,foundation laid foundation #christ #semst,0,0
AGAINST,peace leave peace give john #semst,0,0
AGAINST,enraptured awake #spirituality #semst,0,0
FAVOR,read bok burning bush learn #lovewins #semst,1,1
AGAINST,take #destiny hands people plaçar hands #semst,0,0
AGAINST,faith perseverance hardwork separata dreamers achievers #godfirst #actorslife #dancer #letswork #vision #work #semst,0,0
NONE,muah america #lovewins #marriageequality #semst,2,2
NONE,never busy making living forget make life #life #semst,2,2
AGAINST,donkey elephant lamb only lamb slain resurrected save america behold lamb #semst,0,0
AGAINST,anyone feel ache stronger #semst,0,0
AGAINST,#thjuly independence oppression england #julyth free oppression #religion #semst,0,0
AGAINST,salah prayed #focus #understanding #allah warns #lazy prayers #show surah almaon #semst,0,0
FAVOR,balançar religion harm god #freethinker #semst,1,1
NONE,atheism involves personar believe agnosticism involves personar know #waterford #semst,0,2
NONE,making definite marks never stop #think #semst,0,2
AGAINST,fear lord strong confidence children plaçar refuge proverbs #semst,0,0
AGAINST,therefore iwilllok thelord iwill wait salvation godwillhear micah #tcot #pjnet #ccot #semst,0,0
AGAINST,there worry trusted jesus christ savior sins #friendofsi #semst,0,0
NONE,aspiring #warriors joined chat moral #scotusmarriage decision featured heavily topic #lovewins #semst,2,2
NONE,humanist love #aeuassembly celebrating anniversary amazing #ethicalcu #semst,0,2
FAVOR,when ball stand insanity worship #fuckreligion #fuckjesus #semst,0,1
NONE,desire reach stars ambitious desire reach hearts wise maya angelou #wisdom #truth #semst,0,2
AGAINST,daily time gods word yields lasting freedom #assurance #semst,0,0
NONE,god luck that #separationofchurchandstate #ting #gwg #gfyh #semst,0,2
AGAINST,forward birmingham #bha #bha #semst,0,0
AGAINST,interestingly burning wife alive suspecting chastity great justice style #semst,0,0
AGAINST,#save people lord bless yours #shepherd care forever psalm #semst,0,0
AGAINST,esteem abandonar esteem jesus scott sauls #esteem #semst,0,0
AGAINST,invisible impossible #seethegrapes #semst,0,0
AGAINST,friends loking forward #semst,0,0
AGAINST,verily verily servar greater lord john #lordoflords #kingofkings #semst,0,0
NONE,fucked george michael circa #flashbackfuck #semst,0,2
FAVOR,religious people people justar bigotedgenitalia mutilating angry gullible people #semst,2,1
AGAINST,whoever kind younger ona respectar elders nation prophet muhamad pbuh #islam #semst,0,0
NONE,justar supreme court grants something make equal equality else matter heart #semst,2,2
AGAINST,jesus write songs praise you#songwriters #wewrite #songs #praiseyou #semst,0,0
NONE,seed stand identity forever hachethu #federalism #identity #semst,0,2
AGAINST,bible study started mercy triumphs tonight feeling weeks amazing #brothers #believers #semst,0,0
AGAINST,being humanist means behave decently expectation rewards punishment dead kurt vonnegut #semst,0,0
AGAINST,turn situation #trust #semst,0,0
AGAINST,interested becoming #bible #semst,0,0
AGAINST,odds stacked favor lord callar savior #semst,0,0
AGAINST,stop hold peace powerful time fight battle then #believe #truth #hope #butgod #semst,0,0
AGAINST,secretar loves love told world love #semst,0,0
AGAINST,weeping endurar night morning midnight hourbut morning coming #god #semst,0,0
AGAINST,sometimes protecting things trust will #wisdom #semst,0,0
AGAINST,scepter your kingdom released #semst,0,0
FAVOR,religion boger face earth atheists tissues #church #god #pray #semst,0,1
AGAINST,hate love #god judge #love #semst,0,0
AGAINST,seek find knock dor opened matt #semst,0,0
AGAINST,didnt today planar #trust #godisgod #semst,0,0
AGAINST,philomena invincible champion chastity pray #catholic #semst,0,0
NONE,scam people money selling words fear claim none interesting #semst,0,2
NONE,matter matter #priorities #process #semst,0,2
AGAINST,dear concerned maha govt decision court decide #semst,0,0
AGAINST,find fear father find faith #togodbetheglory #semst,0,0
FAVOR,true education free mind weapon obstacle #sahd #freethinkers #homescholing #semst,0,1
AGAINST,heart find strength your presence #semst,0,0
NONE,charlotte god #semst,0,2
FAVOR,gaps evidence #next #semst,1,1
NONE,after fotball gamar religion howard cosell #semst,0,2
AGAINST,#christianprivilege knowing prayer promoted #abed publicar #schols #taber #glendon #ftsask #semst,0,0
FAVOR,religion blody made mankind hateful controlar other give #semst,0,1
NONE,essential festival brighton #khole #semst,0,2
FAVOR,praying ignorance theres loving matters requires honesty conservar #drought #semst,0,1
FAVOR,both gods religion made folk antiquity explain things #freethinker #semst,1,1
NONE,indiferent children starving desertar they connected other #semst,0,2
AGAINST,folly deny religious impulsar justar marxisms reliance prophet holy bok promise future heaven #semst,0,0
FAVOR,yeah right wink wink nudge nudge greatest part gods playing along #religiondoesharm #semst,0,1
AGAINST,problem sensationalising news crazy people forgotten #semst,2,0
FAVOR,what real bigfot loch ness monster #semst,0,1
AGAINST,make mind trust guide matter like #semst,0,0
AGAINST,thankful awesome life #peace #thankful #godfather #abundant #joy #life #godness #semst,0,0
AGAINST,still spirit today then thee faith slapped face #helives #love #semst,0,0
AGAINST,when spend time gods presence burdens carry transferred shoulders capable oneshis #semst,0,0
AGAINST,take hatred people faith eric hofer #semst,0,0
AGAINST,importar thing world importar family pleasing testar produce undeniable faith #semst,0,0
AGAINST,love show mercy matter darkness #semst,0,0
AGAINST,blessed peacemakers called children matthew #scripture #peace #semst,0,0
AGAINST,#gospelbeat thekurtcarr theres nobody greatest power #semst,0,0
AGAINST,humble mighty hand #god exaltar time peter #holybible #semst,0,0
NONE,thoughts family lose tunisia shoting glad shot spot #terrorist #tunisia #semst,0,2
AGAINST,conference bristol great success members attendance #bha #semst,0,0
AGAINST,faithful gospel powerful spirit transforming #church #sunday #semst,0,0
AGAINST,prayer gift trusting walking blessing #yeshua #gettoknowhim #relationshipiskey #keepwalkingbyfaith #semst,0,0
AGAINST,religious people god reasons nonreligious give undo credit faith #semst,0,0
AGAINST,left real #spiritual #material #devastation countries graftedand installed #umah#hadith #semst,0,0
AGAINST,expectar walk supernatural supernatural #lethimin #dontdoministryalone #waterwalker #boom #semst,0,0
NONE,kill newly bornar #life #humanity #semst,2,2
NONE,#homeschol #curriculum #semst,0,2
AGAINST,gat life city opened king glory #semst,0,0
AGAINST,make sense trust lead #semst,0,0
AGAINST,most people love acceptance advice gof #inspiring #quote #lovedoes #love #christian #semst,0,0
FAVOR,scotus rule under currency violates establishment clause #freethinker #semst,1,1
FAVOR,where morality from innate sense response sufering #atheists #humanrights #semst,0,1
FAVOR,when stand stupidity faith belief evidence #fuckreligion #fuckjesus #semst,1,1
AGAINST,bigoted much rt@rockymtsunshine doubt pink tights matching feathers nonthing #semst,0,0
AGAINST,judge judged condemnar condemned #semst,0,0
NONE,small steps eradicating bigotry remove confederate flags healthcare legalize marriage #semst,2,2
NONE,amar #lebanon shia leader rejected #iran regimes conduct #semst,0,2
FAVOR,belief cruel makes cruel thomas paine #christianity #islam #sacrilegesu #semst,0,1
AGAINST,redeemer lives stand earth #god #christians #christianity #love #mercy #semst,0,0
AGAINST,jesus peace #semst,0,0
AGAINST,enemy controlar appetite yield appetite controlar holy spirit #semst,0,0
AGAINST,because inclined callar long live #semst,0,0
AGAINST,greater world john #god #bible #semst,0,0
NONE,beware prosperity doctrina greed vanity #deception #greed #vanity #truth #wisdom #semst,0,2
AGAINST,gods hand everything leave gods hand restar #peace #rest #semst,0,0
AGAINST,jesus worth through even yourself alone encouraged #semst,0,0
AGAINST,instead lets quick word prayer start lets quick pray start #undefeated #fca #semst,0,0
FAVOR,theres religion musicar sting #semst,1,1
AGAINST,dear real issue maha govt decision court decide #semst,0,0
FAVOR,religious leaders political leaders people hear #freethinker #semst,1,1
AGAINST,stand #god judged world stand world judged #godsnotdead #truth #semst,0,0
AGAINST,when step #islam #semst,0,0
FAVOR,secularism prevent nightmare religious botre stamping human face forever #freedom #semst,0,1
AGAINST,matter things lok #god controlar stay peace knowing #semst,0,0
NONE,worst life here setting restar even physicist times make wonder #semst,0,2
AGAINST,light called light called darkness fear christ leading #chicago #newyork #miami #semst,0,0
AGAINST,stick postcode satnav onhow #destiny #semst,0,0
NONE,dayim gonna thing #alwaysoptimistic #semst,0,2
NONE,enough wliving outdated guidelines suppression insecurities were capable making informed decisió #semst,0,2
AGAINST,take hold authority christ take back enemy stolen #authority #life #calling #semst,0,0
FAVOR,reading mother fucking bok human wrote #religiousfreedom #humanslie #semst,0,1
AGAINST,country legal acts thatve illegal gods keep eyes service real judge #semst,0,0
AGAINST,therefore confess sins pray healed james #men #accountability #god #semst,0,0
FAVOR,true #god fiction incapable killing anything #semst,0,1
AGAINST,todays versar hears hears rejects rejects #jesus luke #bornagain #teamcogic #bible #holyspirit #semst,0,0
NONE,#minorityappeasement india rom #semst,0,2
NONE,love finding perfect personar learning imperfect personar perfectly #love #semst,0,2
AGAINST,faith impossibilities happen #semst,0,0
FAVOR,leaving christianity enables love people rejected #freethinker #christianity #semst,1,1
AGAINST,pray hedge protection mind body finançar possessió family jesus #semst,0,0
AGAINST,suggesting fight #lalitgate advocate #semst,0,0
AGAINST,reasons people bible koran talmud ignorance lack education poverty intelligence #semst,0,0
FAVOR,certainlyboth matthew john eyewitnesses liar #lyingforjesus #semst,0,1
NONE,happy july weekend remember justice liberty less tribal inclusive #thofjuly #actorslife #america #semst,0,2
AGAINST,what purpose life here #islam providing clear concise answers questions#islam #semst,0,0
AGAINST,#purpose life wealthy purpose wealthy #islam #semst,0,0
AGAINST,your planar gotta #willing work hard seek #semst,0,0
AGAINST,enemy threatened faith decide live #semst,0,0
FAVOR,shout almighty #god claims professora #semst,0,1
AGAINST,#newsalert heaven efort minimize workload #god decides answer #gay #prayers #criticalthinking #semst,0,0
AGAINST,humble spirit retains honorar província #semst,0,0
AGAINST,prayer encouragement callar prayerline #god bless #prayerchangesthings #semst,0,0
FAVOR,coldre evidence #god implying #semst,0,1
NONE,remeberthe diference stumbling blocks stepping stonesis them #servantleader #leadership #semst,0,2
NONE,time posturing pretending pontificating time #baltimore #baltimoreriots #semst,0,2
AGAINST,jesus christ yesterday today forever constar failed anybody #faithful #friend #father #semst,0,0
FAVOR,given audience events talk president obamas speech jars #semst,0,1
AGAINST,dont foled prayers wicked useless #user #semst,0,0
NONE,mistaken #semst,0,2
AGAINST,god morning praise lord mercy endurar forever #repent #usa #jesusislord #hallelujah #praisethelord #homosexuality #semst,0,0
AGAINST,crucified christ longer live christ lives galatians #holybible #teamjesus #semst,0,0
AGAINST,trust performing sciencebased medicine children science reiterate #semst,0,0
AGAINST,want #steadfast religion ponderar #quran means acquire #steadfastness #semst,1,0
AGAINST,will fail winjust callar quits believe #semst,0,0
FAVOR,theists mountain evidence fucking hear word faith again #bible #god #semst,0,1
AGAINST,rejoices manifestar faith holds word smith wigglesworth devotional #semst,0,0
AGAINST,message ofend people #truth gods word #power change lives #semst,0,0
NONE,shivaji maharaj pathans muslim soldiers muslim bodyguards stop glorifying anti muslim idiot bhakts #semst,0,2
FAVOR,#imagine religion theres loving unconditionally matters #lovewins #semst,1,1
NONE,favorite quota alltime change thoughts change world norman vincent peale #positivity #semst,0,2
NONE,terrible elsewhere president obamas beautiful inspiring words marriage #equality #hope #semst,2,2
FAVOR,#god humà #freethinker #lovewins #semst,1,1
AGAINST,waiting discover #suppertalented #dreamer #golds #empirefox #humble #motivation #semst,0,0
AGAINST,#scientists #iron #earth sorry quran outran years #semst,0,0
AGAINST,#christ righteous practice conformed image chip ingram #quote #teamjesus #semst,0,0
NONE,countless race inflicted genocide #kuwait #shunpoliticalislam #semst,2,2
NONE,support equality myth messed #semst,2,2
NONE,hate create shut #syfy #creative #life #semst,0,2
NONE,proud multar colour profile pictures social media pastar days awesome view #lgbtrights #semst,0,2
AGAINST,comprehensive selective thing everything #lovemyjesus #holycrapthatsgodnews #semst,0,0
FAVOR,named #freethinker #semst,1,1
FAVOR,impressed nice tunisià impressed religion majorar heartache death #remembertunisia #semst,0,1
AGAINST,clear thoughts someone #god #islam #semst,0,0
FAVOR,miraculous miracle impossible then impossible #logic #reason #science #semst,0,1
AGAINST,meanwhile whilst attempted distract continued quest succeeded #antisatan #antibibles #semst,0,0
AGAINST,give daily bread forgive sins forgive #rosary #god #teamjesus #semst,0,0
AGAINST,children religiously indoctrinated reaching reason living completely world #semst,2,0
NONE,humanist canada stands supreme court ruling favor marriage equality #lovewins #loveislove #marriageequaility #semst,2,2
AGAINST,hand heart true life #laymedown #semst,0,0
AGAINST,awarded humanist year gala dinner signed bok #bha #semst,0,0
AGAINST,bind rebuke angel light jesus #semst,0,0
AGAINST,troubles lord cried answered prayer psalm #signposts #powerofprayer #semst,0,0
FAVOR,religion arrested social development stopped sense centuries #semst,1,1
AGAINST,green olivar tree house trust mercy forever #semst,0,0
