Stance,text,predicted,true
AGAINST,does hillary country could make president bingo club shady pines #tcot #semst,0,0
AGAINST,singlar word womans mouth #semst,0,0
FAVOR,votar monica lewinskys boyfriends wife #semst,0,1
AGAINST,because comunist breadlines thing #nohillary #whyimnotvotingforhillary,0,0
AGAINST,revealing part hillarys released emails pretty boring minar #nofriends #semst,0,0
NONE,thanks sending clown makes upcoming election entertaining #latinos #rock #semst,0,2
AGAINST,#hillaryclinton hiring #monsanto lawyers president president aided monsanto #semst,0,0
NONE,main problem fotre mouth plaçar #semst,2,2
NONE,apple walmart made china country continuar sell china possible #applemusic #semst,0,2
FAVOR,maybe woman president #semst,0,1
AGAINST,right words longer meaning like clintonsit depends meaning more #semst,0,0
AGAINST,dazzle brilliance bafle bullshit #hillaryclinton #libstardsareidiots #semst,0,0
AGAINST,americà society called votar #liberallogic #internationaljokeday #semst,0,0
AGAINST,subjectar standard come knew donations would scrutinized spun,2,0
AGAINST,#ready girls president #readyforhillary #haiku #semst,0,0
FAVOR,bernie hillary preferir bernie hillary finar either dems gotta stand #feelthebern #semst,0,1
AGAINST,hours left chip nevar #raisethenewpotus #semst,0,0
NONE,forgive #cherylrios stupid coment women president blame time month anyways #semst,0,2
AGAINST,hillary taking foreign money muslim brotherhod favor obama chief justice #semst,0,0
AGAINST,hillaryclinton next legalization your goat #pedophile neighbor dating year dor #semst,0,0
AGAINST,whos monica lewinskys favorite fotball player haha clinton #semst,0,0
NONE,great convo night great connections #waverly #turf #fellowsia #comittocaucus #semst,2,2
AGAINST,shell handled step they risk unscripted #semst,0,0
NONE,though people votar ridiculous #semst,0,2
AGAINST,agree back feeling away coming back #semst,0,0
AGAINST,#putin #nothingmoreamericanthan voting based politician lead country handle email #think #semst,0,0
AGAINST,#hillaryclinton release donors publicar deserves disclosure #scandals #lies #clintons #semst,0,0
NONE,back time women yearbok #old schol #semst,2,2
AGAINST,dude hillary machine #semst,0,0
FAVOR,brave patriots stop hillary replace with bush #losers #semst,0,1
AGAINST,really piss runs lmao #wakeupamerica longer #semst,0,0
NONE,efed beginning #semst,2,2
AGAINST,youre idiot votar hillary obama epitome wrong country #benghazi #semst,0,0
AGAINST,america great #whyimnotvotingforhillary,0,0
FAVOR,edge seat start volunteering presidential campaign excited #cantwait,0,1
AGAINST,demanded staf called sexists elitist oink oink #hillary #semst,0,0
FAVOR,casually hangin conference callar taking break #acuhoi #semst,0,1
AGAINST,opportunist #nohillary,0,0
AGAINST,#berniesanders running president #democrats running #semst,0,0
NONE,serious trump runs trump tatto calling donald #semst,2,2
AGAINST,ofice original logo #libertynothillary #hillno #tcot #uniteblue #semst,0,0
FAVOR,interesting female president #semst,0,1
AGAINST,busy schedule #semst,0,0
NONE,what huge america today absolutely historic #equalitywins #scotusmarriage #semst,2,2
FAVOR,watching speech missing drop tondre wisdom #semst,0,1
AGAINST,lawyer clintons violated ethics rules #semst,0,0
NONE,theyre thugs #teapay racists they community reorganizers #tcot #baltimoreriots #semst,0,2
AGAINST,screaming baby minutar arrives #ptown #semst,0,0
AGAINST,chipotle employees complain hillary left theyre lucky #semst,0,0
FAVOR,despitar todays ruling struggle lgbt discrimination finished #virginiajj #semst,0,1
FAVOR,laughing republican party best ofer #donaldtrump #jebbush #hillaryclinton this #semst,0,1
FAVOR,excited hear speak #hanover #hillaryinnh #semst,2,1
FAVOR,gwen god leader training volunteer rock hill #fellowssc #hillaryforsc #semst,2,1
AGAINST,late #hillaryclinton opposed marriage equality #semst,2,0
AGAINST,denial works hillary mayor #baltimore #democratliesmatter #semst,1,0
AGAINST,results matter feel safe mental health issues obamas watch #semst,0,0
AGAINST,hillarys campaign events scripted pony show designed shelter vetting coronation #semst,0,0
AGAINST,popular this deceptive socialist accomplished nothing wife impeached president enabled #semst,0,0
AGAINST,#hillaryinnh adolph hitler synagogue #tcot #uniteblue #ctot #semst,0,0
AGAINST,qualified eats snacks corruption #bridgegate bully #semst,0,0
NONE,coldre #semst,0,2
FAVOR,contrary happy enjoy liberal cities burn #semst,2,1
NONE,respectar respectar needed desperately #baltimoreriots,0,2
AGAINST,droid someones programed things thinks work isnt,0,0
NONE,state #uniteblue #semst,0,2
AGAINST,nothing every woman democrat stafers machine shop #iowa #notreadyforhillary #semst,0,0
AGAINST,abedins penumbra muslim brotherhod connection incontrovertible #humaabedin #semst,0,0
FAVOR,hillary clinton bernie sanders primary brawl applesauce retirement home #readyforhillary #semst,0,1
AGAINST,take easy #berniesanders side show democrats back reality #semst,2,0
AGAINST,lose embassy cover murder burn govt emails #semst,0,0
FAVOR,election #semst,2,1
NONE,appointed ambassador pondre,0,2
FAVOR,this weekend hillary america weekend action hope participate #california #semst,0,1
NONE,times changed focused attacks #semst,0,2
NONE,federal govt social spending budget federal govt defensar spending budget something wrong here #semst,2,2
AGAINST,those pantsuits they camouflage outfits carefully tailored minimize silhouette think stealthsuitsvery high tech #semst,0,0
NONE,resonate minority black voters #semst,0,2
AGAINST,love smell hillary morning smells republican victory #tedcruz #marcorubio #semst,0,0
AGAINST,stop raising taxar people wages #libertynothillary #standwithrand #semst,0,0
NONE,thank favs eloisa thomas #wakeupamerica #semst,2,2
AGAINST,god defends your mouth giant downfall #stupidisasstupiddoes #semst,0,0
AGAINST,there enthusiasm lawrence #hillarymen #semst,0,0
NONE,#socialmedia #sociopaths #psychopaths insultar people know above resignar #feelthebern #semst,0,2
FAVOR,great attended #clementapinckney funeral today #semst,2,1
FAVOR,hillary choice continuar progressive nation #ohio,0,1
AGAINST,#kca #votejktid rfwheels davidjones rratkinson right heck #arabdonorgroup #hillaryemails #semst,0,0
AGAINST,expectar make god financial decisió manage multimillion salary broke #semst,0,0
AGAINST,support hillary elizabeth warren karl marxar running #clinton,0,0
AGAINST,wasnt original #scobyvan fullar unemployed hippy stupid lived meddle peoples business #semst,2,0
AGAINST,sheeple votar #semst,0,0
AGAINST,justar emails hillary clinton delete todays #leapsecond #semst,0,0
FAVOR,fantastic emetre county meeting tonight estherville glad meet supporters #semst,0,1
AGAINST,that global warming melting iceberg prosecuted crimes #liberals #semst,0,0
AGAINST,hillary lying again news worthy whats news worthy #semst,0,0
AGAINST,#hillarys weak grassrots shown strong #berniesanders fast little #semst,0,0
FAVOR,#world supporting #semst,1,1
AGAINST,spent career growing government keeping deck stacked #libertynothillary #semst,0,0
AGAINST,clintons fraudulent #semst,0,0
AGAINST,#benghazi signatura guts loveit #nohillary #semst,0,0
NONE,sexy daddy obama wins week happy democrats #semst,0,2
AGAINST,#askbobby blame obscure filmar maker death #usambassador #benghazi #semst,0,0
NONE,answer completar sentence #legend #semst,0,2
AGAINST,#askpotus would firar #gop congress could #gopfail #semst,0,0
AGAINST,#whyimnotvotingforhillary call education nonfamily enterprise #imcomitteddefeathillary #ncpol #semst,0,0
FAVOR,madam president clinton gays votar #jarrid #semst,0,1
AGAINST,lost military boys president pulled iraq #liberalconsequences #semst,0,0
AGAINST,#comoncore brilliant idea supported #bush #nomorebushes #semst,0,0
FAVOR,another #hillary supporter comitted caucus tonight step winning iowa caucus #semst,0,1
FAVOR,republican candidata continuing spread hatred alienating voters hillary wins #lovewins #mikehuckabee #rubio #semst,0,1
NONE,bodycam private server cabinet secretaria #semst,0,2
AGAINST,shes understand internetthat fact checked,0,0
AGAINST,secretar clinton doc what surprise #semst,0,0
NONE,called knew raised exboyfriends klobuchar #semst,0,2
AGAINST,there pant suite hillary hide thighs #hillarysdonors #hillarysbigannouncement #benghazi #obama #semst,0,0
AGAINST,saudi arabia imprisons flogs rapar victims womens champion accepted millions saudi govt #tcot #semst,0,0
AGAINST,manage #lol #wakeupamerica #stophillary #semst,0,0
AGAINST,mistakeswith #hillaryclinton lying coverups life #tcot #uniteblue #semst,0,0
NONE,#wgn #wgntv mentions romney #hillary care romney care #obamacare publicar option #semst,0,2
NONE,last week life obamacare marriage today death pollution lethal injection elections matter yall #scotus #semst,2,2
AGAINST,made careless mistake deliberately broke laws lies #semst,0,0
FAVOR,#hillaryclinton weve waiting rainbowstriped pantsuit #fashionista #lovewins #semst,0,1
NONE,cruz autograph bombar #semst,0,2
NONE,great year rush limbaughs contractar dropped many liberal victory #stoprush #semst,2,2
AGAINST,republican donors numerous candidata money dems basically were gonna killed financially #semst,2,0
AGAINST,time rope killary delete your ballot clonar sodom insane obammad #wakeupamerica #semst,0,0
NONE,even little #nobama #wemissyougipper #semst,0,2
NONE,punning worse better time remember that america #semst,0,2
AGAINST,america favor feel votar woman candidate votar #carly integrity unlike #semst,0,0
AGAINST,country ready female prendre hillary,0,0
AGAINST,support bernie account direction loses primary support hillary clinton #sanders #semst,0,0
AGAINST,overheard davenport open house facebok #digitalorganizing #semst,0,0
AGAINST,hajaja combed emails bunch scumbags #nohillary #semst,0,0
FAVOR,proud sonar show keep god work #semst,0,1
AGAINST,working american payer paying unethical liberal destroy great country ours #semst,0,0
AGAINST,manage #lol #wakeupamerica #stophillary #semst,0,0
AGAINST,shes formidable shes competent personar #semst,0,0
NONE,govt restart button someone push thing #rememberbenghazi #patriotswillrise #semst,2,2
AGAINST,deceit hand thats hand well right #semst,0,0
FAVOR,wondering next idiotic smear coming surar justar details #semst,0,1
FAVOR,apparently fan hillarys implied #shewhoshallnotbenamedbecausesheswinning #semst,0,1
AGAINST,hillary accomplishment shes managed stay prison year crime spree #tcot #ocra #semst,0,0
NONE,obama joking #stopdilma #stoplula #stopforodesaopaulo #semst,0,2
AGAINST,love berniebut oldthey #oneterm president #semst,0,0
NONE,ways tired dumbass #semst,2,2
AGAINST,breathe live ignorar collectively succumb toxins political ecological unwanton oligards #bernie #semst,2,0
AGAINST,calling approval running story #likehillary #hillaryemails #semst,0,0
FAVOR,lets bring prosperity line workers kindergarten teachers #inspiredbyhillary #semst,0,1
AGAINST,excited finding amount raised this #semst,2,0
AGAINST,#hillary stop #pizza today garner #italian votar #msm worthless #libertynothillary #hillno,0,0
AGAINST,kind liberal promise achieved sustained conservative government #heatwave #tcot #semst,0,0
AGAINST,thanks follow bless family #freeallfour #semst,2,0
NONE,#freedomjusticeequalityeducation innovation development make #happylife utopia #semst,1,2
AGAINST,kolaid drinking leftanistas continuar close ranks support madame secretary hillary fraud fullar lies #semst,0,0
AGAINST,#hillary lying long morse code #hillno #semst,0,0
NONE,slowly slowly debt crisi will implode nations currency #americadeadbrokesave dollar #semst,2,2
AGAINST,dukes hazzard years ofended #liberals told #unitedblue #semst,0,0
AGAINST,norman illegally donated evidence worked china white house salar #semst,0,0
AGAINST,hillary fucking machine idiots votar president #semst,0,0
AGAINST,hillarys campaign slogan hillary nothing hide truth #tcot #wakeupamerica #semst,0,0
AGAINST,booty bitches booty bitches #semst,0,0
NONE,people surprising trump fiorina causar honest wwhat think obama built that #semst,2,2
AGAINST,love reporter clinton returning white house china elected hock #semst,0,0
AGAINST,chose takes village #semst,0,0
NONE,thanks participating lucky iowa #fellowsia #semst,2,2
FAVOR,reason votar #democrat #acaworks #getmoneyout #restorethevra #bernie #waronpoverty #semst,0,1
AGAINST,andrew fastow beat made mistakes organizations size excusar #semst,0,0
AGAINST,great emetsburg meeting #hillaryclinton supporters learning importar issues palo alto county #semst,1,0
AGAINST,everything hillary touches ends scam coverup failure william justar president,0,0
NONE,#texasstate #bobcats hope yall ready #marcorubio #texasstateuniversity #newamericancentury #texas #tcot #semst,0,2
FAVOR,chipping faith #semst,0,1
AGAINST,yawnzzzzzzzzzzzzzz fullar tweet characters point #semst,0,0
AGAINST,save internar keep bill hillary white house #semst,0,0
NONE,first scotus reafirms obamacare legalize marriage your world crumbling #semst,2,2
AGAINST,clinton entitlement proverbial american hemorrhoid #tcot #opinionated #semst,0,0
AGAINST,manage #lol #wakeupamerica #stophillary #semst,0,0
NONE,#wonderwoman movie #themuppets show #starwarsvii #marriageequaility #obama guess leave social media wait #semst,2,2
NONE,probably perfect everyonewhich great beginning conversation,2,2
AGAINST,hillary heres hoping dems ofer real candidate warren #warren,0,0
NONE,lets remember #dickcheney unindicted criminal start yelling #benghazi will justice #semst,0,2
AGAINST,enemies advantage obama hillary #newamericancentury #semst,0,0
AGAINST,lmao negro democrat decides president #hillaryclinton #hillarysbigannouncement #hillarysdonors #semst,0,0
AGAINST,hopefully hillary clinton cancer dia opportunity embarrass country further #julyth #semst,0,0
AGAINST,#hillarysaccomplishments being total clusterfuck does #readyforhillary #uniteblue #topprog #tpot #libcrib #semst,2,0
FAVOR,iowa #semst,0,1
AGAINST,thats right #semst,0,0
NONE,anytime liberal throws words truth reality #semst,0,2
NONE,voting rights #semst,0,2
AGAINST,voted iraq responsible gathering votar support #semst,0,0
AGAINST,awkwardness awfulness #semst,0,0
AGAINST,owner univisin donated million clinton foundation wife sit board #univision #trump #semst,0,0
FAVOR,#world supporting #semst,1,1
AGAINST,guarantee hillary care black rights obama blacks predicament still #semst,0,0
AGAINST,majorar media outlets exposing hillarys blatant flip flopping issue #semst,0,0
NONE,love god salar money spent birds stone #lovewins #semst,2,2
AGAINST,hillary prez obamas term thing need #semst,0,0
AGAINST,#ineedmeninist running presidentdo more #semst,0,0
AGAINST,grow economy bottom trouble #semst,0,0
AGAINST,your treatment press stevens intel american send jail #semst,0,0
AGAINST,students #bayloruniversity yall ready #marcorubio #baylor #bears #baylorbears #newamericancentury #gop #semst,0,0
AGAINST,everything bogus issues history #iowa trip #twitter followers campaigning #semst,1,0
FAVOR,votar hillary bushs dumb dont trump either #hillaryclinton #semst,0,1
AGAINST,spatula appropriate easily flip positions heat high #semst,0,0
NONE,chafee make fetch happen happen #semst,0,2
AGAINST,eric holder making figurar financial industry protected prosecution libs love #semst,2,0
AGAINST,million bogus followers twitter #whyimnotvotingforhillary,0,0
AGAINST,accomplishments #semst,0,0
NONE,that your clothing line made china lier pants firar #morningjoe #unitedblue #semst,2,2
NONE,didnt realize dolar mentioned tupacs #yesterdaysleaders #semst,2,2
AGAINST,hate hillary clinton obama thrown ocean ripped prices sharks #semst,0,0
AGAINST,grateful chance world love flavors crear #wakeupamerica #semst,0,0
AGAINST,shes woman shes politician #whyimnotvotingforhillary #stophillaryclinton #benghazi #savetheusa #semst,0,0
AGAINST,lear jet machineslol woman people #besttheyvegot #slushfund #uraniumdeal #sniperfire #semst,0,0
AGAINST,#handovertheserver wiped clean deleted emails explains dereliction dutylies #benghazietc #tcot,0,0
AGAINST,hillary clinton ambassador isis #semst,0,0
AGAINST,thank #wakeupamerica #rubio #cruz #semst,2,0
AGAINST,will otherwise guaranteed controlar branches #semst,0,0
AGAINST,#hillary raising money incumbent president stop pretending nominee #semst,0,0
AGAINST,lets back country whos democrats,0,0
FAVOR,loving colorful profile #loveit #semst,0,1
NONE,long year #semst,0,2
NONE,sister love #semst,2,2
FAVOR,jaja kind special hillarys hajaja #semst,0,1
AGAINST,monica paid bill burrito squirted sauce pretty blue dress #semst,0,0
AGAINST,shit barometer rise republicà speak #usa #july #semst,0,0
NONE,also finally moved today will easier forward #moving #semst,0,2
AGAINST,change longer hillary uranium #benghazi clinton take notar #semst,0,0
NONE,remember millions gwbushs emails missing deleted iraq hearing yawn #semst,0,2
FAVOR,stand side #semst,0,1
FAVOR,proud announce support #hillaryclinton #semst,0,1
AGAINST,opening ofices iowa week shes playing around #iacaucus #semst,0,0
AGAINST,cruz perry winwin choice #semst,1,0
AGAINST,glad slice round #semst,0,0
NONE,moving forward focus making higher education attainable eliminating gender #semst,0,2
FAVOR,awesome video votar chelseas #semst,0,1
NONE,shot today #semst,0,2
AGAINST,hillaryspeak campaign rhetoric death #semst,0,0
AGAINST,crookand #hillarycampaignslogan #wakeupamerica #stophillary #specialreport #semst,0,0
AGAINST,america championh thanks@hillaryclinton champion champion #semst,1,0
FAVOR,twitter followers majorar republican candidata bush rubio paul cruz combined #semst,0,1
AGAINST,love biggest donors saudi arabia they support womens rights completely #goteam #semst,0,0
NONE,that marcar rubio pander latino votar pushing policia hurt comunity most #semst,0,2
FAVOR,#freedomjusticeequalityeducation innovation development make #happylife utopia,1,1
AGAINST,votar woman #semst,0,0
AGAINST,facts confirmar knew used server prevent emails publicar record like obama transparency #semst,0,0
AGAINST,#hlllary raised million #semst,0,0
AGAINST,hillary flew private speak speak income equality dinner plata #equalityforall #pjnet #ccot #semst,1,0
AGAINST,operating shredder adept that #wakeupamerica #tcot #ohhillno #semst,0,0
AGAINST,hillarys nose lying bigger bill cigar #semst,0,0
FAVOR,pick mark tweet #unstoppableticket #elizabethwarren #semst,0,1
NONE,casar emergency push this button scrub server #semst,2,2
NONE,#obama riding high #obamacare #lovewins #republicans tearing hair left next #scotus #semst,2,2
AGAINST,brain hillary white houseclinton,0,0
NONE,costar election #semst,1,2
FAVOR,thanks amazing nòmer canvassing #fitn #semst,2,1
AGAINST,what emails they released restar boring #semst,0,0
AGAINST,democrats creating qaeda creating nuclear isis think about that #semst,2,0
AGAINST,#ayyylmao #democrats #liberals realize #hillaryclinton #obamanation #semst,0,0
AGAINST,#putin #nothingmoreamericanthan voting politician lead country handle email #think #semst,0,0
AGAINST,#obama administration lies again knew #hillaryemails private transparency #semst,0,0
AGAINST,flipflopped marriage issue votar current view #semst,0,0
AGAINST,select people fired unethical investigate watergate #semst,2,0
FAVOR,#freedomjusticeequalityeducation innovation development make #happylife utopia #semst,1,1
FAVOR,portuguese support campaign best luck world personar women #usa #semst,1,1
AGAINST,manage #lol #semst,0,0
NONE,have troll #morningjoe #unitedblue #semst,2,2
NONE,high hashtags right cantonada help myself #mypresident #semst,0,2
NONE,baltimore oriola play tomorrow publicar allowed #baltimoreriots #freddiegray #thanksobama #wakeupamerica #semst,0,2
NONE,years care politics elections feel years #semst,0,2
AGAINST,#putin thing #clinton #bush white house were dynasty #jeb #semst,0,0
NONE,whos ready action #fellowssc #semst,0,2
NONE,does grasp reality characters address naive #semst,0,2
AGAINST,emails coming from didnt server erased #lies #semst,0,0
AGAINST,#hillary #hypocriticaloath harm cross #readyforhillary #gop #semst,0,0
AGAINST,support supporting term policia george bush #democrats #mepolitics #semst,0,0
NONE,this crazier #semst,0,2
AGAINST,whoever support #marcorubio sleeps promote #newamericancentury #texas #semst,0,0
NONE,bill clinton dude president bang #semst,0,2
AGAINST,afterall por black family bill #whyimnotvotingforhillary #tcot #semst,0,0
NONE,selling workers voted pushing fasttrack #sellout #semst,0,2
AGAINST,hillary clinton makes nixon amateur scholboy #clintoncash #clintonfoundation #clinton #semst,0,0
AGAINST,hillary wins election chance move australia #hillarypres #semst,0,0
FAVOR,people hate hillary #semst,0,1
AGAINST,dick morris fundamentally corrupt know #copolitics #wcs #semst,0,0
AGAINST,missouri chelsea causar hils costar much chels arrive xtra charge #semst,2,0
NONE,joke political ofending people realize #semst,2,2
NONE,ding dong #semst,0,2
FAVOR,women countries speak language silence hillary clinton #hillarycliton #hillarywomen #semst,1,1
AGAINST,#corpuschristi ready #marcorubio #hoks #texas #keeptexasred #gop #tea #semst,0,0
NONE,honorar hear life spread #rememberbenghazi #semst,0,2
AGAINST,white middleaged pretty god leading country racist sexist realist #semst,0,0
FAVOR,dream intelligent #semst,0,1
AGAINST,awesome true chef this hillary #semst,1,0
NONE,context practical extents purposes means #semst,0,2
AGAINST,especially paid union lackies idea there propaganda machine spinning overtime #semst,0,0
NONE,amazing turnout emotional crowd agree love wins #fellowsnv #semst,2,2
NONE,#cpc thinks antisocial personal attack advertising #socialmedia #cdnpoli #stopharper #feelthebern #fnpoli #semst,0,2
NONE,#randpaul donations #whitesupremacy group shaking hands black leaders #blacklivesmatter #gop #semst,0,2
NONE,killed thank tweeting crap back #semst,0,2
AGAINST,democrats obama comunist true patriot stop hillary #tcot #semst,0,0
AGAINST,manage #lol #stophillary #semst,0,0
AGAINST,hilliary provided work related emails state departament there work related emails provide #hillaredacted #semst,0,0
