Stance	text
NONE	made decision shock probably supporting #semst
AGAINST	tweet#potus candidata #guncontrol read articleesp #jebbush make #gunviolence worse #gunsen #semst
AGAINST	that woman corrupt truthful thought #semst
NONE	#thingsyoudontsayasapolitician feel ways tired back line what diference make #semst
FAVOR	meet hillary clinton died back life happy #idol #semst
FAVOR	callar bill presidentthe president #imreadyforhillary #semst
NONE	thank adding list
AGAINST	#emails couple faceboks #totalincompetence #rednationrising #semst
AGAINST	chris christie president hahahahaha #clinton #hilary #semst
AGAINST	manage #lol #wakeupamerica #stophillary #semst
AGAINST	#hillaryclinton bok smaller venues rallies empty seats #semst
FAVOR	cantonada wait #yashillary shirt #semst
AGAINST	since #snl funny anymore president hilarious debatre #semst
FAVOR	#world supporting #semst
AGAINST	totally agree hillary incompetent scandal ridden phony #semst
AGAINST	hillary lock americà classroms campaign shell problems locking wants #semst
AGAINST	#alllivesmatter marriage woman giver years #semst
AGAINST	rich saudi donors executar gays join team #hypocrite #wakeupamerica #semst
NONE	republicà talk social policy betterfor #semst
AGAINST	manage #lol #semst
AGAINST	live herself #benghazi #semst
AGAINST	what #bernie work decades behalf american people corporatocracy corrupted #semst
NONE	sant hairstylist okay code that #lies #semst
FAVOR	volunteer local campaign weekend help build team hillary march bethesda #semst
AGAINST	does hillary country could make president bingo club shady pines #tcot #semst
AGAINST	singlar word womans mouth #semst
FAVOR	votar monica lewinskys boyfriends wife #semst
AGAINST	because comunist breadlines thing #nohillary #whyimnotvotingforhillary
AGAINST	revealing part hillarys released emails pretty boring minar #nofriends #semst
NONE	thanks sending clown makes upcoming election entertaining #latinos #rock #semst
AGAINST	#hillaryclinton hiring #monsanto lawyers president president aided monsanto #semst
NONE	main problem fotre mouth plaçar #semst
NONE	apple walmart made china country continuar sell china possible #applemusic #semst
FAVOR	maybe woman president #semst
AGAINST	right words longer meaning like clintonsit depends meaning more #semst
AGAINST	dazzle brilliance bafle bullshit #hillaryclinton #libstardsareidiots #semst
AGAINST	americà society called votar #liberallogic #internationaljokeday #semst
AGAINST	subjectar standard come knew donations would scrutinized spun
AGAINST	#ready girls president #readyforhillary #haiku #semst
FAVOR	bernie hillary preferir bernie hillary finar either dems gotta stand #feelthebern #semst
AGAINST	hours left chip nevar #raisethenewpotus #semst
NONE	forgive #cherylrios stupid coment women president blame time month anyways #semst
AGAINST	hillary taking foreign money muslim brotherhod favor obama chief justice #semst
AGAINST	hillaryclinton next legalization your goat #pedophile neighbor dating year dor #semst
AGAINST	whos monica lewinskys favorite fotball player haha clinton #semst
NONE	great convo night great connections #waverly #turf #fellowsia #comittocaucus #semst
AGAINST	shell handled step they risk unscripted #semst
NONE	though people votar ridiculous #semst
AGAINST	agree back feeling away coming back #semst
AGAINST	#putin #nothingmoreamericanthan voting based politician lead country handle email #think #semst
AGAINST	#hillaryclinton release donors publicar deserves disclosure #scandals #lies #clintons #semst
NONE	back time women yearbok #old schol #semst
AGAINST	dude hillary machine #semst
FAVOR	brave patriots stop hillary replace with bush #losers #semst
AGAINST	really piss runs lmao #wakeupamerica longer #semst
NONE	efed beginning #semst
AGAINST	youre idiot votar hillary obama epitome wrong country #benghazi #semst
AGAINST	america great #whyimnotvotingforhillary
FAVOR	edge seat start volunteering presidential campaign excited #cantwait
AGAINST	demanded staf called sexists elitist oink oink #hillary #semst
FAVOR	casually hangin conference callar taking break #acuhoi #semst
AGAINST	opportunist #nohillary
AGAINST	#berniesanders running president #democrats running #semst
NONE	serious trump runs trump tatto calling donald #semst
AGAINST	ofice original logo #libertynothillary #hillno #tcot #uniteblue #semst
FAVOR	interesting female president #semst
AGAINST	busy schedule #semst
NONE	what huge america today absolutely historic #equalitywins #scotusmarriage #semst
FAVOR	watching speech missing drop tondre wisdom #semst
AGAINST	lawyer clintons violated ethics rules #semst
NONE	theyre thugs #teapay racists they community reorganizers #tcot #baltimoreriots #semst
AGAINST	screaming baby minutar arrives #ptown #semst
AGAINST	chipotle employees complain hillary left theyre lucky #semst
FAVOR	despitar todays ruling struggle lgbt discrimination finished #virginiajj #semst
FAVOR	laughing republican party best ofer #donaldtrump #jebbush #hillaryclinton this #semst
FAVOR	excited hear speak #hanover #hillaryinnh #semst
FAVOR	gwen god leader training volunteer rock hill #fellowssc #hillaryforsc #semst
AGAINST	late #hillaryclinton opposed marriage equality #semst
AGAINST	denial works hillary mayor #baltimore #democratliesmatter #semst
AGAINST	results matter feel safe mental health issues obamas watch #semst
AGAINST	hillarys campaign events scripted pony show designed shelter vetting coronation #semst
AGAINST	popular this deceptive socialist accomplished nothing wife impeached president enabled #semst
AGAINST	#hillaryinnh adolph hitler synagogue #tcot #uniteblue #ctot #semst
AGAINST	qualified eats snacks corruption #bridgegate bully #semst
NONE	coldre #semst
FAVOR	contrary happy enjoy liberal cities burn #semst
NONE	respectar respectar needed desperately #baltimoreriots
AGAINST	droid someones programed things thinks work isnt
NONE	state #uniteblue #semst
AGAINST	nothing every woman democrat stafers machine shop #iowa #notreadyforhillary #semst
AGAINST	abedins penumbra muslim brotherhod connection incontrovertible #humaabedin #semst
FAVOR	hillary clinton bernie sanders primary brawl applesauce retirement home #readyforhillary #semst
AGAINST	take easy #berniesanders side show democrats back reality #semst
AGAINST	lose embassy cover murder burn govt emails #semst
FAVOR	election #semst
NONE	appointed ambassador pondre
FAVOR	this weekend hillary america weekend action hope participate #california #semst
NONE	times changed focused attacks #semst
NONE	federal govt social spending budget federal govt defensar spending budget something wrong here #semst
AGAINST	those pantsuits they camouflage outfits carefully tailored minimize silhouette think stealthsuitsvery high tech #semst
NONE	resonate minority black voters #semst
AGAINST	love smell hillary morning smells republican victory #tedcruz #marcorubio #semst
AGAINST	stop raising taxar people wages #libertynothillary #standwithrand #semst
NONE	thank favs eloisa thomas #wakeupamerica #semst
AGAINST	god defends your mouth giant downfall #stupidisasstupiddoes #semst
AGAINST	there enthusiasm lawrence #hillarymen #semst
NONE	#socialmedia #sociopaths #psychopaths insultar people know above resignar #feelthebern #semst
FAVOR	great attended #clementapinckney funeral today #semst
FAVOR	hillary choice continuar progressive nation #ohio
AGAINST	#kca #votejktid rfwheels davidjones rratkinson right heck #arabdonorgroup #hillaryemails #semst
AGAINST	expectar make god financial decisió manage multimillion salary broke #semst
AGAINST	support hillary elizabeth warren karl marxar running #clinton
AGAINST	wasnt original #scobyvan fullar unemployed hippy stupid lived meddle peoples business #semst
AGAINST	sheeple votar #semst
AGAINST	justar emails hillary clinton delete todays #leapsecond #semst
FAVOR	fantastic emetre county meeting tonight estherville glad meet supporters #semst
AGAINST	that global warming melting iceberg prosecuted crimes #liberals #semst
AGAINST	hillary lying again news worthy whats news worthy #semst
AGAINST	#hillarys weak grassrots shown strong #berniesanders fast little #semst
FAVOR	#world supporting #semst
AGAINST	spent career growing government keeping deck stacked #libertynothillary #semst
AGAINST	clintons fraudulent #semst
AGAINST	#benghazi signatura guts loveit #nohillary #semst
NONE	sexy daddy obama wins week happy democrats #semst
AGAINST	#askbobby blame obscure filmar maker death #usambassador #benghazi #semst
NONE	answer completar sentence #legend #semst
AGAINST	#askpotus would firar #gop congress could #gopfail #semst
AGAINST	#whyimnotvotingforhillary call education nonfamily enterprise #imcomitteddefeathillary #ncpol #semst
FAVOR	madam president clinton gays votar #jarrid #semst
AGAINST	lost military boys president pulled iraq #liberalconsequences #semst
AGAINST	#comoncore brilliant idea supported #bush #nomorebushes #semst
FAVOR	another #hillary supporter comitted caucus tonight step winning iowa caucus #semst
FAVOR	republican candidata continuing spread hatred alienating voters hillary wins #lovewins #mikehuckabee #rubio #semst
NONE	bodycam private server cabinet secretaria #semst
AGAINST	shes understand internetthat fact checked
AGAINST	secretar clinton doc what surprise #semst
NONE	called knew raised exboyfriends klobuchar #semst
AGAINST	there pant suite hillary hide thighs #hillarysdonors #hillarysbigannouncement #benghazi #obama #semst
AGAINST	saudi arabia imprisons flogs rapar victims womens champion accepted millions saudi govt #tcot #semst
AGAINST	manage #lol #wakeupamerica #stophillary #semst
AGAINST	mistakeswith #hillaryclinton lying coverups life #tcot #uniteblue #semst
NONE	#wgn #wgntv mentions romney #hillary care romney care #obamacare publicar option #semst
NONE	last week life obamacare marriage today death pollution lethal injection elections matter yall #scotus #semst
AGAINST	made careless mistake deliberately broke laws lies #semst
FAVOR	#hillaryclinton weve waiting rainbowstriped pantsuit #fashionista #lovewins #semst
NONE	cruz autograph bombar #semst
NONE	great year rush limbaughs contractar dropped many liberal victory #stoprush #semst
AGAINST	republican donors numerous candidata money dems basically were gonna killed financially #semst
AGAINST	time rope killary delete your ballot clonar sodom insane obammad #wakeupamerica #semst
NONE	even little #nobama #wemissyougipper #semst
NONE	punning worse better time remember that america #semst
AGAINST	america favor feel votar woman candidate votar #carly integrity unlike #semst
AGAINST	country ready female prendre hillary
AGAINST	support bernie account direction loses primary support hillary clinton #sanders #semst
AGAINST	overheard davenport open house facebok #digitalorganizing #semst
AGAINST	hajaja combed emails bunch scumbags #nohillary #semst
FAVOR	proud sonar show keep god work #semst
AGAINST	working american payer paying unethical liberal destroy great country ours #semst
AGAINST	manage #lol #wakeupamerica #stophillary #semst
AGAINST	shes formidable shes competent personar #semst
NONE	govt restart button someone push thing #rememberbenghazi #patriotswillrise #semst
AGAINST	deceit hand thats hand well right #semst
FAVOR	wondering next idiotic smear coming surar justar details #semst
FAVOR	apparently fan hillarys implied #shewhoshallnotbenamedbecausesheswinning #semst
AGAINST	hillary accomplishment shes managed stay prison year crime spree #tcot #ocra #semst
NONE	obama joking #stopdilma #stoplula #stopforodesaopaulo #semst
AGAINST	love berniebut oldthey #oneterm president #semst
NONE	ways tired dumbass #semst
AGAINST	breathe live ignorar collectively succumb toxins political ecological unwanton oligards #bernie #semst
AGAINST	calling approval running story #likehillary #hillaryemails #semst
FAVOR	lets bring prosperity line workers kindergarten teachers #inspiredbyhillary #semst
AGAINST	excited finding amount raised this #semst
AGAINST	#hillary stop #pizza today garner #italian votar #msm worthless #libertynothillary #hillno
AGAINST	kind liberal promise achieved sustained conservative government #heatwave #tcot #semst
AGAINST	thanks follow bless family #freeallfour #semst
NONE	#freedomjusticeequalityeducation innovation development make #happylife utopia #semst
AGAINST	kolaid drinking leftanistas continuar close ranks support madame secretary hillary fraud fullar lies #semst
AGAINST	#hillary lying long morse code #hillno #semst
NONE	slowly slowly debt crisi will implode nations currency #americadeadbrokesave dollar #semst
AGAINST	dukes hazzard years ofended #liberals told #unitedblue #semst
AGAINST	norman illegally donated evidence worked china white house salar #semst
AGAINST	hillary fucking machine idiots votar president #semst
AGAINST	hillarys campaign slogan hillary nothing hide truth #tcot #wakeupamerica #semst
AGAINST	booty bitches booty bitches #semst
NONE	people surprising trump fiorina causar honest wwhat think obama built that #semst
AGAINST	love reporter clinton returning white house china elected hock #semst
AGAINST	chose takes village #semst
NONE	thanks participating lucky iowa #fellowsia #semst
FAVOR	reason votar #democrat #acaworks #getmoneyout #restorethevra #bernie #waronpoverty #semst
AGAINST	andrew fastow beat made mistakes organizations size excusar #semst
AGAINST	great emetsburg meeting #hillaryclinton supporters learning importar issues palo alto county #semst
AGAINST	everything hillary touches ends scam coverup failure william justar president
NONE	#texasstate #bobcats hope yall ready #marcorubio #texasstateuniversity #newamericancentury #texas #tcot #semst
FAVOR	chipping faith #semst
AGAINST	yawnzzzzzzzzzzzzzz fullar tweet characters point #semst
AGAINST	save internar keep bill hillary white house #semst
NONE	first scotus reafirms obamacare legalize marriage your world crumbling #semst
AGAINST	clinton entitlement proverbial american hemorrhoid #tcot #opinionated #semst
AGAINST	manage #lol #wakeupamerica #stophillary #semst
NONE	#wonderwoman movie #themuppets show #starwarsvii #marriageequaility #obama guess leave social media wait #semst
NONE	probably perfect everyonewhich great beginning conversation
AGAINST	hillary heres hoping dems ofer real candidate warren #warren
NONE	lets remember #dickcheney unindicted criminal start yelling #benghazi will justice #semst
AGAINST	enemies advantage obama hillary #newamericancentury #semst
AGAINST	lmao negro democrat decides president #hillaryclinton #hillarysbigannouncement #hillarysdonors #semst
AGAINST	hopefully hillary clinton cancer dia opportunity embarrass country further #julyth #semst
AGAINST	#hillarysaccomplishments being total clusterfuck does #readyforhillary #uniteblue #topprog #tpot #libcrib #semst
FAVOR	iowa #semst
AGAINST	thats right #semst
NONE	anytime liberal throws words truth reality #semst
NONE	voting rights #semst
AGAINST	voted iraq responsible gathering votar support #semst
AGAINST	awkwardness awfulness #semst
AGAINST	owner univisin donated million clinton foundation wife sit board #univision #trump #semst
FAVOR	#world supporting #semst
AGAINST	guarantee hillary care black rights obama blacks predicament still #semst
AGAINST	majorar media outlets exposing hillarys blatant flip flopping issue #semst
NONE	love god salar money spent birds stone #lovewins #semst
AGAINST	hillary prez obamas term thing need #semst
AGAINST	#ineedmeninist running presidentdo more #semst
AGAINST	grow economy bottom trouble #semst
AGAINST	your treatment press stevens intel american send jail #semst
AGAINST	students #bayloruniversity yall ready #marcorubio #baylor #bears #baylorbears #newamericancentury #gop #semst
AGAINST	everything bogus issues history #iowa trip #twitter followers campaigning #semst
FAVOR	votar hillary bushs dumb dont trump either #hillaryclinton #semst
AGAINST	spatula appropriate easily flip positions heat high #semst
NONE	chafee make fetch happen happen #semst
AGAINST	eric holder making figurar financial industry protected prosecution libs love #semst
AGAINST	million bogus followers twitter #whyimnotvotingforhillary
AGAINST	accomplishments #semst
NONE	that your clothing line made china lier pants firar #morningjoe #unitedblue #semst
NONE	didnt realize dolar mentioned tupacs #yesterdaysleaders #semst
AGAINST	hate hillary clinton obama thrown ocean ripped prices sharks #semst
AGAINST	grateful chance world love flavors crear #wakeupamerica #semst
AGAINST	shes woman shes politician #whyimnotvotingforhillary #stophillaryclinton #benghazi #savetheusa #semst
AGAINST	lear jet machineslol woman people #besttheyvegot #slushfund #uraniumdeal #sniperfire #semst
AGAINST	#handovertheserver wiped clean deleted emails explains dereliction dutylies #benghazietc #tcot
AGAINST	hillary clinton ambassador isis #semst
AGAINST	thank #wakeupamerica #rubio #cruz #semst
AGAINST	will otherwise guaranteed controlar branches #semst
AGAINST	#hillary raising money incumbent president stop pretending nominee #semst
AGAINST	lets back country whos democrats
FAVOR	loving colorful profile #loveit #semst
NONE	long year #semst
NONE	sister love #semst
FAVOR	jaja kind special hillarys hajaja #semst
AGAINST	monica paid bill burrito squirted sauce pretty blue dress #semst
AGAINST	shit barometer rise republicà speak #usa #july #semst
NONE	also finally moved today will easier forward #moving #semst
AGAINST	change longer hillary uranium #benghazi clinton take notar #semst
NONE	remember millions gwbushs emails missing deleted iraq hearing yawn #semst
FAVOR	stand side #semst
FAVOR	proud announce support #hillaryclinton #semst
AGAINST	opening ofices iowa week shes playing around #iacaucus #semst
AGAINST	cruz perry winwin choice #semst
AGAINST	glad slice round #semst
NONE	moving forward focus making higher education attainable eliminating gender #semst
FAVOR	awesome video votar chelseas #semst
NONE	shot today #semst
AGAINST	hillaryspeak campaign rhetoric death #semst
AGAINST	crookand #hillarycampaignslogan #wakeupamerica #stophillary #specialreport #semst
AGAINST	america championh thanks@hillaryclinton champion champion #semst
FAVOR	twitter followers majorar republican candidata bush rubio paul cruz combined #semst
AGAINST	love biggest donors saudi arabia they support womens rights completely #goteam #semst
NONE	that marcar rubio pander latino votar pushing policia hurt comunity most #semst
FAVOR	#freedomjusticeequalityeducation innovation development make #happylife utopia
AGAINST	votar woman #semst
AGAINST	facts confirmar knew used server prevent emails publicar record like obama transparency #semst
AGAINST	#hlllary raised million #semst
AGAINST	hillary flew private speak speak income equality dinner plata #equalityforall #pjnet #ccot #semst
AGAINST	operating shredder adept that #wakeupamerica #tcot #ohhillno #semst
AGAINST	hillarys nose lying bigger bill cigar #semst
FAVOR	pick mark tweet #unstoppableticket #elizabethwarren #semst
NONE	casar emergency push this button scrub server #semst
NONE	#obama riding high #obamacare #lovewins #republicans tearing hair left next #scotus #semst
AGAINST	brain hillary white houseclinton
NONE	costar election #semst
FAVOR	thanks amazing nòmer canvassing #fitn #semst
AGAINST	what emails they released restar boring #semst
AGAINST	democrats creating qaeda creating nuclear isis think about that #semst
AGAINST	#ayyylmao #democrats #liberals realize #hillaryclinton #obamanation #semst
AGAINST	#putin #nothingmoreamericanthan voting politician lead country handle email #think #semst
AGAINST	#obama administration lies again knew #hillaryemails private transparency #semst
AGAINST	flipflopped marriage issue votar current view #semst
AGAINST	select people fired unethical investigate watergate #semst
FAVOR	#freedomjusticeequalityeducation innovation development make #happylife utopia #semst
FAVOR	portuguese support campaign best luck world personar women #usa #semst
AGAINST	manage #lol #semst
NONE	have troll #morningjoe #unitedblue #semst
NONE	high hashtags right cantonada help myself #mypresident #semst
NONE	baltimore oriola play tomorrow publicar allowed #baltimoreriots #freddiegray #thanksobama #wakeupamerica #semst
NONE	years care politics elections feel years #semst
AGAINST	#putin thing #clinton #bush white house were dynasty #jeb #semst
NONE	whos ready action #fellowssc #semst
NONE	does grasp reality characters address naive #semst
AGAINST	emails coming from didnt server erased #lies #semst
AGAINST	#hillary #hypocriticaloath harm cross #readyforhillary #gop #semst
AGAINST	support supporting term policia george bush #democrats #mepolitics #semst
NONE	this crazier #semst
AGAINST	whoever support #marcorubio sleeps promote #newamericancentury #texas #semst
NONE	bill clinton dude president bang #semst
AGAINST	afterall por black family bill #whyimnotvotingforhillary #tcot #semst
NONE	selling workers voted pushing fasttrack #sellout #semst
AGAINST	hillary clinton makes nixon amateur scholboy #clintoncash #clintonfoundation #clinton #semst
AGAINST	hillary wins election chance move australia #hillarypres #semst
FAVOR	people hate hillary #semst
AGAINST	dick morris fundamentally corrupt know #copolitics #wcs #semst
AGAINST	missouri chelsea causar hils costar much chels arrive xtra charge #semst
NONE	joke political ofending people realize #semst
NONE	ding dong #semst
FAVOR	women countries speak language silence hillary clinton #hillarycliton #hillarywomen #semst
AGAINST	#corpuschristi ready #marcorubio #hoks #texas #keeptexasred #gop #tea #semst
NONE	honorar hear life spread #rememberbenghazi #semst
AGAINST	white middleaged pretty god leading country racist sexist realist #semst
FAVOR	dream intelligent #semst
AGAINST	awesome true chef this hillary #semst
NONE	context practical extents purposes means #semst
AGAINST	especially paid union lackies idea there propaganda machine spinning overtime #semst
NONE	amazing turnout emotional crowd agree love wins #fellowsnv #semst
NONE	#cpc thinks antisocial personal attack advertising #socialmedia #cdnpoli #stopharper #feelthebern #fnpoli #semst
NONE	#randpaul donations #whitesupremacy group shaking hands black leaders #blacklivesmatter #gop #semst
NONE	killed thank tweeting crap back #semst
AGAINST	democrats obama comunist true patriot stop hillary #tcot #semst
AGAINST	manage #lol #stophillary #semst
AGAINST	hilliary provided work related emails state departament there work related emails provide #hillaredacted #semst
AGAINST	#leftest #hippocratic #domecrats votar #finelady #michellbachmann votar #emailscandal #benghazi #killary #semst
AGAINST	technically president raging hormona referir estrogen testosterone anabolic steroids #iblamepublicschols #semst
FAVOR	marriage equality constitutional right wot #hrc #hillaryclinton #readyforhillary #vote #hillaryfor ##mpotus #semst
NONE	live peace
AGAINST	thinking #hillary throws #chelsea #foundation firestorm #clintoncash #thegreatergod #election #semst
AGAINST	hillary claims champion middle class planar cuts ficar benefiting middle class #semst
AGAINST	that before #nohillary #semst
AGAINST	make make brew house pellar tomorrow meet supporters #semst
NONE	love world #semst
AGAINST	#benghazi wait thank voters meant thank goodness offense intended ##tcot #semst
AGAINST	todays number thats years jesus learned ride bike pretty coldre dude #uswnt #proudmom #semst
FAVOR	always highwork hard care deeply inwhen stumble faith hillary clinton #semst
AGAINST	hard work burying antilgbt rights recordar #lovewins #feelthebern #semst
NONE	bok #semst
AGAINST	#univision ignorar latino candidate marcar rubio narrativetheyre invested hillary #rubio #semst
NONE	onepercenter lied #deadbroke lies #semst
AGAINST	dont twisted majorar presidential candidate policy speech talk mass incarcertaion #semst
FAVOR	rights human rights human rights #gayrights #hillaryforamerica #semst
AGAINST	free market capitalism americas friend constar pressure innovate resources eficiently #semst
AGAINST	#stephens begged life begging votar #notachanceinhell #semst
FAVOR	hillary clinton votar shes tackling issues america face #semst
FAVOR	#mamahillary making casar exclusively deal complexar social issues #cnn #bbc #mamaclinton #semst
NONE	stop eating trash #semst
AGAINST	ofensive mexican flag flies soil california state capital #lovewins #univision #foxnews #donaldtrump #semst
NONE	minutar realize #semst
AGAINST	will #pervert #billclinton winner teen girl #hillaryclinton #democrats #liberals #tlot #gop #semst
AGAINST	honest voice scare shit everyone #semst
AGAINST	#centerhitler #semst
FAVOR	time move god words god works sound bitar sound solutions hillary clinton #hillaryclinton #semst
AGAINST	superar touch stupid please away #nycpride #nyc #semst
AGAINST	trickle economics failed time por personar created jobs #semst
AGAINST	mistakes made candidata campaign felonies ones@hillaryclinton makes#ohhillno #semst
AGAINST	would restar escapar #clinton #clintoncorrectional #hillaryclinton #escapeclinton #semst
AGAINST	wife role modelar women lawyer first lady senator horrible secretary state
AGAINST	thank kind favs #wakeupamerica #todosmarchamos #cuba #semst
AGAINST	feel #billclintons latest assault teen girl #hypocrite #hillaryclinton #hillaryno #semst
NONE	#americadeadbrokeslowly slowly china yuan replace dollar worlds global currency #semst
AGAINST	dreamt hilary clinton night does pla controlar world coming true #semst
AGAINST	fortunately bryan #freeallfour #semst
NONE	join twitter movement mention follow back #semst
FAVOR	headed chester hillary canvass join wylie park #semst
AGAINST	#happeningnow optics problem real hillary clinton stod #clintoncash #iavotes #semst
NONE	donald trump joke simpleminded idiot fuck self #semst
NONE	bernie sanders recordar crowds madison mention guys talked trump #trump #semst
NONE	love attention democratic candidate republican candidata #knowtheenemy #semst
AGAINST	great coment pathological liar #hillaryclinton #semst
AGAINST	stands holding back emails belonging #wethepeople #obstructingjustice #wakeupamerica #hillaryliesmatter #unitebiue #semst
FAVOR	because young american women proud woman president #semst
NONE	fixing americas political system unaccountable money protecting country #semst
AGAINST	also speaking fees #hillary goldman sachs speeches #semst
NONE	target election from makes ceos drank kolaid
AGAINST	emails missing incomplete whod thunk above restar peó justar trust #semst
AGAINST	#hillary transparentar brick wall #libertynothillary
NONE	women demographic nation woman symbolic #semst
FAVOR	stop emailing love space #stillvotingforyou #semst
AGAINST	trumps inauguration speech forbidmemememechinamemedid mention yetwheres hairspray china #semst
