Stance	text
NONE	in the us coal is dead al gore #canneslions #semst
NONE	wish everyone wasnt so pale this season #suntan #babyoil #thebachelorette #semst
FAVOR	 timelines are short strategy must be in place by climate change conference in paris by december #ableg #semst
FAVOR	it doesnt simply rain in houston anymore it storms #semst
FAVOR	are these ominous yellow #vancouver skies making anyone else dread our climate future #wildfires #semst
FAVOR	if we dont do anything we will be the sad generation that had the opportunity to act and didnt #cfcc #journey #semst
NONE	religion race have already been disproven by reason and science i wonder what we can do about politics #drought #semst
NONE	the human mind is incapable of dealing with that of which it has no experience #semst
FAVOR	tornado warnings for the uk this weekend and the government still choses to ignore global warming #ukweather #semst
FAVOR	fossil fuel divestment wont necessarily stop climate change but it is a step in the right direction #keepitintheground #semst
FAVOR	the facts are in it is clear as our numbered days climate change is humanitys fault and we are facing extinction #semst
FAVOR	#ff work for a #green energy future #semst
FAVOR	#northwest #heatwave continues first time ever my tomato plants have fruit in june #oregon #organic #semst
NONE	v v the biggest story in world podcast of stupidity and ignorance #semst
FAVOR	obama attenborough brilliant heart felt honest why cant we have such a discussion here in oz #renewables #abc #auspol #semst
FAVOR	there is need for world economic powers to be true about climate change funding the world needs action not empty rhetorics #semst
NONE	seriously how many times can #republicans be wrong #aca #lgbtrights #governmentshutdown #autobailout #stimulusspending #semst
FAVOR	questions about the report #asklancet tweet chat happening now #actonclimate #climatehealth #semst
FAVOR	the last thing #australia or the world needs are more vast earth destroying #coal mines lets get real and fight #auspol #semst
NONE	that #putin chap must be extremely #confused it stuck between old now #ideologies just between you me regards d #peace #semst
NONE	china i had plans to work on other things today rude #euchina #semst
FAVOR	its hot af in #seattle this is not normal #hotaf #semst
FAVOR	what a great week for social issues #scotus now lets get to work on #environment and #semst
NONE	images like this make me fearful that the next epidemic must be coming son #overpopulation #semst
FAVOR	  #climatefact india may stand to lose of its annual gdp by due to #semst
NONE	working with artists culture is key to weave through the eforts were doing #grassrots #semst
NONE	those items need to come back #semst
NONE	if like me you felt voiceless then listen to #libdemfightback fighting for the #humanrightsact #afordablehousing #semst
FAVOR	raining again then im sure it wi suddenly get warm again right after #semst
NONE	meets on #tvnzone interview on his life and the efects of #semst
FAVOR	#mission#climate on the road drive less by #tip #impactisreal #semst
FAVOR	monsignor sanchez sorondo earth is sick we need to heal it #semst
FAVOR	a changing planet places where climate change is taking its toll #semst
FAVOR	climate change is an emergency stop denial and start taking steps #climatehealth #semst
FAVOR	we arent the dinosaurs were the asteroid #earth #extinction #semst
FAVOR	everywhere we lok moderate weather seems to be going extinct #robertredford #un #semst
NONE	us should hold referendum prior to paris talks to gauge american support for dealing hopefully leading on #semst
FAVOR	robertredford pope say time is now greennh is ready to roll we all want machines what is holdup #pollution #semst
NONE	i suspect that may well just prefer to stick to his erm principles on this one #semst
FAVOR	eating a cow is x worse than eating a chicken in terms of co emissions #semst
FAVOR	there use to be a glacier on the equator #semst
FAVOR	words and be sent to climateconference@gmailcom #sustainability #sustainabledevelopment #semst
NONE	negative times a negative equals a positivewonder if that applies to emotions to #manthoughts #sustainablehumans #semst
NONE	i always said that democrats would tax the weather if they could #semst
NONE	btw seem as though youve been losing in the fight against #semst
AGAINST	climate change explain the definition of climate change #fraud #ccot #liberty #cruzcrew #semst
FAVOR	#mission#climate home simplify by #tip #doyourpart #semst
FAVOR	and yet james inhofe tells us that global warming isnt real #semst
FAVOR	water temperature of the atlantic coast is in the s in june we are like proverbial frogs in boiling water #climate #semst
FAVOR	inches of rain in a day from next day there is no rain at all temperature reaches c in #ahmedabad #environment #semst
FAVOR	a lot of damage is being done every day but we are going to win this #yrcannes #canneslions #semst
FAVOR	the natural world is part of our inheritance we have to protect it with on #bbc #earth #semst
NONE	thank you to all our followers helping us to raise awareness of #humanrights #soseurope #prisonersofconscience #torture #semst
FAVOR	have never been so outrageously grateful for a slight col breeze drifting over my body is this the future #nakedtimes #semst
FAVOR	im blowing ac with the top of in the middle of the night in oregon #semst
FAVOR	everyone is busy building their bank accounts but one day that paper wont help you during massive natural calamities #semst
FAVOR	scary stat of the day of the area of urban greenspace in england has been lost since #semst
FAVOR	im guessing there was a lot less humidity back in the time of moses #semst
FAVOR	un decline of in crop yields in developing countries ricewheatcorn over the next yearsespecially in the tropics #semst
NONE	brilliant talk from #dali lama #divestment is the key action for all on #glasto #semst
FAVOR	just got canvassed hope youll join me in supporting this sumer #solar #peoplepower #semst
NONE	my priority is to address #semst
NONE	he is psychic huh #semst
FAVOR	if you say climate change is a myth you may want to become a fantasy author since you already live in an alternate reality #semst
FAVOR	stormiest in ireland and uk in years that saying something #semst
NONE	afterwards can they call and advise him he needs to act on #auspol #semst
FAVOR	#innovation of super converter on fishing boat w no more use of fossil fuel is loking for funding scheme in #semst
NONE	#equity #financial #solidarity and #transparency is what #text needs says #fabius at #un #ga #semst
NONE	thanks #marclevine #ilikemike for supporting legislation on #semst
FAVOR	today is june th and its degrees out wtf #takemethecarribean #anywhereneartheequator #semst
FAVOR	feeling like #scotus got it right right right then very wrong sigh #climatedenial #semst
NONE	the snow is melting #tcot #semst
NONE	glad for the millions of lives improved this week now lets set our sights on helping millions more #imigrationaction #semst
NONE	#wrong #century re the #ipccreport the involved #methodology i do have to say regards dion #peace #ideology #semst
FAVOR	can we build #thorium #lftr now before its degrees during sumer #myacsucks #semst
FAVOR	#mission#climate home move your thermostat down c in winter and up c in sumer #tip #doyourpart #semst
NONE	this just in republican primary debates are down to topic of who wore it better #lovewins #marriageequaility #obamacare #semst
FAVOR	#pathtopositive #la regions green leaders united to find local solutions to #lacityhall #semst
FAVOR	bc continues to burn if this aint a wake up call to everyone then nothing will be #vancouver #bcwildfires #semst
FAVOR	is there a breeze i can catch lakefront or will i die of a heat stroke there as well #heatstroke #semst
FAVOR	around new homes being built every year in england in areas at high risk of #flods adding to risk from #ukclimate #semst
NONE	shit who set the supreme court to evil again #semst
FAVOR	hey please reject the adani carmichael #coal mine and abbot point our reef and climate are at risk #gbr #semst
NONE	i think the k has got them gripping romey #smackof #valkilmer #seeingwonder #semst
NONE	#gopclowncar a shame #gop considers hrc emails more disconcerting than #jobs #infrastructure #education #semst
NONE	considering moving yo antarctica as thats the only way i could possibly become more #chill #semst
FAVOR	#tolerance i wonder how much more #mother #earth has at #methodology levels re our #capitalistic #ideologies #semst
NONE	one day it will be clear that someone has changed their opinion due one or more of my tweets but im not holding my breath #semst
NONE	gutted ive missed this would have loved to hear this talk africa represented #semst
FAVOR	drought efects spreading in western noram and bc govt will destroy prime farmland to enable more #lng #sitec #bcpoli #semst
NONE	thx had fun in my home county will be back later this sumer with up #semst
FAVOR	rent a theatre and show the movie #chasingice to my friends and family to spread the message of global warming #my #semst
FAVOR	higher sea levels temperature glacial retreat warmer oceans extreme weather events plenty of evidence #semst
FAVOR	the ruling by is a major setback for the environment #dirtycoal #semst
NONE	this pope i swear he is about to tempt my wayward ass back to the church #love #justice #semst
FAVOR	ok yeah thats bad but vancouver literally never used to get this hot #laudatosi #semst
FAVOR	unfortunate how usa refuses to take seriously damage were responsible for #savetheearth #semst
FAVOR	with no rain in the next days it would have been the driest june in #santiago de #chile in morden history #semst
NONE	he hit the nail on the head were hopefully on the edge of a paradigm shift on #semst
NONE	 one of the most brilliant bs stories created by man to subjugate others #leftistliesisbs #semst
NONE	as they say touchwod say tomorrow then i will #democratically be back this way res d #peace really gone #democracy #semst
FAVOR	obamacare doctors should warn global warmin cud make patients health worse #obama #presidentobama #whitehouse #semst
AGAINST	if ther clmate change alarmists come out in sept this year and tell me this was the hottest winter on record ill go postal #semst
NONE	pittsburgh had a regatta without boats river full of debris and swift currents to dangerous #semst
FAVOR	maybe they just misused their resources and their societies collapsed #deforestation #semst
FAVOR	macro problems face us all but people focus on micro problems because they are within our imediate power to fix #semst
NONE	rt easyprintitja rt firstkingtre freak #rain in kingston #jamaica sudden #skui #semst
FAVOR	i dont care why the globe is warming i just want to stop it before there is irreparable harm #fuckpolitics #sciencerules #semst
NONE	that is one of the most insane and delusional quotes ive ever seen #tcot #tlot #semst
NONE	#vatican will be destroyed the most vile creatures ever the creators of #islam #sodomising #children #fakestine and #semst
FAVOR	if we do not act we will be the generation who knew but did not move #cfcc #semst
FAVOR	#mission#climate home opt for reusable bags instead of plastic bags by #tip #actonclimate #semst
NONE	#spacex is loking like major litterbug do they clean up the debris its if i litter hiway space x #semst
NONE	confession the state of the world has been getting me down lately #deathsincustody #everydayracism #semst
NONE	not to worry our real enemy is #obama #semst
NONE	amazing interview with and david attenborough #semst
FAVOR	#greenclimatefund projects must be longlasting lay the groundwork for lowcarbon development economic models #semst
NONE	the best call still and will always be matt in cleveland #kirstieallie #valkilmer #semst
FAVOR	until newyork london frankfurt knee deep in sea #water nothing will happen #cop #cofree parties #semst
FAVOR	cause and efect dry conditions wildfires #preventable #humancaused #semst
NONE	youre proud of that #shoallake #boilwater #fortchip #cancer #vanuatu #balafalls #landscapingissues #semst
NONE	#republican party will go down in history boks as party that stod in the way of #gayrights and initiative to reverse #semst
FAVOR	welldesigned tax policies can help fix a number of environmental issues #itdconf #cop #semst
NONE	oh watching the #news re #greece currently its all #relative re #why im here res d #peace #gms #democracy #goal #semst
FAVOR	#climatehealth report says we need ambitious programe like marshall plan or apollo mission to tackle climate change #semst
NONE	hes not perfect who among us is #encyclical #semst
NONE	first listen then conviction next action dali lama on #glasto #semst
NONE	#takedowntheflag #lovewins represent tectonic cultural shifts thanks in no small part twitter facebok imagine same #semst
FAVOR	attenborough the real problem is global ie not just me or you but us #semst
NONE	i am thinking of turning the central heating of #semst
FAVOR	what is at stake is the survival of our and next generation indigenous people youth #unga #action #cop #semst
NONE	the same ppl who think paul spoke for god when denouncing gays also think the current pope does not speak for god #semst
FAVOR	kudos to these young people next generation of activists #onlyoneearth #semst
FAVOR	#mission#climate home pass your magazines on to a friend hospital library or nursing home by #tip #semst
NONE	#sebamm #seb prtner explains the work of the #ipcc #semst
FAVOR	says he wants carbon fund to be spent on public transportation and renewable energy #ejlive #ableg #semst
FAVOR	is the new pahiatua plant going to be primarily coalfired large companies like should be taking the lead against #semst
FAVOR	poisoning of the #biosphere cannot be dealt with by free market economics #taxwallstreet #environment #gmo #semst
FAVOR	so its degrees celcius in mendoza argentina beginning of winter #mendoza #semst
NONE	for me watching the #ideology of #capitalism at work is like watching a train wreck in #progress #democracy #goal #future #semst
FAVOR	greenlands ice is melting faster this sumer under a dome of high pressure #semst
FAVOR	 varunkr #pleasesavetrees for our own #survival to fight #saveourplanet #semst
NONE	im in hell i feel the fiery tips of insidious flames swiftly sauntering into my rom or maybe i dont have ac #semst
NONE	its nights like this when im not so fond of my long hair i just wanna chop it all of #heatwave #pnwgirl #semst
NONE	yea yea yea yea #smackof #valkilmer #seeingwonder #bumsmack #semst
NONE	wonderful to find you on twitter meet a canadian working in #semst
NONE	please dont let him win this your loyal readers support you #semst
NONE	excellent speech well done showed ur video to birdieshe is ready to be part of the change #rise #semst
FAVOR	dont act as if we have another planet to live in #cop #semst
FAVOR	climate change is a solvable problem but we need to start today #hhdl #semst
NONE	#annapurnavancheswaran says it tok years to cut through the #bureaucracy speak to indian #government about #pivotal #semst
FAVOR	anyone else agree we should switch to concrete them new snazzy selflit roads in netherlands #electricitysaving #autobahn #semst
FAVOR	not to worry sediment cores prove shellfish coral will recover in just years #oilandgas #rbe #tvp #semst
FAVOR	so exciting meaningful climate change action is on the way #abpoli #ghg #semst
NONE	 what a wonderful exchange between two of the worlds greatest men really touching # #semst
NONE	australiayour turn to watch obama attenborough #semst
NONE	its mindblowing to me to watch this #sirdavidattenborough #semst
FAVOR	#mission#climate home purchase green power if available by #tip #semst
FAVOR	if sea levels get any higher floding in lowlands could become dire #semst
FAVOR	john watterson is attending ippc meeting to help shape the future of international greenhouse gas emission estimation methods #semst
NONE	the is a #democratic dip in deeper waters no more re #why im here regards dion #peace #democracy #goal #future #semst
FAVOR	 people dead in pakistan due to heatwave #semst
NONE	most people say that it is the intellect which makes a great scientist they are wrong it is character albert einstein #semst
AGAINST	brettgarrot brettgarrot glblwarmingnews and the toth fairy might be causing kids to lose teeth #carbontaxscam #chemtrails #semst
FAVOR	sea level rise by the end of the century meters will drown sf airport and la port #withcompassion #semst
NONE	i see this pick up on the rwy with the follow me andr sign it should be the other way round #semst
FAVOR	#seattle degrees trying to sleep with industrial fansounds like choppers are circling the house #heatwave #semst
NONE	barack obama meets david attenborough im so ready for this and i cannot wait years old and always on form #legend #semst
FAVOR	how did the #greatbarrierreef lok to you compared to when you dived it years ago #attenborough #semst
NONE	god grief i can feel the desperation seeping of the page good weve got em on the ropes #semst
FAVOR	funny how you all of a sudden refer to him as a weatherman now #climatechangeweather #semst
FAVOR	and onan cast his co into the atmosphere and comitted the sin of emission #bible #semst
NONE	still boasting on international stage of removing price on carbon which he refers to as toxic tax #auspol #semst
NONE	there has been a ton of lightning up there every other day for the past week #lolz #semst
NONE	#mainaudeclaration watch out guys this is huge #lindaunobel #semst
NONE	america is changing faster like speed of the light #confederatetakedown #lovewins #semst
AGAINST	glblwarmingnews and the toth fairy might be causing kids to lose teeth #carbontaxscam #chemtrails #semst
FAVOR	ga aiw support strong compass global climate agreement passed #uaga #semst
NONE	there has never been a better time to get the heck out of california #vaccines #science #gmo #bees #autism #gmo #sb #semst
FAVOR	loud ass thunder and three seconds of rain here #thanksobama #semst
NONE	denial isnt just a river in egypt its #gop strategy #racism #semst
NONE	i love this pope i dont care what religion you are this guy is awesome #semst
FAVOR	taking a stand to preserve traditional sea levels #semst
FAVOR	rosalind peterson addressing un on how aerosol spraying chemtrails is afecting agriculture #notadebate #geoengineering #semst
NONE	while this debate goes on yet more time is wasted #thedrum #semst
NONE	what are the chances #kyoto #cpc #cdnpoli #semst
FAVOR	its sad to be the last generation that could change but does nothing #auspol #semst
FAVOR	great news to arrest a regulatory agencys flagrant over reach pathetic how little #epa knows of #semst
FAVOR	#ff work for a #green energy future #semst
NONE	i like learning in depth about nutritionhealth #disease #westerndiet #health #agriculture #semst
FAVOR	if you do not repent your emission of co you will end up in hell #bible #semst
FAVOR	stress on #water resources threatens lives and livelihods #anthropoceneage #sustainability #semst
FAVOR	#cop can succeed or fail if humankind wants to survive something must be done not for nature but for humans simple #semst
FAVOR	today the kingdom of bahrain participates in the highlevel event on climate change at the #un #semst
NONE	pope francis really makin the rounds #popefrancis #semst
FAVOR	coldest and wettest sumer in memory #mosquitoes #mowtwiceaweek #brrrr #semst
FAVOR	did u know th #scotus is decide if #coal plants can keep #emitting unlimited #mercury r atmosphere #potus #gop #justices #semst
NONE	qt i dont have much patience for anyone who denies that this challenge is real #semst
FAVOR	as the world emitted co water vapour built up in the atmosphere and caused the lord to send the flod in retribution #bible #semst
NONE	let me guess youre a lying rabid leftistwarmist used to twisting facts to fuher your agenda #semst
FAVOR	#mission#climate on the road give your car a break by #tip #semst
NONE	i expected new zealands socalled leaders to show leadership instead they show weakminded ignorance laggardship #semst
FAVOR	were growing vegetables at home tell your friends and followers what youre doing for climate #mychangeforclimate #semst
FAVOR	vallaudbelkacem are we the generation who knew what would happen but who did nothing say no #wakeup #cfcc #semst
FAVOR	#scotus we need to force #power #plants to cut #emissions of #mercury and other #air pollutants asap #potus #epa #justices #semst
NONE	evening any #democratic thoughts as yet i get #bored easy re the #politics of it all hop hop regards d #peace #gms #semst
NONE	national announces plan to put out fire in pantry rest of the house can burn baby burn #sameoldshit #semst
NONE	congratulations to the dutch good work #change #semst
FAVOR	weather patterns evolving very diferently over the last few years #semst
FAVOR	enjoying watching sir david attenborough and obama talk about climate change mitigation #lovenature #semst
NONE	#netherlands just taught the rest of the world a very important lesson #semst
FAVOR	climate change financingcc adaptation cc and resiliencethe green economylots of semantics as comunities waitforsolutions #semst
FAVOR	#mission#climate home wrap your water heater in an insulation blanket #tip #actonclimate #semst
FAVOR	we support australias climate roundtable which is providing a framework for sensible debate ahead of paris #semst
FAVOR	dr david legates of the university of delaware explainhigher temperatures lead to higher levels of co #semst
NONE	building renovations turn mm into mmm over time #business #money #wallstreet #enterprise #entrepreneur #engineering #semst
FAVOR	last thursday lake mead the largest us reservoir had the lowest water level reported since #historyinthemaking #semst
NONE	minister about the importance of #indcs to build momentum to #paris at press conference at #un #semst
FAVOR	clean technology this is your moment #innovation #technology #davidattenboroughismyhero #semst
NONE	#technology is a sign of how far we have come the #ideology of #capitalism is a sign of how far we have to go #methodology #semst
NONE	the french you mean the nation that builds tanks with a rear view mirror and six gears in reverse #semst
FAVOR	oh my lord so hot and humid for few days now can u stop cutting trees and cut down ur emissions world #savetheworld #semst
FAVOR	if ozone science had been ignored by your dad we would be in dire straits right now could you thank him for us #semst
FAVOR	there are a lot of things that need to be done but first should be changing our mindset #watermanagement #semst
AGAINST	im sick of celebrities who think being a well known actor makes them an authority on anything else #robertredford #un #semst
FAVOR	second heatwave hits na nw popping up everywhere and flods to record wildfires in canada what a mess time up #semst
AGAINST	the climate change people are disgusting assholes money transfer scheme for elite may you rot #semst
NONE	great to hear remind us #diversity needed for best #innovation #ess #americaknowshow #semst
FAVOR	#mission#climate home buy drinking water soda in big bottles #tip #semst
NONE	#savingmytomorrow why are you guys not promoting this like crazy #hbo #semst
FAVOR	population growth is only a problem because humans treat the earth like shit #govegan #environment #semst
NONE	these days this i #know i #implemented it years ago simply walked away but i know regards dion #peace #democracy #goal #semst
NONE	further prof of #semst
NONE	cops un conferences board rom meetings till when shall this continue when innocent lives and livelihods are lost #semst
FAVOR	the climate science forum begins today follow its progress on #cfcc #sustainabledevelopment #semst
FAVOR	sir david attenborough and dissgussing the planet future the rom doesnt get any better than this #semst
FAVOR	the carbon clock is ticking #surplusgas #carbon #gas #semst
NONE	the default scientific position is skepticism #tcot #semst
FAVOR	here we see how environmental deterioration and human ethical degradation are closely linked #laudatosi #environment #semst
NONE	dallas still hasnt hit this year #semst
FAVOR	time will prove whos right #disease #drought #obesity #semst
NONE	at the un with crew now #semst
FAVOR	change from #drivable to #walkable # benefit #apane #semst
FAVOR	that awkward moment when a procoal pr campaign has over k more followers than you do #greenwashing #semst
FAVOR	#engineeringinnovation future green tech to deal with #semst
NONE	feel ill bin this one upload a newer mix in a few days see which version you like better res d #peace #semst
NONE	usa is behinddue to idiocy #semst
FAVOR	its so unfortunate that the systematic destruction of our planet is merely seen to some as a political issue #semst
NONE	sunny rainy bipolar weather wow real quick ma nigga #semst
AGAINST	redscarebot simple malarkey  gingerdr global warmingclimate change all a hoax comunist agenda for control #sustainabil #semst
FAVOR	i can literally sense the global warming now #semst
NONE	#transpregnancy #transgender is a major reason why scientists cant find a cure to #cancer #aids #semst
NONE	why is the pope upset via #unzippedtruth #popefrancis #semst
NONE	god news #scotus confirmed the #un has zero authority of us property or enforcement who cares what the elites say #cop #semst
NONE	#kca #votejktid engiegroup #engie new #cop solutions and more here #semst
NONE	david attenborough being interviewed by president obama is brilliant fascinating viewing #foreigncorrespondent #abc #tunein #semst
NONE	went for a run now i cant feel my legs and my brain feels like its boiling #semst
FAVOR	if you have any remaining doubts about climate change go watch on netflix and proceed to shitting your pants #semst
NONE	after the millennials come the apocalypticals thanks breeders #overpopulation #semst
NONE	president tong tells story of vulnerability resilience of #kiribati #maldives other lowlying states sids #action #semst
FAVOR	states the media needs to promote the damage of climate change how bout you #bolt #foreigncorrespondent #semst
NONE	islamists kill in france tunisia and syria but lets remember that our greatest threat is from the #hoax formerly known as #semst
NONE	the real question is do you feel safe driving a prius through harrison #semst
FAVOR	we could do somethingthe question is will we says #sustainability #semst
NONE	im just happy hes telling the to wise up re #semst
FAVOR	srsly weirds me out i have to wear #sunscreen for the morning #dogwalk getting a #tan at am #wtf #semst
NONE	wow that is certainly an extreme prognostication #gop #libertarian #semst
FAVOR	#heatstroke in sind rajasthan temperature incresng in frozen areas #earthquake rain shower reduced a massive climate change #semst
NONE	before we can defeat isis we first must defeat #semst
FAVOR	#mission#climate home wash laundry in cold water by #tip #doyourpart #semst
FAVOR	without a place for feeding mating and giving birth there is no future for polar bears #semst
NONE	i bet as a species man farts more today due to soda carbonated beverages fast fod than any other recorded era before #semst
FAVOR	this is the planet on which we live its the only one weve got and weve got to protect it #obama #attenborough #semst
FAVOR	thanks for the follow check out ccl for solutions #solutions #citizensclimatelobby #semst
NONE	you are not very smart donald #semst
AGAINST	global warming global warming global warming oh wait its sumer #semst
NONE	do #catholics follow #gods word or this #popes ramblings #semst
NONE	cant wait to watch when attenborough met obama should be fascinating #sirdavidattenborough #lovemydavid #hero #semst
FAVOR	inland so cal has been hot and humid all day this seems to be our sumers muggy so strange #semst
AGAINST	artic ice highest in years for the month of juneyet no headlines #scam #semst
FAVOR	tonight academy of science talk tech solutions for climate change with prof barry brok #cantorandballtowers #canberra #semst
FAVOR	yo if you live in the united states right now and do not believe in global climate change youre a fucking idiot #fact #semst
FAVOR	 we need degrowth stop destroying our planet bp #semst
FAVOR	#mainaudeclarationlets push the agenga worldwide without any fear #climatejustice #semst
NONE	australia is leading the way backwards #marriageequaility #auspol #semst
NONE	great meeting and today to discuss future cities and how uk expertise can be shared applied in #china #semst
NONE	ill bomb anything i can get my hands on especially if they arent christian #graham #gop #semst
