Stance	text
FAVOR	men that want credit from women for being feminists are not feminists at all theyre just men wanting more privileges #vaw #p #semst
NONE	the fact that chris brown is somehow still famous is why i need #semst
NONE	your tweet has made it to the cast of towie mate #semst
FAVOR	#weneedfeminism because #nomeansno it doesnt mean yes it doesnt mean try harder #yesallwomen # #semst
FAVOR	misogynist patriarchy rapist neckbeard harasser evil mansplain manspread woman hater born a rapist etc etc etc #semst
AGAINST	dear percent of women you dont think like us hence you are scum love #gamergate #semst
AGAINST	the majority of antiabortion leaders are men and none of them will ever be pregnant #genderequity #semst
FAVOR	a woman is not a sex object shes a person #truth #wisdom #womensrights #media #life #humanity #love #society #semst
FAVOR	staying well informed on sexual violence in the news is important yet often leaves me ranting at screen #rapeculture #semst
FAVOR	i refuse to accept that there is a unbreakable glass ceiling after all if you hit glass hard enough it will shatter #glassceiling #semst
FAVOR	it should be considered a hate crime if someone makes a threat against a woman #semst
FAVOR	#likeafeminist if you dont identify as a feminist clearly you dont love yourself sweetie #semst
AGAINST	feminists spread misandry always try two create gender conflicts #feminismiscruelty #dontmancriminate #semst
AGAINST	you just made the best case against feminist equality ever fuck feminism #semst
AGAINST	#feminists calling other people bad names wont turn them into feministsyoure shoting yourselves in the fot #sexism #antisjw #semst
AGAINST	when theres a strong female lead and you get so so excited cause theres no gratuitous sexual violence #semst
FAVOR	i wonder what would happen if riots started breaking out across the globe because of how porly women are treated by some men #semst
AGAINST	theres someone once told me girls have to be quiet ive told him really and i never been quiet since then #semst
AGAINST	#howtospotafeminist feminists compare themselves to successful men non feminist women to harbor jealousy #semst
FAVOR	excited to hear author slutshaming in the age ofthe internet #slutshaming #semst
AGAINST	youre incredibly bigoted from rape to homosexuality #mensrights #semst
AGAINST	all mascots in womens world semifinal are girls #equalityforall #semst
AGAINST	im all for feminism but i cant stand the female entitlement and sense of over worth the popular culture presents #meninist #semst
AGAINST	men suck women suck everybody sucks #semst
AGAINST	yeah i dont need feminism as i like it when my boyfriend chips in on fod shopsalso i am to prettyobvs #semst
NONE	love how it doesnt distract female teachers #semst
FAVOR	all men accused of rape should be imediately castrated no questions asked #rapeculture #heforshe #semst
FAVOR	the cutting and mutilation of my and my daughters genitals is an expression of my #semst
AGAINST	getting haircut bc i have a job interview because being male and having shoulder length hair is unprofessional #semst
NONE	very nice work im happy to hear your autistic friend is able to express himself this way #semst
FAVOR	its not just #matildas that get paid less than their male counterparts its all womens sports and in fact all women #semst
AGAINST	is the uks answer to and #gamergate #semst
NONE	wtf literal fuck am i evan sseing this thing about #semst
FAVOR	because women are seen as soft weak and emotional in the eyes of male politicians #semst
NONE	she lied you idiot its a fact the reason that you wont acknowledge those facts is also the reason why #semst
AGAINST	us putting a women on bill instead of anyone else think its a bs compromise #thenew #womenons #feminist #semst
NONE	at the wgss discussion forum at #alac love these librarians #fuckyeahlibrarians #semst
FAVOR	womens rights are #humanrights join the #cpdvoices twitter rally at pm et if you agree #cpd #semst
FAVOR	its not always the guys job #equality #semst
FAVOR	abusive misogynist whining that feminists are blocking him lets make his day and all bock him #yesallwomen #semst
FAVOR	when they say men lok at women like a piece of meat what do they even mean they want to cok eat her #yesallwomen #semst
FAVOR	what a wonderful interview with in very refreshing feminist views #semst
NONE	im not sure my schadenfreudes can stand this much tickling #semst
AGAINST	what about how in the world of weed the male plants are mostly deemed useless as they only produce seeds dont flower #semst
FAVOR	you know youre in a patriarchy when women are the ones who are blamed for prostitution #whatisjustice #inequality #semst
AGAINST	dear feminists give a complete version of feminism not the dictionary definition or what no manhate #gamergate #semst
FAVOR	well maybe if more men learned to take no as an answer women wouldnt have to say as much #fnm #semst
AGAINST	men can no longer lok at womens bobs tattos or even lok them in the eyes son mandatory castration for all males #semst
AGAINST	feminists reject or ignore the fight for equality when it might hurt women thats not equality duh #semst
AGAINST	feminists dont even understand what feminism is #semst
AGAINST	girls over shouldnt wear a swim suit #womenintech #semst
AGAINST	rules to live by seek logic in things even if it loks like a waste of time including feminism #gamergate #semst
AGAINST	selective listening a #character trait of convenience #feminists #semst
AGAINST	ruthblane anavgjoe  ruthblane ruthblane ruthblane ruthblane reversedowry  manojmane take this #feminazi #sc #semst
FAVOR	women dont need to shave #semst
FAVOR	after a gr day for us equality i think of the girls who pose with setting female equality back yr #gaymarriage #semst
AGAINST	women in stem is imaginary motivation with low conversion numbers a waste of money on natural quitters #gamergate #semst
AGAINST	there is nothing more inspiring that the drums at the beginning of #runtheworldgirls by it feels like the rise of #semst
AGAINST	sigh one small step back for women one giant leap forward for lonely perverts #chrissyteigen #semst
AGAINST	the fact you asked someone you blocked if they were now happy#spankafeminist #semst
FAVOR	thanks for all the laughs tonight and the social comentary wasnt bad either #equalpay #girlyoudontneedmakeup #semst
AGAINST	car women will as well #semst
AGAINST	do you know the diference between activism and advocacy #sdg #youthdevelopment #semst
AGAINST	if feminists spent as much time reading papers as they do tumblr they would be real people not ignorant sexist bigots #semst
NONE	im never bored ppl who easily get bored like you profess to be are generally boring its a weak wimpout #semst
NONE	people say im a bit young to be into politics but honestly i just stand for what i believe in #marriageequaility #coexist #semst
FAVOR	it doesnt take a miracle all takes signature and a few kind people to know not to kill innocent a women #maryjanelives #semst
FAVOR	i am obsessed with becoming a woman comfortable in her skin sandra cisneros #latinx #woc #semst
NONE	gender research helps to develop nursing research theoretical frameworks concepts and methodology #research #semst
FAVOR	it upsets me how people are so narrowminded when it comes to feminism stereotyping men is not #semst
AGAINST	spanish civil war publishing cokboks author gender points to womens lack of access to education ind wealth #osfc #semst
FAVOR	why not shes clearly a part of the squad females cant be with guys without being loked at as a hoe #semst
NONE	lol young male children for #semst
NONE	just give me the attention you never gave anyone else #extremerules #nepalearthquake #freddiegray #rhoareunion #semst
FAVOR	 viviennedenue bittergourd themarysue thank you my game is going to knock your socks of #femaleprotagonist #gamersunite #in #semst
FAVOR	agree she radiates beauty from the inside out such a role model for all #semst
AGAINST	pretty sure most of us are aokay without having her on our team and its alll about #choice anyway #feminists #semst
AGAINST	#narcissism another character trait of most #feminist convenience #semst
AGAINST	being raised by a feminist in rotting soiled clothes im not your slave #semst
AGAINST	of course ugly feminists hate sexy porn stars rhinos hate the fact they they will never be a unicorn #gamergate #semst
NONE	amazing show in leicester tonight best comedy show ive ever seen incredible #upgradeyourself #semst
NONE	so what it is a mans choice whether he wants to breast feed his children #semst
AGAINST	dear feminists in gaming respect is earned with hard work not playing the victim #gamergate #semst
AGAINST	writing and wondering why ovarian and seminal arent both synonyms for original #oppressedbythesaurus #ovariesbeforbrovaries #semst
FAVOR	how can i be a more feminist doctor what issues do we get wrong as doctors #heforshe #feminist #semst
AGAINST	dear lying feminist journalists if candy crush saga is hard core gaming then masturbation is marriage #gamergate #semst
FAVOR	u can be a #feminist wo bein a bitch u can also embrace ur sexuality wo having lose morals #empowerallbodies #empoweringwomen #semst
FAVOR	hey stop teiggering me with ur man gap on the bus i will fight the patriarchy until ur in jail ty #equality #semst
NONE	proud to say i dont listen to fat crossed eyed mj #semst
AGAINST	if feminists were honest i want a worldwide matriarchal dictatorship with all men enslaved to women #gamergate #semst
AGAINST	you realise that you have just painted all men with the same brush so wilfully ignorant could describe you #fail #semst
AGAINST	a strong feminist on twitter is measured by how much she can type without thinking first then delete #gamergate #semst
FAVOR	women are superior to men in every aspect #feminist #semst
AGAINST	starting to compile evidence for blog post how modern feminism shares the same traits as the nazi propaganda #antifeminism #semst
NONE	were even is the cliford on a virginia #stophidingit #semst
AGAINST	the responsibilities feminism admits are as ornamental as the intelligence of the average feminist #onlyrights #semst
FAVOR	#yesallwomen should know how to protect herself which is why i carry a gun #republicanvalues #semst
AGAINST	really interesting debate about whether men can also be feminists #bscconf #criminology #semst
FAVOR	courting patriarchal approval condemns your sisters to abuse about their physical appearance #patriarchyisugly #semst
AGAINST	dear feminists sjws i am a proud troll make sure i am not proud of what you want to shame me for #gamergate #semst
NONE	charlotte church interviewing pussy riot at #glasto #fuckyeahglasto #semst
NONE	 this is a typical example of #misandry and #scrapa #a #fakecases #semst
AGAINST	dont worry honey intelligence is a roadblock to full unquestioning faith in feminism bleated be #semst
AGAINST	im honestly surprised that feminist extremists like arent screaming sexist at gay men #semst
NONE	you compared playing with dolls to a violent disposition two very diferent things #gamergate #semst
NONE	the problem with liberals tolerance is that it is only extended to those who agree with them #tcot #semst
AGAINST	gender norms my ass definitely moved a few lb boxes in wedges #muscles #semst
FAVOR	why is men in front of women you misogynistic pig #semst
AGAINST	actually the tag was made by feminists so they can narcissistically post selfies to prove theyre not ugly #semst
FAVOR	a right doesnt have to come from a law theyre called equal rights not equal laws #semst
AGAINST	god did not want you to have the same opportunity as men so are you saying god is wrong #semst
AGAINST	dont you just love how feminists are more focused on bondage boks being romanticized than they are genital mutilation #semst
AGAINST	if women do it it cannot be imoral or evil right welcome to feminism defending pedophilia promoter #lenadunham #semst
FAVOR	just been putting the finishing touches to a feministthemed cryptic crossword standard #crosswords #semst
AGAINST	and are why feminists dont live on the same planet as us #semst
AGAINST	why should woman stick together i dont like half of you cunts #semst
FAVOR	we are of the population and only of congress the #waronwomen is absolutely a real thing wake up america #semst
NONE	all i need in this life of sin is me and my girlfriend #semst
NONE	lol jaewon you are so god in the hod we just like poetry over pressing issues #semst
AGAINST	#feminists gave women the right to vote #feministsareliars nevermind of men that voted to give them that right #semst
NONE	recenter your world be the captain of your ship the author of your life story #semst
AGAINST	the best way to spot religions is to see how often they get ofended by ideas crticism feminism ranks very high #semst
FAVOR	history is his story we need her story to #semst
FAVOR	mras just tried to enlighten me which went about as well as the flight of the hindenburg #semst
NONE	keep the fight going for justice in all our comunities #lgbtrights #blacklivesmatter #justiceformuslims #hispanicgirlsunited #semst
AGAINST	meritocracy is only oppressive against the incompetent if you believe its sexist you are the sexist one #therealkind #semst
AGAINST	patriarchy theory designed to project the prejudice and insecurity of feminists onto men #semst
AGAINST	 females turn into man hating feminists because no man fancys theyre dyke lesbian asss #semst
AGAINST	psst it cant get anymore equal sonow it is a joke #spankafeminist #dontmancriminate #feminist #semst
AGAINST	 feminism the belief that men and women should have equal rights and opportunities #feminist #lovetheladies #sor #semst
NONE	categorizing homelessness as a job #semst
AGAINST	 mojibakemono im going to take a nap ill follow everyone back when i wake up #opskynet #gamergate #notyourshield #semst
AGAINST	abortion is not sufering to women why do you think it is do you hate abortion feminist #semst
FAVOR	so i guess the new definition of ugly is believing in equal rights let me be ugly then #semst
FAVOR	how about maura tucker in the morning #equality #seniority #semst
AGAINST	anyone else starting to notice the general demographic of feminists is like fucking highscholers #semst
AGAINST	some feminists would shut down the entire global porn industry put millions on benefitswelfare not even care #semst
FAVOR	 wonder what itd be like to wear a dress and not be sexually harassed for it #yesallwomen #semst
FAVOR	this just in pop culture still hates women #semst
AGAINST	if youre a feminist and you hate men please kill yourself #semst
FAVOR	i am really proud to be a and i want to thank for being such a powerful feminist #heforshe #semst
AGAINST	interesting in the video she kidnaps and torturestying up confinement etc the wife or gf of the evil accountant #semst
AGAINST	feminist logic be awesome or youre a piece of shit nice you should learn what patriarchy means dumb shit #semst
AGAINST	#howtobeunhappylikeafeminist feminists fill their conversations with gossip hate aka #killallmen #gamergate #semst
FAVOR	why is it called history and not herstory #semst
FAVOR	this lady on yt is right radical feminist have the loudest voices while normallogical feminist are being outspoken #semst
NONE	i only ever see meritocracy is a myth being pushed by people with no skills trying to buddybuddy their way to the top hm #semst
NONE	its frustrating awful that the only voices getting access to a wider audience are the voices of hate #confederateflag #race #semst
AGAINST	it is not up to you to contemplate getting fired feminists will get you fired #gamergate #semst
AGAINST	women dont make less than men for the same job women on average make less then men lok it up feminazis #equalpayday #semst
FAVOR	im a strong independent black woman who dont need no daddy #lol #girlpower #semst
FAVOR	all im doing is reading gg tweets and getting angrier fuck men are privileged time for bed #feminismisawfullygreat #semst
FAVOR	men want women to take their name in marriage for male pride because female pride doesnt matter #genderequality #semst
AGAINST	feminism on twitter is the black hole of human intelligence just like creationism #gamergate #semst
NONE	any chance will come to nashville to discuss #dietland couldnt put that deliciousness down #plum #semst
AGAINST	id rather share the road with a man who just pulled an all nighter and blew a than a sober well rested woman #equality #semst
NONE	#fsurhet protip maybe familiarize yourself with recent trending topics#meninist #blacklivesmatter #baltimoreriots #semst
AGAINST	i wish laura croft would undress more so i could bitch about it #femfreq #semst
NONE	comunists can relate to how we feel #comunist #faith #karlmarx #semst
AGAINST	god thing youre not pretty as fuck and im not tryna to slay #semst
AGAINST	ya but you said it sexily #yoga #sjw #vegan #semst
FAVOR	i need feminism because broken idealogies need defending just as much as functioning ones #cryingalready #deathnote #semst
FAVOR	if you want to empower women you need to disempower the warlords zahara langhi from libya #wilpf #wsw #ikf #peace #war #semst
FAVOR	pussy riot a punk prayer i highly suggest you watch it such an amazing documentary #semst
NONE	eat a pus or somethin lozer #semst
NONE	the child could be seized for adoption to prolife couples or raised by mom alone no #semst
FAVOR	 lets demand less catcalling and more cats #ndsufeminist #feminist #cats #dogscancometo #semst
AGAINST	omfg definition of first world problems #fuckfeminism #semst
AGAINST	as a child had to recycle own socks from festering laundry heap as feminist mother says im not your slave #semst
AGAINST	the lack intellectual integrity in a group of atheists is easy to spot just count their feministatheists #gamergate #semst
AGAINST	so labeling womne omg sexism labeling men well most men are like that so #semst
AGAINST	bowing down but not in a threatening way bc even bowing down can be triggering #semst
AGAINST	oh the irony of a radfem accusing others of low selfesteem #gamergate #semst
AGAINST	stupid feminists the civilization you take for granted was built with the labour blod sweat and tears of men #semst
NONE	have you ever thought that maybe blue jeans hates you not everyone in the world is made for each other #semst
FAVOR	if you claim nor to be a feminist you either dont understand what feminism is or you are a huge societal problem #semst
FAVOR	these pics of #pornstars withwithout makeup just perpetuating the myth that women need makeup to be considered pretty #semst
AGAINST	we are actually watching a video on radical feminism in history this is the funniest movie ive ever seen #semst
NONE	a lot of people get indoctrinated in a movement by reading coments and articles for example #meinkamp #equality #semst
AGAINST	wow a threat of violence from a feminist when ive been nothing but polite i might report this #semst
AGAINST	dear feminist suppoers people like you with your endless concessions to feminists just prevent their accountability #semst
FAVOR	the queen won the royalty race not the king or prince #semst
FAVOR	 viviennedenue code to hack and evil to destroy time to get back to work and kick some ass #gamedev #femaleprotagonist #cybe #semst
FAVOR	staying silent after being raped so as not to get charged with adultery is an expression of my #semst
AGAINST	#howtokeepyourgirlhappy treat her like your partner not like your superior #semst
AGAINST	feminism is radical islam painted in pink #gamergate #semst
AGAINST	watch out the feminists next move will probably be demanding pay for the first lady #semst
NONE	watch colors code red now it shows how a newly wedded wife cons the family con bride #colors #scrapa #semst
AGAINST	australia even has a fucking minister for women for fucks sakeisawful #semst
FAVOR	hoks says that we continueeven though its hard and causes pain because of those people we lok to #whatawoman #bellhoks #love #semst
FAVOR	the fact that people think women need to be appealing and attractive to be heardseen as equal is why we need feminism #semst
AGAINST	 emilaaslund dear third wave feminists i hate you not women get your definitions straight #gamergate #slipperyslope #notyo #semst
NONE	to realize this is all actually a symbol for #semst
AGAINST	friendly reminder that the gender pay gap is a myth #semst
NONE	one gay one straight one male one female one friendship #equality #friends #semst
FAVOR	#likeafeminist i think any woman who doesnt identify as a feminist has internalised misogyny #semst
AGAINST	if i had a dollar for every #feminist ive wanted to kick in the shin i could retire and shitpost on twitter all day #semst
NONE	why dont you love me twitter #semst
FAVOR	elizabeth cady stanton did not die so you could get upset about fuckbois that dont text back #semst
NONE	am not stopping your foe on ur own tlif u noticewas encouraging u to post topics im interested in on my tl #vaw #semst
AGAINST	and the sad part is they dont they hate people with their own thought experiences and worse of all voice #semst
FAVOR	lol whats so ugly about wanting to be equal #semst
FAVOR	we live in a world where youre either a bitch or a dormat #semst
AGAINST	those fucking feminists sir tim hunt was fired over lies following his joke he praised women in science #semst
AGAINST	so you want equality in the work place between men and woman but you wont take the trash out makes sense #semst
AGAINST	when did people without taste buds decide to ban tasty fod welcome to sexnegative feminism #gamergate #semst
FAVOR	are you saying all girls are sensitive because of gender roles you sexist swine #semst
FAVOR	this always infuriates me if i was male would i be asked these questions would i be stereotyped as a bitch cold hearted or #semst
AGAINST	multiple abortions is one of the few mistakes in life where you are not expected to learn welcome to feminism #semst
AGAINST	i cant believe some of the reasons people say they need feminism i need my dog for half of the same reasons #antifeminist #semst
NONE	ive been pretty well enjoyed your response to #semst
NONE	nah abi gonna get married to a rich white guy and gonna give me half of the money when theyre divorced #semst
NONE	tumblr made me slightly transphobic and misogynistic #tumblr #semst
AGAINST	#wageequality means individuals with equal responsibilities training proficiency deserve equal pay #womenrights #semst
AGAINST	shut up and go back to the kitchen bitch #semst
AGAINST	and just because you can quote simone doesnt mean you understand her modern femienism is just whining #semst
NONE	pls dont h me my last tweet was obviously a joke #luv #rightsforall #semst
AGAINST	and people wonder why #feminists arent taken seriously at least give me every time i hear this id be rich #semst
AGAINST	seriously cant believe they gave the women heat breaks and not the men #wimbledon #semst
AGAINST	innocent men should not be convicted of domestic violence #saynotofeminism #semst
AGAINST	hes lyin to u mam u can see thru this transparent asshat just call him a moron u no u wanna do it #semst
AGAINST	so if i find a woman attractive im an objectifying pig if i dont find her attractive im a shallow pig #semst
AGAINST	if feminists were honest be careful dont say rd world women sufer more or i will say you are a rapist #gamergate #semst
AGAINST	feminists go to the gym lose some weight and stop to blame society for everything #semst
NONE	also im assuming you claim to be oneyet you just called me an idiot and you dont even know me nice #semst
FAVOR	links in sauga gotta stop chincing girls and taking away that extra bit #iknowyoudoit #equality #semst
AGAINST	feminism then fight for womens rights feminism now find the most petty first world problem to whine about #semst
AGAINST	to all the girls who always wear their invisible crown i always carry a gun #lionesses #semst
AGAINST	ive removed the term #feminist from by bio because racist transphobic white feminists have fucked it up for everyone #semst
AGAINST	when did trivializing the sufering of authentic rape victims become a sport welcome to feminism #gamergate #semst
NONE	is the poster child for why identity politics suck #semst
AGAINST	 #howtospotafeminist like they block you then stalk you for daysweeks afterwards #semst
AGAINST	damn that wage gap sneaky men work longer hours in dangerous jobs and get paid for it #semst
NONE	they opened a blenders in the vhs girls bathrom today #themoreyouknow #semst
AGAINST	mind you if your grandmother was cremated you could give yourself an enema with her ashes #gamergate #semst
AGAINST	watching #baltimoreriots on fox news obvious feminist and her gony beardman following the reporter around for attention #semst
FAVOR	if feminists are ugly then what are the people calling them ugly must be vile #semst
FAVOR	women are not going to be equal outside the home until men are equal in it gloria steinem #women #men #semst
AGAINST	the mentality of #gamergate is hey our feminists are super stable btw dont agitate them with any criticism #semst
FAVOR	and when men can only empathize if they picture their daughter going through the same thing #semst
AGAINST	u have no reason to need feminism in the st worldu are equal stop trying to make a case for victimhod #semst
FAVOR	every time i was told i was bossy rather than assertive i tok it as a compliment #semst
FAVOR	i wonder when my feminism top is gonna arrive i need a bit of happiness with the stress of studying #collegelife #semst
FAVOR	whether you label yourself a feminist or not i think its important that we address equal rightstaylor swift #semst
AGAINST	mind your own business cunt did the batteries in your bob die #semst
AGAINST	i have seen feminists disagree by saying shut up aside from simple manners this treatment of others is befuddling #semst
NONE	the length of time i take in the bath directly relates to whats happening on twitter #mondaymotivation #worlds #semst
AGAINST	feminists saying they are atheistsskeptics is quite a contradiction as they worship their own vulva #gamergate #semst
FAVOR	watching house of cards with my dad i could be first lady why not president yeah dad next woman president right here #semst
AGAINST	have you considered changing your twitter handle to vagina monologue #semst
FAVOR	what a load of crap dressing appropriately for the ofice is sexist grow up #yesallwomen #semst
AGAINST	usa is only god at futbol if women are playing #semst
AGAINST	men are dirty evil yet feminism is happy to take their money via the state in a form of collective prostitution #semst
FAVOR	im sorry if you going to be with me and call me you women like im a cadigory ill probably but bot out the dor #semst
NONE	half victims half accomplices like everyone else simone de beavoir #semst
AGAINST	in reading the #beingfemale tweets i realized how fortunate i am to be able to rent and live in an apartment alone #rights #fight #semst
AGAINST	these sjws are so homogenous and blur together so well its like dealing with one giantrainbowheaded monster #gamergate #semst
AGAINST	grr that subject is not allowed to be joked about typical feminist regarding every topic of humor #spankafeminist #semst
NONE	v cant wait to see you # #semst
AGAINST	and no femaskanks your gender studies degree isnt as valuable as a stem degree #semst
AGAINST	gotta love the respect feminists give to those that dont wanna be a feminist note the sarcasm #idontneedfeminism #semst
NONE	reading a mag that has endless pages about how to lok on holiday but holidays are the time not to give a fuck thats the point #semst
AGAINST	men dont admit to being raped as readily as women do so your question is feminist bullshit #semst
NONE	time to go hashtag crazy then #folklore #uktourism #britain #storytelling #myth #legend #equality #multicultural #folk #semst
AGAINST	if feminists were honest i know men dont have the right kind of thoughts #gamergate #semst
FAVOR	i am a feministive been a female for a long time nowitd be stupid not to be on my own sidemaya angelou#feminist #humanist #semst
FAVOR	contempo qiwamahlonger paid maternity leaveflexi working hoursonsite childcarebreastfeedingbreastpumping romsequal pay #semst
NONE	extinction of insectsdangerous herbsgigolo servicesreligious fanaticismfake beercansy malaysia radiomedia faildiscuss #semst
FAVOR	because the united states is one of the only countries that doesnt give paid maternity leave #semst
FAVOR	whats so wrong with getting dick how come when guys do it theyre praised for it you sexist #semst
AGAINST	family court is not a court it is inquisition #feminazis #semst
AGAINST	if the sexes had equal intellectual abilities the collective inferiority complex of feminism would not be necessary #semst
AGAINST	a bloke we both know asked me to ofer congrats for being clever still seems stunned girls are #semst
NONE	now harry is arguing with dead girls father about whose job it is to kill the rapemurdering villain #horns #semst
AGAINST	seriously cant believe there are so many hilary supporters right now #semst
NONE	the only reason i stopped at each entrance in #walkingstreet is to have a #lawofattraction #viewpoint #dailydevotional #semst
NONE	pop quiz whats the greatest fear of the oppressor #humanrights #blacklivesmatter #semst
AGAINST	feminists tend to get upset leave comedy clubs because humor is a form of intelligence they lack #gamergate #semst
AGAINST	if your feminism is sex worker exclusive or trans exclusive i want no part in it #intersectionality #semst
AGAINST	its hard being a woman constantly annoyed by things that dont really matter on the grand scheme of things wish i was a man #semst
AGAINST	#sharkrocket real people real results comercial only includes women so men dont vacum #notbuyingit #semst
FAVOR	the single biggest stimulus the economy can have is equal pay gloria steinem #alac #semst
AGAINST	because heckling #yesallwomen screaming look at me all day is an excellent way to show us you are a serious individual #semst
AGAINST	never settle for anything less than your are worth #semst
FAVOR	i dont need white privillaged men coming up to me telling me my beliefs and fashion are unacceptable #furry #feminist #semst
AGAINST	feminists are not ugly lol they do make me laugh though they are the most hypocritical people on the planet #semst
AGAINST	why do feminists hate so much because shes one thing none of them are beautiful #gamergate #semst
FAVOR	pissed that i got talked to but he didnt #semst
FAVOR	i take it personally when people call my dog a he toni is a girls name to #semst
AGAINST	why is it bad for the garrick club to be men only but not bad for my gym to have a women only rom #hypocrites #semst
FAVOR	you dont have to be antimen to be prowomen #shequotes #quote #women #men #semst
AGAINST	i get a lot of shit for saying bobs are sexual im sorry you call me ignorant all you want but its true #freethenippple #bobs #semst
NONE	that is true i cant compete with you #semst
AGAINST	amusing how feminists creationists swap their own personal i dont like it by godwomen dont like it #gamergate #semst
FAVOR	also sorry im to busy being a gorgeous feminist to give a shit about your beauty standards #semst
AGAINST	m feminists need to growa sense of humor w okay sips from male tears mug m aaigh misandreeeeeeeeeee #yesallwomen #semst
AGAINST	if women didnt have double standards then they would have no standards #magicmikexxl #yesallwomen #semst
NONE	does a vegan diet make you imortal either way were all gonna die #semst
AGAINST	you lunatics arent foling any your skewed logic is only due your delusions #semst
FAVOR	the moment you know youve won as a wife you put out and he gets up to make his own sandwich #winning #yvrmoms #funny #joke #semst
FAVOR	contrary to stereotype i see feminists all over social media championing causes that benefit men #yesallwomen #heforshe #semst
AGAINST	i dont need feminism because i am pretty #semst
FAVOR	suns out dresses out #streetharassment out this shouldnt be daily life #yesallwomen #semst
AGAINST	if you buy into this brainwashing i hope you never get selected for jury duty involving a sex crime #semst
AGAINST	not if women do have equal rights feminists have made women more equal than men go read animal farm #semst
