Stance,text,predicted,true
FAVOR,finally women running president #semst,1,1
NONE,support team buck supports #truefan #socceros #bodypositive #semst,0,2
NONE,recenter world captain ship author life story #semst,1,2
AGAINST,mind grandmother cremated give enema ashes #gamergate #semst,0,0
AGAINST,also policy removing feminists entirety thanks #voteukip #semst,0,0
AGAINST,feminist response people wearing meninist clothes mock callar derogatory names hate group #semst,0,0
AGAINST,feminism pretty #semst,0,0
FAVOR,eating bagel rocking feel like woman #ponytail #freedom #semst,0,1
NONE,length time bath directly relatar happening twitter #mondaymotivation #worlds #semst,0,2
NONE,vegan diet make imortal gonna #semst,0,2
AGAINST,rapar reported crimes unreported incident females raping mala #semst,0,0
FAVOR,orshes grown century woman pleases especially fashion body #semst,1,1
FAVOR,people male female females upset more told achieve boyman #semst,1,1
AGAINST,singlar fathers #semst,1,0
FAVOR,bitch complimentar #semst,0,1
FAVOR,whether label feminist importar address equal rightstaylor swift #semst,0,1
NONE,youre outofdate thought interesting news bored #semst,2,2
NONE,lehi high schol favorite schol gleaves #mondaymotivation #whatareyouafraidof #semst,1,2
AGAINST,firstworld country white women bitching gender inequality finar #killallmen #semst,1,0
NONE,honoured inspirational founder #realaustralianssaywelcome #thethingsthatmatter #semst,0,2
FAVOR,called history herstory #semst,1,1
AGAINST,feminism radical islam painted pink #gamergate #semst,0,0
NONE,male rapar underreported crimes male rapar survivors underserved crime victims #semst,1,2
NONE,insulting thinking make switch that written #semst,0,2
FAVOR,give follow back #feminist #semst,0,1
AGAINST,irony radfem accusing selfesteem #gamergate #semst,0,0
AGAINST,conscious choice made betas make women feel unsafe unprotected right #spankafeminist #semst,0,0
FAVOR,stop teiggering fight patriarchy jail #equality #semst,0,1
NONE,chance nashville discuss #dietland couldnt deliciousness down #plum #semst,0,2
AGAINST,feminists like judge bok cover cover straight white male #semst,0,0
NONE,dream life fuck canadian slut eyesocket #yesallwomen #thisfuckingguy #semst,1,2
AGAINST,hate feminism give reason shouldnt #feminist #notallmen #heforshe #semst,1,0
AGAINST,when feminist irritable preaching feminism know shes misplaced vibrator #feminist #feminists #semst,0,0
FAVOR,population congress #waronwomen absolutely real thing wake america #semst,0,1
AGAINST,dirty evil feminism happy money state formar collective prostitution #semst,0,0
AGAINST,rules live seek logic things waste time including feminism #gamergate #semst,0,0
AGAINST,mascots womens world semifinal girls #equalityforall #semst,1,0
FAVOR,feminism gonna arrive happiness stress studying #collegelife #semst,0,1
AGAINST,feminists ugly make laugh though they hypocritical people planet #semst,0,0
AGAINST,actually made feminists narcissistically pondre selfies provar ugly #semst,0,0
AGAINST,part dont hate people thought experiences worse voice #semst,1,0
NONE,meaning peace absence opposition socialism #gamergate #semst,0,2
NONE,quiz whats greatest fear oppressor #humanrights #blacklivesmatter #semst,2,2
AGAINST,girls wear invisible crown always carry #lionesses #semst,0,0
AGAINST,modern marriage modern shinny disposable made last #gamergate #semst,0,0
FAVOR,#singlebecause refusar mà other fullar self feminist mà #semst,1,1
AGAINST,incredibly bigoted from rapar homosexuality #mensrights #semst,0,0
NONE,lied idiot fact reason acknowledge facts reason #semst,2,2
AGAINST,removed term #feminist racist transphobic white feminists fucked everyone #semst,0,0
AGAINST,rule attention both wanted unwanted feminists hypocrites #gamergate #semst,0,0
AGAINST,majority antiabortion leaders pregnant #genderequity #semst,1,0
AGAINST,young stop wearing sisters clothes makeup ridiculous #spankafeminist #semst,0,0
AGAINST,threat violence feminist polite reportar #semst,0,0
AGAINST,hard woman constantly annoyed things matter grand scheme things wish #semst,2,0
FAVOR,elses perception define beliefs feel justify worth #semst,0,1
NONE,friend enemy pizza delivery #vegans #blessed #semst,0,2
FAVOR,because young girls told raped telling boys rapar #semst,1,1
FAVOR,wanna stay home raise family coldre choice elses #semst,0,1
NONE,what mà choice breast feed children #semst,1,2
AGAINST,feminism cult cloure ranks donar question them #semst,0,0
FAVOR,guys #equality #semst,1,1
FAVOR,women shave #semst,1,1
AGAINST,upload sexually provocative pic attracted harassment right #semst,0,0
FAVOR,empathize picture daughter thing #semst,0,1
NONE,stating facts #semst,0,2
NONE,said friends made appeal must #semst,2,2
AGAINST,strong feminist twitter measured type thinking first then delete #gamergate #semst,0,0
AGAINST,feminism twitter black hole human intelligence creationism #gamergate #semst,0,0
AGAINST,#howtobeunhappylikeafeminist feminists fill conversations gossip hate #killallmen #gamergate #semst,0,0
FAVOR,walking neighborhod fathers taking care toddler woman nearby #househusband #semst,1,1
FAVOR,theyre called equal rights equal laws #semst,1,1
FAVOR,free woman unfree shackles audre lorde #feminist #semst,1,1
NONE,fact chris brown famous #semst,1,2
AGAINST,respectar real equality claim feminists #semst,0,0
AGAINST,yeah feminism boyfriend chip fod shopsalso prettyobvs #semst,0,0
NONE,statistics show male victims rapar straight #semst,2,2
AGAINST,getting haircut interview because male shoulder length hair unprofessional #semst,1,0
AGAINST,some feminists shut entire global porn industry millions benefitswelfare care #semst,0,0
FAVOR,complain equal girls gaming princess peach zelda kickass women samus beast hello #gaming #semst,0,1
NONE,today watch united states supreme court #semst,0,2
NONE,attempt parody #proteinworld #baltimoreriots #socialism #semst,2,2
NONE,wgss discussion forum #alac love librarians #fuckyeahlibrarians #semst,2,2
FAVOR,this culture hates women #semst,1,1
FAVOR,female feminist like care rights women what #semst,1,1
AGAINST,insecure females forcing hatred younger generation women #semst,1,0
AGAINST,fact asked blocked happy#spankafeminist #semst,0,0
AGAINST,#feminists provar wage lawsuits forward women paid less exist #semst,0,0
AGAINST,#beautyrant taught hate knock knees complimentar callar yellow bone #beauty #semst,1,0
FAVOR,stop male animators female animators #semst,1,1
AGAINST,gamergatenews capthaddock hilarious #feminists desending #spankafeminist harpia #sjws #game #semst,0,0
AGAINST,dateofcampus part regular lineup #spankafeminist #feminazi #mra #fak #semst,0,0
FAVOR,contrary stereotype feminists social media championing benefit #yesallwomen #heforshe #semst,1,1
FAVOR,staying informed sexual violence news importar leaves ranting screen #rapeculture #semst,0,1
AGAINST,strict gender roles context true marriage devoted raising children ideal substituta #tcot #semst,2,0
NONE,autocorrect switched independent #semst,1,2
FAVOR,youre girl have drive must slut #feminist #semst,0,1
AGAINST,feminists reject ignorar fight equality hurt women thats equality #semst,0,0
AGAINST,putting women bill compromise #thenew #womenons #feminist #semst,1,0
AGAINST,multiple abortions mistakes life expected learn welcome feminism #semst,0,0
AGAINST,ignoring peerreviewed research empirical evidence feminist thing #gamergate #notyourshield #semst,0,0
AGAINST,women moneyback guarantee work dumb bitch money back #semst,1,0
FAVOR,people understand true feminists equality even girls #semst,0,1
NONE,life girlfriend #semst,2,2
NONE,this farm fucking disgusting #semst,0,2
FAVOR,resist feminism election killed raped death #uselections #semst,0,1
AGAINST,when trivializing sufering authentic rapar victims sport welcome feminism #gamergate #semst,0,0
NONE,well right pointless youre #semst,0,2
NONE,typical #misandry #scrapa #fakecases #semst,0,2
FAVOR,kind shes #femalepower #yolo #semst,0,1
AGAINST,wanna hear funniest words english language feminist fellowship geddit fell ship #semst,0,0
FAVOR,women fair staying home shamed society change additudes #everydaysexism #semst,1,1
NONE,realize symbol #semst,0,2
NONE,chip kidd announces readers asks hold applause audience hold back #poetry #semst,2,2
FAVOR,time girls called sluts speak #semst,1,1
AGAINST,girl qualified comentar womens issues #semst,1,0
NONE,comunists relatar feel #comunist #faith #karlmarx #semst,2,2
AGAINST,omfg definition world problems #fuckfeminism #semst,2,0
FAVOR,women piece meat mean cok #yesallwomen #semst,1,1
FAVOR,what feminists want humà male female equal political economic social rights equality #semst,0,1
FAVOR,chose family career #semst,0,1
FAVOR,wanted pursue career settle start family even people time ticking #semst,0,1
FAVOR,popar franci christians support equal equal work #popefrancis #worldnews #society #women #semst,0,1
NONE,teach young rubbernormative messages should condoms rawdogging wrong #teamnocondom #semst,0,2
AGAINST,left years keep government bedroms today verbally consentir step drunk #semst,2,0
NONE,thank #progressiveminded pursuers familial societal dystopia #democrats #liberals #semst,0,2
AGAINST,retarded tantrums #gamergate feminists show efects lifetime facing intellectual challenge #semst,0,0
FAVOR,hoks continueeven hard pain people #whatawoman #bellhoks #love #semst,2,1
AGAINST,what women pictures naked sexy lingerie text them fucking patriarchy #tweetlikeafeminist #sjwlogic #semst,0,0
NONE,compared playing doll violentar disposition things #gamergate #semst,0,2
AGAINST,feminists atheistsskeptics contradiction worship vulva #gamergate #semst,0,0
AGAINST,writing wondering ovarian seminal both synonyms original #oppressedbythesaurus #ovariesbeforbrovaries #semst,0,0
NONE,extinction insectsdangerous herbsgigolo servicesreligious fanaticismfake beercansy malaysia radiomedia faildiscuss #semst,0,2
FAVOR,links sauga gotta stop chincing girls taking extra #iknowyoudoit #equality #semst,1,1
AGAINST,dear feminist suppoers people endless concessió feminists prevent accountability #semst,0,0
AGAINST,god futbol women playing #semst,0,0
AGAINST,sexily #yoga #sjw #vegan #semst,2,0
AGAINST,responsibilities feminism admits ornamental intelligence average feminist #onlyrights #semst,0,0
AGAINST,quote mother woman shit bring fourth wave feminism #thwavefeminism #semst,0,0
AGAINST,#feminists naked petty vindictive bytches dragar level #semst,0,0
FAVOR,viviennedenue bittergourd themarysue gamar knock socks #femaleprotagonist #gamersunite #semst,0,1
NONE,tweet obviously joke #luv #rightsforall #semst,2,2
AGAINST,woman objectar #semst,1,0
FAVOR,callar women cadigory botre dor #semst,1,1
AGAINST,feminists understand feminism #semst,0,0
AGAINST,because heckling #yesallwomen screaming look excellent show individual #semst,1,0
AGAINST,abolishing prisons women completely crime mà fault #semst,1,0
FAVOR,every time told bossy assertive complimentar #semst,1,1
FAVOR,obsessed woman comfortable skin sandra cisneros #latinx #woc #semst,0,1
AGAINST,answer #gamergate #semst,0,0
AGAINST,today found feminist #cat #feminist #kindofanokstory #life #semst,0,0
FAVOR,like feminism gender ignorar toad #semst,0,1
FAVOR,beach body ready advert interviewedconclusionarrogant male chauvinist idiot #semst,2,1
AGAINST,masculinity toxic nuclear waste facility #gamergate #dumbfeminist #semst,0,0
AGAINST,walk feminists idea saying #semst,0,0
FAVOR,feminist doctorar what issues wrong doctor #heforshe #feminist #semst,1,1
AGAINST,dont worry honey intelligence roadblock fullar unquestioning faith feminism bleated #semst,0,0
AGAINST,yesa greater understanding superior minar #idontneedfeminism #semst,0,0
AGAINST,ashamed fellow making pigs opportunity #feminist #ashamed #semst,0,0
AGAINST,never settle worth #semst,1,0
FAVOR,woman objectar shes personar #truth #wisdom #womensrights #media #life #humanity #love #society #semst,1,1
NONE,people young politics honestly stand #marriageequaility #coexist #semst,2,2
AGAINST,women imoral evil right welcome feminism defending pedophilia promoter #lenadunham #semst,0,0
AGAINST,someone #meminist frequency video response highlighting violence portrayed video game #semst,2,0
FAVOR,staying silent raped charged adultery expression #semst,1,1
FAVOR,shes part squad females guys loked #semst,0,1
AGAINST,dont love feminists focused bondage boks romanticized genital mutilation #semst,0,0
FAVOR,slut word made degradar women degradar bodys #semst,0,1
NONE,listen ready deny #hsmsong #semst,2,2
NONE,stop tweeting making #semst,0,2
FAVOR,these apps what happens when girls #hackforgirlsrights #girlsintechtbuflyhhhm #semst,0,1
AGAINST,#sharkrocket real people real results comercial includes women vacum #notbuyingit #semst,0,0
AGAINST,bloke know asked ofer congrats clever stunned girls #semst,1,0
AGAINST,lmao fact bunch airbrushed fake celebrities #semst,0,0
FAVOR,understand concept male feminist peoples heads equality anyone #feminist #semst,0,1
AGAINST,longer womens bobs tattos eyes sonar mandatory castration mala #semst,0,0
NONE,white women pretend black lies aboit family mental hospital #semst,1,2
FAVOR,antimen prowomen #shequotes #quote #women #men #semst,1,1
AGAINST,starting compilar evidence blog pondre modern feminism shares traits nazi propaganda #antifeminism #semst,0,0
FAVOR,abusive misogynist whining feminists blocking lets make bock #yesallwomen #semst,1,1
FAVOR,some called gentleman holding dor open corrected sorry gentlewoman #semst,1,1
AGAINST,amusing feminists swap personal women #gamergate #notyourshield #semst,0,0
AGAINST,equality what shall stop feminist asap #semst,1,0
FAVOR,congratulations america overcoming battle #equality womenall raça treated equally #alllivesmatter #semst,1,1
FAVOR,#weneedfeminism #nomeansno doesnt doesnt harder #yesallwomen #semst,1,1
AGAINST,mind business cunt batteries #semst,0,0
NONE,#whoisburningblackchurches latest racist hate surprise #blacklivesmatter people #sjwlogic #semst,0,2
AGAINST,#signsyoureintheusa attacked feminists label patriarchy coking sunny side eggs #semst,0,0
AGAINST,feminism stand female entitlement sense worth popular culture present #meninist #semst,0,0
NONE,reason stopped entrance #walkingstreet #lawofattraction #viewpoint #dailydevotional #semst,0,2
NONE,cross hungry hm #semst,0,2
AGAINST,bowing threatening bowing triggering #semst,0,0
AGAINST,hate girls turn bitches tell god make thats complimentar #semst,0,0
FAVOR,petition journalists stop demonstrate resilience mental toughness #semst,0,1
AGAINST,dear feminists sjws proud troll make proud shame #gamergate #semst,0,0
NONE,mito modelar explicitar provar ancestor narrows similarities matter degree #semst,0,2
AGAINST,girlswomen spend time pretty attractive complain reduced symbol #semst,0,0
NONE,people callar beautiful ugliest #deep #edgy #philosophy #baltimoreriots #baltimore #semst,0,2
AGAINST,said women equal home equal agree #antifeminism #semst,1,0
FAVOR,feminist heart angry scream hate inequality lungs #semst,0,1
AGAINST,dear feminists gaming respectar earned hard work playing victim #gamergate #semst,0,0
FAVOR,fact people women appealing attractive heardseen equal feminism #semst,1,1
AGAINST,basic principle universe information literally information formar another #antifeminism #semst,0,0
FAVOR,wonder wear dress sexually harassed #yesallwomen #semst,1,1
AGAINST,feminists #spankafeminist #gamergate #semst,0,0
FAVOR,donar crime show making rapar father victim #semst,2,1
NONE,confederate flag ofends god stop making things #politicallycorrect #semst,0,2
AGAINST,ugly feminists hate sexy porn stars rhinos hate fact unicorn #gamergate #semst,0,0
AGAINST,heterosexual mala sexual orientation socialcapitalist construct changed blink #semst,0,0
NONE,gotta fuck never feel like gotta fuck somebody #semst,0,2
AGAINST,feminist says women treated equal human beings asshole ugly nice lmao #semst,1,0
AGAINST,representation goal feminism inventar female characters replace male characters #semst,1,0
AGAINST,quote simone understand modern femienism whining #semst,1,0
AGAINST,funny misogyny objectification feminists completely erase female agency make argumentar #semst,0,0
AGAINST,anita #sarkeesian living damsel distress trope #semst,0,0
AGAINST,women paid pornography talking blatant sexism #semst,0,0
AGAINST,like that advantageous #semst,0,0
AGAINST,girls wear swim suit #womenintech #semst,0,0
NONE,watch color code show newly wedded wife con family bride #colors #scrapa #semst,1,2
AGAINST,your sister believes sant clau feminism think harder means #semst,0,0
FAVOR,claim feminist understand feminism huge societal problem #semst,0,1
FAVOR,cutting mutilation daughters genital expression #semst,0,1
FAVOR,this infuriates male asked questions stereotyped bitch cold hearted #semst,1,1
FAVOR,agree radiates beauty inside such role modelar #semst,1,1
NONE,kwink thewtfmagazine gamers fatophobes notice morbidly obese characters video game #gamergate #not #semst,0,2
AGAINST,what world weed male plant deemed useless produce seeds flower #semst,0,0
FAVOR,ugly wanting equal #semst,1,1
AGAINST,#howtospotafeminist feminists struggle controlar lives micromanage womens lives #semst,0,0
AGAINST,feminist outrage american girls recruited isis zero #semst,0,0
FAVOR,when married yearold power influence shag yearold internar #askhillary #semst,0,1
FAVOR,#likeafeminist identify feminist love sweetie #semst,0,1
FAVOR,front women misogynistic #semst,1,1
FAVOR,women hollywod paid less #semst,1,1
FAVOR,moment wife make sandwich #winning #yvrmoms #funny #joke #semst,2,1
AGAINST,feminists hate much because shes thing beautiful #gamergate #semst,0,0
FAVOR,equality women expected submit traditions marriage #genderequality #semst,0,1
FAVOR,#likeafeminist woman identify feminist internalised misogyny #semst,0,1
AGAINST,they equality overpowering #feminazi #semst,1,0
