Stance	text
FAVOR	what wonderful interview very refreshing feminist views #semst
AGAINST	feel selfconscious thats catcalls flattered pretty feel anxious wanna home #semst
FAVOR	wrong dick guys praised sexist #semst
AGAINST	there basic abusar women that general give damnar jimy carter #semst
AGAINST	fullar #narcissism selfloathing women that #wrightstuf #wolfwhistling #semst
FAVOR	because united states countries give paid maternity leave #semst
AGAINST	damnar wage sneaky work longer hours dangerous jobs paid #semst
AGAINST	nicefeminists passivar onlokers manhate their excusar prevent hate movement #semst
AGAINST	people #feminists seriously give time hear this rich #semst
FAVOR	umrao jan story life prostitute poise poesy #womanpower #semst
FAVOR	sexually harassed #semst
NONE	mother laughed graders mother threw screamed #strongwomen #semst
NONE	cliford virginia #stophidingit #semst
NONE	dress completely fasten #semst
FAVOR	candidate gender gender matter anymore #paulhenry #semst
NONE	straight male female friendship #equality #friends #semst
NONE	literal fuck evan sseing this thing about #semst
AGAINST	creationist word feminist feminism #semst
AGAINST	share road pulled nighter blew sober rested woman #equality #semst
AGAINST	ceos apologizing feminists pressure awards feminism soughtafter intellectual imunity #gamergate #semst
FAVOR	doesnt miracle takes signature kind people kill innocent women #maryjanelives #semst
AGAINST	answer #gamergate #semst
AGAINST	#howtospotafeminist feminists comparar successful feminist women harbor jealousy #semst
AGAINST	pushing misinformation #wagegap anti vaccination #semst
AGAINST	with side gonna achieve goals #strongwomen #goals #semst
FAVOR	justar heard inspiring interview heroines #women #islam #revolution #semst
AGAINST	child recycle socks festering laundry heap feminist mother slave #semst
FAVOR	woman mà #genderequality #semst
FAVOR	what load crap dressing appropriately ofice sexist grow #yesallwomen #semst
FAVOR	last week made turn drove wrong street body #catcalling #streetharassment #semst
AGAINST	nailed black feminist banged hard shit wife ended cleaning shit #baltimoreriots #semst
AGAINST	glad raise kids time educated mothering decisió family vilified #nonvaxxerhere #semst
AGAINST	dear feminists waste time joining feminist cult mormó close dor #semst
AGAINST	#feminists calling people names turn feministsyoure shoting fotre #sexism #antisjw #semst
AGAINST	fellow feminists fight back ridiculous warglorifying celebrates #men #triggered #transpatriot #semst
FAVOR	because human beings created equally nature #semst
FAVOR	downvoting youtube videos hateful sexist #gamergate #femfreq #radicalbytes #videogame #gaming #semst
FAVOR	even gender superior #semst
AGAINST	brainwashing hope selected jury duty involving crime #semst
NONE	guyz talking baltimore social issues superar smart superar current events #semst
NONE	when real life controversial scroll social media faster #baltimoreriots #nepalearthquake #kyliejennerchallenge #semst
NONE	charlotte church interviewing pussy riot #glasto #fuckyeahglasto #semst
AGAINST	sigh small step back women giant leap forward lonely perverts #chrissyteigen #semst
AGAINST	watching #baltimoreriots news obvious feminist gony beardman reporter attention #semst
AGAINST	feminism equal womans rights feminism vaulting gender another equality #semst
AGAINST	when strong female lead excited gratuitous sexual violence #semst
NONE	true compete #semst
AGAINST	beauty goat #addgoatruinaquote #beauty #bodyimage #semst
NONE	gladly acceptar face bill #neversatisfied #semst
AGAINST	feminists tend upset leave comedy club humor formar intelligence lack #gamergate #semst
AGAINST	blocked frequent posters #yesallwomen debated with cantonada handle facts #semst
AGAINST	interesting video kidnaps torturestying confinement wife evil accountant #semst
AGAINST	most feminists fighting most maniacs minutar fame #cnews #semst
FAVOR	finally women running president #semst
NONE	support team buck supports #truefan #socceros #bodypositive #semst
NONE	recenter world captain ship author life story #semst
AGAINST	mind grandmother cremated give enema ashes #gamergate #semst
AGAINST	also policy removing feminists entirety thanks #voteukip #semst
AGAINST	feminist response people wearing meninist clothes mock callar derogatory names hate group #semst
AGAINST	feminism pretty #semst
FAVOR	eating bagel rocking feel like woman #ponytail #freedom #semst
NONE	length time bath directly relatar happening twitter #mondaymotivation #worlds #semst
NONE	vegan diet make imortal gonna #semst
AGAINST	rapar reported crimes unreported incident females raping mala #semst
FAVOR	orshes grown century woman pleases especially fashion body #semst
FAVOR	people male female females upset more told achieve boyman #semst
AGAINST	singlar fathers #semst
FAVOR	bitch complimentar #semst
FAVOR	whether label feminist importar address equal rightstaylor swift #semst
NONE	youre outofdate thought interesting news bored #semst
NONE	lehi high schol favorite schol gleaves #mondaymotivation #whatareyouafraidof #semst
AGAINST	firstworld country white women bitching gender inequality finar #killallmen #semst
NONE	honoured inspirational founder #realaustralianssaywelcome #thethingsthatmatter #semst
FAVOR	called history herstory #semst
AGAINST	feminism radical islam painted pink #gamergate #semst
NONE	male rapar underreported crimes male rapar survivors underserved crime victims #semst
NONE	insulting thinking make switch that written #semst
FAVOR	give follow back #feminist #semst
AGAINST	irony radfem accusing selfesteem #gamergate #semst
AGAINST	conscious choice made betas make women feel unsafe unprotected right #spankafeminist #semst
FAVOR	stop teiggering fight patriarchy jail #equality #semst
NONE	chance nashville discuss #dietland couldnt deliciousness down #plum #semst
AGAINST	feminists like judge bok cover cover straight white male #semst
NONE	dream life fuck canadian slut eyesocket #yesallwomen #thisfuckingguy #semst
AGAINST	hate feminism give reason shouldnt #feminist #notallmen #heforshe #semst
AGAINST	when feminist irritable preaching feminism know shes misplaced vibrator #feminist #feminists #semst
FAVOR	population congress #waronwomen absolutely real thing wake america #semst
AGAINST	dirty evil feminism happy money state formar collective prostitution #semst
AGAINST	rules live seek logic things waste time including feminism #gamergate #semst
AGAINST	mascots womens world semifinal girls #equalityforall #semst
FAVOR	feminism gonna arrive happiness stress studying #collegelife #semst
AGAINST	feminists ugly make laugh though they hypocritical people planet #semst
AGAINST	actually made feminists narcissistically pondre selfies provar ugly #semst
AGAINST	part dont hate people thought experiences worse voice #semst
NONE	meaning peace absence opposition socialism #gamergate #semst
NONE	quiz whats greatest fear oppressor #humanrights #blacklivesmatter #semst
AGAINST	girls wear invisible crown always carry #lionesses #semst
AGAINST	modern marriage modern shinny disposable made last #gamergate #semst
FAVOR	#singlebecause refusar mà other fullar self feminist mà #semst
AGAINST	incredibly bigoted from rapar homosexuality #mensrights #semst
NONE	lied idiot fact reason acknowledge facts reason #semst
AGAINST	removed term #feminist racist transphobic white feminists fucked everyone #semst
AGAINST	rule attention both wanted unwanted feminists hypocrites #gamergate #semst
AGAINST	majority antiabortion leaders pregnant #genderequity #semst
AGAINST	young stop wearing sisters clothes makeup ridiculous #spankafeminist #semst
AGAINST	threat violence feminist polite reportar #semst
AGAINST	hard woman constantly annoyed things matter grand scheme things wish #semst
FAVOR	elses perception define beliefs feel justify worth #semst
NONE	friend enemy pizza delivery #vegans #blessed #semst
FAVOR	because young girls told raped telling boys rapar #semst
FAVOR	wanna stay home raise family coldre choice elses #semst
NONE	what mà choice breast feed children #semst
AGAINST	feminism cult cloure ranks donar question them #semst
FAVOR	guys #equality #semst
FAVOR	women shave #semst
AGAINST	upload sexually provocative pic attracted harassment right #semst
FAVOR	empathize picture daughter thing #semst
NONE	stating facts #semst
NONE	said friends made appeal must #semst
AGAINST	strong feminist twitter measured type thinking first then delete #gamergate #semst
AGAINST	feminism twitter black hole human intelligence creationism #gamergate #semst
AGAINST	#howtobeunhappylikeafeminist feminists fill conversations gossip hate #killallmen #gamergate #semst
FAVOR	walking neighborhod fathers taking care toddler woman nearby #househusband #semst
FAVOR	theyre called equal rights equal laws #semst
FAVOR	free woman unfree shackles audre lorde #feminist #semst
NONE	fact chris brown famous #semst
AGAINST	respectar real equality claim feminists #semst
AGAINST	yeah feminism boyfriend chip fod shopsalso prettyobvs #semst
NONE	statistics show male victims rapar straight #semst
AGAINST	getting haircut interview because male shoulder length hair unprofessional #semst
AGAINST	some feminists shut entire global porn industry millions benefitswelfare care #semst
FAVOR	complain equal girls gaming princess peach zelda kickass women samus beast hello #gaming #semst
NONE	today watch united states supreme court #semst
NONE	attempt parody #proteinworld #baltimoreriots #socialism #semst
NONE	wgss discussion forum #alac love librarians #fuckyeahlibrarians #semst
FAVOR	this culture hates women #semst
FAVOR	female feminist like care rights women what #semst
AGAINST	insecure females forcing hatred younger generation women #semst
AGAINST	fact asked blocked happy#spankafeminist #semst
AGAINST	#feminists provar wage lawsuits forward women paid less exist #semst
AGAINST	#beautyrant taught hate knock knees complimentar callar yellow bone #beauty #semst
FAVOR	stop male animators female animators #semst
AGAINST	gamergatenews capthaddock hilarious #feminists desending #spankafeminist harpia #sjws #game #semst
AGAINST	dateofcampus part regular lineup #spankafeminist #feminazi #mra #fak #semst
FAVOR	contrary stereotype feminists social media championing benefit #yesallwomen #heforshe #semst
FAVOR	staying informed sexual violence news importar leaves ranting screen #rapeculture #semst
AGAINST	strict gender roles context true marriage devoted raising children ideal substituta #tcot #semst
NONE	autocorrect switched independent #semst
FAVOR	youre girl have drive must slut #feminist #semst
AGAINST	feminists reject ignorar fight equality hurt women thats equality #semst
AGAINST	putting women bill compromise #thenew #womenons #feminist #semst
AGAINST	multiple abortions mistakes life expected learn welcome feminism #semst
AGAINST	ignoring peerreviewed research empirical evidence feminist thing #gamergate #notyourshield #semst
AGAINST	women moneyback guarantee work dumb bitch money back #semst
FAVOR	people understand true feminists equality even girls #semst
NONE	life girlfriend #semst
NONE	this farm fucking disgusting #semst
FAVOR	resist feminism election killed raped death #uselections #semst
AGAINST	when trivializing sufering authentic rapar victims sport welcome feminism #gamergate #semst
NONE	well right pointless youre #semst
NONE	typical #misandry #scrapa #fakecases #semst
FAVOR	kind shes #femalepower #yolo #semst
AGAINST	wanna hear funniest words english language feminist fellowship geddit fell ship #semst
FAVOR	women fair staying home shamed society change additudes #everydaysexism #semst
NONE	realize symbol #semst
NONE	chip kidd announces readers asks hold applause audience hold back #poetry #semst
FAVOR	time girls called sluts speak #semst
AGAINST	girl qualified comentar womens issues #semst
NONE	comunists relatar feel #comunist #faith #karlmarx #semst
AGAINST	omfg definition world problems #fuckfeminism #semst
FAVOR	women piece meat mean cok #yesallwomen #semst
FAVOR	what feminists want humà male female equal political economic social rights equality #semst
FAVOR	chose family career #semst
FAVOR	wanted pursue career settle start family even people time ticking #semst
FAVOR	popar franci christians support equal equal work #popefrancis #worldnews #society #women #semst
NONE	teach young rubbernormative messages should condoms rawdogging wrong #teamnocondom #semst
AGAINST	left years keep government bedroms today verbally consentir step drunk #semst
NONE	thank #progressiveminded pursuers familial societal dystopia #democrats #liberals #semst
AGAINST	retarded tantrums #gamergate feminists show efects lifetime facing intellectual challenge #semst
FAVOR	hoks continueeven hard pain people #whatawoman #bellhoks #love #semst
AGAINST	what women pictures naked sexy lingerie text them fucking patriarchy #tweetlikeafeminist #sjwlogic #semst
NONE	compared playing doll violentar disposition things #gamergate #semst
AGAINST	feminists atheistsskeptics contradiction worship vulva #gamergate #semst
AGAINST	writing wondering ovarian seminal both synonyms original #oppressedbythesaurus #ovariesbeforbrovaries #semst
NONE	extinction insectsdangerous herbsgigolo servicesreligious fanaticismfake beercansy malaysia radiomedia faildiscuss #semst
FAVOR	links sauga gotta stop chincing girls taking extra #iknowyoudoit #equality #semst
AGAINST	dear feminist suppoers people endless concessió feminists prevent accountability #semst
AGAINST	god futbol women playing #semst
AGAINST	sexily #yoga #sjw #vegan #semst
AGAINST	responsibilities feminism admits ornamental intelligence average feminist #onlyrights #semst
AGAINST	quote mother woman shit bring fourth wave feminism #thwavefeminism #semst
AGAINST	#feminists naked petty vindictive bytches dragar level #semst
FAVOR	viviennedenue bittergourd themarysue gamar knock socks #femaleprotagonist #gamersunite #semst
NONE	tweet obviously joke #luv #rightsforall #semst
AGAINST	woman objectar #semst
FAVOR	callar women cadigory botre dor #semst
AGAINST	feminists understand feminism #semst
AGAINST	because heckling #yesallwomen screaming look excellent show individual #semst
AGAINST	abolishing prisons women completely crime mà fault #semst
FAVOR	every time told bossy assertive complimentar #semst
FAVOR	obsessed woman comfortable skin sandra cisneros #latinx #woc #semst
AGAINST	answer #gamergate #semst
AGAINST	today found feminist #cat #feminist #kindofanokstory #life #semst
FAVOR	like feminism gender ignorar toad #semst
FAVOR	beach body ready advert interviewedconclusionarrogant male chauvinist idiot #semst
AGAINST	masculinity toxic nuclear waste facility #gamergate #dumbfeminist #semst
AGAINST	walk feminists idea saying #semst
FAVOR	feminist doctorar what issues wrong doctor #heforshe #feminist #semst
AGAINST	dont worry honey intelligence roadblock fullar unquestioning faith feminism bleated #semst
AGAINST	yesa greater understanding superior minar #idontneedfeminism #semst
AGAINST	ashamed fellow making pigs opportunity #feminist #ashamed #semst
AGAINST	never settle worth #semst
FAVOR	woman objectar shes personar #truth #wisdom #womensrights #media #life #humanity #love #society #semst
NONE	people young politics honestly stand #marriageequaility #coexist #semst
AGAINST	women imoral evil right welcome feminism defending pedophilia promoter #lenadunham #semst
AGAINST	someone #meminist frequency video response highlighting violence portrayed video game #semst
FAVOR	staying silent raped charged adultery expression #semst
FAVOR	shes part squad females guys loked #semst
AGAINST	dont love feminists focused bondage boks romanticized genital mutilation #semst
FAVOR	slut word made degradar women degradar bodys #semst
NONE	listen ready deny #hsmsong #semst
NONE	stop tweeting making #semst
FAVOR	these apps what happens when girls #hackforgirlsrights #girlsintechtbuflyhhhm #semst
AGAINST	#sharkrocket real people real results comercial includes women vacum #notbuyingit #semst
AGAINST	bloke know asked ofer congrats clever stunned girls #semst
AGAINST	lmao fact bunch airbrushed fake celebrities #semst
FAVOR	understand concept male feminist peoples heads equality anyone #feminist #semst
AGAINST	longer womens bobs tattos eyes sonar mandatory castration mala #semst
NONE	white women pretend black lies aboit family mental hospital #semst
FAVOR	antimen prowomen #shequotes #quote #women #men #semst
AGAINST	starting compilar evidence blog pondre modern feminism shares traits nazi propaganda #antifeminism #semst
FAVOR	abusive misogynist whining feminists blocking lets make bock #yesallwomen #semst
FAVOR	some called gentleman holding dor open corrected sorry gentlewoman #semst
AGAINST	amusing feminists swap personal women #gamergate #notyourshield #semst
AGAINST	equality what shall stop feminist asap #semst
FAVOR	congratulations america overcoming battle #equality womenall raça treated equally #alllivesmatter #semst
FAVOR	#weneedfeminism #nomeansno doesnt doesnt harder #yesallwomen #semst
AGAINST	mind business cunt batteries #semst
NONE	#whoisburningblackchurches latest racist hate surprise #blacklivesmatter people #sjwlogic #semst
AGAINST	#signsyoureintheusa attacked feminists label patriarchy coking sunny side eggs #semst
AGAINST	feminism stand female entitlement sense worth popular culture present #meninist #semst
NONE	reason stopped entrance #walkingstreet #lawofattraction #viewpoint #dailydevotional #semst
NONE	cross hungry hm #semst
AGAINST	bowing threatening bowing triggering #semst
AGAINST	hate girls turn bitches tell god make thats complimentar #semst
FAVOR	petition journalists stop demonstrate resilience mental toughness #semst
AGAINST	dear feminists sjws proud troll make proud shame #gamergate #semst
NONE	mito modelar explicitar provar ancestor narrows similarities matter degree #semst
AGAINST	girlswomen spend time pretty attractive complain reduced symbol #semst
NONE	people callar beautiful ugliest #deep #edgy #philosophy #baltimoreriots #baltimore #semst
AGAINST	said women equal home equal agree #antifeminism #semst
FAVOR	feminist heart angry scream hate inequality lungs #semst
AGAINST	dear feminists gaming respectar earned hard work playing victim #gamergate #semst
FAVOR	fact people women appealing attractive heardseen equal feminism #semst
AGAINST	basic principle universe information literally information formar another #antifeminism #semst
FAVOR	wonder wear dress sexually harassed #yesallwomen #semst
AGAINST	feminists #spankafeminist #gamergate #semst
FAVOR	donar crime show making rapar father victim #semst
NONE	confederate flag ofends god stop making things #politicallycorrect #semst
AGAINST	ugly feminists hate sexy porn stars rhinos hate fact unicorn #gamergate #semst
AGAINST	heterosexual mala sexual orientation socialcapitalist construct changed blink #semst
NONE	gotta fuck never feel like gotta fuck somebody #semst
AGAINST	feminist says women treated equal human beings asshole ugly nice lmao #semst
AGAINST	representation goal feminism inventar female characters replace male characters #semst
AGAINST	quote simone understand modern femienism whining #semst
AGAINST	funny misogyny objectification feminists completely erase female agency make argumentar #semst
AGAINST	anita #sarkeesian living damsel distress trope #semst
AGAINST	women paid pornography talking blatant sexism #semst
AGAINST	like that advantageous #semst
AGAINST	girls wear swim suit #womenintech #semst
NONE	watch color code show newly wedded wife con family bride #colors #scrapa #semst
AGAINST	your sister believes sant clau feminism think harder means #semst
FAVOR	claim feminist understand feminism huge societal problem #semst
FAVOR	cutting mutilation daughters genital expression #semst
FAVOR	this infuriates male asked questions stereotyped bitch cold hearted #semst
FAVOR	agree radiates beauty inside such role modelar #semst
NONE	kwink thewtfmagazine gamers fatophobes notice morbidly obese characters video game #gamergate #not #semst
AGAINST	what world weed male plant deemed useless produce seeds flower #semst
FAVOR	ugly wanting equal #semst
AGAINST	#howtospotafeminist feminists struggle controlar lives micromanage womens lives #semst
AGAINST	feminist outrage american girls recruited isis zero #semst
FAVOR	when married yearold power influence shag yearold internar #askhillary #semst
FAVOR	#likeafeminist identify feminist love sweetie #semst
FAVOR	front women misogynistic #semst
FAVOR	women hollywod paid less #semst
FAVOR	moment wife make sandwich #winning #yvrmoms #funny #joke #semst
AGAINST	feminists hate much because shes thing beautiful #gamergate #semst
FAVOR	equality women expected submit traditions marriage #genderequality #semst
FAVOR	#likeafeminist woman identify feminist internalised misogyny #semst
AGAINST	they equality overpowering #feminazi #semst
AGAINST	being raised feminist rotting soiled clothes slave #semst
NONE	disgusted selling dvds fifty shades grey chillingham road branch #semst
NONE	pass judgements ofer advice issues hijab belong subalternar cultura #semst
AGAINST	feminists need growa sense humor okay sips male tears aaigh misandreeeeeeeeeee #yesallwomen #semst
NONE	gender research helps develop nursing research theoretical frameworks concepts methodology #research #semst
FAVOR	beautiful make free #girlpower #semst
FAVOR	kristen stewart hollywod disgustingly sexist #kristenstewart #cloudsofsilsmaria #culture #women #semst
AGAINST	feminism worker exclusive trans exclusive part #intersectionality #semst
FAVOR	women superior aspect #feminist #semst
AGAINST	#howtospotafeminist feminists rapar culture erotomania delusió persecution #semst
NONE	people indoctrinated movement reading coment article #meinkamp #equality #semst
AGAINST	watch feminists move demanding first lady #semst
FAVOR	make contactar women thinking owed response #patriarchy #semst
NONE	cantonada either trying hard help only winning guys seriously #semst
FAVOR	article women politics months read #generalelection #politics #women #semst
AGAINST	#feminists gave women votar #feministsareliars nevermind voted give right #semst
FAVOR	yelled boyfriend mortal kombat #semst
AGAINST	slow down your yell while wait #whattheactualfuck #semst
FAVOR	made beijing breakthrough enough #womensrights #semst
AGAINST	opportunity wrong #semst
AGAINST	feminists were honest worldwide matriarchal dictatorship enslaved women #gamergate #semst
AGAINST	#pretty#young #thing catchy song perfect sumary discourses surrounding professional #female #disempowerment #gender #semst
FAVOR	misogynist abuser whining feminists blocking lets make bock #yesallwomen #semst
FAVOR	wonder wear dress sexually harassed #yesallwomen #semst
AGAINST	feminism then fight womens rights feminism find petty world problem whine about #semst
AGAINST	texting telling shave today find optimally bangable time #semst
FAVOR	lets fight womens equality read blog join womans rights gender equality #semst
AGAINST	radios filled feminist rapar propaganda feminism alive malaysia their rapar guilt tactics silence #semst
AGAINST	garrick club women rom #hypocrites #semst
AGAINST	laura croft undress bitch #femfreq #semst
NONE	young male children #semst
AGAINST	speaking heart rarely wise retarded heart feminists #gamergate #semst
FAVOR	pissed talked #semst
AGAINST	anyone starting notice general demographic feminists fucking highscholers #semst
AGAINST	this #maritalrape misused dont give scope provar innocenceeven honest trapped slaughtered #semst
AGAINST	feminists equality women segregationists equality blacks whites #semst
AGAINST	radical feminist feminist start rethinking position feminism #semst
AGAINST	girls wanna strip magic mike them #semst
NONE	sjws provar people perfectly capable acting metaphysically reality #gamergate #semst
AGAINST	what fuck women useless #womensrights #feminist #semst
AGAINST	feminism fashionable formar narcissism personal trauma personal retribution drives feminists #semst
AGAINST	dont worry feminists press god press ordering products sonar #semst
AGAINST	dear lying feminist journalists candy crush saga hard core gaming masturbation marriage #gamergate #semst
FAVOR	#feminist bein bitch embrace sexuality lose moral #empowerallbodies #empoweringwomen #semst
FAVOR	making women stronger women strong changing world perceives strength #semst
NONE	reading endless pages holiday holidays time give fuck thats point #semst
FAVOR	great singer turned activist stage interview #glastonbury #glasto #charlottechurch #semst
NONE	gonna married rich white gonna give half money divorced #semst
AGAINST	reason feminism worldu equal stop make casar victimhod #semst
FAVOR	feminism women letting people lead fuller lives #life #semst
NONE	trigger levels #semst
AGAINST	dear percent women scum love #gamergate #semst
AGAINST	women understand mens plight forçar fatherhod consentir #semst
AGAINST	dear feminists evidence closeted hate refusal address manhate feminism #gamergate #semst
AGAINST	cantonada find friends people throw word slut judge women sexual beings #equality #semst
FAVOR	live world bitch dormat #semst
AGAINST	feminists were honest careful logic conversation dragar rapar #semst
