LABEL	preprocessing_B
FAVOR	atentos el lobby del juego se reunió con políticos españoles en para presionar a favor del sector y aparecen estos nombres pío cabanillas y rafael catalá codere al exdiputado andrés ayala orenes #máspartidopopularmásigualdad o #máspartidopopularmásludopatía
AGAINST	más allá de que pinte mal para trapero pinta mal para forn y para todos esto está orquestado desde arriba la orden y el guión parten de la gencat pasan por anc y omnium mossos cdrs y grupos varios título de la película todos eran golpistas y un poco imbéciles 
FAVOR	quién si no ciudadanos iba a resucitar a puigdemont para la campaña de las generales en este show que nos debilita a todos como país se necesitan los unos a los otros puigdemont recoge el guante de arrimadas y la recibirá en waterlo
NONE	vilalta alerta de que el psoe quiere aprovechar la no tramitación de los presupuestos para hacer electoralismo a costa del independentismo
FAVOR	alguien conoce algún argumento a favor de la independencia de cataluña quiero hacer un hilo contrargumentándolos pero se me ocurren pocos me ayudas
FAVOR	el no va apoder gobernar en la próxima legislatura sin el apoyo de los partidos independentistas eh bildu va a permitir parar a la derecha y poner encima de la mesa una negociacion con el estado en termino de país no en términos de partido
AGAINST	tras el linchamiento indepe a montserrat del toro en redes
AGAINST	el único cambio que se debe realizar en la avenida príncep dastúries es renombrarla por princesa de asturias #colau quiere un cambio de nombre para complacer a los separatistas con vistas a futuros pactos en barcelona #yoconbou
AGAINST	tienes razón q cataluña está a años luz de esp en cataluña se vive en un régimen dictatorial al son de lo adicta el govern y sus medios de propaganda lo más parecido a la sociedad indepe es corea del norte
NONE	junqueras només respon a les preguntes de la seva defensa #orioljunqueras #judiciproces #junqueras
NONE	arrimadas podría anunciar su salto a la política nacional hoy mismo
NONE	teve amor teve compaixão teve soliedariedade teve gigantismo não somos inimigos somos rivais somos sereshumanos
AGAINST	a lo mejor no solo no lo aceptamos sino que le damos la bienvenida a un poco de decencia socialista que diga que ya está bien de tanta tontería y cesión a políticos separatistas y golpistas la justicia os espera a todos
AGAINST	para ada colau todos tienen lengua materna menos los que hablan español #dolcacataluña #jacobialcalde #barcelona #tabarnia #españa
AGAINST	 no os perdáis como el periodista xavier rius desmonta todas las mentiras del separatismo en menos de cinco minutos lo podéis ver en el siguiente enlace
FAVOR	además los medios de comunicación árabes bombardean constantemente a la población con toda una estrategia para demonizar a los españoles algunos políticos árabes los califican de terroristas golpistas y criminales les acusan de violentos cuando solo fue violenta su policía
NONE	padraic kenna mientras a los bancos les interese que el precio de la vivienda sea alto los políticos no podrán hacer nada
FAVOR	tic tac tic tac #inesssss cuidao que venen drones indepes a tot arreu  bonito día te ha quedado hoy jefa 
AGAINST	si ofreces competencias para lograr satisfacer a ese nacionalismo siempre habrá cosas para sentirse insatisfecho es un error querer satisfacer al nacionalismo con más competencias
AGAINST	qué calladitos estáis golpistas fascistasno os está gustando mucho el juicio eh golpistas fascistas y violentossois más chulos que un ocho 
NONE	os he contado que yo trabajo con unos cuantos indepes pues eso
AGAINST	#pensamiento causa sonrojo o vergüenza ajena escuchar a quim torra cuando manosea conceptos como democracia o libertad por
AGAINST	los cdr siguen campando a sus anchas por toda cat hasta el punto de que ya no sólo se atreven a acosar a jueces y políticos a atacar sedes judiciales han ido un paso más allá y han atacado con pintura amarilla el cuartel de la gc de vic #lasilenciosacat
AGAINST	alguien mencionará a la bien pagà mónica terribas y sus llamadas desde para conocer desplazamientos de vehículos y #judicitvcatradio #juiciodelproces
FAVOR	este tipo cuyo cargo no ha sido votado que su título es impuesto por un dictador fascista y cuya familia su fuente de legitimidad es un nido de opacidad corrupción y latrocinio nos da lecciones de democracia a la porra
AGAINST	el #deabril todasos la izquierda los progresistas los ciudadanos con sensatez y sentido común tenemos q ir a #votapsoe #siemprepsoe #yoconpedro
AGAINST	el de el hospital de sant esteve se piensa el ladrón que todos somos de su condición pides grabaciones vídeos como hacen los indepes de los lazitos amarillos que todo lo premeditar y preparan para maquinar y urdir intrigas vete y acuéstate en un cama del hospi ay no hay
AGAINST	ponte en situación y atrévete a levantar la voz para discrepar rodeado de simbología golpista con el supremacista jefe y todos sus cortesanos coreando en un hospital síun hospital
FAVOR	cáncer faltando al respeto a los q han sufrido un cáncer la independencia d cat es un proyecto tan legítimo como la unidad esp si hay millones d independentistas y creciendo cómo vas a extirpar estilo franco habrá q recurrir más bien a referéndum o quieres imponer esp
NONE	#últimahora soraya rodríguez se da de baja en el psoe por discrepancia profunda con la política del partido con el independentismo
FAVOR	directora de votar en un referéndum ilegal es como cometer una violación sexual el entrevistador se escandaliza de sus palabras nacionalismo español en grado máximo #freecatalanpoliticalprisoners #republicacatalana #cataluña
AGAINST	 el miércoles comienzan las testificales primero los políticos y después los testigoses decir lo interesante
NONE	empresarios independentistas concurren a las elecciones a todas las cámaras catalanas #economía
AGAINST	después de escuchar a roger torrent ayer creo que debe ser de por que vamos tengo cada vez más claro que en el parlament de catalunya debe existir una fuerza como vox para molestar a los independentistas
FAVOR	es una vergüenza que en españa haya gente mintiendo delante de un juez y aquí no pasa nada que todo no fué proporcional lo sabe medio mundo y hasta el psoe presentó una queja contra sss el de cataluña está flipando de esta injusticia saldrá un de indepes
AGAINST	limpiate la boca cuando hables de la #guardiacivil y nombres la palabra #paz la es el cuerpo de seguridad con mayor #códigodehonor y el q ha sufrido la violencia de tu banda #eta esa #bandaterrorista cobarde deleznable
FAVOR	 estos se piensan que en canada no vieron las imagenes como hace frio el twitter estaba congelado el de octubre de
FAVOR	no se q entiendes por nacionalismo pero yo tpc lo quiero y por supuesto nada identitarioétnico ni parecido al proceso yugoslavo hablo solo d decidir democráticamente como se organiza cualquier sociedad
NONE	contatinhos e sofrer pela mesma pessoa é coisa de adolescente adulto fica esperando o melhor dia do cartão pra fazer a compra
FAVOR	díselo a tu compañera de hilo que va generalizando y clasificando en dos bandos indepes y noindepes
AGAINST	#quenoensenfrontin divide y vencerás a quien pone el lazo amarillo y a quien lo quita la banca y el fmi se quedan con su guita
AGAINST	es incomprensible como cs está desapareciendo por voluntad propia de cataluña tras su victoria en las autonómicas primero sacrificaron las siglas y ahora a arrimadas y todo para hacerle hueco al impostor francés de valls va a ser verdad que los gobiernan desde parís
AGAINST	alejandro fernández va a madrid a pedir un nuevo es una solución política vía
AGAINST	el guardia civil suspendido por grabar desde dentro del coche policial tras el furgón de los golpistas actuó mal pero eso es un expte y una falta leve suspenderlo de inmediato es una evidencia de la desvergüenza del director general y los políticos de interior cobardes
NONE	desde españa estaremos pendientes de su salida
AGAINST	he podido hablar a la hora de comer con un socialista de los de siempre con principios con sentido de estado con dos dedos de frente y solo puedo decir #sanchezdimisión
AGAINST	sánchez no se cierra a volver a pactar con los independentistas tras las elecciones del de abril
NONE	el ministerio del interior veta que el president lleve seguridad oficial de mossos en el acto que compartirá esta tarde con puigdemont
FAVOR	están deseando que los catalanes monten un follón de tres pares que haya violencia y así decir que esto es terrorismo y no tiene nada que ver con la independencia es así son así solo buscan que su relato violento sea eso violento
FAVOR	 deberías aprovechar que están los presos en madrid para contarnos que aravaca no es harvard so facha
FAVOR	peter gabriel apoya la causa democrática de catalunya el apoyo internacional empieza a ser contundente y deja en evidencia al estado español #judiciproces
AGAINST	 la fiscalía investiga a los independentistas que han difundido la fotografía de la secretaria judicial del o son así de ratas y de miserables
AGAINST	os traduzco como no respetamos la democracia obviamos las mayorías parlamentarias necesarias e imponemos nuestras medidas en contra del pueblo
FAVOR	todo lo que se dice acerca de restaurar la democracia en venezuela es solo un encubrimiento para configurar países latinoamericanos según los criterios estadounidenses reiteró el director del departamento de américa latina de la cancillería rusa
AGAINST	eres una excelente muestra de que hoy en dia en los círculos cercanos al govern no es el talento lo que hace triunfar ni siquiera la gracia o la profesionalidad
AGAINST	el ex consejero y actualmente fugado de la justicia toni comín pide al separatismo que suba la tensión en cataluña
AGAINST	es que ya estoy viendo a puigdemont sacando una bandeja de pastitas e invitando a arrimadas a un té demostrando lo dialogante y buenrrollista que es pero a quién se le ocurre darle al prófugo esa tarde de gloria
NONE	 será que moro vai se auto prenderse a si próprio rsrsrsrsrsrsrsrs
FAVOR	de los cobos se decía que se estaba intentando aplicar el artículo por la puerta de atrás se hizo uso de la fuerza en probablemente colegios electorales marchena decide dar por acabada la sesión de hoy y seguir mañana a partir de las h
FAVOR	te cuentan en directo como la policía entra sin hacer uso de la fuerza en el colegio de puigdemont el o pero resulta que entraron destrozando las puertas en el interior había prensa internacional conectando en directo
AGAINST	pues yo me he levantado sintiéndome ciudadano del imperio cartaginés exijo poder autodeterminarme como ciudadano de carthago inmediatamente mediante referéndum en el que puedo votar únicamente yo autodeterminarse no es un delito estado español fascista
AGAINST	una república burguesa como la yanqui la alemana o la francesa dónde siguen mandando los mismos y se cambia de explotador de eso nada yo estoy por la república democrática popular dónde el poder sea de verdad de la gente
NONE	el presidente lamenta que el independentismo tiene pavor a sentarse a dialogar pero no descarta pactos tampoco me cierro a cs podemos o el pp
AGAINST	no les di órdenes sobre el referéndum ha dicho forn sobre los mossos
FAVOR	 no cantes victoria todavía le queda la carta del 
AGAINST	chile se volvió un país corrupto empresarios prebendarios políticos corruptos e instituciones débiles por eso es tan importante que la sociedad civil se empodere y saque la voz el principal activo de nuestro país era la honestidad
NONE	el tenista destacó que la solución al conflicto pasa por la convivencia
AGAINST	durante años he visto como en cataluña se establecía el discurso único separatista no ha habido contradiscurso por parte de los constitucionalistas no es que haya fallado es que no ha habido ya iba siendo hora de que la gente hable sin reparos al menos fuera de cataluña
AGAINST	está siendo un juicio precioso cada uno tira para un lado todos culpan a los demás uno se defiende con chulerías políticos otros intentan salvar el pellejo y los que ni se enteran de nada aplauden
AGAINST	la mayoría de catalanes queremos quedarnos huérfanos políticamente de ti eres una lacra para la democracia y libertades de todos sus habitantes lárgate ya y dejanos vivir en paz
FAVOR	el periplo de los familiares de los presos políticos km por minutos de cristal
AGAINST	 nieto el uso de la fuerza el o fue el mínimo imprescindible queremos agradecer la valentía de janietob en el #juiciodelprocés del o por defender la labor de la policia y guardiacivil aquel día  #orgullososdenuestrapolicía
FAVOR	a mi amigo no le dejo de seguir como a quien se ha puesto en su perfil que va a votar a vox y a quien insulta a pedrosánchez y al psoe porque nos hicimos amigos hace un año en un hilo con una amiga navarra independentista discutiendo por la independencia
FAVOR	maldita monarquía medieval wahabita de #saudiarabia q ha hambreado al pueblo #yemen maldita monarquía moderna corrupta d #españa que le ha suministrado armas malditos sionistas de #israhell y yankee #eeuu que están detrás de éstas marionetas esa es la #ayudahumanitaria
AGAINST	votar algo que ha prohibido el tribunal constitucional por incumplir y saltarse las leyes y la constitución españolas aparte de saltarse el estatut y las leyes de un parlamento cambiando arbitrariamente su funcionalidad para conseguir la ley de transitoriedad si es delito
AGAINST	los tractorianos del proceso llevan siempre dodotis puestos pobres iluminados qué república ni qué collons la república no existe idiota  #equiparacionya
AGAINST	la españa que queremos es la españa que nuestros ciudadanos quieren una españa feminista con igualdad de oportunidades una españa próspera y ecologista una españa de la que nadie tenga que irse y de la que nadie quiera irse #laespañaquequieres
FAVOR	después del del bernabeu en un bar de barcelona cuatro madridistas se dieron a insultar a todos los culés que habíamos presenciado el partido y a los políticos presos no hicimos caso los merengues son malos ganadores pero de perdedores se vuelven animales rastreros
NONE	 arc de triomf también conocido como el sitio más friki gracias por tanto
AGAINST	@rfecaza se reúne con para presentar #lacazatambiénvotaespaña trasladó a su absoluto compromiso con #caza y la institución federativa refrendando #lacazatambiénvota #españa ️ #laverdaddelacaza
FAVOR	no os engañéis lo del anoche en el berbenabeu no es más que otra táctica del estado hispánico para desviar la atención sobre la farsa del juicio a los presos políticos buenos días sedicios@s rompepatrias putaspanya fascista que bien me he quedado
NONE	venezuela entera los millones la mayoría protesta contra maduro imágenes impactantes del multitudinario apoyo a la oposición y a guaidó no se las pierdan
AGAINST	#felizjueves a los independentistas les choca más la histeria del fairy que lo que escribe cada día gabriel rufián porque están bien informados 
AGAINST	#siguemeytesigovox gracias a los que participan haz # sigue a los que retuitean sigue a quien te siga escribe un nuevo tuit con el hashtag #siguemeytesigovox #porespaña #españaviva #eleccionesvotoderechas
FAVOR	hubo heridos no recuerdo la policia pegó no recuerdo el referéndum era lega pues claro que no españa es una grande y libre por santiago que si españa es uan democracia claro franco vive en mi
AGAINST	la izquierda necesita enfrentar para sobrevivir su lucha declases género no es mas que dividir y enfrentar para gobernar a ver si los políticos frenáis esta espiral de odio y rencor antes de que sea tarde
AGAINST	vives en un país el que golpista amigo de asesinos fascista delincuente inútil secesionista incitador al odio y violencia hipócrita y demagogo es un diputado de tu congreso y por todas esas lindezas tú tú tú y yo le pagamos €año ojo al rufián tela
AGAINST	nazis es poco un apartheid de militares y guardias civiles en la constitución catalana
NONE	acabar con el rey el y con los privilegios franquistas los puntos que torra presentó a sánchez
NONE	las diez frases de turull en el juicio del procés el exconseller asegura que siempre se buscó que el referéndum del o fuera pactado
FAVOR	se envuelven en banderas para hablar de patria y luego la saquean la patria la defienden los que quieren subir el salario mínimo las pensiones regular el precio de los alquileres bajar el recibo de la luz blindar la sanidad #lapatriasonpersonas
AGAINST	es usted una vergüenza como persona y un absoluto fascista de los de verdad este criminal no se merece ningún tipo de homenaje ni consideración ya lo dije la batasunización de los independentistas catalanes está a un paso muy corto
NONE	vagabundo é foda cria
AGAINST	 disfruta del juicios a los golpistas catalanes con el lote de ⁦@pigdemont⁩
FAVOR	esta muy bien lo de la trampa fairy pero nadie le pregunto por el generalizado brote de alergia que sufrieron los agente no sería un ataque con armas química de los cdrs #millo #judicifarsa #fairy
FAVOR	en directe es reprèn el judici amb la declaració de josé antonio nieto número dos de zoido i puigserver responsable del a interior això promet
NONE	pp cs y vox apoyan que la generalitat devuelva parte de los papeles de salamanca también piden que no se hagan más entregas a los separatistas que quieren romper la unidad de españa
AGAINST	no sé qué da más asco que el gobierno de sánchez acceda a la exigencia de los golpistas de nombrar a un mediador o que trate de maquillarlo hablando de relator o de mesa de partidos
AGAINST	para solucionar el problema de cataluña también hay que solucionar otros muchos problemas en españa hay que hablar de empleo de educación #lnarrimadas #graciasinés
FAVOR	#relatorarv una cosa es cierta los indepes aumentan a paso ligero cuanto peor mejor
AGAINST	espérate a los siguientes mossos jaume podrán hacer todas las fechorías los comisarios políticos pero al fin y al cabo son un cuerpo policial que sabe que prima la obediencia a la ley y sobre todo a los jueces
FAVOR	este chulo de putas analfabeto pacta con la derechona convergente del por la mañana da un golpe a la democracia por la tarde y no habría imaginado que solo es un nazi hormonado ni en sus peores sueños
FAVOR	 crees que tajani ha puesto en riesgo la libertad de expresión en europa #tajanipuppetoffascism
AGAINST	me gustaría saber si obras de este tipo en pueblos del resto de españa pero que en la diana estuviera quim torra o los procesados del o la que se armaría entre los indepes
FAVOR	si reconoce que el referendum del o era legal entonces el s van a homenajear a unos agentes violentos y armados que atacaron ciudadanos y propiedades privadas sin motivo alguno es eso
FAVOR	k eran ultrafachis lo sabíamos k no era juicio sino farsa también k nuestros presos políticos son inocentes no hay duda pero no habían fiscales mas memos y ridículos #joacuso #devastados #thisistherealspain #marcaespaña #
AGAINST	 la soberbia de los indepes no tiene límites y se supone que este señor es jurista
NONE	 queria tá como nesse momento
AGAINST	después de la negativa de los independentistas a aprobar los presupuestos los socialistas catalanes piden elecciones a torra
FAVOR	quizás es que quienes tratan ahora de desprestigiarla no son tan constitucionalistas como dicen ser negar su derecho a ser alcaldesa es negar la constitución y negar nuestra propia democracia en
NONE	 bolsonaro segura exoneração de bebianno e novela da fritura do ministro segue em marcha
AGAINST	desde la avanzamos en el plan estratégico para la #ayudahumanitaria hoy #feb aprobamos inicio de fase atención a la crisis de salud y desnutrición severa ciudadanos ongs iglesia comunidad internacional y militares vzla nos necesita a todos #vamosbien
AGAINST	la descortesía de #colau con los símbolos nacionales la monarquía bandera etc es vergonzante e impropia de su cargo es una activista independentista #yoconbou vía
NONE	así está la situación en #venezuela hoy a pocas horas del concierto venezuela aid live
FAVOR	españa la esta cagando de repente partidos europeos están planificando acciones conjuntas a favor de cataluña con respaldo abierto a los presos políticos
AGAINST	muchos ciudadanos saldremos con vosotros estamos hartos de que los políticos utilicen a nuestra guardiacivil y policíanacional como víctima propiciatoria que calme las ínfulas de sus socios secesionistas arriesgando las vidas de nuestros hombres y la propia seguridad ciudadana
AGAINST	quizás en democracia algunos venezolanos comían perrarina aunque creo que es una anécdota mediática hoy repetida por la tiranía lo q hoy nadie puede negar es el #hambre y la muerte de muchos por falta de comida #comunismo #diamundialdelaalimentacion caricatura de
AGAINST	 bernardhenri lévy puigdemont ha escupido en la cara a españa y a la democracia en europa
AGAINST	no padecen de cinismo de manipulación de mentira de utilización de los resortes del estado en favor del partido #psoe siempre de inconsistencia
FAVOR	es que es para estar amargado machismo corrupción fascismo abuso infantil por parte de la iglesia pobreza pero viendo tu perfil tienes pinta de ser un buen súbdito de la mafia del estado esperemos que llegado el momento no tengas que pedirle nada al pueblo 
FAVOR	los partidos independentistas se cargan los presupuestos y de paso al gobierno y mientras la derecha acusa al gobierno de haber pactado con los independentistas alguien me lo explica
AGAINST	vía eslovena decían y es incapaz de levantarse a la misma hora que yo que soy andaluza tócate la peineta #eleccionesvotoderechas
FAVOR	la represión característica del estado borbónico y la no aceptación de la plurinacionalidad de españa ha sido el mayor generador de independentismo
FAVOR	lástima que lo único que pedían los partidos catalanes no lo puedan aceptar los socialistas diálogo #thisistherealspain
AGAINST	 no comentes retuitea ferrán burriel paga € por trabajar y nos quejamos de la reforma laboral  #lasilenciosacat #juiciogolpistas #tabarnia
NONE	el alegato político de junqueras y el pragmatismo de forn que admitió la ilegalidad del o y la vacuidad de la dui ilustran el disenso independentista por #opinión
AGAINST	los golpista a prisión los traidores a prisión fin de la ideología de genero la violencia no tiene genero corruptos a prisión los españoles los primeros vida trabajo ayudas resurgir de las ciudades fantasmas como talavera que se transformara en una ciudad con vida vox
FAVOR	los mismos que piden la dimisión de sánchez por dialogar con cataluña son los que apoyan al pp por robar las arcas públicas todo en orden #sanchezdimisión
NONE	la española es la primera mujer en lograr un campeonato del mundo en motociclismo mundial de supersport
NONE	 la gente que bloquea a otros cuando se enfadan en vez de hablar las cosas
FAVOR	el intenta que se borre este vídeo en el que a le traiciona el subconsciente y por una vez dice la verdad de lo que son los populares #siemprepsoe #votapsoe el #abril por #laespañaquequieres
AGAINST	y debes ser de los que se cree que domina las dos seguro supongo que lo dominarás tanto como nuestros magníficos políticos no para la intmidad cmo decía aznar y poquita cosa más
AGAINST	amo a españa dice el golpista oriol junqueras en su declaración confundes amar con amenazar aún recuerdo cuando amenazaste la economía española también amabas ahí a españa farsante
FAVOR	de por parte del president puigdemont siempre encontré una disposición al dialogo y absoluta receptividad y de rajoy en ningun momento se mostró proactivo para encauzar el tema a esta basura periodística
AGAINST	#cuatroaldía cartel contra los constitucionalistas el pp exige al ayuntamiento de olot la retirada del mural hablamos con un mosso desquadra es una obra de arte no juzgamos lo que hace un artista
AGAINST	son intolerantes supremacistas mal educados y el verdadero fascismo realmente los políticos independentistas se están aprovechando de la ignorancia de muchas personas para ponerlas como escudo y así no mostrar sus vergüenzas
AGAINST	jxsí pagó más de euros por celebrar el acto de presentación del referéndum en el tnc en
FAVOR	curioso los españolistas pueden insultar faltar el respeto y menospreciar a los indepes pero cuando un indepe hace practicamente lo mismo se sienten muy ofendidos
NONE	el independentismo tiene unos meses para salir de su enclaustramiento y tomar partido porque lo verdaderamente terrible nos está esperando a la vuelta de la esquina por
AGAINST	 los mossos avisaron a puigdemont de una escalada de violencia el o
AGAINST	 el independentismo frena la actividad parlamentaria por el juicio del procés
NONE	 tomar el camino inesperado
AGAINST	como la que recibe inés arrimadas del cibertrol toni alba o va a decirnos que eso es humor por qué no he visto su crítica al citado
NONE	debemos hacer todo para que maduro y los cubanos se vayan del poder borges al grupo de lima
NONE	a maior parte dos brasileiros quer que escolas tratem de gênero e sexualidade pesquisa encomendada pelo mec e divulgada hoje pelo g mostra que são a favor da ideia mas e o defendem que isso seja ilegal bolsonaro você está errado tá ok
FAVOR	tierra natal o adoptiva a la que se siente ligado el ser humano por vínculos jurídicos históricos y afectivos #lapatriasonpersonas no banderas #lapatriasonpersonas no fronteras las personas son su razón de ser y su bienestar lo que la mantiene unida
AGAINST	con lo que se está escuchando en el juicio mirará sánchez a las bancadas independentistas para completar los votos que podría necesitar para una nueva investidura sería ininteligible
NONE	 estimo aquest home
AGAINST	los independentistas son unos cabrones escogen a los restos de serie de entre los españoles para respaldar las teorías genéticas de torra así no vale
AGAINST	todos unidos y en contacto construyamos una #redporespaña hacer # seguir a los que retuitean sigue a quien te siga escribe un nuevo tuit con el hashtag #siguemeytesigovox #porespaña #españaviva apoyemos y sigamos a un abrazo a todos
FAVOR	 miquel iceta de octubre de semanas después de la rebelión un tuit sobre la violencia de género
NONE	no baile nois é mídia no baile os meno marola aperta o balão acende puxa prende e solta numa mão ta o copao com wisk e rede bul na outra o lança perfume 
FAVOR	en españa no existe separación de los poderes clásicos legislativo ejecutivo y judicial separación monarquíaestado separación iglesiaestado independencia de los grandes medios a eso se le llama democracia plena
FAVOR	el exconsejero independentista cree que los acusados no pueden desarrollar su defensa correctamente
FAVOR	cuando acabe este juicio en el supremo juicio a la democracia española se os caerá la cara de vergüenza de todo lo que habéis hecho a gente inocente catalunya no os perdona
AGAINST	los edificios públicos deben ser neutrales para representarnos a todos pero como no la piensa que todos los catalanes somos independentistas porque los demás somos bestias con forma humana así que no me sorprende #institucionesparatodos
NONE	en estos momentos en barcelona catalunya movimientos sociales se expresan en rechazo al golpe de estado imperialista en venezuela y en respaldo al pueblo bolivariano y al presidente gràcies companys vencerem sempre
NONE	el juicio se reanuda hoy con la declaración de enric millo y el coronel pérez de los cobos síguelo en directo en catalunyapress #juicioalproces #juicioprocés
NONE	directo pérez de los cobos consideré que ese plan de los mossos de actuación no impide la celebración del referéndum
FAVOR	 entrevista ferran monegal si roures compra el periódico no ha de convertirlo en independentista via htt
NONE	el hecho que en un paso fronterizo entre venezuela y colombia unos cuatro soldados de las fuerzas armadas de venezuela desertaran da esperanza a la oposición venezolana
FAVOR	será por eso que tan pocos la tienencomo solo sirve por cuestiones de honor y de conciencia y estorba demasiado para hacerte millonario pues nos causa alegria descubrir que algunos políticos la posean
NONE	guaidó responde con un decreto presidencial que anula la clausura e insta a los militares a facilitar la entrada de la ayuda humanitaria
AGAINST	pobres indepes cuán faltos de realidad estáis
AGAINST	deseo con toda mi alma que gane vox las elecciones y les ayudaré en todo lo que pueda pero si no ganan será el policía que vele por las ideas que todos compartimos y que nadie excepto vox protege en este país hasta el a luchando por españa ️ #siguemeytesigovox
AGAINST	la última vez que dije #adióspedro el mal nacido salió elegido en las primarias de su partido pacto con el independentismo y acabó de presidente así que prudencia memoria y en cuanto podamos todo dios a votar para sacarnos a este cáncer de encima
FAVOR	joder solo te has enterado del juicio por medios internacionales que poco caso nos hacéis a los catalanes para derribar el régimen del se ha de empezar por la #republicacatalana después ya estaremos con vosotros para derribar al monarca
AGAINST	años de honradez no años de golfos y ladrones que no dimiten #eleccionesvotoderechas
NONE	este cretino é paulo tafner do instituto millennium uma espécie de mbl do pensamento econômico ele diz lá pelas tantas que a empregada doméstica se aposenta em média anos antes da patroa não há como ser tolerante com essa gente é muita canalhice junta
AGAINST	la debilidad de sánchez ante los separatistas nos deja mucho más cerca del y quizá lo tenga que aplicar él para seguir volando en el falcon
AGAINST	lo de zapatero fue grave aceptar un estatuto ilegal aunque rompiera el pacto constitucional aún pagamos las consecuencias pero lo de es aún peor por medio año más en la moncloa obedece instrucciones de un golpista prófugo en waterlo
FAVOR	ilegalizado los quiero a todos presos y picando piedras de sol a sol eso siº les embargamos hasta los calzoncillosa ellos y a todos los que se beneficiaron de estos gansters
AGAINST	#bondia es puigdemont el hijo secreto de buenaventura durruti un caso digno de investigadores intrépidos como ignasi popla novela negra el misterio del gintonic con chocolate belga edita desafinando boks #felizlunes #objetivopresidente
FAVOR	operacion casa real felipe vi aseveró que la democracia en españa es una falacia una tomadura de pelo en nombre de esa mentira se apllico el en cataluña que el juicio a los presos políticos catalanes es un engaño una fachada una falacia y es una mentira para sostenerse
AGAINST	bueno pues tras salir de un dia agotador en el ts solo puedo decir que amo tanto a españa como jonqueras y me acabo de afiliar a erc #larepublicanoexisteidiota
AGAINST	david torrents mozo de escuadra en excedencia se postula a la alcaldía de badalona por el partido de puigdemont
NONE	 só queria um sexo desses agora 
AGAINST	le figaro cómo cataluña se ha vuelto loca los independentistas catalanes son más sectarios aún que los ingleses brexiters o que la liga en italia via
FAVOR	 argumentación unionista la puta bandera es ilegal y vayense a la mierda y eso en australia
FAVOR	seguimos a la espera de la liberación de los rehenes que el estado tiene secuestrados en lledoners puig de les basses y mas denric #freetothom #llibertatpresospolítics 
FAVOR	 mas tilda el viaje de arrimadas a waterlo de numerito de cobardes vía
FAVOR	la hija de ernest lluch hay que acercar a los presos de eta a las cárceles vascas
