id_str	TWEET	LABEL	preprocessing_B
1099359232779014144	@ochoabravo32 @David_n_Goliat @canilero9 @Julii1985 @jordivergesb @bla_7863 @AlfonsoIXLeon @vlc_JI @CODEXREVISUS @silvia_yucca @Capdecul1 @rumbletoe @lovenjaire @RAGAFO1 @auroraborreal88 @airebros @ElPaco17170917 @LauraFangs @RafaColono @may_adell @JordiMasFont @Morafanova @RamonBerenguerI @barnazen @ap_poch @crmontoro @Jrgen27307674 @kiko0243 @Argumentosepara @JesusFase2 @Ibermensch @states_spain @33Joanot @TabarniaSur @fhaherrera @serem1infern @Blamitter @berguetanu @Oletros @hlcannibal @vivi190473 @mosnunez @nuriapatona @Sam46a @VictorTabarnia @NarSpaniaTietra @DonTenori14 @CDRTabarnia @FerranAntequera @Xipress De vosotros si, la nueva Arrimadas jejejeje, una casada con un indepe y esta indepe.. increíble...  para que veas   https://t.co/bSQnAnTl1y	FAVOR	de vosotros si la nueva arrimadas jaja una casada con un indepe y esta indepe increíble para que veas
1096158172685967360	Duro artículo de 'The Washington Post':  España está juzgando a su democracia  https://t.co/6bO7H8U5Pk	FAVOR	duro artículo de the washington post españa está juzgando a su democracia
1103710517686927360	Abascal responde al boicot del PSC al gran acto de Vox en Barcelona:  Sois los tontos útiles del separatismo . por @Maiteloureiro_  https://t.co/3HbE5tq5mR vía @libertaddigital	AGAINST	abascal responde al boicot del psc al gran acto de vox en barcelona sois los tontos útiles del separatismo por vía
1096002722724233217	Mandar a pegar a personas que tan sólo querían votar  Enviar a prisión preventiva a políticos por poner urnas,cuando varios países de Europa ya han dicho que son inocentes  Un juicio politizado de una justicia sin separación de poderes  ...la imagen exterior de Ñ es cojonuda oiga	FAVOR	mandar a pegar a personas que tan sólo querían votar enviar a prisión preventiva a políticos por poner urnascuando varios países de europa ya han dicho que son inocentes un juicio politizado de una justicia sin separación de poderes la imagen exterior de ñ es cojonuda oiga
1042339346467172352	@pilarc_pilarc Ten, manipuladora 💅💅 se te cayó el  ME ESTAS HABLANDO EN POLACO??  que le suelta el fachamierda primero #ZASCA  https://t.co/XQ08KuVgtI	FAVOR	ten manipuladora  se te cayó el me estas hablando en polaco que le suelta el fachamierda primero #zasca
1099396504622694401	@Anteridio @aldebarando79 @javilm @Nonius9 @TomsGonzlez1 @maxpradera Las pulgas de mi perro no son perro, son pulgas, aunque vivan en mi perro. (en Cat pasa lo mismo con el fascismo unionista ) Y son muy molestas y transmiten enfermedades.	FAVOR	las pulgas de mi perro no son perro son pulgas aunque vivan en mi perro en cat pasa lo mismo con el fascismo unionista y son muy molestas y transmiten enfermedades
1097605276214140928	RT @claudiperez: “Nunca ha habido un acuerdo con los independentistas”, dice Sanchez. “No había condiciones” para votar a favor de la moció…	FAVOR	 nunca ha habido un acuerdo con los independentistas dice sanchez no había condiciones para votar a favor de la moció
1098928879698407424	#rumbournasarv Lo mejor que puede hacer Arrimadas es largarse a Madrid, que en breve se convertirá en el establo general de la ultraderecha.	FAVOR	#rumbournasarv lo mejor que puede hacer arrimadas es largarse a madrid que en breve se convertirá en el establo general de la ultraderecha
1097803979990462464	Que manía de preguntar a @Lroldansu si @CiudadanosCs pactará con Vox, es una fuerza de momento extraparlamentaria y además aún no conocemos su programa, lo que tenemos claro es que no pactaremos con quien quiere romper España! #ObjetivoElecciones https://t.co/aUcKsMpSEt	AGAINST	que manía de preguntar a si pactará con vox es una fuerza de momento extraparlamentaria y además aún no conocemos su programa lo que tenemos claro es que no pactaremos con quien quiere romper españa #objetivoelecciones
1103559823130529798	@danidl Ya ves, las preocupaciones de C's son no pactar con el PSOE ante todo y bajo ningún concepto (y mira q eso podría dejar  sin ningún poder a los indepes). Q esta gente vaya por ahí contemplando q todo el mundo tenga un arma en su casa, nada que mencionar, supongo.	AGAINST	ya ves las preocupaciones de cs son no pactar con el psoe ante todo y bajo ningún concepto y mira q eso podría dejar sin ningún poder a los indepes q esta gente vaya por ahí contemplando q todo el mundo tenga un arma en su casa nada que mencionar supongo
1102898455998095360	Me encantaría que me hubieran citado a declarar como testigo del #JuicioProcés para explicar el miedo, la angustia, la preocupación, el insomnio, la tristeza, la soledad y el resto de emociones negativas e intensas que sentimos en septiembre y octubre de 2017.	AGAINST	me encantaría que me hubieran citado a declarar como testigo del #juicioprocés para explicar el miedo la angustia la preocupación el insomnio la tristeza la soledad y el resto de emociones negativas e intensas que sentimos en septiembre y octubre de
1103054071009865729	@verumfabula64 @PtfLaSilenciosa @joseantich @elnacionalcat Y el Parlamento está sometido al control judicial Recuérdaselo a los independentistas, que tienen memoria selectiva y esta parte no les mola 😜	AGAINST	y el parlamento está sometido al control judicial recuérdaselo a los independentistas que tienen memoria selectiva y esta parte no les mola 
1095985487897153536	Empieza @junqueras demostrando su capacidad oratoria. Los están convirtiendo en héroes. Muchas gracias, estado español.  #JudiciaALaDemocràcia #JudiciFarsa #JudiciProcés #JudiciaCatalunya	FAVOR	empieza demostrando su capacidad oratoria los están convirtiendo en héroes muchas gracias estado español #judiciaalademocràcia #judicifarsa #judiciprocés #judiciacatalunya
1097307257652629505	Maduro, una pregunta: ¿ De verdad, tú vas a ordenar que militares y civiles armados disparen a matar contra ese río humano de ciudadanos venezolanos, desesperado por pan y libertad?  ¿Y Uds, militares acometerán ese crimen de lesa humanidad?  https://t.co/R09IaHxFTC	NEUTRAL	maduro una pregunta de verdad tú vas a ordenar que militares y civiles armados disparen a matar contra ese río humano de ciudadanos venezolanos desesperado por pan y libertad y uds militares acometerán ese crimen de lesa humanidad
1091890484203667460	RT @allantercalivre: O Congresso em imagens. https://t.co/b6qebrovEP	NEUTRAL	 o congresso em imagens
1093266331099631616	@ghoficial @XLoganLobeznoX Sofía a la calle no nos toméis el pelo	NEUTRAL	sofía a la calle no nos toméis el pelo
10920481672128635e+18	RT @JotaMSilvaA: EuroVisión del padecimiento. #Puigdemont y el grito de Munch, por Xavier Sardà https://t.co/SX8uNDxCYo	AGAINST	 eurovisión del padecimiento #puigdemont y el grito de munch por xavier sardà
1099040158182195200	Pues yo creo que sí nos quitan a Arrimadas de Cataluña debería ser para ir de número 1. Para ir de nº 2 mejor que no nos deje. #EsLoQuePienso	AGAINST	pues yo creo que sí nos quitan a arrimadas de cataluña debería ser para ir de número para ir de nº mejor que no nos deje #esloquepienso
1097643173118132224	Vergonzoso ataque de Álvaro Ojeda a Àlex Granell por dar apoyo a los presos | vía @En_Blau_es https://t.co/h7vwgIQmJm	FAVOR	vergonzoso ataque de álvaro ojeda a àlex granell por dar apoyo a los presos vía
1092187465056731140	Viendo quién está apoyando al golpista de Guaidó, me reafirmo que estamos en el lado correcto compañer@s. Casado, Rivera, Abascal, Sánchez, Carmena, Trump, Macrón, UE, y este individuo????, apoyan el golpe. https://t.co/fr2nzCI2GR	FAVOR	viendo quién está apoyando al golpista de guaidó me reafirmo que estamos en el lado correcto compañer@s casado rivera abascal sánchez carmena trump macrón ue y este individuo apoyan el golpe
1097577072179007489	@spaincrisis Yo he soñado esta noche que el Congreso Madrileño,  estaba lleno de diputados Catalanes  indepe!! Me he levantado de contenta!???? Yo votaré!	FAVOR	yo he soñado esta noche que el congreso madrileño estaba lleno de diputados catalanes indepe me he levantado de contenta yo votaré
1097730534749466624	Hoje tive a alegria de almoçar com dois queridos amigos, o Ministro Ernesto e a Ministra Damares.   No cardápio: amor pelo Brasil, fidelidade ao nosso Presidente e uma deliciosa sobremesa via whatsapp com nosso amigo, o prof. Olavo de Carvalho. https://t.co/NK8Mh8dIKY	NEUTRAL	hoje tive a alegria de almoçar com dois queridos amigos o ministro ernesto e a ministra damares no cardápio amor pelo brasil fidelidade ao nosso presidente e uma deliciosa sobremesa via whatsapp com nosso amigo o prof olavo de carvalho
1102604845972901888	El actual presidente de la Cámara catalana reivindica un segundo referéndum para solucionar la crisis territorial: “Tengan presente que volveremos a votar” @sergiquitian https://t.co/FIwhhE4gXh	NEUTRAL	el actual presidente de la cámara catalana reivindica un segundo referéndum para solucionar la crisis territorial tengan presente que volveremos a votar
1102646157279412225	¡Atentos!: El lobby del juego se reunió con 96 políticos españoles en 2018 para presionar a favor del sector. Y aparecen estos nombres: Pío Cabanillas y Rafael Catalá (Codere) al exdiputado Andrés Ayala (Orenes), ¿ #MáspartidopopularMásIgualdad o #MáspartidopopularMásLudopatía ?  https://t.co/DRoKJiMKU7 https://t.co/IZ3IbBhkOd	FAVOR	atentos el lobby del juego se reunió con políticos españoles en para presionar a favor del sector y aparecen estos nombres pío cabanillas y rafael catalá codere al exdiputado andrés ayala orenes #máspartidopopularmásigualdad o #máspartidopopularmásludopatía
1103170135085535232	@xriusenoticies Más allá de que pinte mal para Trapero, pinta mal para Forn y para todos. Esto está orquestado desde arriba. La orden y el guión parten de la GenCat, pasan por ANC y Omnium, Mossos, CDR's y grupos varios. ¿TÍTULO DE LA PELÍCULA?  Todos eran golpistas y un poco imbéciles? 😂😂😂😂	AGAINST	más allá de que pinte mal para trapero pinta mal para forn y para todos esto está orquestado desde arriba la orden y el guión parten de la gencat pasan por anc y omnium mossos cdrs y grupos varios título de la película todos eran golpistas y un poco imbéciles 
1098891605765959680	¿Quién si no Ciudadanos iba a resucitar a Puigdemont para la campaña de las generales? En este show que nos debilita a todos como país se necesitan los unos a los otros.   Puigdemont recoge el guante de Arrimadas y la recibirá en Waterloo https://t.co/RjJlkoEw5a	FAVOR	quién si no ciudadanos iba a resucitar a puigdemont para la campaña de las generales en este show que nos debilita a todos como país se necesitan los unos a los otros puigdemont recoge el guante de arrimadas y la recibirá en waterlo
1097486752414076928	Vilalta alerta de que el PSOE quiere aprovechar la no tramitación de los Presupuestos “para hacer electoralismo” a costa del independentismo @alextortsagues https://t.co/65U67EZ2tm	NEUTRAL	vilalta alerta de que el psoe quiere aprovechar la no tramitación de los presupuestos para hacer electoralismo a costa del independentismo
1097534309492314112	¿Alguien conoce algún argumento a favor de la independencia de Cataluña? Quiero hacer un hilo contraargumentándolos pero se me ocurren pocos... @gabrielrufian, ¿me ayudas?	FAVOR	alguien conoce algún argumento a favor de la independencia de cataluña quiero hacer un hilo contrargumentándolos pero se me ocurren pocos me ayudas
1097581612836052995	Parte de la izquierda en este país ha comprado el relato de los separatistas. Colau o Iceta son ejemplos de personas que avalan el discurso de los mediadores-relatores https://t.co/XBRRq6s9MR	AGAINST	parte de la izquierda en este país ha comprado el relato de los separatistas colau o iceta son ejemplos de personas que avalan el discurso de los mediadoresrelatores
1098751820653051904	El @PSOE no va apoder gobernar en la próxima legislatura sin el apoyo de los partidos independentistas. EH Bildu va a permitir parar a la derecha y poner encima de la mesa una negociacion con el Estado en termino de país, no en términos de partido  https://t.co/8rX9PloiG8	FAVOR	el no va apoder gobernar en la próxima legislatura sin el apoyo de los partidos independentistas eh bildu va a permitir parar a la derecha y poner encima de la mesa una negociacion con el estado en termino de país no en términos de partido
1103638276307599360	Tras el linchamiento 'indepe' a Montserrat del Toro en redes https://t.co/GIV4vmqv8u	AGAINST	tras el linchamiento indepe a montserrat del toro en redes
1103671343290167299	Nova coluna no ar!  Gostei muito de escrevê-la porque exigiu bastante pesquisa em uma área nova: a política como entretenimento.   Bolsonaro é um produto midiático da cultura do espetáculo  ‘Política é show business para pessoas feias’ https://t.co/IWWTVpTQvg por @_pinheira	NEUTRAL	nova coluna no ar gostei muito de escrevêla porque exigiu bastante pesquisa em uma área nova a política como entretenimento bolsonaro é um produto midiático da cultura do espetáculo política é show business para pessoas feias por
1097516082070503424	?? El único cambio que se debe realizar en la avenida Príncep d'Astúries es renombrarla por Princesa de Asturias.  #Colau quiere un cambio de nombre para complacer a los separatistas con vistas a futuros pactos en Barcelona.  https://t.co/VVMuxlMpEW @20m #YoConBOU	AGAINST	el único cambio que se debe realizar en la avenida príncep dastúries es renombrarla por princesa de asturias #colau quiere un cambio de nombre para complacer a los separatistas con vistas a futuros pactos en barcelona #yoconbou
1102500087006183425	@XavierRosMartn2 @julia_otero Tienes razón q Cataluña está a años luz de Esp En Cataluña se vive en un régimen dictatorial al son de lo  adicta el Govern y sus medios de propaganda,  lo más parecido a la sociedad indepe es Corea del Norte	AGAINST	tienes razón q cataluña está a años luz de esp en cataluña se vive en un régimen dictatorial al son de lo adicta el govern y sus medios de propaganda lo más parecido a la sociedad indepe es corea del norte
1095987314340311041	Junqueras només respon a les preguntes de la seva defensa https://t.co/vTwqWAL1wF #OriolJunqueras #judiciproces #Junqueras	NEUTRAL	junqueras només respon a les preguntes de la seva defensa #orioljunqueras #judiciproces #junqueras
1097825873330429952	Ada Colau no participará en el besamanos al rey con motivo de la cena del Mobile World Congress por considerar que es  un acto de pleitesía y vasallaje impropio de una democracia del siglo XXI .  https://t.co/0zsElNdE8V #FelizMartes	FAVOR	ada colau no participará en el besamanos al rey con motivo de la cena del mobile world congress por considerar que es un acto de pleitesía y vasallaje impropio de una democracia del siglo xxi #felizmartes
1099216290999386112	Arrimadas podría anunciar su salto a la política nacional hoy mismo https://t.co/xxmPygKLhF	NEUTRAL	arrimadas podría anunciar su salto a la política nacional hoy mismo
1095891543658020865	teve amor, teve compaixão, teve soliedariedade, teve gigantismo. Não somos inimigos, somos rivais. Somos seres-humanos. ? https://t.co/BoRWe3ANPx	NEUTRAL	teve amor teve compaixão teve soliedariedade teve gigantismo não somos inimigos somos rivais somos sereshumanos
1099022571939483650	De que vais escoria humana? Buscáis guerra, y vais a tener que hacerla vosotros contra vuestras propias paranoias. Tan solo sois unos malnacidos a las órdenes de un PISTOLERO que se cree un dios. Y os vamos a reventar en las urnas el 28A  #ApuntaMiNombreVox https://t.co/yXFccZSDcv	FAVOR	de que vais escoria humana buscáis guerra y vais a tener que hacerla vosotros contra vuestras propias paranoias tan solo sois unos malnacidos a las órdenes de un pistolero que se cree un dios y os vamos a reventar en las urnas el a #apuntaminombrevox
1097810207365844992	No entiendo la pregunta esta:  Es usted socio de ANC y de Òmnium? .  A ninguno de los interrogados por la Gurtel o las tarjetas Black les preguntaron si su gobierno daba subvenciones a la Fundación Francisco Franco.  #JudiciRAC1 #JudiciTV3CatRàdio	FAVOR	no entiendo la pregunta esta es usted socio de anc y de òmnium a ninguno de los interrogados por la gurtel o las tarjetas black les preguntaron si su gobierno daba subvenciones a la fundación francisco franco #judicirac #judicitvcatràdio
1093227659251908608	??El @PSOE con @sanchezcastejon ha traicionado a todos los Catalanes que defendemos la unidad de España!   Declaraciones de nuestro Presidente @alejandroTGN en el #Parlament. #SanchezDimisión https://t.co/bHxAUZzVMe	AGAINST	el con ha traicionado a todos los catalanes que defendemos la unidad de españa declaraciones de nuestro presidente en el #parlament #sanchezdimisión
1093275233619005440	@QuimTorraiPla A lo mejor no solo no lo aceptamos sino que le damos la bienvenida a un poco de decencia socialista que diga que ya está bien de tanta tontería y cesión a políticos separatistas y golpistas. La justicia os espera. A todos.	AGAINST	a lo mejor no solo no lo aceptamos sino que le damos la bienvenida a un poco de decencia socialista que diga que ya está bien de tanta tontería y cesión a políticos separatistas y golpistas la justicia os espera a todos
1098988215653068804	RT @JacmePoch: Inés Arrimadas quan posi el peu a Madrid per a quedar-s'hi:   Soy madrileña. Esta es mi tierra. 	FAVOR	 inés arrimadas quan posi el peu a madrid per a quedarshi soy madrileña esta es mi tierra
1095998186655748097	INDIGNACIÓN TOTAL DE TODA LA COMUNIDAD POR ESTA NOTICIA  ¡Y bomberos y forestales MANIFESTÁNDOSE y creando altercados de uniforme con TOTAL IMPUNIDAD!  Asuntos Internos cita a declarar al mosso del  La república no existe, idiota   #comparte si te indigna  https://t.co/Uxv3SvPIki	AGAINST	indignación total de toda la comunidad por esta noticia y bomberos y forestales manifestándose y creando altercados de uniforme con total impunidad asuntos internos cita a declarar al mosso del la república no existe idiota #comparte si te indigna
1097837519188692999	Para Ada Colau todos tienen lengua materna menos los que hablan español. #DolcaCataluña #jacobialcalde #Barcelona #tabarnia  #España https://t.co/uzxoHnlyWl	AGAINST	para ada colau todos tienen lengua materna menos los que hablan español #dolcacataluña #jacobialcalde #barcelona #tabarnia #españa
1098988986721357825	📹 No os perdáis como el periodista Xavier Rius desmonta todas las mentiras del separatismo en menos de cinco minutos. Lo podéis ver en el siguiente enlace. https://t.co/GPQbNVJo1n	AGAINST	 no os perdáis como el periodista xavier rius desmonta todas las mentiras del separatismo en menos de cinco minutos lo podéis ver en el siguiente enlace
1096014664415277056	Además, los medios de comunicación árabes bombardean constantemente a la población con toda una estrategia para demonizar a los españoles. Algunos políticos árabes los califican de terroristas, golpistas y criminales. Les acusan de violentos cuando solo fue violenta su policía.?	FAVOR	además los medios de comunicación árabes bombardean constantemente a la población con toda una estrategia para demonizar a los españoles algunos políticos árabes los califican de terroristas golpistas y criminales les acusan de violentos cuando solo fue violenta su policía
1102998367230218241	El mismo libreto que Jose Antonio Nieto al afirmar que no hubo cargas policiales. Si escribes en Google,  cargas policiales 1 octubre  se le cae a uno la cara de vergüenza. https://t.co/EhV2dOWIgY	FAVOR	el mismo libreto que jose antonio nieto al afirmar que no hubo cargas policiales si escribes en gogle cargas policiales octubre se le cae a uno la cara de vergüenza
1097493917598142464	?Padraic Kenna: “Mientras a los bancos les interese que el precio de la vivienda sea alto, los políticos no podrán hacer nada  https://t.co/xfRxY37j5k	NEUTRAL	padraic kenna mientras a los bancos les interese que el precio de la vivienda sea alto los políticos no podrán hacer nada
1103394372006146051	RT @CONCHA_ZARAGOZA: El funcionariado hunde a la defensa de los golpistas https://t.co/alYsRyzrVt vía @libertaddigital	AGAINST	 el funcionariado hunde a la defensa de los golpistas vía
1093267707645042688	TIC tac TIC tac #inesssss ! Cuidaooo!! Que venen drones indepes a tot arreu 😂😂 Bonito día te ha quedado hoy, jefa  🙄🙄🙊🙊 @jcanadellb https://t.co/xoHR1rxrgP	FAVOR	tic tac tic tac #inesssss cuidao que venen drones indepes a tot arreu  bonito día te ha quedado hoy jefa 
1092162396582567940	Si ofreces competencias para lograr satisfacer a ese nacionalismo, siempre habrá cosas para sentirse insatisfecho. Es un error querer satisfacer al nacionalismo con más competencias   https://t.co/e10EuoWUSe	AGAINST	si ofreces competencias para lograr satisfacer a ese nacionalismo siempre habrá cosas para sentirse insatisfecho es un error querer satisfacer al nacionalismo con más competencias
1103643564574195712	Qué calladitos estáis,  golpistas fascistas....no os está gustando mucho el juicio, ehhhhhhh???  Golpistas,  fascistas y violentos.....sois más chulos que un ocho 👏👏👏	AGAINST	qué calladitos estáis golpistas fascistasno os está gustando mucho el juicio eh golpistas fascistas y violentossois más chulos que un ocho 
1095993015330586624	Os he contado que yo trabajo con unos cuantos indepes??  Pues eso!!! ?	NEUTRAL	os he contado que yo trabajo con unos cuantos indepes pues eso
1096188839981268992	#Pensamiento |  Causa sonrojo o vergüenza ajena escuchar a Quim Torra cuando manosea conceptos como democracia o libertad , por @manupediaz_  https://t.co/jatNmWbMsp	AGAINST	#pensamiento causa sonrojo o vergüenza ajena escuchar a quim torra cuando manosea conceptos como democracia o libertad por
1103716386080256001	@OsoIngeni @HiginiaRoig A huevo.. 100 heridos entre 2000 colegios - - &gt; 0,05 policías heridos x colegio...  Vaya rebelión de mierda!!!..  Mucho ruido de tumulto y pocas nueces... 😂 😂  Tergiversa i difama que algo queda...🇪🇸 #ThisIsTheRealSpain #NiOblitNiPerdó #JudiciFarsa	FAVOR	a huevo heridos entre colegios gt policías heridos x colegio vaya rebelión de mierda mucho ruido de tumulto y pocas nueces   tergiversa i difama que algo queda #thisistherealspain #nioblitniperdó #judicifarsa
1095955717792718848	@usuku A mí me sorprende el buenísimo de aquellos que les apoyan sin ser indepes.  Les dices: no son superiores ni diferentes ni mejores. Solo quieren deshacerse de lo q creen inferior y una carga. Y no lo ven. Es más guay apoyar a los burgueses. luego van de solidarios. Q tecla tocan?	AGAINST	a mí me sorprende el buenísimo de aquellos que les apoyan sin ser indepes les dices no son superiores ni diferentes ni mejores solo quieren deshacerse de lo q creen inferior y una carga y no lo ven es más guay apoyar a los burgueses luego van de solidarios q tecla tocan
1103733272805289985	Tomando uma antes do fut	NEUTRAL	tomando uma antes do fut
1097808979290406912	Los CDR siguen campando a sus anchas por toda CAT. Hasta el punto de que ya no sólo se atreven a acosar a jueces y políticos a atacar sedes judiciales. Han ido un paso más allá y han atacado con pintura amarilla el cuartel de la GC de Vic. #LaSilenciosaCat https://t.co/TUTakGqoto	AGAINST	los cdr siguen campando a sus anchas por toda cat hasta el punto de que ya no sólo se atreven a acosar a jueces y políticos a atacar sedes judiciales han ido un paso más allá y han atacado con pintura amarilla el cuartel de la gc de vic #lasilenciosacat
1103008810233458688	@enoticiescat alguien mencionará a la bien pagà Mónica Terribas y sus llamadas desde @maticatradio  para conocer desplazamientos de vehículos @guardiacivil y @policia   ¿? #JudiciTV3CatRadio #JuicioDelProces    https://t.co/RXUH0A3TKd	AGAINST	alguien mencionará a la bien pagà mónica terribas y sus llamadas desde para conocer desplazamientos de vehículos y #judicitvcatradio #juiciodelproces
1098857587771170816	Este tipo cuyo cargo no ha sido votado, que su título es impuesto por un dictador fascista y cuya familia (su fuente de  legitimidad ) es un nido de opacidad, corrupción y latrocinio, nos da lecciones de democracia. https://t.co/hRWpaBRqsy  A la porra.	FAVOR	este tipo cuyo cargo no ha sido votado que su título es impuesto por un dictador fascista y cuya familia su fuente de legitimidad es un nido de opacidad corrupción y latrocinio nos da lecciones de democracia a la porra
