id_str	TWEET	LABEL	preprocessing_A
1103170135085535232	@xriusenoticies Más allá de que pinte mal para Trapero, pinta mal para Forn y para todos. Esto está orquestado desde arriba. La orden y el guión parten de la GenCat, pasan por ANC y Omnium, Mossos, CDR's y grupos varios. ¿TÍTULO DE LA PELÍCULA?  Todos eran golpistas y un poco imbéciles? 😂😂😂😂	AGAINST	alla pintar trapero pintar forn todo este orquestar arribar orden guion partir gencat pasar omnium mossos cdrs grupo vario título película todo golpista imbeciles
1098891605765959680	¿Quién si no Ciudadanos iba a resucitar a Puigdemont para la campaña de las generales? En este show que nos debilita a todos como país se necesitan los unos a los otros.   Puigdemont recoge el guante de Arrimadas y la recibirá en Waterloo https://t.co/RjJlkoEw5a	FAVOR	quien ciudadano resucitar puigdemont campaña general show debilitar necesitar otro puigdemont recoger guante arrimar recibira waterlo
1097486752414076928	Vilalta alerta de que el PSOE quiere aprovechar la no tramitación de los Presupuestos “para hacer electoralismo” a costa del independentismo @alextortsagues https://t.co/65U67EZ2tm	NEUTRAL	vilalta alertar psoe aprovechar tramitacion presupuesto para electoralismo costa independentismo
1097534309492314112	¿Alguien conoce algún argumento a favor de la independencia de Cataluña? Quiero hacer un hilo contraargumentándolos pero se me ocurren pocos... @gabrielrufian, ¿me ayudas?	FAVOR	alguien conocer argumentar favor independencia cataluña querer hilar contrargumentandolos ocurrir poco ayudar
1098751820653051904	El @PSOE no va apoder gobernar en la próxima legislatura sin el apoyo de los partidos independentistas. EH Bildu va a permitir parar a la derecha y poner encima de la mesa una negociacion con el Estado en termino de país, no en términos de partido  https://t.co/8rX9PloiG8	FAVOR	apoder gobernar proxima legislatura apoyar partido independentista bildu permitir parar derecho mesa negociacion estar terminar pais terminos partido
1103638276307599360	Tras el linchamiento 'indepe' a Montserrat del Toro en redes https://t.co/GIV4vmqv8u	AGAINST	tras linchamiento indepe montserrat toro redar
1097516082070503424	?? El único cambio que se debe realizar en la avenida Príncep d'Astúries es renombrarla por Princesa de Asturias.  #Colau quiere un cambio de nombre para complacer a los separatistas con vistas a futuros pactos en Barcelona.  https://t.co/VVMuxlMpEW @20m #YoConBOU	AGAINST	unico cambiar avenir princep dasturies renombrarla princesa asturias #colau cambiar nombrar complacer separatista vista futuro pacto barcelona #yoconbou
1102500087006183425	@XavierRosMartn2 @julia_otero Tienes razón q Cataluña está a años luz de Esp En Cataluña se vive en un régimen dictatorial al son de lo  adicta el Govern y sus medios de propaganda,  lo más parecido a la sociedad indepe es Corea del Norte	AGAINST	tener razon cataluña año cataluña vivir regimen dictatorial adicto govern medio propaganda parecer sociedad indepe corear norte
1095987314340311041	Junqueras només respon a les preguntes de la seva defensa https://t.co/vTwqWAL1wF #OriolJunqueras #judiciproces #Junqueras	NEUTRAL	junquera nomes respon preguntar seva defensa #orioljunqueras #judiciproces #junqueras
1099216290999386112	Arrimadas podría anunciar su salto a la política nacional hoy mismo https://t.co/xxmPygKLhF	NEUTRAL	arrimar anunciar saltar politica nacional
1095891543658020865	teve amor, teve compaixão, teve soliedariedade, teve gigantismo. Não somos inimigos, somos rivais. Somos seres-humanos. ? https://t.co/BoRWe3ANPx	NEUTRAL	teve amor teve compaixão teve soliedariedade teve gigantismo inimigos rivais ser sereshumanos
1093275233619005440	@QuimTorraiPla A lo mejor no solo no lo aceptamos sino que le damos la bienvenida a un poco de decencia socialista que diga que ya está bien de tanta tontería y cesión a políticos separatistas y golpistas. La justicia os espera. A todos.	AGAINST	aceptar dar bienvenido decencia socialista decir tanto tonteria cesion politicos separatista golpista justicia esperar todo
1097837519188692999	Para Ada Colau todos tienen lengua materna menos los que hablan español. #DolcaCataluña #jacobialcalde #Barcelona #tabarnia  #España https://t.co/uzxoHnlyWl	AGAINST	para colau lengua materno español #dolcacataluña #jacobialcalde #barcelona #tabarnia #españa
1098988986721357825	📹 No os perdáis como el periodista Xavier Rius desmonta todas las mentiras del separatismo en menos de cinco minutos. Lo podéis ver en el siguiente enlace. https://t.co/GPQbNVJo1n	AGAINST	perdais periodista xavier rius desmontar mentira separatismo minuto podeis enlazar
1096014664415277056	Además, los medios de comunicación árabes bombardean constantemente a la población con toda una estrategia para demonizar a los españoles. Algunos políticos árabes los califican de terroristas, golpistas y criminales. Les acusan de violentos cuando solo fue violenta su policía.?	FAVOR	ademar medio comunicacion arabes bombardear constantemente poblacion estrategia demonizar español alguno politicos arabes calificar terrorista golpista criminal acusar violento violento policia
1097493917598142464	?Padraic Kenna: “Mientras a los bancos les interese que el precio de la vivienda sea alto, los políticos no podrán hacer nada  https://t.co/xfRxY37j5k	NEUTRAL	padraic kenna mientras banco interesar preciar vivienda alto politicos
1093267707645042688	TIC tac TIC tac #inesssss ! Cuidaooo!! Que venen drones indepes a tot arreu 😂😂 Bonito día te ha quedado hoy, jefa  🙄🙄🙊🙊 @jcanadellb https://t.co/xoHR1rxrgP	FAVOR	#inesssss cuidao venen drones indepes arreu bonito quedar jefe
1092162396582567940	Si ofreces competencias para lograr satisfacer a ese nacionalismo, siempre habrá cosas para sentirse insatisfecho. Es un error querer satisfacer al nacionalismo con más competencias   https://t.co/e10EuoWUSe	AGAINST	ofrecer competencia lograr satisfacer nacionalismo sentirse insatisfecho error satisfacer nacionalismo competencia
1103643564574195712	Qué calladitos estáis,  golpistas fascistas....no os está gustando mucho el juicio, ehhhhhhh???  Golpistas,  fascistas y violentos.....sois más chulos que un ocho 👏👏👏	AGAINST	calladitos estais golpista fascistasno gustar juicio eh golpista fascista violentossois chulo
1095993015330586624	Os he contado que yo trabajo con unos cuantos indepes??  Pues eso!!! ?	NEUTRAL	contar indepes pues
1096188839981268992	#Pensamiento |  Causa sonrojo o vergüenza ajena escuchar a Quim Torra cuando manosea conceptos como democracia o libertad , por @manupediaz_  https://t.co/jatNmWbMsp	AGAINST	#pensamiento causar sonrojar verguenza ajeno escuchar quim torrar manosear concepto democracia libertar
1097808979290406912	Los CDR siguen campando a sus anchas por toda CAT. Hasta el punto de que ya no sólo se atreven a acosar a jueces y políticos a atacar sedes judiciales. Han ido un paso más allá y han atacado con pintura amarilla el cuartel de la GC de Vic. #LaSilenciosaCat https://t.co/TUTakGqoto	AGAINST	seguir campar ancho hasta punto atrever acosar juez politicos atacar sede judicial pasar alla atacar pintura amarillo cuartel #lasilenciosacat
1103008810233458688	@enoticiescat alguien mencionará a la bien pagà Mónica Terribas y sus llamadas desde @maticatradio  para conocer desplazamientos de vehículos @guardiacivil y @policia   ¿? #JudiciTV3CatRadio #JuicioDelProces    https://t.co/RXUH0A3TKd	AGAINST	mencionar pagar monica terribas llamar desplazamiento vehiculos #judicitvcatradio #juiciodelproces
1098857587771170816	Este tipo cuyo cargo no ha sido votado, que su título es impuesto por un dictador fascista y cuya familia (su fuente de  legitimidad ) es un nido de opacidad, corrupción y latrocinio, nos da lecciones de democracia. https://t.co/hRWpaBRqsy  A la porra.	FAVOR	este tipo cargar votar titular imponer dictador fascista familia fuente legitimidad nido opacidad corrupcion latrocinio lección democracia porra
1097958003746197505	@mtgarcia82 @CristinaNarbona @AmparoRubiales @mjpartera @marisaparrilla @mruiz_gema @ArredonMari @veigacarmen @leirediezpas @MarCostaDB @feli_bondia El #28deAbril todas/os, la Izquierda, los progresistas, los ciudadanos con sensatez y sentido común tenemos q ir a #VotaPSOE  #SiemprePSOE  #YoConPedro	AGAINST	#deabril todasos izquierdo progresista ciudadano sensatez sentir comun #votapsoe #siemprepsoe #yoconpedro
1040137211604295680	@AndreuRomani @mossos El de el Hospital de sant Esteve se piensa el ladrón que todos somos de su condición. Pides grabaciones, vídeos como hacen los indepes de los lazitos amarillos que todo lo premeditar y preparan para maquinar y urdir intrigas.? Vete y acuéstate en un cama del Hospi!. Ay, no hay!!!	AGAINST	hospital sant esteve pensar ladron condicion pedir grabación videos indepes lazitos amarillo premeditar preparar maquinar urdir intrigar vetar acuestate cama hospi
1102496697496801282	Ponte en situación y atrévete a levantar la voz para discrepar, rodeado de simbología golpista con el supremacista jefe y todos sus cortesanos coreando en un hospital, sí,un HOSPITAL!!!  https://t.co/uY3JywjHy7	AGAINST	ponte situacion atrevete levantar discrepar rodear simbologia golpista supremacista jefe cortesano corear hospital siun hospital
1093228133749268481	@JLambanM @sanchezcastejon Cáncer? Faltando al respeto a los q han sufrido un cáncer. La independencia d CAT es un proyecto tan legítimo como la unidad ESP! Si hay 2,3 millones d independentistas y creciendo, cómo vas a extirpar? Estilo Franco? Habrá q recurrir más bien a referéndum. O quieres imponer ESP?	FAVOR	cancer faltar respetar sufrir cancer independencia proyecto legitimar unidad millón independentista crecer extirpar estilar franco habra recurrir referendum querer imponer
1103356462586314752	#ÚLTIMAHORA: Soraya Rodríguez se da de baja en el PSOE por discrepancia profunda con la política del partido con el independentismo https://t.co/7oHQWU94BN	NEUTRAL	#últimahora soraya rodriguez bajo psoe discrepancia profundo politica partido independentismo
1095948469750165504	@EspanaGlobal @UNESCO_es @lozanoirene (directora de @EspanaGlobal ):   Votar en un referéndum ilegal es como cometer una violación sexual   El entrevistador se escandaliza de sus palabras. Nacionalismo español en grado máximo. #FreeCatalanPoliticalPrisoners  #RepublicaCatalana #Cataluña https://t.co/RJoRQnpEQ8	FAVOR	director votar referendum ilegal cometer violacion sexual entrevistador escandalizar palabra nacionalismo español gradar maximo #freecatalanpoliticalprisoners #republicacatalana #cataluña
1099391825591316480	RT @LaLupaJudicial: El miércoles comienzan las testificales. Primero los políticos y después los testigos...es decir, lo interesante. https…	AGAINST	miercoles comenzar testifical primer politicos testigoses decir interesante
1097606629208526848	Empresarios independentistas concurren a las elecciones a todas las cámaras catalanas https://t.co/9o8o5WvXiL #economía	NEUTRAL	empresario independentista concurrir elección camaras catalán #economia
1102827594515472385	Después de escuchar a Roger Torrent ayer, @rogertorrent , creo que debe ser de @vox_es ...por que vamos, tengo cada vez más claro que en el Parlament de Catalunya @govern debe existir una fuerza como VOX para molestar a los independentistas.	AGAINST	despues escuchar roger torrent ayer ir parlament catalunya existir forzar molestar independentista
1102512567510024192	@eldiarioes Es una vergüenza que en España haya gente mintiendo delante de un juez y aquí no pasa nada. Que todo no fué proporcional lo sabe medio mundo,.. Y hasta el PSOE presentó una queja contra SSS. El 80% de Cataluña está flipando. De esta injusticia saldrá un 80% de indepes.	FAVOR	verguenza españa gente mentir juez paso nada proporcional mundo psoe presentar quejar cataluña flipando injusticia saldra indepes
1095982776002723840	@sanchezdelreal @ArnaldoOtegi limpiate la boca cuando hables de la #GuardiaCivil y nombres la palabra #Paz. La @guardiacivil es el Cuerpo de Seguridad con mayor #códigodehonor y el q + ha sufrido la violencia de tu banda #ETA, esa #bandaTerrorista cobarde, deleznable.	AGAINST	limpiate boca hablar #guardiacivil nombre palabra #paz cuerpo seguridad #codigodehonor sufrir violencia banda #eta #bandaterrorista cobarde deleznable
1044284418863624193	@ElSastrin @Juanmi_News 😂😂😂😂 Estos se piensan que en Canada no vieron las imagenes!! Como hace frio el twitter estaba congelado el 1 de octubre de 2017.	FAVOR	este pensar canada ver imagenes como frio twitter congelar octubre
1103413569356554241	@Vic_tana @KartoffelSC @DoradoAlex @govern @QuimTorraiPla No se q entiendes por nacionalismo, pero yo tpc lo quiero, y por supuesto nada identitario/étnico, ni parecido al proceso yugoslavo.  Hablo solo d decidir democráticamente como se organiza cualquier Sociedad.	FAVOR	entender nacionalismo querer identitarioetnico parecer procesar yugoslavo hablar decidir democraticamente organizar sociedad
1102932181335396353	Contatinhos e sofrer pela mesma pessoa é coisa de adolescente, adulto fica esperando o melhor dia do cartão pra fazer a compra https://t.co/tWJE4RQ2BP	NEUTRAL	contatinhos sofrer pelar mesmo pessoa coisa adolescente adulto fica esperar melhor cartão fazer comprar
1096020381163552769	@bsrbcn @MariadelMarMen9 @tuitegem Díselo a tu compañera de hilo, que va generalizando y clasificando en dos bandos: indepes y no-indepes.	FAVOR	diselo compañero hilar generalizar clasificar bando indepes noindepes
1037649050173100038	#QueNoEnsEnfrontin Divide y vencerás. A quien pone el lazo amarillo y a quien lo quita... La Banca y el FMI se quedan con su guita💸💸💸 https://t.co/s2mzvaQ8Kl	AGAINST	#quenoensenfrontin dividir venceras poner lazar amarillo quito banca quedar guitar
1099332748727193600	Es incomprensible como C`s está desapareciendo por voluntad propia de Cataluña tras su victoria en las autonómicas. Primero sacrificaron las siglas y ahora a Arrimadas. Y todo para hacerle hueco al impostor francés de Valls. Va a ser verdad que los gobiernan desde París	AGAINST	incomprensible desaparecer voluntad cataluña victoria autonomicas primer sacrificar sigla arrimar hacerle hueco impostor frances valls gobernar paris
1097452342704852993	Alejandro Fernández va a Madrid a pedir un nuevo 155:  Es una solución política  vía @elnacionalcat_e https://t.co/EbSvdEegCn	AGAINST	alejandro fernandez madrid pedir solucion politica
1091855553238847490	El  guardia civil suspendido por grabar desde dentro del  coche policial tras el furgón de los golpistas actuó mal. Pero eso es un expte. y una falta leve. Suspenderlo de inmediato es una evidencia de la desvergüenza del director general y los políticos de Interior. Cobardes.	AGAINST	guardia civil suspender grabar coche policial furgon golpista actuo pero expte falto levar suspenderlo inmediato evidenciar desverguenza director politicos interior cobarde
1093270992145825792	@premiolonuestro @AbrahamMateo Desde España estaremos pendientes de su salida!!???	NEUTRAL	desde españa pendiente salir
1093239687714607107	He podido hablar a la hora de comer con un socialista de los de siempre, con principios, con sentido de estado, con dos dedos de frente y solo puedo decir #SanchezDimisión	AGAINST	poder hora comer socialista siempre principio sentir estar dedo frente #sanchezdimision
1097618325482471430	Sánchez no  se cierra  a volver a pactar con los independentistas tras las elecciones del 28 de abril https://t.co/bgtEexS49K	AGAINST	sanchez cerrar volver pactar independentista elección abril
1097462560666910721	El Ministerio del Interior veta que el president lleve seguridad oficial de Mossos en el acto que compartirá esta tarde con Puigdemont https://t.co/ChzBka429w	NEUTRAL	ministerio interior vetar president llevar seguridad oficial mossos acto compartira puigdemont
1102550678684209152	@profEHRBAR @78GARBO @Bernat_Deltell Están deseando que los catalanes, monten un follón, de tres pares, que haya violencia y así decir que esto es terrorismo y no tiene nada que ver con la independencia, es así, son así, solo buscan que su relato violento sea eso, violento	FAVOR	estan desear catalán montar follon par violencia terrorismo independencia buscar relatar violentar violentar
1092134802319466500	RT @Tiofaja_oficial: Deberías aprovechar que están los presos en Madrid, para contarnos que Aravaca no es Harvard, so facha.. https://t.co/…	FAVOR	deberias aprovechar preso madrid contarnos aravaca harvard facha
1096041942264225792	Peter Gabriel apoya la causa democrática de Catalunya. El apoyo internacional empieza a ser contundente y deja en evidencia al estado Español. #judiciproces https://t.co/7KH9kXMsZI	FAVOR	peter gabriel apoyar causar democratica catalunya apoyar internacional empezar contundente dejar evidenciar estar español #judiciproces
1103679717281017856	🔴 La Fiscalía investiga a los independentistas que han difundido la fotografía de la secretaria judicial del 1-O.  Son así de ratas y de miserables. https://t.co/d9kyDaKE5Z	AGAINST	fiscalia investigar independentista difundir fotografia secretario judicial rata miserable
1103038350871678976	Os traduzco: como no respetamos la democracia, obviamos las mayorías parlamentarias necesarias e imponemos nuestras medidas en contra del pueblo. https://t.co/aCVOFPU1XR	AGAINST	traducir respetar democracia obviar mayorias parlamentario necesario imponer medir poblar
1103062061930725376	Todo lo que se dice acerca de 'restaurar la democracia' en Venezuela es solo un encubrimiento para configurar países latinoamericanos según los criterios estadounidenses , reiteró el director del departamento de América Latina de la Cancillería rusa https://t.co/WPk7PM4Kq6	FAVOR	todo acercar restaurar democracia venezuela encubrimiento configurar paises latinoamericano criterio estadounidense reiterar director departamento america latino cancilleria ruso
1097863986522058753	@tonialba Eres una excelente muestra de que hoy en dia en los círculos cercanos al govern, no es el talento lo que hace triunfar. Ni siquiera la gracia o la profesionalidad	AGAINST	ser excelente mostrar circulos cercano govern talento triunfar siquiera profesionalidad
1103389292674588678	El ex consejero y actualmente fugado de la justicia, Toni Comín, pide al separatismo que suba la tensión en Cataluña. https://t.co/kY87O32MGR	AGAINST	consejero actualmente fugar justicia toni comin pedir separatismo subir tension cataluña
1099228397836763136	Es que ya estoy viendo a Puigdemont sacando una bandeja de pastitas e invitando a Arrimadas a un té demostrando lo dialogante y buenrrollista que es. Pero a quién se le ocurre darle al prófugo esa tarde de gloria?	AGAINST	ver puigdemont sacar bandeja pastitas invitar arrimar demostrar dialogante buenrrollista pero ocurrir darle profugo gloria
1097450220097556480	RT @bobjackk: Será que Moro vai se auto prender-se a si próprio?? rsrsrsrsrsrsrsrs https://t.co/FGFEQO3rp7	NEUTRAL	sera morar auto prenderse proprio rsrsrsrsrsrsrsrs
1103016879126429698	De los Cobos:  Se decía que se estaba intentando aplicar el artículo 155 por la puerta de atrás .  Se hizo uso de la fuerza en probablemente 100 colegios electorales   Marchena decide dar por acabada la sesión de hoy y seguir mañana a partir de las 9:30h https://t.co/EGHNZG1bqs	FAVOR	cobos decia intentar aplicar articular puerta atras forzar probablemente colegio electoral marchena decidir acabar sesion seguir mañana
1091984149211217920	Te cuentan en directo como la policía entra 'sin hacer uso de la fuerza' en el colegio de Puigdemont el 1-O. Pero resulta que entraron destrozando las puertas, en el interior había prensa internacional conectando en directo. https://t.co/ATf1GEGL7V	FAVOR	contar directo policia entrar forzar colegiar puigdemont pero resultar entrar destrozar puerta interior prensar internacional conectar directo
1096135114898264064	Pues Yo me he levantado sintiéndome ciudadano del imperio Cartaginés. Exijo poder autodeterminarme como ciudadano de Carthago inmediatamente mediante referéndum en el que puedo votar únicamente yo. Autodeterminarse no es un delito, Estado Español fascista. https://t.co/3rXIZToiw5 https://t.co/Mr9ARxG8Lk	AGAINST	pues levantar sintiendome ciudadano imperio cartagines exigir poder autodeterminarme ciudadano carthago inmediatamente referendum votar unicamente autodeterminarse delito estar español fascista
1038382372209795076	@Pioloncito @manuelgil_uso @OPR_elgrito @Alberto05703197 @Rlvrlvrlv @EspeRevolucion @jaumesingla @jjuliasole @muaythaiBJJMMA @serlagon @FaroRojo1 @RecortesCeroMu @J_Zaragoza_ @UnionIberica @adrian0gonzale1 @AndreuRomani @Oscar10241884 ¿Una república burguesa, como la yanqui, la alemana o la francesa, dónde siguen mandando los mismos y se cambia de explotador? De eso nada, yo estoy por la República Democrática Popular, dónde el poder sea DE VERDAD de la gente.	AGAINST	republica burgués yanqui alemán francés seguir mandar cambiar explotador nada republica democratica popular poder verdad gente
1097625880535416834	El presidente lamenta que el independentismo “tiene pavor a sentarse a dialogar”, pero no descarta pactos. “Tampoco me cierro a Cs, Podemos o el PP” @merinooooo https://t.co/U4qbALCQzZ	NEUTRAL	presidente lamentar independentismo tener pavor sentarse dialogar descartar pacto tampoco cerrar poder
1096078613697441792	“No les di órdenes sobre el referéndum , ha dicho Forn sobre los Mossos https://t.co/YHRgOAx6DS	AGAINST	ordenar referendum forn mossos
1099292545882951680	RT @FulvioCapitanio: @gallifantes no cantes victoria, todavía le queda la carta del 155 🤨	FAVOR	cante victoria quedo carta
1103343840830898176	Chile se volvió un país corrupto, empresarios prebendarios, políticos corruptos e instituciones débiles. Por eso es tan importante que la sociedad civil se empodere y saque la voz. El principal activo de nuestro país era la honestidad.	AGAINST	chile volvio corrupto empresario prebendarios politicos corrupto institución debiles importante sociedad civil empodere sacar principal activar honestidad
1098980994990919680	El tenista destacó que la solución al conflicto pasa por la convivencia https://t.co/GnaCmEPzIT	NEUTRAL	tenista destacar solucion conflicto paso convivencia
1095979359549247488	Durante años he visto como en Cataluña se establecía el discurso único separatista. No ha habido contradiscurso por parte de los constitucionalistas. No es que haya fallado, es que no ha habido. Ya iba siendo hora de que la gente hable sin reparos (al menos fuera de Cataluña)	AGAINST	durante año vestir cataluña establecia discursar unico separatista contradiscurso constitucionalista fallar haber hora gente hablar reparo cataluña
1097807162422771714	@BeatrizTalegon @jorditurull Está siendo un juicio precioso: cada uno tira para un lado, todos culpan a los demás. Uno se defiende con chulerías políticos. Otros intentan salvar el pellejo. Y los que ni se enteran de nada. Aplauden.	AGAINST	este juicio precioso tirar lado culpar demas defender chulerias politicos otro salvar pellejo enterar nada aplaudir
1103510530243915778	@govern @QuimTorraiPla La mayoría de Catalanes queremos quedarnos huérfanos (políticamente) de ti, eres una lacra para la democracia y libertades de todos sus habitantes ¡lárgate Ya! Y dejanos vivir en paz	AGAINST	mayoria catalán quedarnos huerfanos politicamente lacrar democracia libertad habitante largate dejanos vivir
1092055138599092220	El periplo de los familiares de los presos políticos: 1400 km por 40 minutos de cristal https://t.co/4Zo9O4iPh2	FAVOR	periplo familiar preso politicos minuto cristal
1102891924447477760	🗞 Nieto:  El uso de la fuerza el 1-O fue el mínimo imprescindible . 👏🏻Queremos agradecer la valentía de ja_nietob en el #JuicioDelProcés del 1-O por defender la labor de la policia y guardiacivil aquel día. 🇪🇸 #OrgullososDeNuestraPolicía https://t.co/N6gf8j474f	AGAINST	nieto forzar minimo imprescindible querer agradecer valentia janietob #juiciodelproces defender labor policia guardiacivil #orgullososdenuestrapolicia
