id_str	TWEET	LABEL
11034276271996764e+18	@astridbierge @BernatDedeu @JoanTarda Es un estafador botifler i malparit	AGAINST
11036782631661568e+18	RT @er_pllo: El Parlament de Catalunya sempre treballant pel que realment importa https://t.co/kG96eEfD1f	AGAINST
1102970161013886977	Com ja vam fer amb al vaga de l’any passat, els diputats i diputades donarem el nostre sou del dia de la vaga a entitats feministes , explica @JnnDiaz al #Parlament https://t.co/3TjbpaMiRR	FAVOR
1103676894778716161	@jmangues No entenc com al Parlament Europeu donen veu a aquests feixistes agressius i violents, i silencien la veu de persones pacifiques com el nostre president legítim a l’exili.	FAVOR
10918530198456769e+18	El sistema judicial vol Carles Puigdemont a Espanya no com a testimoni sinó com a presoner  @Simonbekaert (advocat de Valtònyc) #FAQStherealTV3 ▶️ https://t.co/bZYi7n7LIq https://t.co/Y3Sv8TR4TL	FAVOR
1043238956576464901	Maragall un paio que va passar de l' ajuntament franquista de Porcioles a fidel servidor del PSOE de Mister X , als tripartits d' infausta memoria i per ultim indepe . Es algu de solids principis i projecte clar i si a mes te l' experiencia de 76 anys , es un candidat excel·lent	FAVOR
10961678125304054e+18	@ERCbcn @ernestmaragall @junqueras @quimforn En una cosa té raó, no es poden barrejar les coses. Per això, l'ajuntament actual fa polítiques socials com mai vistes i a més, és l'únic partit q ha portat a judici les càrregues policials de l'1O i fa actes actes en defensa de l'abús de la gent empresonada.	AGAINST
10932181162162419e+18	RT @VogelfreiCAT: Ens “jutgen” (a tots) perquè no ens poden afusellar...	NEUTRAL
1042472564700991488	Quantissima dignitat en cada nota, massa.. No mereix el que ens estan fent 'els nostres'. Cuanta vergonya, indignitat i egoisme hi ha als despatxos, però no ens fareu còmplices de la vostre traïció, no passaran els feixistes, però vosaltres, vosaltres tampoc. MORI EL MAL GOVERN. https://t.co/5jry5nHnPH	FAVOR
1046031738709975e+18	RT @FiodoirMacTire: Plaça Sant Jaume ara mateix. Catalunya combat al feixisme!! https://t.co/RIZwru3kbt	AGAINST
1099417902346842110	RT @Ninona62: #FAQSstrubelTV3 Espanya amb Catalunya ha estat disposat a fer de tot, de tot menys política. @jorditurull	FAVOR
1041260078580621312	L'Estaca a Sant Jaume. Gallina de piel. #OmplimStJaume #OmplimSantJaume #LlibertatPresesPolítiques #LlibertatPresosPolítics https://t.co/HZzqzWIj0a	FAVOR
1102731361603985408	¿Des de quan la facultat d'interrogar a un testimoni de la contrapart està condicionada a les preguntes que li hagi formulat abans el proposant de la prova? El feixisme togat espanyol innovant, una vegada més, el Dret. #JudiciFarsa https://t.co/orIBCMQpUT	FAVOR
10931960114498396e+18	#TotesMouTV3 quina barra dir q ara hi ha crispació i ara els catalans patim i negar q fons ara els catalans no patíem! .cony q des q vaig néixer han pretès q demanes Perdó per ser catalana catalanista i separatista	NEUTRAL
1096178457678106624	Els murs humans al llarg de la història s’han convertit en una icona universal de la defensa dels drets i les llibertats. Som un mur humà, sí. Som el puto mur humà que molts que avui volen tombar, trobaran a faltar el dia que el feixisme els entri a casa.	FAVOR
10931571178910885e+18	.@Naturgy @NaturgyClientEs i @govern a què espereu per signar els convenis que marca la llei 24/2015 per tal de fer front a la #CondonaciónDeDeuda? https://t.co/moOLz6niY0	AGAINST
11033348240713196e+18	Preciosa massatgista eròtica catalana farà les delícies amb les seves mans i el seu cos Blanca Puig catalana i calenta @CHICASDELPISITO  https://t.co/i4RcO0ttda https://t.co/9MXtOpwZpx	AGAINST
10392068447267471e+18	@RaholaOficial Saps, Pilar? Crec que és la diada que vaig amb més ganes i més emocionat. Pel record dels nostres presos/es i exiliats/des i per tots/es aquells/es que van patir la violència de l' 1O. #JoAnirealaDiagonal #Diada2018	AGAINST
10976044254499144e+18	@Marta_Sibina @KRLS @QuimTorraiPla Menteixes, aixó de Vox es fals. i NO HO DIC PAS JO. https://t.co/38MtslujsO	AGAINST
11030363954871828e+18	El pregonero de las fiestas de Cerdanyola llama “prostituta” a Inés Arrimadas https://t.co/TeUyd4lkRJ vía @@DCerdanyola	AGAINST
1045391565320065024	RT @ccristin: Tossudament alçats! Camí cap a la República!🎗🎗 #OmplimSantJaume29s  #FemXarxa #29s  #LlibresLliures	FAVOR
10978718838009283e+18	@Rocco_969 @KenHaprenguin @moragasai Això era pel REGLAMENT aprovat el juliol del 2017! Després el 6 i 7 de setembre no van aplicar l'esmentat reglament. Per favor no retallis un titular si no coneixes la notícia sencera.	AGAINST
10989474453740216e+18	@martikarreras @tv3cat Segurament hi havia gent vinguda fins i tot de França. 😂😂😂	AGAINST
10392054853989458e+18	El nostre més sentit condol a l'alcaldessa @neuslloveras per la mort del seu marit. Tot el nostre suport i escalf en aquests moments difícils.	AGAINST
11037613798723953e+18	Hem d'escoltar i compartir el que ens arriba des de @HeuskalHerria Ens queixem que nos ens escolten, a ells tampoc.  #LlibertatPresosPolítics https://t.co/4uYpuKRahz	NEUTRAL
1097773355757985792	. @ernestmaragall a les portes del Suprem:  El Parlament Europeu ha d'estar molt pendent del que passi avui perquè sap que en la persona de Raül Romeva s'hi juga molt #judici1o https://t.co/yLXJWG7LQs	FAVOR
11037401116557476e+18	CUPvERCgència distreu els idiotes dels seus votants amb la pastanaga reial perquè no vegin l'estafa del procés. Per contra, cada vegada que #CUPvERCgència ataca el rei, els espanyols es fan més monàrquics. Processisme i monarquia es necessiten mútuament. https://t.co/qHZCKZVLCS	AGAINST
1103653856519561217	@JoanQueralt O comencem a tenir clar que la única solució és votar massivament la @cupnacional o no en sortirem.	FAVOR
1103430765788971e+18	RT @Judit_C_: Només pels somriures que la tiparraca de la Toro aquesta ha provocat als presos, ha valgut la pena...	NEUTRAL
1040600382894952448	Amb l'exhumació de Franco, es trenca un tabú imposat a la transició: la intocabilitat del franquisme. Convindria no quedar-se aquí i trencar-ne molts d'altres, com l'exclusió del dret a pronunciar-se sobre la república o l'autodeterminació.	FAVOR
10976002755677921e+18	Ran i en Kogoro son els millors!!!!!! #DetectiuConan3XL	NEUTRAL
1104147962240921600	RT @jordigalves: Realment els independentistes van ser violents? 'Policies contra l’evidència' https://t.co/x4LkGNTAi6	FAVOR
10979899574976143e+18	🏳️‍🌈⚽️🏐🎾 Avui, com no podria ser d'altra manera, ens sumem al #DiaInternacionalContraLaLGTBfobiaEnElDeporte.  Aquest 19 de febrer, i cada dia, diem NO a la #LGTBIfobia al futbol i al món de l'esport en general. https://t.co/iuRj0A6czN	NEUTRAL
1036726609036947457	El que cal es fer pinya entre els indepes , no fer volar coloms sobre que Colau Coscu i Rabell es facin indepes ( cosa que no pasara mai ) per justificar fer un tripartit autonomic	FAVOR
1043184998499713024	No, seriosament, quan crearà algú unes brigades mata feixistes?	FAVOR
1098904077415665664	No, ni jo ni el meu pare @mstrubell hem escrit el famós missatge a Jordi Sánchez. NO, rotundament NO. #JudiciTV3CatRàdio https://t.co/cm68Z6WNwA	FAVOR
10979668009465856e+18	@perearagones @Esquerra_ERC @raulromeva Quina mania de parlar sempre de dignitat. Un xic més de sentit comú i pragmatisme i ens hauríem estalviat tot aquest patiment.	AGAINST
1102527141663645697	RT @MetdOlot: Veig tothom molt amoïnat amb un nou 155. Sabeu com no te' l poden aplicar? Sent INDEPENDENTS! Algú se' n recorda d' aquesta p…	FAVOR
1097487478985027586	RT @LauraCarreras: @vpartal Quanta més repressió, més indepes o més determinats Ni ho entenen ni ho entendran mai pq es comporten com a col…	FAVOR
11028624496388628e+18	Millo acusa els CDR de violents. Els criminalitza i posa el relat per a que se’ns persegueixi penalment	AGAINST
10931958605764813e+18	#TotEsMouTV3 No em cansaré de repetir-ho: és MALVAT, MONSTRUÓS, equiparar els errors polítics -evidents- d’uns (els indepes) i els errors en forma de violència, presó i repressió dels altres. Monstruós. No compreu aquest marc, sisplau.	NEUTRAL
11033369030200689e+18	@marc_bodi No parla de carreges. El responsable de tot aixo va ser el @govern	AGAINST
10992773035934884e+18	@pilarcarracelas @sbguarch @siemprepositifo No veig que tergiverssi res. Veig que no ets capaç d'entendre els que no estem d'acord amb com ho veus.	AGAINST
11036049438298235e+18	10è Aniversari ja del Programa INPA a @HospitalSantPau Com passa el temps, com han millorat les xifres i quan falta encara per millorar més. Felicitats a @yacincuenta i tot l'Equip de la UMI! https://t.co/WlNrSYlmzw	NEUTRAL
1093068909467582464	Arribem al punt que @Esquerra_ERC i la @CridaNacional ens volen introduir al nostre marc mental que el diàleg i un referèndum pactat són la solució. Això és renunciar a els últims 6 anys de manifestacions, al 1d'Octubre i totes les hòsties rebudes. És tornar al 2012 i fer de PSC.	FAVOR
11033668396635791e+18	@manelcolmenero @mcalpena Clar, amb els “vitores” de la gent que  l’aclamava	AGAINST
11036616912109978e+18	A bona part de Catalunya no hi plovia des de l'1 de febrer (32 dies sense pluja). A #Alcanar es van recollir 0,2 mm el 29 de gener i avui és el 37è dia sense pluja apreciable #Montsià #meteocat	AGAINST
10919731525640436e+18	Ets molt millor que en Maquiavelo, noi...  el putu amo de la estrategia.   I com es que no els heu alliberat aquest mesos passats?? https://t.co/eqLdDRpP6c	AGAINST
10976176131512238e+18	Com es fa perquè no em surti la Talegón al timeline?	AGAINST
1092950604501135365	RT @rosariopalomi71: El MHP Carles Puigdemont, farà un acte el dia 13 de febrer a la Universitat de Groningen, als Països Baixos.  https://…	FAVOR
10988163211926405e+18	Santi Vila: la DUI va ser un fake simbòlic sense trascendencia Processistes : Traidor! Rata! Botifler Venut!  Turull: la DUI va ser un fake simbòlic sense trascendencia. Processistes: Exemple de dignitat! Heroi! Polític de la gent! 🎗️🎗️🎗️!	AGAINST
10961678022836593e+18	RT @joanc1999: @rgb1octubre @jscciutatvella Allà hi serem per mantenir el diàleg encara que sigui molt difícil https://t.co/aReSivW8IB	AGAINST
1097563963825504256	RT @joseantich: En directe: Expectació per la conferència dels presidents Puigdemont i Torra a Brussel·les via @elnacionalcat https://t.co/…	FAVOR
1095992889610514433	Autodeterminació. Drets socials, civils i polítics. Llibertat preses polítiques.  Retorn exiliades.  Dissabte 17h.  Manifestació imprescindible a Barcelona. https://t.co/gWEaUsz2TO	FAVOR
1096048207635927e+18	Abdul Aziz Muhamat, refugiat sudanès confinat en un centre de reclusió, guanya el prestigiós premi internacional de #dretshumans #MartinEnnals  https://t.co/a91pokFql5	AGAINST
10961467410768608e+18	Els fills ideològics del coronel Galindo.  Si no fas allò que et diuen t'enterren en calç viva o et torturen a Intxaurrondo https://t.co/xxPe07XVZj	NEUTRAL
10959686602404576e+18	@elsa_artadi Quan tens, com tú, el cove plé, potser sI.  Pero aleshores no et dediquis a la política, dedicat a ser empresaria explotadora,o algo així.	AGAINST
10366630077854925e+18	RT @VilaWeb: Boye ha respost amb un ‘gràcies, degà’ ben irònic https://t.co/FB63cEg0hP	AGAINST
1102940101385113601	Des d'Espanya ens amenacen amb un nou 155. Els sindicats dels règim del 78 van estar callats durant aquells mesos, recordeu?  Ens cal un sindicalisme país. Només conquerint tots els espais de poder, serem forts i podrem fer front a la repressió. 🗳️  @Bombers_ICSC https://t.co/s0OYO0clVf	FAVOR
10978512992180265e+18	Sánchez no descarta pactes postelectorals després del 28-A, a excepció de Vox https://t.co/dfwn8B1nh8	NEUTRAL
1040186830237446145	🔴 El company Willy Toledo en llibertat provisional després de no declarar davant el jutge.  Solidaritat, força, lluita!✊🏻   #LaNostraSentència: independència! #MeCagoEnDios    https://t.co/oy57JWlav6	FAVOR
10994203841752924e+18	Alejandro Fernández, ha criticat aquest dissabte que la líder de #Ciudadanos a #Catalunya, Inés #Arrimadas, aneu a #Waterloo (Bèlgica) perquè  cau en una retòrica populista, que és caure en el joc  de l'expresident de la Generalitat Carles #Puigdemont  https://t.co/98qcQYrgLt	NEUTRAL
11024758842278994e+18	@palaudavid Si això és una entrevista periodística, el periodisme està fotut, doncs...	AGAINST
1037649954238615552	En @SusodeToro1, sobre el deure dels polítics de “conduir les emocions, racionalitzar les situacions i trobar-hi sortida”. Clau. Descriu, a més, el posicionament actuals de les dues principals forces independentistes ✍🏼 https://t.co/zIweaVllAj	FAVOR
11029678431366554e+18	A @laviniagroup estem buscant un periodista amb experiència en l'àmbit de la comunicació política per a un nou projecte periodístic. Interessats o interessades: CV a miquel.pellicer@lavinia.tc. Gràcies! https://t.co/kALZCMat3J	NEUTRAL
1103958526882398208	No sé si votar a Junqueras, Miquel Roca o Echenique 🤣🤣🤣  Feu el favor de fer una LLISTA UNITÀRIA I TRANSVERSAL AMB L'OBJECTIU DE LA REPÚBLICA CATALANA VOTADA PEL POBLE. 🌟X  VISCA LA REPÚBLICA CATALANA!	FAVOR
1097402657768173569	També visitaran el Parlament de Flandes, on es reuniran amb el president de la cambra, Jan Peumans Puigdemont i Torra fan avui la conferència conjunta a Brussel·les malgrat la censura de Tajani https://t.co/W7nL0VXLli	FAVOR
11030234096116367e+18	Franco va necessitar anys i tot un exèrcit per tancar la Generalitat, jutjar-ne el govern i prohibir el català. Ara, gràcies al processisme, no els cal cap exèrcit: amb un jutge i un funcionari del 155 enviat des de Madrid n'hi ha prou. El #processisme és submissió. #judici1O	AGAINST
1045172582037803008	Tres-cents vint-i-nou, i cent vuitanta-vuit, i tres-cents quaranta-vuit, i es pretén que aguantem els violents.  #garrotuit #LlibertatPresosPolíticsCatalans #LlibertatPresesPolítiquesCatalanes	FAVOR
10988815847264911e+18	Es compleixen 80 anys de la mort d'Antonio Machado https://t.co/qlCc9UzV0u	NEUTRAL
1098860673092734977	Aquests dies he pensat molt en les discussions amb @JordiGraupera i @enricvd i m'ha sortit això, un elogi de l'empatia davant dels tecnòcrates, els racionals i els que provoquen un 155 emocional:  Jordi Graupera i els robots  https://t.co/qfyRGgI4pM	FAVOR
10993471632708403e+18	@antonijover @sempresaludava ara de debò, us fa gràcia el de la galleda de merda? crec que jair, et pressiona molt el llaç 🤣😂🤣el cervell 🧠	AGAINST
11039683777673748e+18	@ElsBastards @vox_es @LauraBorras @Barcelo_neta @NoemiGaleraN @IsaCampo7 @deLaiaCosta @ariadnaoltra @MarquesAgnes @EstelSole @laura_rosel @Gemmajhb Estiu del 93 i Marie Antoniette.	AGAINST
1097862602779168769	@AlbanoDante76 Si el #28A seguim comprant el fum d'@esquerra_ERC i @Pdemocratacat seguirem tenint  només fum  És el moment de fer un vot de càstig i canviar les coses  #JoJaNoComproFum   #28AoJuntsoRes	FAVOR
1097757087373893633	@martatrepat1 @Patol1cas La crida a no votar és intencionada!!!     Els gilipolles, en tot cas, són els que hi cauen de quatre potes!    Cal ser més intel.legent, i pensar a qui beneficia que no votem partits indepes.....	FAVOR
10979162723214008e+18	@EnricFV1 @Misshima18 A mi m’agrada insultar, no t’enganyis! .Acostumo a dir RUC    o RUCA (m’ho he copiat del Bernat Dedeu) ;——))))	AGAINST
1102632970605785088	EN DIRECTE | Nieto:  Durant la Junta de Seguretat els vam insistir que el referèndum era il·legal i que la situació era de risc per la possibilitat de xocs violents  https://t.co/xOGnSUUik8	FAVOR
10930946503474831e+18	Ups, sembla que a la  Crida Nacional  se li ha caigut aquest tuit. Seria una llàstima que romangués a Internet per a la posterioritat, oi? https://t.co/LtjFlMcTbg	AGAINST
1038391199030288385	No busqueu més, ja teniu on dinar el proper #11Setembre!! Al Passeig del Born @Poble_Lliure i @LaForja_Jovent organitzem un DINAR POPULAR!  Paella (amb opció vegetariana) amb aigua o vi i postres (10€) També farem un acte polític a les 11:30h!  NO FALTEU!! #OrganitzemRepública https://t.co/FS8I5dNGVg	FAVOR
10960901905049722e+18	La devoció catalana a sant Valentí és mil·lenària i des de fa tres segles i mig, se n’han venerat de diferents. Els coneixeu? https://t.co/A3VaS0cwyG @carmemunte @catcrist @GloriaBarrete @angeldelaweb @peloux_fernand #dulia #etnografia #devoció #relíquies #reliquiaris #santoral https://t.co/rQXW9pb3Tb	AGAINST
1102509760967049216	Guaita. Na @sorayasds va dir que  a raíz del #20S , després va rectificar... En @zoidoJI no recorda el que va dir que no recordava...  Vés a saber. I ara aquest person diu que el 8 van començar a preparar.. Quanta credibilitat! #FakeTrial https://t.co/eiouS8pSuN	FAVOR
11028357185803018e+18	@albaverges @icscatcentral Heu revocat el Conveni signat durant el 155 amb l'INSS?	AGAINST
1044510651077586944	@MiquelBuch per si és del seu interès ... dissabte tornen a Sant Jaume !! Si us quda un bri d decència o dignitat ho podrieu aturar !!!!  #OmplimSantJaume29s https://t.co/hKElJNrMPJ	FAVOR
1103597555257086e+18	@XavierFina No és el meu cas: no indepe que dubtava votar Comuns i que aquest factor em fa no votar-los a Generals però sí a l'ajuntament.	AGAINST
1102896258744750080	Proposo que a can diccionari/vikipèdia, la definició del terme CÍNIC s’acompanyi, per il·lustrar, de la foto d’aquest individu. Quina vergonya, de veritat, aquest tipus de polítics sense escrúpols. Quanta mentida i impostura, i sense despentinar-se. #Millo https://t.co/SjxSyCGgrG	FAVOR
10372203689085297e+18	RT @xavidomenech99: Jo no he dimitit. Ha dimitit l'altre. Sí, els dels Comuns. Jo no. Ho juro.	AGAINST
10401054163724943e+18	Gràcies a tots els qui us heu interessat per la meua salut. Tot ha anat be i ara comencen unes quantes setmanes de recuperació. Lamente molt, però, que he de suspendre tots els actes públics que tenia programats els pròxims dos mesos.	AGAINST
1099366030621720580	@ramirp I per què no llista unitària i així ja tenim fet el referèndum  Llista unitària de tots fins hi tot la CUP	FAVOR
1093004789829586945	Fa temps que aviso: 1- L'1 d'octubre va ser paper mullat. 2- Ens volen portar a una tupinada de referèndum manipulat on perdrem i així donar per acabat el procés. https://t.co/YnefP5zl4p	FAVOR
10391750963620536e+18	RT @VilaWeb: La guia de la manifestació de la Diada de l’Onze de Setembre. Tot el que necessiteu saber https://t.co/a72ixSyolW	AGAINST
1098867594264801281	#davantdelSuorem  Em considero un pres polític, aquest judici és un judici polític. Diré solament la veritat. Les acusacions són falses!  #absolució #FreeTothom https://t.co/3G864J2ogQ	FAVOR
1096029398304808960	RT @albertcuesta: L'HC @quimforn li diu a la cara a l'individu de les punyetes que és un  peliculero .  #JudiciProcés	FAVOR
1095925772055994368	RT @VilaWeb: Boye i Puigdemont desmunten l’atac de la fiscalia contra Slesvig-Holstein https://t.co/fV1SOMS0ZJ	FAVOR
10931378212364493e+18	Demà anirem bojos, però organitzats, ho aconseguirem !! https://t.co/ef5igI0Ttp	AGAINST
10402168206225244e+18	El fenòmen @AdaColau és miraculós. Se´n va a @salvameoficial i resulta q és bisexual. Deixa la política @XavierDomenechs i ella també s´ho planteja. Esclaten els màsters i assegura q a ella li van oferir i va dir q no. Q no parli @sorluciacaram o dirà q va tenir vocació de monja	AGAINST
1097448557521576e+18	Hi ha una campanya brutal dels processistes a Twitter per desacreditar i anul·lar els grans comptes d'usuaris independentistes. Això voleu?? Una República on els que no pensen com vosaltres siguin discriminats i apartats?? Dieu dels feixistes però vosaltres sou iguals o pitjors!	AGAINST
10918705767828316e+18	Canviem els nostres lemes i adoptem moral de victòria: - Ni un pas enrere -&gt; Sempre endavant - No esteu sols -&gt; Estem amb vosaltres - No tenim por -&gt; Guanyarem - Llibertat -&gt; Independència  Sentim tristor i ràbia, però cada dia tenim més clar que el camí és la República Catalana	FAVOR
10978621794019901e+18	@jorditurull @tornergran Si. Pots fer servir el teu dret de respondre a les preguntes dels advocats i fiscals de la sala per argumentar la teva inocència, per fer un mitin com cal. Total els anys de comdemna, si et sentencien com culpable, son teus . Només teus	AGAINST
1097823724869427201	Amb @elsa_artadi avui acompanyem  els consellers legítims @jorditurull @raulromeva i @joseprull al TS. Saben que aquest és un judici polític però estan determinats a explicar-se i a demostrar que no hi va haver delicte sinó només urnes i democràcia. #JudiciALesUrnes #FreeTothom https://t.co/YuQ60Ay4rq	FAVOR
1103705178539212800	RT @DiariVapor: El sindicalisme independentista guanya les eleccions sindicals a la Generalitat https://t.co/BcMCcqTP3k https://t.co/bucwxB…	FAVOR
1104059137753825280	Escolta @soler_toni, que només escoltes als del 155 i al teu superior, Vicent Sanchís, i ja tens prou edat i poder a @tv3cat per plantar-li cara. A mi, aquí, m’hi falta el gran @tonialba!   — Fes RT si a tu també.  #ToniSolerDimissió https://t.co/fhxQlkOkFr	FAVOR
1096043634124824576	BREU ANÀLISI D'URGÈNCIA  La defensa de @eyndePenal ha estat formidable  Una defensa estrictament política per oferir al món el relat de la dignitat del poble català i el seu dret a l'autodeterminació  La sentència està dictada i una defensa tècnica hagués estat humiliant  GRÀCIES	FAVOR
10961904918660833e+18	@GrasGene Exactament això, la gent es deixa portar per l’emoció.	AGAINST
1035976029012221953	Vist a Perpinyà en cartells del festival de fotoperiodisme Visa Pour l’Image. La direcció del festival no ha volgut exposar fotos sobre el procés independentista a Catalunya; per això el moviment catalanista de Cat. Nord ha organitzat diferents exposicions per tractar el tema. https://t.co/xMXf8lS1GK	FAVOR
1104043307980734466	RT @sebastiacros: Dec ser jo, però no veig el Fairy per enlloc... #MilloMentider #JudiciDeLaVergonya https://t.co/lFQVW0mbdA	FAVOR
1097384312629067777	RT @salvadorcardus:  La democràcia també està sota judici a Espanya , diu el 'Washington Post' https://t.co/7p6k0iAs1J	FAVOR
10976231242611712e+18	RT @linformatiu_tve: MOSSO | El mosso d'esquadra que li va dir  idiota  a un manifestant s'ha acollit al dret a no declarar | @mossos https…	NEUTRAL
1099236418629627900	La única manera de posar a Catalunya dins del S.XXI és tenin totes les competències i la financiació pq sigui una realitat. Aquesta realitat no serà possible si no tenim la independència. Encara no la tenim, no vol dir que no poguem començar a treballar. https://t.co/BcH0s13zmR https://t.co/BjDnzlUNOF	FAVOR
1103672825896976384	#LLIBERTATS | Ángel Gozalo, cap de la Guàrdia Civil a Catalunya l'#1Oct, va condecorar els exveterans de la 'División Azul' de l'exèrcit nazi https://t.co/M1iUvS0vO0 Ho explica @albertmartnez https://t.co/HfhbmZrQUH	FAVOR
1096169008729149440	Avui m'ha semblat un bon dia en el judici de la vergonya... però jo espero, cada dia, la declaració d'en Jordi Cuixart. Crec que hi haurà un abans i un després... diguem optimista!! #ThisIsTheRealSpain #JoAcuso #AutodeterminacióNoÉsDelicte #MakeaMove #LlibertatPresosPolitics	FAVOR
1096114632949985280	González Pons (PP) demana detenir Puigdemont si entra al Parlament Europeu via @elnacionalcat https://t.co/9TqccXvuet PSICOPATA INDECENT	FAVOR
1036168617845555201	El procés de l’1-O “És una farsa judicial que no s’aguanta per enlloc. Un judici a la democràcia, la sobirania i la legitimitat del poble de Catalunya”.   📌 https://t.co/IfqtoPRHeq  Aquí podeu veure l’entrevista sencera al @diariARA:  📺 https://t.co/INgkCUkSfm	FAVOR
1103199470563541e+18	El día violeta, Joana Bonet  @lavanguardia https://t.co/T6QlzqUWUx	AGAINST
1098860668369932289	⚖️ | #JudiciALesUrnes |  🎥 conseller @joseprull:  Hi havia un mandat democràtic clar per part de la ciutadania de Catalunya i nosaltres vam complir amb aquell mandat democràtic. Vam buscar l'equilibri entre l'imperi de la llei i el principi democràtic   #FreeTothom🎗 https://t.co/fpJjkG0r2F	FAVOR
10974358908073902e+18	El “Parapet de les executades i executats 1939-1952”, de Francesc Abad, s’inaugura el 24 de febrer a la plaça del #Fòrum, amb una festa ciutadana en què hi participen Andrea Motis, Sabor de Gràcia i Brodas Bros. + info 👇📺 https://t.co/e8Jw6UfBF1	NEUTRAL
1097496247806631936	Encara no us heu registrat al https://t.co/oRZKoEFZUE ? Aquest registre no és una  perfomance  més, és una eina molt necessària. #AutodeterminacióNoÉsDelicte #JudiciFarsa  Per a qui tingui dubtes, que faci una ullada a les explicacions d'aquest article: https://t.co/lrHKua6oA2 https://t.co/9uWXAv8urt	FAVOR
1092096215263658e+18	Nou article:  Lluites, presos, dignitat, respecte...versus toxicitat primària i destructiva    No ens deixem arrossegar pel pensament tòxic Respecte, perspectiva i compromís https://t.co/15N04iiZJ5	FAVOR
1103355639886237696	RT @TotBcn: Una candidatura independentista revoluciona les eleccions a la Cambra de Comerç @assemblea @CCatalaNegocis https://t.co/NWqHXjU…	FAVOR
1102991913492320256	Segons Pérez de los Cobos, les muralles de votants estaven organitzades i dirigides jeràrquicament, alguns amb la cara tapada i agredint a la PN i la GC, tal com es veu vídeo. #Mentiders #JudiciFarsa https://t.co/MSbE1vUKXA	FAVOR
1041767714879164417	RT @fuster_guillem: A Kontra Korrent canteu ben alt : #LaNostraSentència : Independència! Amb música també #OrganitzemRepública https://t.c…	FAVOR
10439538890940457e+18	RT @Francis42448047: [VÍDEO] Crits d’independència i xiulada massiva a Ballesteros durant la diada de Santa Tecla https://t.co/nka8oRIHKC	AGAINST
11027265554182185e+18	RT @RMGBCN: IMPORTANT! D' aquí 100 anys qui tindrà una estatua al mig de Plaça Catalunya ??  FES RT I DEIXA COMENTARI	NEUTRAL
