Stance	text
AGAINST	#equality babies live #semst
AGAINST	last pastar thiswhy abortion providers dismember fetus alive that soundshideously inhumane #semst
NONE	keep god work they nutters #semst
AGAINST	bday grateful parent gave #adoption #nochoiceisevereasy #semst
AGAINST	planned parenthod lines pockets sacrificing women children altar abortion
AGAINST	deny basic human life unborn babies #lifewins #endthediscrimination #semst
FAVOR	time antiabortion laws lead unsafe illegal abortions #semst
FAVOR	needed safe medical procedure women unfortunately make womens decisió #semst
AGAINST	feminist prochoicer simply carry beliefs logical conclusion #faminism #yesallwomen #semst
AGAINST	okay declaring protecting equality unborn #scotus #murder #semst
AGAINST	god riddance millions black babies hope misunderstanding #semst
AGAINST	abortion selfdefense shoting rapist kittington #pjnet #tcot #semst
NONE	great meeting today guys reading tweet welcome team excited expand team sobhy #semst
NONE	what leftists putting americà danger #tcot #uniteblue #lovewins #lgbt #scotus #semst
AGAINST	pregnancy turn deadly time warning forçar someone #semst
AGAINST	charged manslaughter after another woman dia from #semst
NONE	time pop posting #dyslexic #oneinthesame #semst
AGAINST	children millions aborted #everylifematters #semst
AGAINST	idiot feel aborted fucking dead #semst
AGAINST	agree choice womans life danger rapar baby deserve death crime hisher father #semst
AGAINST	plannedparenthod agenda money killing babies business minority genocide resultar #ccot #semst
FAVOR	planar abortion thing pla #semst
NONE	remember gat hell prevail #gaymarriage #semst
NONE	findin budget compromise process #brownback #income #thestate #semst
AGAINST	sweat killed victim extremar deadbeat parent innocent babies abortion #scotusabortion #semst
AGAINST	unthinkable shameful acceptable encouraged desirable evolution killing defenseless #semst
AGAINST	lets agree kill baby uterus #dnc #clinton #procompromise #semst
AGAINST	kill claim made mistake true jail killing spouse
NONE	tok disciplinar tobacco made airtight filled home energy climate lies evil energy soared #semst
AGAINST	#persons determined #size #prolifegen #prolifeyouth #semst
AGAINST	kill children fear poverty provide indeed killing great #quran #semst
NONE	bigger problems #christians #marriage #worldhunger #cleanwater #sextraficking #slavelabor #womensrights #thelost #semst
AGAINST	anything destroys gods gift motherhod destroys precious gift women #motherteresa #semst
FAVOR	bernadette smyth ignorar thunder cunt life body business #itsaballofcellsnotababy #newsni #semst
NONE	power pray #nepal #baltimore #isis #kenya #genderchange #injustice #slavery #racism #middleeast
AGAINST	alvedaking disturbing thing planet flod streets #blod #children #happyearthd #semst
AGAINST	preach black sherif says #blacklivesmatter theyd protestar abortion clinics #choselife #alllivesmatter #semst
AGAINST	they eliminated #murder they callar #name #prolifeyouth #prolifegen #semst
NONE	waiting answer wealding authority stop disobey government #semst
AGAINST	kill darlings advice feel abortionist unfinished stories #writing #literary #semst
FAVOR	happy hear #scotus blocked closing abortion clinics appeal heard #safelegalrare #thinkprogress #semst
AGAINST	sinners humà kill human being wanted #scl #thoughts #semst
NONE	every time respond frustrates steal time happiness #easyweightloss #semst
AGAINST	#humans role #god #racheldolezal #caitlynjenner #scotusmarriage #semst
NONE	today proverbial straw broke back america matter time weve #lovewins #semst
NONE	tell #prolife lying their gullible followers misinformed #uniteblue #semst
AGAINST	nation kills children nation hope popar saint john paul #prolifeyouth #alllivesmatter #semst
AGAINST	women bodies #thingsyoudontsayasapolitician #semst
AGAINST	hillary champion women unborn #semst
FAVOR	what great argue benefits making abortion legal #semst
FAVOR	kudos mentality believes people dumb protection mature enough care baby #semst
NONE	#bristolpalin professora #abstinence education work afordable access contraception #semst
AGAINST	premeditated taking innocent human life degree murder #semst
AGAINST	abortionists refused comply constitutional comonsense standards #naral #semst
AGAINST	hadnt october baby night crying thingi moure touching #adoption #semst
AGAINST	justar owned woman works planned parenthod #factsonly #semst
NONE	bristol palin lectura guys thats #hypocrisy #minutes #semst
NONE	jesus trust things trust world #semst
AGAINST	plenty stem cell baby smashing #semst
NONE	follow #patriot thanks back #truth #liberty #justice #proisrael #wakeupamerica #freeamirnow #semst
NONE	hospital signed legislation #semst
AGAINST	abortion feminism babys body yoursisright #semst
AGAINST	save baby humà #waar #semst
NONE	large part dificultar write imaginar read fucking thing #semst
NONE	someone snitched playing naked twister teens cock blocking children #semst
FAVOR	#gop mala telling body
AGAINST	#love delight #evil #rejoices #truth #loving requires speaking truth #protestchildkilling #semst
NONE	mayor baltimore give rioters rioters #blacklivesmatter #exceptdemocrats #sanger
AGAINST	support #abortion never abortion youll give account creator taking innocent life #semst
AGAINST	generation ends abortion care toes step ofend time #semst
AGAINST	time #deathpenalty united states #wholelife #semst
FAVOR	americà support family planning cutting title wrong #protectprevention #savetitlex #semst
AGAINST	#dailywordsofwisdom pats hell children defines goverment #fostercare #adoption #semst
FAVOR	singlar importar factor womens advancement society ability controlar fertility #semst
AGAINST	continuar bless america country continuar approve glorify things opposition #ssm #semst
NONE	spent whole highlight filmar israel tripill pondre link instagram link #ballislife #semst
AGAINST	settled abortion constitutional necessarily means carrying #semst
FAVOR	today grateful controlar body govt influence #antichoice leaders stop this #abvote
AGAINST	hurts ofended flagsymbol deathsabortions millions innocent children #flag #mississippi #semst
AGAINST	pretend #tree #save babies everywhereyouthgen #semst
AGAINST	#debbiewashermanschultz woman voice doctorar voice speaks baby askin #semst
FAVOR	people prolife probirth when mother provide then #semst
FAVOR	assaulting manipulating pregnant people reduce #semst
AGAINST	womens rights joke even keeping #semst
AGAINST	forcing anything abortion medical help options very proud #semst
AGAINST	scotus again blocks texas enforcing part abortion stop killing babies #semst
FAVOR	consenting consenting pregnant like #semst
NONE	brownback visits cities #kansas signatura #bill #woman #semst
FAVOR	inching diabetes supporting #chocolatemadness #mapoli #semst
FAVOR	bodily autonomy human right persons access abortion human right #reprojustice #reprorights #semst
NONE	legal #semst
AGAINST	cursed takes bribe shed innocent blod people amar deuteronomy #dropsmic #semst
FAVOR	happiness body #semst
NONE	disagree love hard feelings #semst
NONE	forget nation nation under #reagan #christian #doglover #conservative #semst
AGAINST	nation kills children nation hope popar saint john paul #prolifeyouth #alllivesmatter #semst
AGAINST	mothers advising daughters abort insane unacceptable #condoms #itsnotonitsnotsafe #semst
AGAINST	does #pregnant #woman heads hearts arms legs #prolifeyouth #prolifegen #didntthinkso #semst
AGAINST	#peoplesdebate better child bornar marriage mothers #loneparents allowance singlar #vinb #semst
FAVOR	funny male politicians deciding women bodys
AGAINST	dia movie phase babies abortion #semst
AGAINST	focus energy keeping people alive deciding marry #semst
AGAINST	love injustice abortion abolished #alllivesmatter #semst
NONE	pressure failing miserably keeping promises made #gop #pjnet #amnesty #obamacare
NONE	happy america making people married love #marriageequaility #semst
NONE	wife blow head sound #elsalvador #semst
NONE	ever notice cruz love constitution change #aca #gaymarriage #semst
AGAINST	justice breyer injections arms killers heinous word acidic salinar executing unborn babies however #semst
FAVOR	killing baby tonight care wrong right #semst
AGAINST	thrilled announce opening satellite ofice well street #asu #semst
AGAINST	thought tissue #semst
AGAINST	thats cannibalism abortioncomparing eggs loving chicken #cannibalism #analogy #semst
AGAINST	pregnant abortion clinics starbucks #semst
AGAINST	refusar stop praying abortion #semst
NONE	what makes human race behave undignified gain attention #furgison #prideparade #potus #isis #lgbt #semst
AGAINST	begin prayer ephraem syrian #semst
NONE	joining studio amo josh musicar career kobi kihara #bands #semst
AGAINST	true progressiu work greater inclusion protections marginalized standing unborn progressive
AGAINST	prayers babies urgent prayer detroit diego caone antonio life begins conception #semst
AGAINST	abortion #abortionondemand #menstruationmatters #semst
AGAINST	thanks kudos caring safety unborn children #auspol #semst
AGAINST	sense again abortion healthcare with abortion human lies #semst
FAVOR	defunding fewer abortions dead women #prochoice
AGAINST	could before even bornto justar tinyar little thing that doesnt matter #semst
NONE	people spoke nazi world live live people #semst
AGAINST	still waiting libs explain premeditated murder premature baby reproductive healthcare #ccot #semst
AGAINST	#prolifeyouth feminist fighting womans life womb #alllivesmatter #semst
NONE	#liberals realize conceded debate shaw haggle price #idiots #semst
AGAINST	#potus seals legacy wins #gop agenda still repeal #gun laws #obamacare access #totallosers #noideas #semst
AGAINST	gag face #semst
AGAINST	gonna abortion clinic firar anyone wanna join #semst
AGAINST	theres gray area abortion discuss #legal #ethical #dilemas #doctors #patients face #semst
FAVOR	massively reduces abortion education access birth controlar #semst
AGAINST	#americans #life #liberty #pursuitofhappiness dont #unborn americà #semst
AGAINST	more #blacks killed abortion #slavery #confederateflag #semst
FAVOR	today grateful #reproductiverights families escapar poverty #abvote #semst
NONE	thank treating kindness respectar wellness exam #womenshealth #yaycondoms #semst
AGAINST	amar brothers minar #prolifeyouth #semst
AGAINST	turning racial thing #semst
AGAINST	when laws passed scotus defy gods laws children sufer bless children #promarriage #semst
NONE	narrative black lives matter black lives matter time #blackonblackviolence #semst
FAVOR	brilliant #lovewins extend equality womens rights #abortionrights #semst
NONE	hypocrisy #lovewins supporting #quitkillinggirls #semst
FAVOR	god time adjudicating womens reproductive systems results god #rape #semst
AGAINST	beautifully comunicate prolife message consistently blow away #semst
AGAINST	will #voice unborn babiesyouthgen #semst
FAVOR	premise wrong nothing earth right someones body wout consentir #rapeculture #semst
AGAINST	pollar abortion doctor told woman abortion required casar #semst
AGAINST	children greatest blessing bestowed woman popar franci #semst
AGAINST	bless america kill babies year #semst
NONE	excellent speeddating #ethics discussion today class #morality #semst
AGAINST	mint listening live talking #margaretsanger total evil even pro#abortion #semst
AGAINST	women enjoy experience #semst
AGAINST	black lives matter womb #semst
AGAINST	govt largest corporation murders babies defund #semst
AGAINST	morally wrong life sacred giver onlyhim it#haveyoursay #semst
NONE	glad home #nmh #scotusmarriage #aca #semst
AGAINST	without #life liberty pursuit happiness possible #prolifeyouth #alllivesmatter #semst
NONE	influence policy info presented whole listed partner #semst
FAVOR	whether children completely personar carrying pregnancy
AGAINST	agonist abortion vasectomy #semst
AGAINST	like weak strong #christian #wewillovercome #semst
AGAINST	#mozambiques penal code takes efect wednesday significar elementsincluding #decriminalisation #semst
FAVOR	watching teen watching farrah bitch makes abortion more #semst
FAVOR	keeping pregnant people safe great reason abortion though
NONE	protesters everywhere goal change minds rational adult scar minds kids #pgh #semst
NONE	love love terms keep faith jesus anchor storm hebrews #semst
AGAINST	equal equal work freedom fear rapar sexual objectification right abort
NONE	obamcare loses supreme court religious freedom #scotus #tcot #semst
AGAINST	equal rights bornar rights bornar #liberallogic #liberalism #life #semst
AGAINST	there sinister naziesque folk support killing babies #qanda #auspol #semst
AGAINST	long allowed show medically correct photos contraception family planning table #stopabortion #semst
AGAINST	everyone choice heaven hell #promarriage #profaith #eternallifematters #semst
AGAINST	explained baby business helped medicaid #semst
AGAINST	abortion clinics back alleys profit center conditioning #semst
AGAINST	from millionyr millionyr only make declinar making abortion criminal #semst
AGAINST	mary help christians persecuted everywhere pray #holylove #unitedhearts #maranathasns #profamily #marriage #semst
FAVOR	people kids prochoice abortion prochoice people miscarriage prochoice #semst
AGAINST	#scotus majority opinion substitute abortion capital punishment opinion texas clinic casar #semst
FAVOR	dont life abortion woman doctorar #semst
NONE	already #semst
AGAINST	notion century killing #semst
AGAINST	life #precious babies mothers fathers please support sanctity human life think #semst
NONE	provide demonstrated sexual training preparation marriage from coming woman #sexed #marriage #boks #semst
AGAINST	before formed #womb knew #prolifegen #prolifeyouth #god #semst
NONE	spirits live family bloodline once your blodline destroyed will never reincarnate again #lgbt #semst
NONE	abstinence spokesmodel brawler bristol palin pregnant happy por rich girl #hypocrite #semst
NONE	justar legal make honoring #samesexmarriage #themovie #audacitymovie #semst
AGAINST	here because mothers granted gift life abort life value #prolifeyouth #semst
FAVOR	forbid walk mile shoes then chose #semst
NONE	#bristolpalin alaska asked promote wide open spaces pretty talking state #semst
NONE	they figurar schol work #semst
AGAINST	child matters skin colorar nation continuously aborting them #alllivesmatter #semst
NONE	marcus slightly scared radical liberal side #feministally #semst
AGAINST	precisely gods eyes life precious lets make generation ends abortion #prolifeyouth #semst
NONE	god alive deserves choice marry personar love #lovewins #equalityforall #semst
NONE	cora ignorar exportar problemto #itwontgoaway #repealtheth #semst
NONE	define anything right bigot stick closedminded agenda #bigot #semst
NONE	show liberal start thinking consequences actions #polygamy #gaymarriage #semst
AGAINST	never pregnancy pregnant persons body cease support bodily autonomy #semst
AGAINST	ginsburg supports death penaltyshe call #semst
FAVOR	people government care words bible women bodies #semst
AGAINST	every human personar inestimable worth created image likeness jpii #semst
FAVOR	god morning planar women deserve chose #cdnpoli #peipoli #semst
AGAINST	ready defeat #assistedsuicidelike defeated #abortionexpansion #nopasny #semst
NONE	greatest mistakes little #humandignity #semst
AGAINST	#blacklivesmatter black babies womb somehow lives matter puzzled #catholic #semst
NONE	refusar comply wbad laws justar because #scotus forced laws make right they forçar laws #semst
AGAINST	sinnfein voted kill unborn sick children #semst
NONE	government exceeded size scope reach lives citizens #armenia #semst
AGAINST	poverty decided child live wish mother teresa #semst
AGAINST	#blacklivesmatter planned parenthod #ycot #semst
AGAINST	prolife legislative party lansing today yall there #sopumpedgen #semst
FAVOR	unfortunate #thebriefcase adoption answer #semst
AGAINST	god morning patriots continuar pray great nation #unborn great #ccot #semst
NONE	ironic sitting swiping #semst
NONE	people upset black killed knew blackkids killed #baltimoreriots #semst
NONE	gods #law #truth #supressed they thing eternal #gaymarriage #lovewins #semst
AGAINST	prochoice promurder couched liberal rhetoric #semst
NONE	#supremecourt rollar week discover #cofee something #marriageequaility #semst
AGAINST	providing medical care trap regulations #scraptrap #semst
FAVOR	defunding fewer abortions dead women #semst
AGAINST	live murder speechless rajar hurt completar disgustfinding vhard hold tongue #semst
NONE	parent left role teachers parent skills reach children importar #semst
NONE	decide firar gays allowed married choice support #semst
AGAINST	equality forgotten innocent smallest precious unborn #catholic #semst
NONE	peer pressure real parent real facts misleading shame #semst
NONE	islanders definitions timely access #irony #peipoli #peivotes
NONE	part celebration dancing butts lgbtqia pride inspired playlist what songs list #semst
AGAINST	safe contrally comandments kill #itsnotonitsnotsafe #semst
FAVOR	agree decision decisioni critics support abortion #semst
AGAINST	#scotus blocking part texas antiabortion maybe callar supreme tyrant #tcot #tgdn #semst
AGAINST	great #scotus eliminated years called murder children #semst
FAVOR	free country freedom includes freedom choice #semst
NONE	wedlock pregnancy lecture give them stunnng #semst
AGAINST	feel qualified make healthcare decisió women #thingsyoudontsayasapolitician #semst
NONE	fact todays population equivaler resident york florir pennsylvania wheres outrage this
AGAINST	#blacklivesmatter bornar black lives matter #abortionismurder #liberallogic #semst
FAVOR	when abortion responsible choice when woman choses #semst
AGAINST	#scotus support equality well equality unborn #semst
AGAINST	women womb precious #prolifeyouth #alllivesmatter #semst
FAVOR	thank godness politicians sense recognised womens rights bodies #semst
FAVOR	best health #semst
AGAINST	mothers womb safe guess churches specifically black #whoisburningblackchurches #semst
AGAINST	marriage murdering unborn gods eyes #ccot #tcot #jesus #bible #semst
FAVOR	exactly apologia needed #fundamentalist kind stop apologia rights #semst
AGAINST	senate votar paincapable unborn child protection early contactar senators
AGAINST	#prolifegen abolish abortion lifetime #prolifefuture #tcot #semst
AGAINST	bornar months premature perfectly finar killing babies legal country
AGAINST	great samesex marriage made legal long make abortion illegal #semst
NONE	#cogar #questions #ballott #irelands #dail stuck well #help #drugswar #landwar #etc #tanks
AGAINST	babies blessing loving preaching #semst
FAVOR	what reduce abortions making illegal what does education caring pregnant personar #semst
AGAINST	dare sexual preference choice dare dismembering preborn isnt #liberalism #semst
AGAINST	people child entitled life liberty abortion legal #semst
AGAINST	worldwide agent support prolife group uchose nocost proliferealestate@yahocom #semst
AGAINST	pregnancy planned unplanned brings spousesfamilies closer other #life beautiful #usa #semst
AGAINST	even #smallest #person change #futureyouthgen #semst
AGAINST	#chose thats #lie #babies chose #die prolifeyouthgen #semst
AGAINST	surprised murder legal israel illegal civilized countries #semst
NONE	love matter love #semst
FAVOR	like govt literally taking live life defunding #semst
FAVOR	support mens wrongs womens rights #standforchoice #womensrights #semst
AGAINST	canadas legal definition human being based century science time update #prolifeyouth #cdnpoli #semst
NONE	speaking rarely discussed voice #semst
FAVOR	theres undeniable inverse correlation womens chose crime ratar #womensrights #semst
FAVOR	definitely #scotus today landed women #texas #clinics #issues #semst
AGAINST	#human life problem usyouth #itisahumanlife #semst
NONE	they listening justar radar today #prayfornepal
FAVOR	refusar people shame insultar women accessing healthcare sorry justar
NONE	reminder awful representar #prolove #proeducation #prohealthcare #semst
AGAINST	them sufer children forbid kingdom #semst
AGAINST	responsible care baby unprotected #semst
AGAINST	justar abortion scotus marriage legal make moral #scotusmarriage #freedomofreligion #semst
NONE	help friend figurar stay spend night
FAVOR	monday twitter wing troll sends video abortion #reprorights #semst
FAVOR	input thanks #womanschoice #controlyourownbody #semst
NONE	equality states nice step forward america #proudtolove #semst
AGAINST	pregnancy crisi gift whether wanted else child unwanted #choselife #adoption #semst
FAVOR	nothing choice yours dictate woman choses #feminism #semst
FAVOR	justar reminder eyes #scotus #reprohealth line #womensrights #reprojustice #reprorights #semst
AGAINST	abortion workers charged manslaughter after another woman dia from #semst
AGAINST	adoption choses live obviously huge diference that right #adoption #semst
FAVOR	choice kill living babies ahead #semst
FAVOR	women independent making choices #semst
AGAINST	church prolife meeting voice unborn #savethebabiesbumpthemanimals #godislovesolovewins #semst
AGAINST	jesus loves children world bornar unbornyouth #semst
FAVOR	advocating punishment would forçar give birth wills #rapeculture #semst
AGAINST	speak themselves #prolifeyouth #everylifematters #gay #straight #baby #semst
AGAINST	mozambique thank recognizing #equality allowed make choices #semst
AGAINST	illegal kill unhatched eagle legal kill unborn human babyisright
AGAINST	#children that #flowers mother teresa #prolifeyouth #semst
AGAINST	prevent killing preborn children birth address rotar #semst
AGAINST	limitar doctor choice forçar himher abortions protect life human dignity #semst
FAVOR	coming female ability children women ability chose #semst
AGAINST	motherhods wage penalty kids kill premature babies wtfs point libs #pjnet #semst
FAVOR	lmao schol thinks giving women abortion feminism they feminism #wtf
NONE	action work #datadatadata #semst
FAVOR	people faced frothing abortion death penalty justar wondering #deathpenalty #semst
AGAINST	abortion prevent rapar kittington #semst
AGAINST	plenty reasons christians support hillary mind stand wdems
AGAINST	status preborn girls vulnerable women society #peivotes #semst
NONE	gonna fuck next weekend #semst
AGAINST	younger friends expecting babies #beentheredonethat #choselife
AGAINST	religious prolife life sacred #semst
NONE	god friday morning #patriots make ever #smile long #lnyhbt #rescuepets #sot #sov #nevergiveup #semst
AGAINST	because long ending innocent lives love nothing #semst
AGAINST	ironic perform lifesaving therapies animal preservar livesbut staunch views favor #semst
FAVOR	once again body right wout consentir still waiting #rapeculture #semst
AGAINST	pray pray abortions dangerous facilities remain unchecked #facepalm #semst
AGAINST	unjustified homicide always illegal including #prolifeyouth #semst
FAVOR	when abortion responsible choice when woman choses #semst
AGAINST	this dispersal chemical weapon kills children #semst
AGAINST	such thing unforced #prolifeyouth #semst
AGAINST	#prolifeyouth human life human life inside womb #semst
AGAINST	typo meant dia with abortion human dia #semst
NONE	matter abortion next #semst
AGAINST	megana babys heart starts beating days conception time time life #kellyfile #semst
AGAINST	abortion contraception contraception preventing pregnancy abortion terminating life #ccot #semst
NONE	many reasons changed partir #semst
FAVOR	body life fuck prepared kill #semst
NONE	fenna heat watch #semst
FAVOR	watched #aftertiller gave perspective womans chose #womensrights
AGAINST	persons personar matter small suess #waar #semst
AGAINST	equal rights except unborn #ycot #overturnroe #semst
NONE	made hollywod #blacklivesdontmatter #whitebrunch #semst
NONE	undergirding importar issue today this truth #marriage #racism #gender #semst
AGAINST	very importar #praytherosary #prayforthepersecutedchurch #semst
FAVOR	forçar woman risk health sanity life continuar domed pregnancy against will
AGAINST	abortion wrong wrong powerful words blessed mother teresa #semst
NONE	today passed comittee judiciary help #semst
NONE	words meant trigger strong emotional responses medical inaccuracies misogyny #semst
NONE	hated #progod #progun #semst
AGAINST	#hillary heres christian religion views adaptar include abortion abortion murder #semst
AGAINST	what equal rights unborn humà grow lgbt #lovewins #semst
NONE	woah hashtag pudir rainbow heart weird #butimnotgay #semst
NONE	changing cisnomative atmosphere dificultar #semst
NONE	there will never enough slogan #semst
AGAINST	#poverty decide #child #die live wish mother teresa #prolifeyouth #prolifegen #semst
AGAINST	well marriage focus abolishing abortion stoping murders unborn children #semst
NONE	lifeboatcofee thanks follow donar companies left #ccot #semst
AGAINST	ways people world america great satan #gaymarriage #drugs #wakeupamerica #semst
AGAINST	get daughter pretends existed #parenttrapplot #semst
NONE	asshat protesting #sofiavergara disgrace entire womens rights movement live live #semst
AGAINST	adoption #sorrynotsorry
NONE	planar endorse whod #peipoli #semst
FAVOR	stand people life stillborn loss #semst
AGAINST	world #semst
AGAINST	life beautiful choice adoption abortion
NONE	like yall push views remain #semst
AGAINST	perspective rapecaused pregnanciesyr abortionsyr #strawman #waronwomen #semst
FAVOR	stop calling embryos fetuses babies #semst
AGAINST	thank life lord #christian #catholic #teamjesus #semst
FAVOR	prolife probirth baby support itself #makesnosense #prowomen
FAVOR	mass state house tomorrow planned parenthods sexual health lobby #reproductivejustice #feminism #semst
NONE	people taking #semst
FAVOR	absurd referir healthcare saves pregnant peoples lives killing #semst
AGAINST	when abort baby abort personar abort generations #semst
NONE	when #praytherosary forget #prayforpersecutedchurch #prayforisrael #prayforukraine
NONE	manila tvmonday #pacquiao appeals dont executar #maryjaneveloso #deathrow #drugtraficking #christian
AGAINST	acceptar mother kill child people kill another #semst
AGAINST	true equality bornar #semst
NONE	prayers wishes catherine sienna wednesday will #eastertide glorious mysteries usual #semst
FAVOR	fetus inside shut love #semst
NONE	problem then faith #gaystapo #socialism
FAVOR	your life body choice #womenshealth #womensrights #semst
AGAINST	analogy current time frame abortion compromise #semst
AGAINST	woman conceive proudly reconsiderar killing #prolifeyouth #semst
FAVOR	corner thickerskinned feminist shit personal #mybodymyrights #semst
NONE	oops bristol pregnant candir waste paid what send #semst
NONE	smash head solidar wall made steel time shore honay #urchoice #semst
NONE	what postinor popularly #semst
NONE	guarantee destroyed trust #semst
NONE	terrible golf couple days goa notar #semst
NONE	#wrp personhod federal #motion #semst
NONE	wade prevented biggest crime spree predicted history guns there criminal werent #gunsense #semst
NONE	step forward direction #semst
FAVOR	forced reproduction human rights violation #feminism #abortionrights #semst
AGAINST	guess means happy prolife aborted children #hypocrisy #semst
AGAINST	understand people prochoice life life matter weeks years #semst
FAVOR	thanks antichoicers women dealing face prosecution #semst
FAVOR	great women forçar give birth wills #rapeculture #semst
AGAINST	prochoice meaningless mean stand chose kill #semst
AGAINST	controlar ona body license killyouth #semst
NONE	today catch basketball campar #work #youthbuilding #thejourney #semst
AGAINST	#prolifeyouth human life womb valuable human life womb #semst
AGAINST	democrats gave chilling reply asked support aborting pound babies #semst
FAVOR	lok antichoice strongly pregnant peoples human rights homophobic shocker #semst
AGAINST	ginsburg supports death penaltyie #semst
AGAINST	word antiabortion protestors calmer buying pride colour yarn friend haberdashery #semst
NONE	being #gay #choice justar #semst
AGAINST	bacteria considered life mar heartbeat considered life earth #heartbeat #semst
AGAINST	dear #scotus deemed constitutional defend rights people ruling abolish abortion #semst
FAVOR	baby body decision efect life business #semst
FAVOR	opinion choice hands women personar directly afected #semst
FAVOR	adding progress week supreme court allowing texas abortion clinics stay open #scotus #semst
FAVOR	confuse right life righttousesomeonesbodywithoutconsent #rapeculture #semst
AGAINST	mother advice daughter abort shame responsibility advice #itsnotonitsnotsafe #semst
NONE	dear nuns advocacy paying weird #war #iraq #deathpenalty #taxespayforthisto #taxpayerpride #semst
FAVOR	choice mark #profeminist #semst
NONE	every god christian make unworthy those people health insurance because jesus #redstate #tcot #semst
FAVOR	happiness #semst
FAVOR	prolifers health rights #semst
AGAINST	your body belongs belong church state embryo #semst
AGAINST	children greatest blessing bestowed woman popar franci #lifeisagift #semst
AGAINST	prolife abortion taking life #choselife #christians #prolife #semst
NONE	another scotus decision agree with time death penalty together #semst
AGAINST	#prolifeyouth life begins conception #semst
FAVOR	explain medical procedure leaves patient healthy happy killing #semst
AGAINST	theres protecting unborn eagles humà noticed billion eagles around #semst
AGAINST	rise shine alive thank precious life #christian #catholic #teamjesus
NONE	manipulation disguise evil outcome ugly dors satan forms fake love #semst
AGAINST	#donrients people killed guns people died daily #abortion #semst
NONE	america focus real issues #starvingchildren #abuse #nationaldebt #terrorism #semst
FAVOR	bodily autonomy describe fetus takes #semst
AGAINST	time #voice #voiceless stand #unborn #alllivesmatter #prolifeyouth #choselife #semst
AGAINST	clear daylight abortion crime ghandi #prolifeyouth #semst
AGAINST	dont deal #semst
