id_str	TWEET	LABEL	CLEAN	CLEAN_FULL	LEMMA	LEMMA_CLEAN
1102943734428246e+18	Titular alternatiu:  El ministre de l'Interior posa en dubte la mateixa realitat, i anuncia que deixa la política per dedicar-se a la filosofia . https://t.co/fYf68lHmk4	AGAINST	titular alternatiu ministre interior posa dubte mateixa realitat anuncia deixa política dedicarse filosofia	titular alternatiu ministre interior posa dubte mateixa realitat anuncia deixa política dedicarse filosofia	titular alternatiu ministrar interior posar dubtar mateix realitat anunciar deixar polític dedicarse filosofia	titular alternatiu ministrar interior posar dubtar mateix realitat anunciar deixar politic dedicarse filosofia
1046425772653727746	En un bar de Sant Joan de Vilatorrada:  Tens el president del partit a la garjola i la secretària general a l'exili per haver fet un referèndum i els del partit proposen fer-ne un de debò... 	FAVOR	sant joan vilatorrada tens president pait garjola secretària general exili referèndum pait proposen ferne debò	bar sant joan vilatorrada tens president pait garjola secretària general exili fet referèndum pait proposen ferne debò	bar sant joan vilatorrada tensar president pait garjola secretària general exili fer referèndum pait proposar ferne debò	sant joan vilatorrada tensar president pait garjola secretaria general exili referendum pait proposar ferne debo
1041394524281602048	@aramateix @cupnacional @CUPBarcelona foreceu noves eleccions JA... apartem als qui el 21D van enganyar als seus votants i ara s'han tret la màscara autonomista  amb polítics sense coratge ni projecte que no compleixen el mandat del #1oct NO AVANCEM  @cupnacional... feu valer els nostres vots... tenim pressa	FAVOR	foreceu noves eleccions apaem enganyar votants shan tret màscara autonomista polítics coratge projecte compleixen mandat #oct avancem valer vots tenim pressa	foreceu noves eleccions apaem d enganyar votants ara shan tret màscara autonomista polítics coratge projecte compleixen mandat #oct avancem feu valer vots tenim pressa	foreceu nova elecció apaem d enganyar votant ara shan treure màscara autonomista polític coratge projectar complir mandat #oct avançar fer valer vot tenir pressa	foreceu nova eleccio apaem enganyar votant shan treure mascara autonomista politic coratge projectar complir mandat #oct avançar valer tenir pressa
11030354070868746e+18	RT @josecgrsjd: Uiiiii @AdaColau un zasca de aquellos que te gustan recibir!!! https://t.co/J6mTfXprCg	AGAINST	zasca aquellos gustan recibir	zasca aquellos gustan recibir	zasca aquellos gustan recibir	zasca aquellos gustan recibir
10932692115295725e+18	I aquest divendres al #PostgrauGovObert expectatives 🔝🔝🔝: sessió de @jordigraells (director general d'Atenció Ciutadana d @gencat ) q ens parlarà de les tendències de futur 🤖 i no tant futur, en la Governança Digital 💻 de les #AAPP. https://t.co/ABkq7VWILY	NEUTRAL	divendres #postgraugovobe expectatives sessió director general atenció ciutadana parlarà tendències futur futur governança digital #app	divendres #postgraugovobe expectatives  sessió director general atenció ciutadana q parlarà tendències futur  futur governança digital  #app	divendres #postgraugovobe expectativa sessió director general atenció ciutadà q parlar tendència futur futur governança digital #app	divendres #postgraugovobe expectativa sessio director general atencio ciutada parlar tendencia futur futur governança digital #app
11034139595694285e+18	@dhv1976 @AresCases Tothom sap que l'esquerra autèntica recolza ferotgement la República Catalana i que no dona suport a fanàtics d'ultradreta com Torra	AGAINST	tothom esquerra autèntica recolza ferotgement república catalana dona supo fanàtics ultradreta torra	tothom sap esquerra autèntica recolza ferotgement república catalana dona supo fanàtics ultradreta torra	tothom saber esquerre autèntic recolzar ferotgement república català dona supo fanàtic ultradreta torra	tothom saber esquerre autentic recolzar ferotgement republica catala dona supo fanatic ultradreta torra
1036848727409999872	@JoanTarda Referèndum sobre Estatut i Independència? Però què és això A Escòcia va ser així? Oi que no? Ja prou Tardà de veritat, prou. Per molt que repeteixis cada dia el mateix la gent no t'ho compra i espero que no t'ho compri mai.	FAVOR	referèndum estatut independència però això escòcia així tardà veritat repeteixis mateix gent compra espero compri	referèndum estatut independència però és això escòcia així tardà veritat repeteixis dia mateix gent tho compra espero tho compri	referèndum estatut independència però ser això escòcia així tardar veritat repetir dia mateix gent tho comprar esperar tho comprar	referendum estatut independencia pero aixo escocia aixi tardar veritat repetir mateix gent comprar esperar comprar
10979461409249362e+18	RT @324cat: La intel·ligència artificial permet identificar nous gens relacionats amb el càncer https://t.co/bFqpaIYnke https://t.co/LnWO3N…	AGAINST	intel·ligència aificial permet identificar nous relacionats càncer	intel·ligència aificial permet identificar nous relacionats càncer	intel·ligència aificial permetre identificar noure relacionar càncer	intel·ligencia aificial permetre identificar noure relacionar cancer
10961507954127994e+18	En Yokomizo vs l'Amuro d'aprenents d'en Kogoro #DetectiuConan3XL	NEUTRAL	yokomizo amuro aprenents kogoro #detectiuconanxl	yokomizo vs amuro aprenents kogoro #detectiuconanxl	yokomizo versus amurar aprenent kogoro #detectiuconanxl	yokomizo versus amurar aprenent kogoro #detectiuconanxl
11027825937271685e+18	Atacar un autobús que va amb una foto de Hitler banalitzant el nazisme no és un atac a la llibertat d'expressió. No existeix el dret a banalitzar el nazisme. Si aturar un autobús amb una foto de Hitler és aturar aquestes idees, doncs ben fet que fa la Generalitat expulsant-lo. https://t.co/8fOE8rCfip	NEUTRAL	atacar autobús foto hitler banalitzant nazisme atac llibeat expressió existeix dret banalitzar nazisme aturar autobús foto hitler aturar idees generalitat expulsantlo	atacar autobús foto hitler banalitzant nazisme és atac llibeat expressió existeix dret banalitzar nazisme aturar autobús foto hitler és aturar idees fet fa generalitat expulsantlo	atacar autobús fotre hitler banalitzar nazisme ser atacar llibeat expressió existir dret banalitzar nazisme aturar autobús fotre hitler ser aturar idear fer fer generalitat expulsantlo	atacar autobus fotre hitler banalitzar nazisme atacar llibeat expressio existir dret banalitzar nazisme aturar autobus fotre hitler aturar idear generalitat expulsantlo
10423341913194906e+18	Només recordar, pq de vegades la memòria és selectiva, que el Sr.Aznar és còmplice de l'assassinat de quasi mig milió de persones. Espero i desitjo, que com tots els assassins, algun dia et jutjin i et podreixis a la presó.	AGAINST	només recordar vegades memòria selectiva sraznar còmplice assassinat milió persones espero desitjo assassins jutjin podreixis presó	només recordar pq vegades memòria és selectiva sraznar és còmplice assassinat milió persones espero desitjo assassins dia jutjin podreixis presó	nòmer recordar pq vegada memòria ser selectiu sraznar ser còmplice assassinar milió personar esperar desitjar assassí dia jutjin podrir presó	nomer recordar vegada memoria selectiu sraznar complice assassinar milio personar esperar desitjar assassi jutjin podrir preso
1036380635277996e+18	⚠️ 🇩🇪 BOOM| Alemania demana a l'UE que suspengui la  regla de l'unanimitat  per les decisions de política exterior.  Això vol dir que Espanya no podria bloquejar-nos per entrar-hi.  https://t.co/b1Chn0sZyn	AGAINST	alemania demana suspengui regla unanimitat decisions política exterior això espanya podria bloquejarnos entrarhi	️  bom alemania demana ue suspengui regla unanimitat decisions política exterior això vol espanya podria bloquejarnos entrarhi	️ bom alemania demanar ue suspendre reglar unanimitat decisió polític exterior això volum espanya podrir bloquejarnos entrarhi	alemania demanar suspendre reglar unanimitat decisio politic exterior aixo volum espanya podrir bloquejarnos entrarhi
11037000310376899e+18	@MaleDiabunter @sergialju @anna_sjd La revolució la fareu vosaltres, el sindicat vertical de la dreta català. Puaf. https://t.co/9t2qHHn6Ox	AGAINST	revolució fareu sindicat veical dreta català puaf	revolució fareu sindicat veical dreta català puaf	revolució fer sindicar veical dret català puaf	revolucio sindicar veical dret catala puaf
11037566632265933e+18	Les dones hem de superar els esquemes de poder actuals i configurar-ne uns altres més d'acord amb el nostre marc mental .  @agenersurrell  ens convida a construir un lideratge femení basat en l’autenticitat i no en la sobreadaptació per construir una societat millor i més justa. https://t.co/L2NKGs3Xji	NEUTRAL	dones superar esquemes poder actuals configurarne acord marc mental convida construir lideratge femení basat autenticitat sobreadaptació construir societat millor justa	dones superar esquemes poder actuals configurarne més acord marc mental convida construir lideratge femení basat autenticitat sobreadaptació construir societat millor més justa	donar superar esquema poder actual configurarne més acordar marcar mental convidar construir lideratge femení basar autenticitat sobreadaptació construir societat millorar més justar	donar superar esquema poder actual configurarne acordar marcar mental convidar construir lideratge femeni basar autenticitat sobreadaptacio construir societat millorar justar
1103388405621248e+18	T'ho estant repetint cada dia. Si votes ERC el #28A NO et sorprenguis l'endemà quan tornin a votar amb el PSOE de franc i a fer de nous DuraniLleida a Madrid. NO volen el vot indepe (que confien mantenir de franc), cerquen ex-votants de Podemos/PSOE. Lícit, pero NO amb el meu vot https://t.co/5m07BtlO3Z	AGAINST	repetint votes #a sorprenguis endemà tornin votar psoe franc nous duranilleida madrid volen indepe confien mantenir franc cerquen exvotants podemospsoe lícit	tho repetint dia votes erc #a sorprenguis endemà tornin votar psoe franc nous duranilleida madrid volen vot indepe confien mantenir franc cerquen exvotants podemospsoe lícit vot	tho repetir dia votar erc #a sorprendre endemà tornar votar psoe franc noure duranilleida madrid voler votar indepe confiar mantenir franc cercar exvotants podemospsoe lícit votar	repetir votar sorprendre endema tornar votar psoe franc noure duranilleida madrid voler votar indepe confiar mantenir franc cercar exvotants podemospsoe licit votar
1098944269795115e+18	Si, si..  Només faltaría que reconeixesin la culpabilitat aixi, de primeres . Pero encara falten el testigs de la acusació... Que tenen tanta credibilitat com els acusats. https://t.co/5XP6gHlDb3	AGAINST	només faltaría reconeixesin culpabilitat primeres falten testigs acusació tenen credibilitat acusats	només faltaría reconeixesin culpabilitat primeres falten testigs acusació tenen credibilitat acusats	nòmer faltaría reconeixesin culpabilitat primer faltar testigs acusació tenir credibilitat acusat	nomer faltaria reconeixesin culpabilitat primer faltar testigs acusacio tenir credibilitat acusat
1093157364931412e+18	Rajoy podria haver guanyat les eleccions generals del 2011 amb  factures falses i pagaments ocults”, segons publica El Confidencial https://t.co/DwwWbOhPwH https://t.co/5XaJ3l2okB	NEUTRAL	rajoy podria guanyat eleccions generals factures falses pagaments ocults segons publica confidencial	rajoy podria guanyat eleccions generals factures falses pagaments ocults segons publica confidencial	rajoy podrir guanyar elecció general facturar falsar pagament ocult segon publicar confidencial	rajoy podrir guanyar eleccio general facturar falsar pagament ocult segon publicar confidencial
11034276271996764e+18	@astridbierge @BernatDedeu @JoanTarda Es un estafador botifler i malparit	AGAINST	estafador botifler malparit	estafador botifler malparit	estafador botifler malparir	estafador botifler malparir
11036782631661568e+18	RT @er_pllo: El Parlament de Catalunya sempre treballant pel que realment importa https://t.co/kG96eEfD1f	AGAINST	parlament catalunya sempre treballant realment impoa	parlament catalunya sempre treballant realment impoa	parlament catalunya sempre treballar realment impoa	parlament catalunya sempre treballar realment impoa
1097415422083776513	#JudiciProcés ⚖️ | Aquest dimarts arrenca la segona setmana declaracions amb la compareixença de Jordi Turull a les 10h  ➡ Consulta aquí com aniran les sessions 👇 https://t.co/zOYrGBukZL	FAVOR	#judiciprocés dimas arrenca segona setmana declaracions compareixença jordi turull consulta aquí aniran sessions	#judiciprocés ️ dimas arrenca segona setmana declaracions compareixença jordi turull h  consulta aquí aniran sessions	#judiciprocés ️ dimas arrencar segon setmana declaració compareixença jordi turull hora consultar aquí anar sessió	#judiciproces dimas arrencar segon setmana declaracio compareixença jordi turull hora consultar aqui anar sessio
1102970161013886977	Com ja vam fer amb al vaga de l’any passat, els diputats i diputades donarem el nostre sou del dia de la vaga a entitats feministes , explica @JnnDiaz al #Parlament https://t.co/3TjbpaMiRR	FAVOR	vaga passat diputats diputades donarem vaga entitats feministes explica #parlament	vaga passat diputats diputades donarem dia vaga entitats feministes explica #parlament	vague passar diputat diputada donar dia vague entitat feminista explicar #parlament	vague passar diputat diputada donar vague entitat feminista explicar #parlament
1102836663917658112	@budocity @TwitterEspana Veus? Ho sabía. Porto messos que no em deixen pujar videos del #1oct. Només puc pujar els ja pujats molts messos abans i si els trobo.	FAVOR	veus sabía messos deixen pujar videos #oct només pujar pujats messos trobo	veus sabía poo messos deixen pujar videos #oct només puc pujar pujats messos trobo	veure sabía poar messos deixar pujar videos #oct nòmer poder pujar pujar messos trobar	veure sabia poar messos deixar pujar videos #oct nomer poder pujar pujar messos trobar
1097620571846783e+18	📌ATENCIÓ!! 📢📢📢  MARXEM CAP A L'EFTA!!  📌 TOTHOM A SIGNAR si us plau!  RT A TOPE!! 📱📲 💪👀✌   Govern de Catalunya : Demanem al govern de Catalunya que es posicioni per pertànyer a la EFTA - ¡Firma la petición! https://t.co/c7WNcvMdXP vía @change_es	AGAINST	atenció marxem efta tothom signar plau tope govern catalunya demanem govern catalunya posicioni peànyer efta firma petición	atenció  marxem efta  tothom signar plau  tope   govern catalunya demanem govern catalunya posicioni peànyer efta firma petición vía	atenció marxar efta tothom signar plaure topar governar catalunya demanar governar catalunya posicionar peànyer efta firmar petición vía	atencio marxar efta tothom signar plaure topar governar catalunya demanar governar catalunya posicionar peanyer efta firmar peticion
10988734813647544e+18	@escabellat Però és evident el que he dit, no? La declaració d'independència com a cosa articulada i jurídica és a la llei de transitorietat del sisisetdesetembre.	AGAINST	però evident declaració independència cosa aiculada jurídica llei transitorietat sisisetdesetembre	però és evident dit declaració independència cosa aiculada jurídica és llei transitorietat sisisetdesetembre	però ser evident dir declaració independència cosa aiculada jurídic ser llei transitorietat sisisetdesetembre	pero evident declaracio independencia cosa aiculada juridic llei transitorietat sisisetdesetembre
11041481501456916e+18	@mimiftaitana LAIA TIA CONTESTATE EL MOVIL QUE ES UNA EMERGENCIA. EL STORIE DE MIMI	NEUTRAL	laia contestate movil emergencia storie mimi	laia tia contestate movil emergencia storie mimi	laia tia contestate movil emergencia storie mimar	laia contestate movil emergencia storie mimar
1103676894778716161	@jmangues No entenc com al Parlament Europeu donen veu a aquests feixistes agressius i violents, i silencien la veu de persones pacifiques com el nostre president legítim a l’exili.	FAVOR	entenc parlament europeu donen feixistes agressius violents silencien persones pacifiques president legítim exili	entenc parlament europeu donen feixistes agressius violents silencien persones pacifiques president legítim exili	entendre parlament europeu donar feixista agressiu violent silenciar personar pacificar president legítim exili	entendre parlament europeu donar feixista agressiu violent silenciar personar pacificar president legitim exili
10960919711422013e+18	Forn nega en el judici que la declaració d'independència del 27-O tingués valor https://t.co/i5FtGf18iu #JudiciTV3CatRàdio https://t.co/7pSLaRG6wL	NEUTRAL	forn nega judici declaració independència tingués valor #judicitvcatràdio	forn nega judici declaració independència o tingués valor #judicitvcatràdio	forn negar judici declaració independència o tenir valorar #judicitvcatràdio	forn negar judici declaracio independencia tenir valorar #judicitvcatradio
10918530198456769e+18	El sistema judicial vol Carles Puigdemont a Espanya no com a testimoni sinó com a presoner  @Simonbekaert (advocat de Valtònyc) #FAQStherealTV3 ▶️ https://t.co/bZYi7n7LIq https://t.co/Y3Sv8TR4TL	FAVOR	sistema judicial carles puigdemont espanya testimoni sinó presoner advocat valtònyc #faqstherealtv	sistema judicial vol carles puigdemont espanya testimoni sinó presoner advocat valtònyc #faqstherealtv ️	sistema judicial volum carles puigdemont espanya testimoni sinó presoner advocar valtònyc #faqstherealtv ️	sistema judicial volum carles puigdemont espanya testimoni sino presoner advocar valtonyc #faqstherealtv
1043238956576464901	Maragall un paio que va passar de l' ajuntament franquista de Porcioles a fidel servidor del PSOE de Mister X , als tripartits d' infausta memoria i per ultim indepe . Es algu de solids principis i projecte clar i si a mes te l' experiencia de 76 anys , es un candidat excel·lent	FAVOR	maragall paio passar ajuntament franquista porcioles fidel servidor psoe mister tripaits infausta memoria ultim indepe solids principis projecte clar experiencia anys candidat excel·lent	maragall paio passar ajuntament franquista porcioles fidel servidor psoe mister x tripaits infausta memoria ultim indepe solids principis projecte clar experiencia anys candidat excel·lent	maragall paio passar ajuntament franquista porcioles fidel servidor psoe mister x tripaits infaust memoria ultimar indepe solids principi projectar clar experiencia any candidat excel·lent	maragall paio passar ajuntament franquista porcioles fidel servidor psoe mister tripaits infaust memoria ultimar indepe solids principi projectar clar experiencia candidat excel·lent
10961678125304054e+18	@ERCbcn @ernestmaragall @junqueras @quimforn En una cosa té raó, no es poden barrejar les coses. Per això, l'ajuntament actual fa polítiques socials com mai vistes i a més, és l'únic partit q ha portat a judici les càrregues policials de l'1O i fa actes actes en defensa de l'abús de la gent empresonada.	AGAINST	cosa poden barrejar coses això ajuntament actual polítiques socials vistes únic pait poat judici càrregues policials actes actes defensa abús gent empresonada	cosa té raó poden barrejar coses això ajuntament actual fa polítiques socials vistes més és únic pait q poat judici càrregues policials o fa actes actes defensa abús gent empresonada	cosa tenir raó poder barrejar cosa això ajuntament actual fer política social vista més ser únic pait q poar judici càrrega policial o fer acte acte defensar abusar gent empresonar	cosa tenir poder barrejar cosa aixo ajuntament actual politica social vista unic pait poar judici carrega policial acte acte defensar abusar gent empresonar
10975611566701036e+18	🔴 Carles Puigdemont:  Es tracta d'un judici polític. Des de fa més d'un any la Unió Europea ha tingut presoners polítics  https://t.co/lomvtc3LBO https://t.co/h9drQTLYzW	NEUTRAL	carles puigdemont tracta judici polític unió europea tingut presoners polítics	carles puigdemont tracta judici polític des fa més unió europea tingut presoners polítics	carles puigdemont tractar judici polític donar fer més unió europeu tenir presoner polític	carles puigdemont tractar judici politic donar unio europeu tenir presoner politic
11028273327235973e+18	La Comissió de Defensa dels Drets del Col·legi de l'Advocacia de Barcelona critica les declaracions de Felip VI en què defensava que no hi ha democràcia fora de la legalitat https://t.co/HKPSyhvOl1	NEUTRAL	comissió defensa drets col·legi advocacia barcelona critica declaracions felip defensava democràcia legalitat	comissió defensa drets col·legi advocacia barcelona critica declaracions felip vi defensava democràcia legalitat	comissió defensar dret col·legi advocacia barcelona criticar declaració felip vi defensar democràcia legalitat	comissio defensar dret col·legi advocacia barcelona criticar declaracio felip defensar democracia legalitat
1103316817169256453	Ara entenc l'altura q va haver d saltar, pobre. No sé com no es va trencar el turmell. #JoAcuso  #JudiciFarsa https://t.co/3YiIf0z8Oy	FAVOR	entenc altura saltar pobre trencar turmell #joacuso #judicifarsa	ara entenc altura q saltar pobre sé trencar turmell #joacuso #judicifarsa	ara entendre altura q saltar pobre saber trencar turmell #joacuso #judicifarsa	entendre altura saltar pobre saber trencar turmell #joacuso #judicifarsa
10932181162162419e+18	RT @VogelfreiCAT: Ens “jutgen” (a tots) perquè no ens poden afusellar...	NEUTRAL	jutgen poden afusellar	jutgen poden afusellar	jutjar poder afusellar	jutjar poder afusellar
1042472564700991488	Quantissima dignitat en cada nota, massa.. No mereix el que ens estan fent 'els nostres'. Cuanta vergonya, indignitat i egoisme hi ha als despatxos, però no ens fareu còmplices de la vostre traïció, no passaran els feixistes, però vosaltres, vosaltres tampoc. MORI EL MAL GOVERN. https://t.co/5jry5nHnPH	FAVOR	quantissima dignitat nota massa mereix fent cuanta vergonya indignitat egoisme despatxos però fareu còmplices traïció passaran feixistes però mori govern	quantissima dignitat nota massa mereix fent cuanta vergonya indignitat egoisme despatxos però fareu còmplices traïció passaran feixistes però mori govern	quantissima dignitat notar massa merèixer fer cuanta vergonyar indignitat egoisme despatx però fer còmplice traïció passar feixista però morir governar	quantissima dignitat notar massa mereixer cuanta vergonyar indignitat egoisme despatx pero complice traicio passar feixista pero morir governar
1046031738709975e+18	RT @FiodoirMacTire: Plaça Sant Jaume ara mateix. Catalunya combat al feixisme!! https://t.co/RIZwru3kbt	AGAINST	plaça sant jaume mateix catalunya combat feixisme	plaça sant jaume ara mateix catalunya combat feixisme	plaçar sant jaume ara mateix catalunya combatre feixisme	plaçar sant jaume mateix catalunya combatre feixisme
11029995257221489e+18	.@santanagonalez del @pp_bcn:  Soy de las que se patea la calle . Recorda al @pscsantandreu i al @PDeCATStAndreu els anys que han estat al govern i aquells projectes que ara retreuen a @StAndreuEnComu, però que ells no van fer:  Siempre es la misma cantinela . #plesantandreu	AGAINST	patea calle recorda anys govern projectes retreuen però siempre misma cantinela #plesantandreu	soy patea calle recorda anys govern projectes ara retreuen però siempre misma cantinela #plesantandreu	soy patea callar recordar any governar projecte ara retreure però siempre misma cantinela #plesantandreu	patea callar recordar governar projecte retreure pero siempre misma cantinela #plesantandreu
1097922363184857088	Turull:  He sentit alguna acusació per part de la Fiscalia que considero una falta de respecte als ciutadans de Catalunya  #judici1o https://t.co/CzPQX6u0fj	FAVOR	turull sentit acusació fiscalia considero falta respecte ciutadans catalunya #judicio	turull sentit acusació pa fiscalia considero falta respecte ciutadans catalunya #judicio	turull sentir acusació pa fiscalia considerar faltar respectar ciutadà catalunya #judicio	turull sentir acusacio fiscalia considerar faltar respectar ciutada catalunya #judicio
11030226616119992e+18	Millo menteix tant que no sap que a Badalona, el 20 de setembre del 2017 no hi havia alcalde. Hi havia alcaldessa. No es bo ni per a mentir el cabró aquest. #Fairy #JoAcuso	AGAINST	millo menteix badalona setembre alcalde alcaldessa mentir cabró #fairy #joacuso	millo menteix sap badalona setembre alcalde alcaldessa mentir cabró #fairy #joacuso	millo mentir saber badalona setembre alcalde alcaldessa mentir cabró #fairy #joacuso	millo mentir saber badalona setembre alcalde alcaldessa mentir cabro #fairy #joacuso
1036887524503941122	Volen detenir a Willy Toledo per no presentar-se a declarar sobre un suposat delicte de blasfèmia. I el seu règim cada dia s'assembla més a la inquisició (o a una pel·lícula d'humor, no ho tenim clar) #Llibertatdexpressió #HolaRègim78 https://t.co/eMOxYvRWN8	FAVOR	volen detenir willy toledo presentarse declarar suposat delicte blasfèmia règim sassembla inquisició pel·lícula humor tenim clar #llibeatdexpressió #holarègim	volen detenir willy toledo presentarse declarar suposat delicte blasfèmia règim dia sassembla més inquisició pel·lícula humor tenim clar #llibeatdexpressió #holarègim	voler detenir willy toledo presentarse declarar suposar delicte blasfèmia règim dia sassembla més inquisició pel·lícula humor tenir clar #llibeatdexpressió #holarègim	voler detenir willy toledo presentarse declarar suposar delicte blasfemia regim sassembla inquisicio pel·licula humor tenir clar #llibeatdexpressio #holaregim
1099417902346842110	RT @Ninona62: #FAQSstrubelTV3 Espanya amb Catalunya ha estat disposat a fer de tot, de tot menys política. @jorditurull	FAVOR	#faqsstrubeltv espanya catalunya disposat política	#faqsstrubeltv espanya catalunya disposat política	#faqsstrubeltv espanya catalunya disposar polític	#faqsstrubeltv espanya catalunya disposar politic
